"Status","Year","Function_of_post","Parent_department","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","SEO","15","15","42580","41240"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","EO","10","10","25410","25420"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","EO","35","35","29100","28720"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","G6","15","15","71580","70740"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","G7","30","30","59940","59600"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","HEO","90","90","36580","34830"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","SCS level","10","10","81480","80750"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","SEO","15","15","48120","47060"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","G6","10","10","65600","64170"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","G7","55","55","57500","57030"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","HEO","50","50","40070","39330"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","West Central Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Derbyshire and Nottinghamshire","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Derbyshire and Nottinghamshire","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","East Anglia","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","G7","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","10","10","33940","33950"
"In post","2023","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","25","25","42480","43250"
"In post","2023","Analysis","Department for Education","Greater Manchester","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Greater Manchester","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Greater Manchester","HEO","20","20","33420","33950"
"In post","2023","Analysis","Department for Education","Greater Manchester","SEO","25","25","42560","43250"
"In post","2023","Analysis","Department for Education","Inner London - West","EO","15","15","31720","30560"
"In post","2023","Analysis","Department for Education","Inner London - West","G6","25","25","68410","67010"
"In post","2023","Analysis","Department for Education","Inner London - West","G7","65","60","56580","55020"
"In post","2023","Analysis","Department for Education","Inner London - West","HEO","40","35","38070","37870"
"In post","2023","Analysis","Department for Education","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Inner London - West","SEO","80","75","46480","46600"
"In post","2023","Analysis","Department for Education","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Northumberland, and Tyne and Wear","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Northumberland, and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Northumberland, and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Northumberland, and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","South Yorkshire","G6","10","10","63310","62540"
"In post","2023","Analysis","Department for Education","South Yorkshire","G7","40","40","53030","51910"
"In post","2023","Analysis","Department for Education","South Yorkshire","HEO","30","30","33100","33950"
"In post","2023","Analysis","Department for Education","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","South Yorkshire","SEO","60","60","43000","43250"
"In post","2023","Analysis","Department for Education","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Tees Valley and Durham","G7","15","15","52200","51500"
"In post","2023","Analysis","Department for Education","Tees Valley and Durham","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Tees Valley and Durham","SEO","20","20","42970","43250"
"In post","2023","Analysis","Department for Education","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Midlands","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Midlands","G7","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Midlands","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Midlands","SEO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Yorkshire","SEO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Devon","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Devon","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","EO","40","35","25950","25970"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","G7","15","15","50090","49400"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","HEO","45","40","30570","30350"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","SEO","25","25","37820","37310"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","AO","15","15","21600","22150"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","EO","55","50","25990","25920"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","G6","15","15","63940","60300"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","G7","60","55","50040","49400"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","HEO","105","100","30570","30350"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","SEO","90","90","37820","37310"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Inner London - West","EO","25","25","29440","29280"
"In post","2023","Analysis","Department for International Trade","Inner London - West","G6","30","25","68200","67010"
"In post","2023","Analysis","Department for International Trade","Inner London - West","G7","95","95","56740","55500"
"In post","2023","Analysis","Department for International Trade","Inner London - West","HEO","60","60","35190","35010"
"In post","2023","Analysis","Department for International Trade","Inner London - West","SCS level","10","10","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Inner London - West","SEO","30","30","43160","41800"
"In post","2023","Analysis","Department for International Trade","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Tees Valley and Durham","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","East Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","G7","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","EO","15","15","30070","28850"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","G6","25","25","68510","67830"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","G7","80","80","56390","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","HEO","55","55","33710","34000"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","SEO","20","20","43330","44180"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","South Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
