"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Debt","Tax","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","London","115","[c]","36900","35800"
"Leaver CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","Outside London","280","[c]","32870","31270"
"Leaver CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Other","Outside London","15","[c]","20090","19080"
"Leaver CS","2023","20-29","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Unknown","London","45","[c]","36230","34550"
"Leaver CS","2023","20-29","Digital, Data & Technology","Unknown","Outside London","10","[c]","29530","32000"
"Leaver CS","2023","20-29","Finance","Corporate Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Finance","London","45","[c]","33660","32520"
"Leaver CS","2023","20-29","Finance","Finance","Outside London","100","[c]","28960","27660"
"Leaver CS","2023","20-29","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Operational Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Operational Delivery","Outside London","45","[c]","22260","22150"
"Leaver CS","2023","20-29","Human Resources","Human Resources","London","55","[c]","33240","30480"
"Leaver CS","2023","20-29","Human Resources","Human Resources","Outside London","110","[c]","25170","22220"
"Leaver CS","2023","20-29","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Unknown","London","15","[c]","34190","28370"
"Leaver CS","2023","20-29","Human Resources","Unknown","Outside London","20","[c]","25520","23850"
"Leaver CS","2023","20-29","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Legal","London","55","[c]","36850","34460"
"Leaver CS","2023","20-29","Legal","Legal","Outside London","25","[c]","35300","29840"
"Leaver CS","2023","20-29","Legal","Operational Delivery","London","45","[c]","25260","25600"
"Leaver CS","2023","20-29","Legal","Operational Delivery","Outside London","70","[c]","23520","22870"
"Leaver CS","2023","20-29","Legal","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Economics","London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Intelligence Analysis","London","15","[c]","34740","36520"
"Leaver CS","2023","20-29","No function","Intelligence Analysis","Outside London","20","[c]","27300","26170"
"Leaver CS","2023","20-29","No function","International Trade","London","20","[c]","37500","35970"
"Leaver CS","2023","20-29","No function","International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Legal","London","20","[c]","34200","34260"
"Leaver CS","2023","20-29","No function","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Medicine","Outside London","25","[c]","35100","34010"
"Leaver CS","2023","20-29","No function","Operational Delivery","London","1185","[c]","30970","31060"
"Leaver CS","2023","20-29","No function","Operational Delivery","Outside London","4855","[c]","24330","22400"
"Leaver CS","2023","20-29","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Operational Delivery","Unknown","20","[c]","25670","27260"
"Leaver CS","2023","20-29","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Other","London","40","[c]","31650","28760"
"Leaver CS","2023","20-29","No function","Other","Outside London","40","[c]","22920","22220"
"Leaver CS","2023","20-29","No function","Planning","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Policy","London","515","[c]","38170","36110"
"Leaver CS","2023","20-29","No function","Policy","Outside London","110","[c]","27570","27680"
"Leaver CS","2023","20-29","No function","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Project Delivery","London","20","[c]","40310","37720"
"Leaver CS","2023","20-29","No function","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Psychology","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Psychology","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Science and Engineering","London","55","[c]","32110","32330"
"Leaver CS","2023","20-29","No function","Science and Engineering","Outside London","255","[c]","28440","28370"
"Leaver CS","2023","20-29","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Statistics","London","20","[c]","24830","23500"
"Leaver CS","2023","20-29","No function","Tax","London","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Tax","Outside London","200","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Unknown","London","135","[c]","35620","34710"
"Leaver CS","2023","20-29","No function","Unknown","Outside London","80","[c]","30580","31350"
"Leaver CS","2023","20-29","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Project Delivery","London","70","[c]","33610","32630"
"Leaver CS","2023","20-29","Project Delivery","Project Delivery","Outside London","175","[c]","31450","31920"
"Leaver CS","2023","20-29","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Science and Engineering","Outside London","20","[c]","31220","31920"
"Leaver CS","2023","20-29","Project Delivery","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Operational Delivery","Outside London","20","[c]","22820","22520"
"Leaver CS","2023","20-29","Property","Other","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Property","London","20","[c]","35510","30590"
"Leaver CS","2023","20-29","Property","Property","Outside London","65","[c]","28320","26530"
"Leaver CS","2023","20-29","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Security","London","15","[c]","30520","30730"
"Leaver CS","2023","20-29","Security","Security","Outside London","145","[c]","27290","27480"
"Leaver CS","2023","20-29","Security","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Unknown","Outside London","10","[c]","24610","21170"
"Leaver CS","2023","20-29","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Operational Delivery","Outside London","10","[c]","24770","23740"
"Leaver CS","2023","20-29","Unknown","Other","London","15","[c]","32870","28050"
"Leaver CS","2023","20-29","Unknown","Other","Outside London","25","[c]","27550","24750"
"Leaver CS","2023","20-29","Unknown","Other","Unknown","50","[c]","27940","29530"
"Leaver CS","2023","20-29","Unknown","Policy","London","30","[c]","29690","25610"
"Leaver CS","2023","20-29","Unknown","Policy","Outside London","35","[c]","27110","21690"
"Leaver CS","2023","20-29","Unknown","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Science and Engineering","Outside London","10","[c]","27770","30650"
"Leaver CS","2023","20-29","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","London","255","[c]","27400","27610"
"Leaver CS","2023","20-29","Unknown","Unknown","Outside London","270","[c]","28360","27740"
"Leaver CS","2023","20-29","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Economics","London","20","[c]","59220","58950"
"Leaver CS","2023","30-39","Analysis","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Operational Research","London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Science and Engineering","Outside London","45","[c]","39760","39890"
"Leaver CS","2023","30-39","Analysis","Social Research","London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Social Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Statistics","London","15","[c]","44560","40750"
"Leaver CS","2023","30-39","Analysis","Statistics","Outside London","20","[c]","41070","38790"
"Leaver CS","2023","30-39","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Commercial","London","20","[c]","43420","42920"
"Leaver CS","2023","30-39","Commercial","Commercial","Outside London","80","[c]","40020","39800"
"Leaver CS","2023","30-39","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Unknown","London","25","[c]","67620","67390"
"Leaver CS","2023","30-39","Commercial","Unknown","Outside London","15","[c]","59730","64500"
"Leaver CS","2023","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Communications","London","75","[c]","46180","43550"
"Leaver CS","2023","30-39","Communications","Communications","Outside London","35","[c]","37370","34310"
"Leaver CS","2023","30-39","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Unknown","London","20","[c]","49390","49480"
"Leaver CS","2023","30-39","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Counter Fraud","London","25","[c]","43790","41600"
"Leaver CS","2023","30-39","Counter Fraud","Counter Fraud","Outside London","40","[c]","26500","27570"
"Leaver CS","2023","30-39","Counter Fraud","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","Operational Delivery","Outside London","65","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","Other","Outside London","55","[c]","21840","21690"
"Leaver CS","2023","30-39","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","Tax","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","London","155","[c]","49140","44900"
"Leaver CS","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","Outside London","370","[c]","43140","39880"
"Leaver CS","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Unknown","London","60","[c]","54950","56430"
"Leaver CS","2023","30-39","Digital, Data & Technology","Unknown","Outside London","15","[c]","45890","38460"
"Leaver CS","2023","30-39","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Finance","London","50","[c]","49040","46180"
"Leaver CS","2023","30-39","Finance","Finance","Outside London","80","[c]","39990","38080"
"Leaver CS","2023","30-39","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Operational Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Grants Management","Operational Delivery","Outside London","35","[c]","23700","22150"
"Leaver CS","2023","30-39","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Human Resources","London","45","[c]","48320","48730"
"Leaver CS","2023","30-39","Human Resources","Human Resources","Outside London","170","[c]","31810","27760"
"Leaver CS","2023","30-39","Human Resources","Human Resources","Overseas","15","[c]","42930","43620"
"Leaver CS","2023","30-39","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Unknown","Outside London","10","[c]","28080","24610"
"Leaver CS","2023","30-39","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","Legal","London","110","[c]","56220","53090"
"Leaver CS","2023","30-39","Legal","Legal","Outside London","50","[c]","46530","49050"
"Leaver CS","2023","30-39","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","Operational Delivery","London","15","[c]","27250","25600"
"Leaver CS","2023","30-39","Legal","Operational Delivery","Outside London","15","[c]","23650","24370"
"Leaver CS","2023","30-39","Legal","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Digital, Data and Technology","London","15","[c]","50110","49780"
"Leaver CS","2023","30-39","No function","Digital, Data and Technology","Outside London","10","[c]","38800","38150"
"Leaver CS","2023","30-39","No function","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Inspector of Education and Training","Outside London","10","[c]","58670","52750"
"Leaver CS","2023","30-39","No function","Intelligence Analysis","London","20","[c]","37960","37840"
"Leaver CS","2023","30-39","No function","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","International Trade","London","30","[c]","47220","51710"
"Leaver CS","2023","30-39","No function","International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Legal","London","10","[c]","41450","39530"
"Leaver CS","2023","30-39","No function","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Medicine","Outside London","85","[c]","39560","35570"
"Leaver CS","2023","30-39","No function","Operational Delivery","London","820","[c]","35890","32330"
"Leaver CS","2023","30-39","No function","Operational Delivery","Outside London","3660","[c]","26960","26110"
"Leaver CS","2023","30-39","No function","Operational Delivery","Unknown","20","[c]","26190","27570"
"Leaver CS","2023","30-39","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Other","London","30","[c]","39660","35350"
"Leaver CS","2023","30-39","No function","Other","Outside London","45","[c]","31070","25190"
"Leaver CS","2023","30-39","No function","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Policy","London","385","[c]","50690","53380"
"Leaver CS","2023","30-39","No function","Policy","Outside London","120","[c]","39800","37420"
"Leaver CS","2023","30-39","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Project Delivery","London","15","[c]","48940","44180"
"Leaver CS","2023","30-39","No function","Project Delivery","Outside London","5","[c]","[c]","[c]"
