"Status","Year","Function_of_post","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Kent","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Kent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Lancashire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Female","Heterosexual / straight","65","60","46190","42510"
"In post","2023","Analysis","Merseyside","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Merseyside","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Merseyside","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Merseyside","Male","Heterosexual / straight","75","75","43100","41780"
"In post","2023","Analysis","Merseyside","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Merseyside","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Merseyside","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Female","Heterosexual / straight","65","60","44500","41510"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Male","Heterosexual / straight","70","70","42710","38130"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","Female","Unknown","[c]","[c]","[c]","[c]"
