"Status","Year","Function_of_post","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","40","35","39860","36610"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","40","40","42940","40840"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Devon","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Devon","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Female","Heterosexual / straight","35","30","34830","30590"
"In post","2023","Analysis","Dorset and Somerset","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Female","Unknown","35","30","31500","30350"
"In post","2023","Analysis","Dorset and Somerset","Male","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Male","Unknown","35","35","35660","30350"
"In post","2023","Analysis","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Female","Heterosexual / straight","85","75","35580","34250"
"In post","2023","Analysis","East Anglia","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","East Anglia","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","East Anglia","Female","Unknown","80","75","32970","30350"
"In post","2023","Analysis","East Anglia","Male","Heterosexual / straight","75","75","38540","36130"
"In post","2023","Analysis","East Anglia","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","East Anglia","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","East Anglia","Male","Unknown","90","90","40520","37310"
"In post","2023","Analysis","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","Female","Heterosexual / straight","430","405","38790","38520"
"In post","2023","Analysis","East Wales","Female","LGBO","60","60","38530","37690"
"In post","2023","Analysis","East Wales","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","East Wales","Female","Unknown","120","110","37470","37690"
"In post","2023","Analysis","East Wales","Male","Heterosexual / straight","325","315","39310","37690"
"In post","2023","Analysis","East Wales","Male","LGBO","35","30","38000","32170"
"In post","2023","Analysis","East Wales","Male","Undeclared","30","30","[c]","[c]"
"In post","2023","Analysis","East Wales","Male","Unknown","125","125","42090","38520"
"In post","2023","Analysis","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","195","180","42210","39890"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","30","30","37350","30650"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","20","15","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","55","50","40910","39890"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","350","345","44060","41050"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","125","120","43630","41560"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Female","Heterosexual / straight","125","120","41610","39400"
"In post","2023","Analysis","Greater Manchester","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Female","Unknown","25","20","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Male","Heterosexual / straight","165","160","42280","38470"
"In post","2023","Analysis","Greater Manchester","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Male","Unknown","35","30","42680","42140"
"In post","2023","Analysis","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Female","Heterosexual / straight","335","310","41490","39300"
"In post","2023","Analysis","Hampshire and Isle of Wight","Female","LGBO","40","40","36730","33000"
"In post","2023","Analysis","Hampshire and Isle of Wight","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Female","Unknown","65","60","40200","39300"
"In post","2023","Analysis","Hampshire and Isle of Wight","Male","Heterosexual / straight","455","440","44530","41000"
"In post","2023","Analysis","Hampshire and Isle of Wight","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Male","Unknown","155","155","42610","39890"
"In post","2023","Analysis","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Female","Heterosexual / straight","310","300","50520","45170"
"In post","2023","Analysis","Inner London - East","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Female","Undeclared","40","35","51290","54090"
"In post","2023","Analysis","Inner London - East","Female","Unknown","75","75","45200","43650"
"In post","2023","Analysis","Inner London - East","Male","Heterosexual / straight","355","350","52100","45960"
"In post","2023","Analysis","Inner London - East","Male","LGBO","40","40","51130","43650"
"In post","2023","Analysis","Inner London - East","Male","Undeclared","40","40","56230","56780"
"In post","2023","Analysis","Inner London - East","Male","Unknown","110","110","48050","43650"
"In post","2023","Analysis","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - West","Female","Heterosexual / straight","1000","955","51240","47520"
"In post","2023","Analysis","Inner London - West","Female","LGBO","105","100","47940","44170"
"In post","2023","Analysis","Inner London - West","Female","Undeclared","100","90","48660","43570"
"In post","2023","Analysis","Inner London - West","Female","Unknown","255","255","42440","39150"
"In post","2023","Analysis","Inner London - West","Male","Heterosexual / straight","1200","1185","52220","51440"
"In post","2023","Analysis","Inner London - West","Male","LGBO","125","125","49580","45720"
"In post","2023","Analysis","Inner London - West","Male","Undeclared","150","145","52500","53820"
"In post","2023","Analysis","Inner London - West","Male","Unknown","290","290","45970","41960"
"In post","2023","Analysis","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
