"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Economics","Scotland","West Central Scotland","15","15","52020","51830"
"In post","2023","Analysis","Economics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South East (England)","Hampshire and Isle of Wight","25","25","36760","31560"
"In post","2023","Analysis","Economics","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","44610","43250"
"In post","2023","Analysis","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Wales","East Wales","115","115","37670","31560"
"In post","2023","Analysis","Economics","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands (England)","West Midlands","40","40","49340","38380"
"In post","2023","Analysis","Economics","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Yorkshire and The Humber","South Yorkshire","20","20","50360","52060"
"In post","2023","Analysis","Economics","Yorkshire and The Humber","West Yorkshire","30","30","41960","37700"
"In post","2023","Analysis","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Analysis","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","London","Outer London - South","5","5","[c]","[c]"
"In post","2023","Analysis","Finance","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","Inner London - West","10","10","[c]","[c]"
"In post","2023","Analysis","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","London","Inner London - East","35","35","55010","55130"
"In post","2023","Analysis","Intelligence Analysis","London","Inner London - West","10","10","44450","43210"
"In post","2023","Analysis","Intelligence Analysis","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","37990","35270"
"In post","2023","Analysis","Intelligence Analysis","Wales","East Wales","35","30","34710","31750"
"In post","2023","Analysis","Intelligence Analysis","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","Inner London - East","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","Inner London - West","25","20","52000","49940"
"In post","2023","Analysis","Knowledge and Information Management","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Devon","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Legal","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","Inner London - East","55","55","29960","28220"
"In post","2023","Analysis","Operational Delivery","London","Inner London - West","65","60","42020","35410"
"In post","2023","Analysis","Operational Delivery","London","Outer London - South","20","20","41960","36380"
"In post","2023","Analysis","Operational Delivery","North East (England)","Northumberland, and Tyne and Wear","15","15","34260","34170"
"In post","2023","Analysis","Operational Delivery","North East (England)","Tees Valley and Durham","15","15","37940","31560"
"In post","2023","Analysis","Operational Delivery","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Cumbria","15","15","31460","30320"
"In post","2023","Analysis","Operational Delivery","North West (England)","Greater Manchester","20","20","36960","32980"
"In post","2023","Analysis","Operational Delivery","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Merseyside","20","20","40440","39190"
"In post","2023","Analysis","Operational Delivery","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","Hampshire and Isle of Wight","110","105","33570","31060"
"In post","2023","Analysis","Operational Delivery","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","Devon","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","East Wales","350","330","33910","31660"
"In post","2023","Analysis","Operational Delivery","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","South Yorkshire","15","15","37830","32160"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","38190","36160"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","Inner London - East","100","95","50580","45720"
"In post","2023","Analysis","Operational Research","London","Inner London - West","195","190","51370","48570"
"In post","2023","Analysis","Operational Research","London","Outer London - South","25","25","50930","45300"
"In post","2023","Analysis","Operational Research","North East (England)","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","Greater Manchester","60","55","45850","42510"
"In post","2023","Analysis","Operational Research","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","Merseyside","25","20","49830","55780"
"In post","2023","Analysis","Operational Research","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Hampshire and Isle of Wight","170","165","42200","39890"
"In post","2023","Analysis","Operational Research","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","40630","39890"
"In post","2023","Analysis","Operational Research","Wales","East Wales","20","20","35870","33850"
"In post","2023","Analysis","Operational Research","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","West Midlands","15","15","34830","34060"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","South Yorkshire","50","45","46110","43690"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","West Yorkshire","35","35","40520","37680"
"In post","2023","Analysis","Other","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","38100","34170"
"In post","2023","Analysis","Other","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","East Anglia","40","35","38890","37310"
"In post","2023","Analysis","Other","London","Inner London - East","70","70","41750","39000"
"In post","2023","Analysis","Other","London","Inner London - West","300","290","61820","55720"
"In post","2023","Analysis","Other","London","Outer London - South","20","20","39200","36180"
"In post","2023","Analysis","Other","North East (England)","Northumberland, and Tyne and Wear","15","10","36190","37110"
"In post","2023","Analysis","Other","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Merseyside","10","10","34140","34170"
"In post","2023","Analysis","Other","Scotland","Eastern Scotland","15","15","67640","68720"
"In post","2023","Analysis","Other","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Dorset and Somerset","10","10","34350","25970"
"In post","2023","Analysis","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Wales","East Wales","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","South Yorkshire","10","5","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","West Yorkshire","35","30","36040","34170"
"In post","2023","Analysis","Planning","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","London","Inner London - West","145","145","51110","46290"
"In post","2023","Analysis","Policy","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","North East (England)","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Analysis","Policy","North West (England)","Greater Manchester","20","20","37590","34170"
"In post","2023","Analysis","Policy","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","South Yorkshire","50","45","49330","53190"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","West Yorkshire","20","20","46220","43700"
"In post","2023","Analysis","Project Delivery","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","Inner London - West","5","5","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","44910","40840"
"In post","2023","Analysis","Science and Engineering","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East of England","East Anglia","305","295","36320","31690"
"In post","2023","Analysis","Science and Engineering","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North West (England)","Merseyside","10","10","41230","40820"
"In post","2023","Analysis","Science and Engineering","South East (England)","Hampshire and Isle of Wight","370","355","46990","49260"
"In post","2023","Analysis","Science and Engineering","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South West (England)","Devon","10","10","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South West (England)","Dorset and Somerset","125","120","34760","30350"
"In post","2023","Analysis","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","465","455","43540","39890"
"In post","2023","Analysis","Science and Engineering","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","44000","43250"
"In post","2023","Analysis","Social Research","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","London","Inner London - East","120","115","51830","47380"
"In post","2023","Analysis","Social Research","London","Inner London - West","420","410","49690","45650"
"In post","2023","Analysis","Social Research","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","London","Outer London - South","20","20","56780","61100"
"In post","2023","Analysis","Social Research","North East (England)","Northumberland, and Tyne and Wear","15","15","44480","41780"
"In post","2023","Analysis","Social Research","North East (England)","Tees Valley and Durham","40","40","36680","31560"
"In post","2023","Analysis","Social Research","North West (England)","Greater Manchester","60","60","41040","41780"
"In post","2023","Analysis","Social Research","North West (England)","Merseyside","25","25","46470","42510"
"In post","2023","Analysis","Social Research","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","South East (England)","Hampshire and Isle of Wight","225","215","39650","39300"
"In post","2023","Analysis","Social Research","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","Analysis","Social Research","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","35","30","44060","43250"
"In post","2023","Analysis","Social Research","Wales","East Wales","285","275","40680","39300"
"In post","2023","Analysis","Social Research","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","West Midlands (England)","West Midlands","15","15","37390","33130"
"In post","2023","Analysis","Social Research","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","Yorkshire and The Humber","South Yorkshire","65","60","45840","43250"
"In post","2023","Analysis","Social Research","Yorkshire and The Humber","West Yorkshire","35","30","44610","43700"
"In post","2023","Analysis","Statistics","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","41980","41050"
"In post","2023","Analysis","Statistics","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Analysis","Statistics","East of England","East Anglia","10","10","39450","36770"
"In post","2023","Analysis","Statistics","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","London","Inner London - East","210","205","51470","45950"
"In post","2023","Analysis","Statistics","London","Inner London - West","905","880","47550","43840"
"In post","2023","Analysis","Statistics","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","London","Outer London - South","65","60","43170","43880"
"In post","2023","Analysis","Statistics","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","North East (England)","Northumberland, and Tyne and Wear","110","105","44020","38470"
"In post","2023","Analysis","Statistics","North East (England)","Tees Valley and Durham","60","55","40780","43250"
"In post","2023","Analysis","Statistics","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
