"Status","Year","Age","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Home Office","AA/AO","AA","20","[c]","20970","19500"
"Leaver CS","2023","65+","Home Office","AA/AO","AO","90","[c]","23310","22400"
"Leaver CS","2023","65+","Home Office","EO","EO","75","[c]","28420","27650"
"Leaver CS","2023","65+","Home Office","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Home Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Home Office","SEO/HEO","HEO","20","[c]","35130","35200"
"Leaver CS","2023","65+","Home Office","SEO/HEO","SEO","10","[c]","43680","44650"
"Leaver CS","2023","65+","Ministry of Defence","AA/AO","AA","125","[c]","21200","20750"
"Leaver CS","2023","65+","Ministry of Defence","AA/AO","AO","195","[c]","23800","22220"
"Leaver CS","2023","65+","Ministry of Defence","EO","EO","120","[c]","30040","29220"
"Leaver CS","2023","65+","Ministry of Defence","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","G6/G7","G7","25","[c]","56220","57280"
"Leaver CS","2023","65+","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","SEO/HEO","HEO","130","[c]","35460","34650"
"Leaver CS","2023","65+","Ministry of Defence","SEO/HEO","SEO","90","[c]","44680","43880"
"Leaver CS","2023","65+","Ministry of Defence","Unknown","Unknown","20","[c]","42130","38030"
"Leaver CS","2023","65+","Ministry of Justice","AA/AO","AA","190","[c]","20270","19930"
"Leaver CS","2023","65+","Ministry of Justice","AA/AO","AO","265","[c]","22410","21780"
"Leaver CS","2023","65+","Ministry of Justice","EO","EO","75","[c]","27400","25830"
"Leaver CS","2023","65+","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Justice","G6/G7","G7","15","[c]","59600","60080"
"Leaver CS","2023","65+","Ministry of Justice","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Justice","SEO/HEO","SEO","35","[c]","45490","45920"
"Leaver CS","2023","65+","Ministry of Justice","Unknown","Unknown","220","[c]","33350","29050"
"Leaver CS","2023","65+","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","EO","EO","15","[c]","37080","37750"
"Leaver CS","2023","65+","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","10","[c]","75690","77470"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Secretary of State for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Government","AA/AO","AA","40","[c]","24000","24110"
"Leaver CS","2023","65+","Scottish Government","AA/AO","AO","45","[c]","26830","27740"
"Leaver CS","2023","65+","Scottish Government","EO","EO","35","[c]","34320","37060"
"Leaver CS","2023","65+","Scottish Government","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Government","G6/G7","G7","10","[c]","61530","63770"
"Leaver CS","2023","65+","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Government","SEO/HEO","HEO","30","[c]","39250","38330"
"Leaver CS","2023","65+","Scottish Government","SEO/HEO","SEO","15","[c]","48290","48640"
"Leaver CS","2023","65+","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Statistics Authority","AA/AO","AA","15","[c]","21510","21200"
"Leaver CS","2023","65+","UK Statistics Authority","AA/AO","AO","50","[c]","21140","21200"
"Leaver CS","2023","65+","UK Statistics Authority","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Statistics Authority","SEO/HEO","HEO","10","[c]","33020","33290"
"Leaver CS","2023","65+","UK Statistics Authority","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Supreme Court","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government","AA/AO","AO","15","[c]","24700","24630"
"Leaver CS","2023","65+","Welsh Government","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government","SEO/HEO","SEO","10","[c]","47640","47470"
"Leaver CS","2023","Unknown","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","EO","EO","70","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Attorney General's Departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","HM Revenue and Customs","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Ministry of Justice","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Ministry of Justice","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","UK Statistics Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Attorney General's Departments","AA/AO","AO","20","[c]","24230","24480"
"Leaver Dept.","2023","20-29","Attorney General's Departments","EO","EO","35","[c]","27700","27760"
"Leaver Dept.","2023","20-29","Attorney General's Departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Attorney General's Departments","SEO/HEO","HEO","20","[c]","32870","31640"
"Leaver Dept.","2023","20-29","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cabinet Office","AA/AO","AO","30","[c]","22160","21720"
"Leaver Dept.","2023","20-29","Cabinet Office","EO","EO","110","[c]","27200","27500"
"Leaver Dept.","2023","20-29","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cabinet Office","G6/G7","G7","55","[c]","55840","54700"
"Leaver Dept.","2023","20-29","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cabinet Office","SEO/HEO","HEO","565","[c]","32500","32000"
"Leaver Dept.","2023","20-29","Cabinet Office","SEO/HEO","SEO","65","[c]","41070","41410"
"Leaver Dept.","2023","20-29","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","AO","25","[c]","22360","22180"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","EO","40","[c]","26590","27230"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","G7","40","[c]","54010","53380"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","105","[c]","33180","33570"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","60","[c]","40200","40050"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport","EO","EO","15","[c]","27170","27230"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport","G6/G7","G7","20","[c]","53430","53030"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","80","[c]","36030","35620"
"Leaver Dept.","2023","20-29","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Education","EO","EO","35","[c]","27590","26940"
"Leaver Dept.","2023","20-29","Department for Education","G6/G7","G7","15","[c]","55210","55020"
"Leaver Dept.","2023","20-29","Department for Education","SEO/HEO","HEO","65","[c]","33210","34030"
"Leaver Dept.","2023","20-29","Department for Education","SEO/HEO","SEO","40","[c]","41200","41440"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","AA/AO","AO","25","[c]","22030","22150"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","EO","EO","40","[c]","26030","25920"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","105","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","EO","EO","20","[c]","25800","26250"
"Leaver Dept.","2023","20-29","Department for International Trade","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","SEO/HEO","HEO","35","[c]","32450","31800"
"Leaver Dept.","2023","20-29","Department for International Trade","SEO/HEO","SEO","25","[c]","39660","38160"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities","EO","EO","35","[c]","28110","27850"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities","G6/G7","G7","20","[c]","54040","54630"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","95","[c]","33250","33210"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","20","[c]","40450","40050"
"Leaver Dept.","2023","20-29","Department for Transport","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Transport","AA/AO","AO","35","[c]","22520","22500"
"Leaver Dept.","2023","20-29","Department for Transport","EO","EO","40","[c]","28780","27220"
"Leaver Dept.","2023","20-29","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Transport","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Transport","SEO/HEO","HEO","60","[c]","34900","35060"
"Leaver Dept.","2023","20-29","Department for Transport","SEO/HEO","SEO","15","[c]","41280","42470"
"Leaver Dept.","2023","20-29","Department for Work and Pensions","AA/AO","AO","145","[c]","21730","21690"
"Leaver Dept.","2023","20-29","Department for Work and Pensions","EO","EO","450","[c]","29120","28120"
"Leaver Dept.","2023","20-29","Department for Work and Pensions","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Work and Pensions","SEO/HEO","HEO","85","[c]","34780","34170"
"Leaver Dept.","2023","20-29","Department for Work and Pensions","SEO/HEO","SEO","25","[c]","40510","39960"
"Leaver Dept.","2023","20-29","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care","EO","EO","50","[c]","26430","27270"
"Leaver Dept.","2023","20-29","Department of Health and Social Care","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care","SEO/HEO","HEO","85","[c]","31110","29970"
"Leaver Dept.","2023","20-29","Department of Health and Social Care","SEO/HEO","SEO","45","[c]","39430","40650"
"Leaver Dept.","2023","20-29","Food Standards Agency","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs","AA/AO","AO","275","[c]","22340","22520"
"Leaver Dept.","2023","20-29","HM Revenue and Customs","EO","EO","100","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs","SEO/HEO","HEO","75","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs","SEO/HEO","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury","EO","EO","15","[c]","27110","26750"
"Leaver Dept.","2023","20-29","HM Treasury","G6/G7","G7","20","[c]","53340","53550"
"Leaver Dept.","2023","20-29","HM Treasury","SEO/HEO","HEO","60","[c]","33560","33630"
"Leaver Dept.","2023","20-29","HM Treasury","SEO/HEO","SEO","20","[c]","38540","38850"
"Leaver Dept.","2023","20-29","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","AA/AO","AO","70","[c]","23350","22400"
"Leaver Dept.","2023","20-29","Home Office","EO","EO","135","[c]","27910","27650"
"Leaver Dept.","2023","20-29","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","G6/G7","G7","25","[c]","59990","59290"
"Leaver Dept.","2023","20-29","Home Office","SEO/HEO","HEO","165","[c]","35150","36180"
"Leaver Dept.","2023","20-29","Home Office","SEO/HEO","SEO","50","[c]","42400","43210"
"Leaver Dept.","2023","20-29","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence","AA/AO","AA","15","[c]","22660","21380"
"Leaver Dept.","2023","20-29","Ministry of Defence","AA/AO","AO","30","[c]","22610","22220"
"Leaver Dept.","2023","20-29","Ministry of Defence","EO","EO","30","[c]","28750","27810"
"Leaver Dept.","2023","20-29","Ministry of Defence","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence","SEO/HEO","HEO","55","[c]","34280","34140"
"Leaver Dept.","2023","20-29","Ministry of Defence","SEO/HEO","SEO","45","[c]","43540","44500"
"Leaver Dept.","2023","20-29","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice","AA/AO","AA","30","[c]","20240","19930"
"Leaver Dept.","2023","20-29","Ministry of Justice","AA/AO","AO","225","[c]","22610","21780"
"Leaver Dept.","2023","20-29","Ministry of Justice","EO","EO","90","[c]","27800","28310"
"Leaver Dept.","2023","20-29","Ministry of Justice","G6/G7","G7","15","[c]","54900","55240"
"Leaver Dept.","2023","20-29","Ministry of Justice","SEO/HEO","HEO","95","[c]","34020","34260"
"Leaver Dept.","2023","20-29","Ministry of Justice","SEO/HEO","SEO","50","[c]","42850","43650"
"Leaver Dept.","2023","20-29","Ministry of Justice","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","AA/AO","AO","10","[c]","25190","22950"
"Leaver Dept.","2023","20-29","National Crime Agency","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","EO","EO","15","[c]","25050","24770"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","HEO","20","[c]","34070","33400"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Government","AA/AO","AO","10","[c]","25960","25060"
"Leaver Dept.","2023","20-29","Scottish Government","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Government","SEO/HEO","HEO","15","[c]","36440","36330"
"Leaver Dept.","2023","20-29","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Statistics Authority","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Statistics Authority","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Statistics Authority","EO","EO","15","[c]","25240","24840"
"Leaver Dept.","2023","20-29","UK Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Statistics Authority","SEO/HEO","HEO","45","[c]","31740","31560"
"Leaver Dept.","2023","20-29","UK Statistics Authority","SEO/HEO","SEO","15","[c]","38940","38340"
"Leaver Dept.","2023","20-29","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Welsh Government","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Departments","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Departments","EO","EO","20","[c]","27480","27130"
"Leaver Dept.","2023","30-39","Attorney General's Departments","G6/G7","G6","15","[c]","65950","65650"
"Leaver Dept.","2023","30-39","Attorney General's Departments","G6/G7","G7","35","[c]","52950","52020"
"Leaver Dept.","2023","30-39","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
