"Status","Year","Age","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","AA/AO","AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","AO","Undeclared","35","[c]","21930","21690"
"Leaver Dept.","2023","50-59","AA/AO","AO","Unknown","115","[c]","22280","21690"
"Leaver Dept.","2023","50-59","EO","EO","Heterosexual / straight","325","[c]","28090","28120"
"Leaver Dept.","2023","50-59","EO","EO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","EO","EO","Undeclared","35","[c]","28420","28120"
"Leaver Dept.","2023","50-59","EO","EO","Unknown","110","[c]","27540","27570"
"Leaver Dept.","2023","50-59","G6/G7","G6","Heterosexual / straight","70","[c]","69240","69010"
"Leaver Dept.","2023","50-59","G6/G7","G6","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","G6/G7","G6","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","G6/G7","G6","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","G6/G7","G7","Heterosexual / straight","155","[c]","54910","55030"
"Leaver Dept.","2023","50-59","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","G6/G7","G7","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","G6/G7","G7","Unknown","60","[c]","55810","55020"
"Leaver Dept.","2023","50-59","SCS level","SCS level","Heterosexual / straight","85","[c]","100150","95000"
"Leaver Dept.","2023","50-59","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SCS level","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SEO/HEO","HEO","Heterosexual / straight","205","[c]","33760","33860"
"Leaver Dept.","2023","50-59","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SEO/HEO","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SEO/HEO","HEO","Unknown","60","[c]","34540","34170"
"Leaver Dept.","2023","50-59","SEO/HEO","SEO","Heterosexual / straight","170","[c]","41100","40480"
"Leaver Dept.","2023","50-59","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SEO/HEO","SEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SEO/HEO","SEO","Unknown","50","[c]","42670","41560"
"Leaver Dept.","2023","50-59","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","AA/AO","AO","Heterosexual / straight","40","[c]","21990","21690"
"Leaver Dept.","2023","60-64","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","AA/AO","AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","EO","EO","Heterosexual / straight","45","[c]","28070","27570"
"Leaver Dept.","2023","60-64","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","G6/G7","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","AA/AO","AA","Heterosexual / straight","80","[c]","21890","23230"
"New entrant CS","2023","16-19","AA/AO","AA","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","AA/AO","AA","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","AA/AO","AA","Unknown","115","[c]","21910","22180"
"New entrant CS","2023","16-19","AA/AO","AO","Heterosexual / straight","370","[c]","23550","22520"
"New entrant CS","2023","16-19","AA/AO","AO","LGBO","45","[c]","23430","22520"
"New entrant CS","2023","16-19","AA/AO","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","AA/AO","AO","Unknown","345","[c]","23230","22400"
"New entrant CS","2023","16-19","EO","EO","Heterosexual / straight","60","[c]","26440","26770"
"New entrant CS","2023","16-19","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","EO","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","EO","EO","Unknown","45","[c]","25680","25750"
"New entrant CS","2023","16-19","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","Unknown","45","[c]","18400","18280"
"New entrant CS","2023","20-29","AA/AO","AA","Heterosexual / straight","585","[c]","22390","23230"
"New entrant CS","2023","20-29","AA/AO","AA","LGBO","105","[c]","22310","23230"
"New entrant CS","2023","20-29","AA/AO","AA","Undeclared","50","[c]","21520","22180"
"New entrant CS","2023","20-29","AA/AO","AA","Unknown","825","[c]","22270","22180"
"New entrant CS","2023","20-29","AA/AO","AO","Heterosexual / straight","4490","[c]","24430","22520"
"New entrant CS","2023","20-29","AA/AO","AO","LGBO","670","[c]","24210","22520"
"New entrant CS","2023","20-29","AA/AO","AO","Undeclared","330","[c]","23680","22500"
"New entrant CS","2023","20-29","AA/AO","AO","Unknown","4305","[c]","24150","22520"
"New entrant CS","2023","20-29","EO","EO","Heterosexual / straight","1975","[c]","27720","27760"
"New entrant CS","2023","20-29","EO","EO","LGBO","375","[c]","27170","27320"
"New entrant CS","2023","20-29","EO","EO","Undeclared","245","[c]","27490","27720"
"New entrant CS","2023","20-29","EO","EO","Unknown","2030","[c]","27310","26960"
"New entrant CS","2023","20-29","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","G6/G7","G7","Heterosexual / straight","155","[c]","53340","54090"
"New entrant CS","2023","20-29","G6/G7","G7","LGBO","40","[c]","53760","53080"
"New entrant CS","2023","20-29","G6/G7","G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","G6/G7","G7","Unknown","90","[c]","54570","54330"
"New entrant CS","2023","20-29","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","SEO/HEO","HEO","Heterosexual / straight","1670","[c]","33270","33500"
"New entrant CS","2023","20-29","SEO/HEO","HEO","LGBO","340","[c]","33450","33570"
"New entrant CS","2023","20-29","SEO/HEO","HEO","Undeclared","220","[c]","33050","33630"
"New entrant CS","2023","20-29","SEO/HEO","HEO","Unknown","1470","[c]","32200","32000"
"New entrant CS","2023","20-29","SEO/HEO","SEO","Heterosexual / straight","435","[c]","41070","40800"
"New entrant CS","2023","20-29","SEO/HEO","SEO","LGBO","80","[c]","40420","40390"
"New entrant CS","2023","20-29","SEO/HEO","SEO","Undeclared","60","[c]","41130","41110"
"New entrant CS","2023","20-29","SEO/HEO","SEO","Unknown","245","[c]","41620","41130"
"New entrant CS","2023","20-29","Unknown","Unknown","Heterosexual / straight","1235","[c]","23070","23640"
"New entrant CS","2023","20-29","Unknown","Unknown","LGBO","225","[c]","22580","23640"
"New entrant CS","2023","20-29","Unknown","Unknown","Undeclared","45","[c]","23010","23640"
"New entrant CS","2023","20-29","Unknown","Unknown","Unknown","665","[c]","22560","23640"
"New entrant CS","2023","30-39","AA/AO","AA","Heterosexual / straight","305","[c]","22890","23230"
"New entrant CS","2023","30-39","AA/AO","AA","LGBO","45","[c]","22520","23230"
"New entrant CS","2023","30-39","AA/AO","AA","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","AA/AO","AA","Unknown","495","[c]","22630","22180"
"New entrant CS","2023","30-39","AA/AO","AO","Heterosexual / straight","2345","[c]","24900","22520"
"New entrant CS","2023","30-39","AA/AO","AO","LGBO","275","[c]","24260","22520"
"New entrant CS","2023","30-39","AA/AO","AO","Undeclared","125","[c]","24230","22520"
"New entrant CS","2023","30-39","AA/AO","AO","Unknown","2170","[c]","24420","22520"
"New entrant CS","2023","30-39","EO","EO","Heterosexual / straight","1130","[c]","27920","27720"
"New entrant CS","2023","30-39","EO","EO","LGBO","165","[c]","27760","27820"
"New entrant CS","2023","30-39","EO","EO","Undeclared","80","[c]","27950","27080"
"New entrant CS","2023","30-39","EO","EO","Unknown","1255","[c]","27580","26780"
"New entrant CS","2023","30-39","G6/G7","G6","Heterosexual / straight","110","[c]","69960","67940"
"New entrant CS","2023","30-39","G6/G7","G6","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","G6/G7","G6","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","G6/G7","G6","Unknown","65","[c]","74240","70840"
"New entrant CS","2023","30-39","G6/G7","G7","Heterosexual / straight","615","[c]","54590","53440"
"New entrant CS","2023","30-39","G6/G7","G7","LGBO","80","[c]","54250","53870"
"New entrant CS","2023","30-39","G6/G7","G7","Undeclared","70","[c]","54370","54090"
"New entrant CS","2023","30-39","G6/G7","G7","Unknown","290","[c]","55840","54560"
"New entrant CS","2023","30-39","SCS level","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","SCS level","SCS level","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","SEO/HEO","HEO","Heterosexual / straight","990","[c]","33980","33520"
"New entrant CS","2023","30-39","SEO/HEO","HEO","LGBO","135","[c]","33810","33520"
"New entrant CS","2023","30-39","SEO/HEO","HEO","Undeclared","90","[c]","34300","33990"
"New entrant CS","2023","30-39","SEO/HEO","HEO","Unknown","580","[c]","34160","33830"
"New entrant CS","2023","30-39","SEO/HEO","SEO","Heterosexual / straight","885","[c]","41520","40800"
"New entrant CS","2023","30-39","SEO/HEO","SEO","LGBO","95","[c]","41080","40640"
"New entrant CS","2023","30-39","SEO/HEO","SEO","Undeclared","70","[c]","41180","40920"
"New entrant CS","2023","30-39","SEO/HEO","SEO","Unknown","385","[c]","41770","41640"
"New entrant CS","2023","30-39","Unknown","Unknown","Heterosexual / straight","585","[c]","24150","23640"
"New entrant CS","2023","30-39","Unknown","Unknown","LGBO","75","[c]","23710","23640"
"New entrant CS","2023","30-39","Unknown","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Unknown","Unknown","260","[c]","23840","23640"
"New entrant CS","2023","40-49","AA/AO","AA","Heterosexual / straight","290","[c]","22730","23230"
"New entrant CS","2023","40-49","AA/AO","AA","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","AA/AO","AA","Unknown","305","[c]","22790","22180"
"New entrant CS","2023","40-49","AA/AO","AO","Heterosexual / straight","1540","[c]","24420","22520"
"New entrant CS","2023","40-49","AA/AO","AO","LGBO","90","[c]","24610","22520"
"New entrant CS","2023","40-49","AA/AO","AO","Undeclared","80","[c]","23910","22400"
"New entrant CS","2023","40-49","AA/AO","AO","Unknown","1285","[c]","24290","22520"
"New entrant CS","2023","40-49","EO","EO","Heterosexual / straight","790","[c]","27800","27650"
"New entrant CS","2023","40-49","EO","EO","LGBO","60","[c]","27880","28120"
"New entrant CS","2023","40-49","EO","EO","Undeclared","45","[c]","27880","27020"
"New entrant CS","2023","40-49","EO","EO","Unknown","710","[c]","27510","26780"
"New entrant CS","2023","40-49","G6/G7","G6","Heterosexual / straight","165","[c]","70270","68070"
"New entrant CS","2023","40-49","G6/G7","G6","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","G6/G7","G6","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","G6/G7","G6","Unknown","75","[c]","73420","70540"
"New entrant CS","2023","40-49","G6/G7","G7","Heterosexual / straight","575","[c]","56210","54100"
"New entrant CS","2023","40-49","G6/G7","G7","LGBO","40","[c]","59120","55390"
"New entrant CS","2023","40-49","G6/G7","G7","Undeclared","55","[c]","54410","52600"
"New entrant CS","2023","40-49","G6/G7","G7","Unknown","205","[c]","56960","55150"
"New entrant CS","2023","40-49","SCS level","SCS level","Heterosexual / straight","65","[c]","93940","88680"
"New entrant CS","2023","40-49","SCS level","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","SCS level","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","SCS level","SCS level","Unknown","45","[c]","107990","95990"
"New entrant CS","2023","40-49","SEO/HEO","HEO","Heterosexual / straight","670","[c]","34130","33830"
"New entrant CS","2023","40-49","SEO/HEO","HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","SEO/HEO","HEO","Undeclared","40","[c]","35240","33910"
"New entrant CS","2023","40-49","SEO/HEO","HEO","Unknown","330","[c]","34670","33830"
"New entrant CS","2023","40-49","SEO/HEO","SEO","Heterosexual / straight","720","[c]","42360","41480"
"New entrant CS","2023","40-49","SEO/HEO","SEO","LGBO","35","[c]","41880","41640"
"New entrant CS","2023","40-49","SEO/HEO","SEO","Undeclared","55","[c]","42210","41700"
"New entrant CS","2023","40-49","SEO/HEO","SEO","Unknown","255","[c]","42320","41640"
"New entrant CS","2023","40-49","Unknown","Unknown","Heterosexual / straight","415","[c]","24850","23640"
"New entrant CS","2023","40-49","Unknown","Unknown","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Unknown","Unknown","180","[c]","25480","23640"
"New entrant CS","2023","50-59","AA/AO","AA","Heterosexual / straight","380","[c]","22680","23230"
"New entrant CS","2023","50-59","AA/AO","AA","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","AA/AO","AA","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","AA/AO","AA","Unknown","390","[c]","23020","22180"
"New entrant CS","2023","50-59","AA/AO","AO","Heterosexual / straight","1205","[c]","23320","22220"
"New entrant CS","2023","50-59","AA/AO","AO","LGBO","60","[c]","23150","22450"
"New entrant CS","2023","50-59","AA/AO","AO","Undeclared","70","[c]","22700","22150"
"New entrant CS","2023","50-59","AA/AO","AO","Unknown","1050","[c]","23820","22400"
"New entrant CS","2023","50-59","EO","EO","Heterosexual / straight","660","[c]","28550","28020"
"New entrant CS","2023","50-59","EO","EO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","EO","EO","Undeclared","50","[c]","27480","27080"
"New entrant CS","2023","50-59","EO","EO","Unknown","715","[c]","28350","27080"
"New entrant CS","2023","50-59","G6/G7","G6","Heterosexual / straight","105","[c]","69310","67100"
"New entrant CS","2023","50-59","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","G6/G7","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","G6/G7","G6","Unknown","65","[c]","74810","71880"
"New entrant CS","2023","50-59","G6/G7","G7","Heterosexual / straight","380","[c]","56950","54450"
"New entrant CS","2023","50-59","G6/G7","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","G6/G7","G7","Undeclared","35","[c]","54020","53760"
"New entrant CS","2023","50-59","G6/G7","G7","Unknown","115","[c]","56340","54990"
"New entrant CS","2023","50-59","SCS level","SCS level","Heterosexual / straight","60","[c]","105050","98500"
"New entrant CS","2023","50-59","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","SCS level","SCS level","Unknown","45","[c]","117550","115000"
"New entrant CS","2023","50-59","SEO/HEO","HEO","Heterosexual / straight","410","[c]","34240","33830"
"New entrant CS","2023","50-59","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","SEO/HEO","HEO","Undeclared","35","[c]","35250","34170"
"New entrant CS","2023","50-59","SEO/HEO","HEO","Unknown","195","[c]","35190","33830"
"New entrant CS","2023","50-59","SEO/HEO","SEO","Heterosexual / straight","460","[c]","42940","41780"
"New entrant CS","2023","50-59","SEO/HEO","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","SEO/HEO","SEO","Undeclared","35","[c]","42600","41000"
"New entrant CS","2023","50-59","SEO/HEO","SEO","Unknown","170","[c]","42660","41640"
"New entrant CS","2023","50-59","Unknown","Unknown","Heterosexual / straight","355","[c]","26230","23640"
"New entrant CS","2023","50-59","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","Unknown","140","[c]","24400","23640"
"New entrant CS","2023","60-64","AA/AO","AA","Heterosexual / straight","100","[c]","22040","22180"
"New entrant CS","2023","60-64","AA/AO","AA","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","AA/AO","AA","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","AA/AO","AA","Unknown","95","[c]","22490","22180"
"New entrant CS","2023","60-64","AA/AO","AO","Heterosexual / straight","275","[c]","22720","21780"
"New entrant CS","2023","60-64","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","AA/AO","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","AA/AO","AO","Unknown","270","[c]","23480","22400"
"New entrant CS","2023","60-64","EO","EO","Heterosexual / straight","115","[c]","29100","28120"
"New entrant CS","2023","60-64","EO","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","EO","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","EO","EO","Unknown","140","[c]","28840","28480"
"New entrant CS","2023","60-64","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","G6/G7","G7","Heterosexual / straight","60","[c]","55540","54100"
"New entrant CS","2023","60-64","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","G6/G7","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SCS level","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SEO/HEO","HEO","Heterosexual / straight","80","[c]","34780","34080"
"New entrant CS","2023","60-64","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SEO/HEO","HEO","Unknown","45","[c]","34440","34400"
