"Status","Year","Disability","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","Heterosexual / straight","50","45","32570","32520"
"In post","2023","Declared disabled","Brent","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","95","85","28500","28120"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","Heterosexual / straight","75","70","31610","28120"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Outside London","Heterosexual / straight","610","565","35260","30340"
"In post","2023","Declared disabled","Bristol, City of","Outside London","LGBO","105","100","37190","34000"
"In post","2023","Declared disabled","Bristol, City of","Outside London","Undeclared","95","85","31650","28120"
"In post","2023","Declared disabled","Bristol, City of","Outside London","Unknown","45","40","32950","28840"
"In post","2023","Declared disabled","Bromley","London","Heterosexual / straight","100","90","33330","32520"
"In post","2023","Declared disabled","Bromley","London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","Heterosexual / straight","175","165","34520","32380"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","Heterosexual / straight","180","160","29180","28120"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","LGBO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","Heterosexual / straight","315","295","34030","32920"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","Undeclared","45","40","35320","33700"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","Heterosexual / straight","140","130","34450","29660"
"In post","2023","Declared disabled","Camden and City of London","London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","870","805","34970","30610"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","LGBO","140","135","33730","28130"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Undeclared","105","100","36230","32460"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Unknown","55","50","31460","27890"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","Heterosexual / straight","35","35","35560","28120"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","Outside London","Heterosexual / straight","435","415","38500","36250"
"In post","2023","Declared disabled","Central Hampshire","Outside London","LGBO","35","35","36420","30940"
"In post","2023","Declared disabled","Central Hampshire","Outside London","Undeclared","45","45","38650","35420"
"In post","2023","Declared disabled","Central Hampshire","Outside London","Unknown","75","70","45040","49260"
"In post","2023","Declared disabled","Central Valleys","Outside London","Heterosexual / straight","355","325","29350","28120"
"In post","2023","Declared disabled","Central Valleys","Outside London","LGBO","45","45","29390","28120"
"In post","2023","Declared disabled","Central Valleys","Outside London","Undeclared","45","40","27690","28120"
"In post","2023","Declared disabled","Central Valleys","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","Heterosexual / straight","140","130","30710","28120"
"In post","2023","Declared disabled","Cheshire East","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Outside London","Heterosexual / straight","70","65","28020","28120"
"In post","2023","Declared disabled","Cheshire West and Chester","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chorley and West Lancashire","Outside London","Heterosexual / straight","120","110","32020","30410"
"In post","2023","Declared disabled","Chorley and West Lancashire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Chorley and West Lancashire","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Chorley and West Lancashire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","City of Edinburgh","Outside London","Heterosexual / straight","855","805","40490","36330"
"In post","2023","Declared disabled","City of Edinburgh","Outside London","LGBO","220","215","38360","34730"
"In post","2023","Declared disabled","City of Edinburgh","Outside London","Undeclared","85","80","41660","35540"
"In post","2023","Declared disabled","City of Edinburgh","Outside London","Unknown","125","115","37010","31940"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Outside London","Heterosexual / straight","105","95","33380","28600"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Conwy and Denbighshire","Outside London","Heterosexual / straight","75","70","31110","28120"
"In post","2023","Declared disabled","Conwy and Denbighshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Conwy and Denbighshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","200","175","28580","28120"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Coventry","Outside London","Heterosexual / straight","215","195","35690","31310"
"In post","2023","Declared disabled","Coventry","Outside London","LGBO","35","35","32620","30450"
"In post","2023","Declared disabled","Coventry","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","Coventry","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Croydon","London","Heterosexual / straight","805","755","40330","36180"
"In post","2023","Declared disabled","Croydon","London","LGBO","80","80","43250","38100"
"In post","2023","Declared disabled","Croydon","London","Undeclared","115","105","39700","34370"
"In post","2023","Declared disabled","Croydon","London","Unknown","60","60","37830","32530"
"In post","2023","Declared disabled","Darlington","Outside London","Heterosexual / straight","155","150","37990","32270"
"In post","2023","Declared disabled","Darlington","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Darlington","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Darlington","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Derby","Outside London","Heterosexual / straight","150","135","27440","27760"
"In post","2023","Declared disabled","Derby","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Derby","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Derby","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon CC","Outside London","Heterosexual / straight","615","555","31810","28120"
"In post","2023","Declared disabled","Devon CC","Outside London","LGBO","70","65","29490","28120"
"In post","2023","Declared disabled","Devon CC","Outside London","Undeclared","80","70","31620","28120"
"In post","2023","Declared disabled","Devon CC","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Dorset","Outside London","Heterosexual / straight","225","210","31650","30350"
"In post","2023","Declared disabled","Dorset","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Dorset","Outside London","Undeclared","30","30","31700","29570"
"In post","2023","Declared disabled","Dorset","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Dudley","Outside London","Heterosexual / straight","170","150","26820","27450"
"In post","2023","Declared disabled","Dudley","Outside London","LGBO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Dudley","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Dudley","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Durham","Outside London","Heterosexual / straight","535","470","29090","28120"
"In post","2023","Declared disabled","Durham","Outside London","LGBO","50","45","29250","26500"
"In post","2023","Declared disabled","Durham","Outside London","Undeclared","45","40","30270","28080"
"In post","2023","Declared disabled","Durham","Outside London","Unknown","40","35","27650","27360"
"In post","2023","Declared disabled","Ealing","London","Heterosexual / straight","65","60","34410","32520"
"In post","2023","Declared disabled","Ealing","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ealing","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ealing","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Heterosexual / straight","95","85","27560","28120"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Cumbria","Outside London","Heterosexual / straight","125","110","30880","27030"
"In post","2023","Declared disabled","East Cumbria","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Cumbria","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Derbyshire","Outside London","Heterosexual / straight","65","55","27280","28120"
"In post","2023","Declared disabled","East Derbyshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Derbyshire","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","East Derbyshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Heterosexual / straight","105","100","32390","30200"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Kent","Outside London","Heterosexual / straight","400","365","30470","27650"
"In post","2023","Declared disabled","East Kent","Outside London","LGBO","45","40","30810","28670"
"In post","2023","Declared disabled","East Kent","Outside London","Undeclared","60","60","30810","27650"
"In post","2023","Declared disabled","East Kent","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","East Lancashire","Outside London","Heterosexual / straight","80","70","28880","28120"
"In post","2023","Declared disabled","East Lancashire","Outside London","LGBO","10","5","[c]","[c]"
"In post","2023","Declared disabled","East Lancashire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Lancashire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Merseyside","Outside London","Heterosexual / straight","175","155","28570","28120"
"In post","2023","Declared disabled","East Merseyside","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Merseyside","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","East Merseyside","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Riding of Yorkshire","Outside London","Heterosexual / straight","175","165","30920","28480"
"In post","2023","Declared disabled","East Riding of Yorkshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Riding of Yorkshire","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Riding of Yorkshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Surrey","Outside London","Heterosexual / straight","95","85","34090","31310"
"In post","2023","Declared disabled","East Surrey","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Surrey","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Surrey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Sussex CC","Outside London","Heterosexual / straight","250","220","27080","28120"
"In post","2023","Declared disabled","East Sussex CC","Outside London","LGBO","35","30","27280","28120"
"In post","2023","Declared disabled","East Sussex CC","Outside London","Undeclared","40","35","27420","28120"
"In post","2023","Declared disabled","East Sussex CC","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Enfield","London","Heterosexual / straight","40","40","34890","32520"
"In post","2023","Declared disabled","Enfield","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Enfield","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Enfield","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex Haven Gateway","Outside London","Heterosexual / straight","90","80","31670","31280"
"In post","2023","Declared disabled","Essex Haven Gateway","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Essex Haven Gateway","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Essex Haven Gateway","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Essex Thames Gateway","Outside London","Heterosexual / straight","135","120","29240","31280"
"In post","2023","Declared disabled","Essex Thames Gateway","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Essex Thames Gateway","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Essex Thames Gateway","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Falkirk","Outside London","Heterosexual / straight","160","135","28300","28120"
"In post","2023","Declared disabled","Falkirk","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Falkirk","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Falkirk","Outside London","Unknown","35","30","33170","37060"
"In post","2023","Declared disabled","Fermanagh and Omagh","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Fermanagh and Omagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Fermanagh and Omagh","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Fermanagh and Omagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Flintshire and Wrexham","Outside London","Heterosexual / straight","195","180","29580","28120"
"In post","2023","Declared disabled","Flintshire and Wrexham","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Flintshire and Wrexham","Outside London","Undeclared","50","45","29170","28480"
"In post","2023","Declared disabled","Flintshire and Wrexham","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Glasgow City","Outside London","Heterosexual / straight","1255","1135","31690","28120"
"In post","2023","Declared disabled","Glasgow City","Outside London","LGBO","230","220","32140","28120"
"In post","2023","Declared disabled","Glasgow City","Outside London","Undeclared","155","140","30440","28120"
"In post","2023","Declared disabled","Glasgow City","Outside London","Unknown","135","120","31630","28310"
"In post","2023","Declared disabled","Gloucestershire CC","Outside London","Heterosexual / straight","140","125","30080","28120"
"In post","2023","Declared disabled","Gloucestershire CC","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire CC","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire CC","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North East","Outside London","Heterosexual / straight","130","120","29790","28120"
"In post","2023","Declared disabled","Greater Manchester North East","Outside London","LGBO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North East","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North East","Outside London","Unknown","5","5","[c]","[c]"
