"Status","Year","Age","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Inner London - West","10","10","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Crown Prosecution Service","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Crown Prosecution Service","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Crown Prosecution Service","Attorney General's Departments","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Defence Electronics and Components Agency","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Defence Equipment and Support","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education (excl. agencies)","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education (excl. agencies)","Department for Education","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for International Trade","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport (excl. agencies)","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Driver and Vehicle Licensing Agency","Department for Transport","West Wales and The Valleys","15","[c]","20120","19000"
"Leaver CS","2023","16-19","Driver and Vehicle Standards Agency","Department for Transport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Forestry and Land Scotland","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Land Registry","HM Land Registry","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Kent","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Health and Safety Executive","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Home Office","Home Office","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Home Office","Home Office","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Royal Fleet Auxiliary","Ministry of Defence","Unknown","10","[c]","17650","16680"
"Leaver CS","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Courts and Tribunals Service","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Government (excl. agencies)","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Government (excl. agencies)","Scottish Government","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Prison Service","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Prison Service","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Social Security Scotland","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Student Awards Agency for Scotland","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Submarine Delivery Agency","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","The National Archives","The National Archives","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Transport Scotland","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","UK Health Security Agency","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cumbria","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inner London - West","15","[c]","24640","24920"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","25","[c]","27600","25340"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Building Digital UK","Department for Digital, Culture, Media and Sport","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - East","55","[c]","37150","35100"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - West","120","[c]","34030","34550"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","West Central Scotland","10","[c]","24870","21720"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Inner London - West","65","[c]","30570","30130"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Unknown","15","[c]","29520","29250"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East Anglia","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Charity Commission","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Charity Commission","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Charity Commission","Charity Commission","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","East Wales","20","[c]","26950","25050"
"Leaver CS","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","Inner London - East","25","[c]","33030","27960"
"Leaver CS","2023","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Commercial Service","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Commercial Service","Cabinet Office","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Commercial Service","Cabinet Office","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Commercial Service","Cabinet Office","Merseyside","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Commercial Service","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","Eastern Scotland","15","[c]","24430","23700"
"Leaver CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","West Central Scotland","10","[c]","24510","23700"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Derbyshire and Nottinghamshire","10","[c]","27020","25670"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Inner London - West","40","[c]","27850","25600"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Kent","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","South Yorkshire","[c]","[c]","[c]","[c]"
