"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","60-64","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Operational Delivery","15","[c]","24160","22040"
"Leaver Dept.","2023","65+","No function","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Policy","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Economics","25","[c]","26470","25320"
"New entrant CS","2023","16-19","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Science and Engineering","10","[c]","22970","23340"
"New entrant CS","2023","16-19","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Operational Delivery","40","[c]","22750","22520"
"New entrant CS","2023","16-19","Debt","Other","10","[c]","21650","21690"
"New entrant CS","2023","16-19","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Digital, Data and Technology","25","[c]","24270","24710"
"New entrant CS","2023","16-19","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Finance","25","[c]","21290","19460"
"New entrant CS","2023","16-19","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Human Resources","15","[c]","22660","22220"
"New entrant CS","2023","16-19","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Operational Delivery","45","[c]","20970","20980"
"New entrant CS","2023","16-19","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Operational Delivery","680","[c]","24010","22520"
"New entrant CS","2023","16-19","No function","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Other","20","[c]","20960","19770"
"New entrant CS","2023","16-19","No function","Policy","10","[c]","26300","25460"
"New entrant CS","2023","16-19","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Science and Engineering","35","[c]","19150","18280"
"New entrant CS","2023","16-19","No function","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Unknown","25","[c]","24990","22520"
"New entrant CS","2023","16-19","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Project Delivery","10","[c]","20310","19460"
"New entrant CS","2023","16-19","Project Delivery","Science and Engineering","10","[c]","18280","18280"
"New entrant CS","2023","16-19","Property","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Property","20","[c]","22790","22520"
"New entrant CS","2023","16-19","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Other","25","[c]","17310","16530"
"New entrant CS","2023","16-19","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","40","[c]","22250","22180"
"New entrant CS","2023","20-29","Analysis","Digital, Data and Technology","15","[c]","37420","35410"
"New entrant CS","2023","20-29","Analysis","Economics","280","[c]","31290","32390"
"New entrant CS","2023","20-29","Analysis","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","Operational Delivery","35","[c]","30090","31060"
"New entrant CS","2023","20-29","Analysis","Operational Research","55","[c]","31860","34170"
"New entrant CS","2023","20-29","Analysis","Other","75","[c]","32530","31270"
"New entrant CS","2023","20-29","Analysis","Policy","20","[c]","35170","34170"
"New entrant CS","2023","20-29","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","Science and Engineering","105","[c]","27280","27330"
"New entrant CS","2023","20-29","Analysis","Social Research","120","[c]","32900","32800"
"New entrant CS","2023","20-29","Analysis","Statistics","255","[c]","29900","28840"
"New entrant CS","2023","20-29","Analysis","Unknown","20","[c]","29920","29360"
"New entrant CS","2023","20-29","Commercial","Commercial","245","[c]","29480","28840"
"New entrant CS","2023","20-29","Commercial","Operational Delivery","20","[c]","36360","32300"
"New entrant CS","2023","20-29","Commercial","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Communications","210","[c]","32380","32660"
"New entrant CS","2023","20-29","Communications","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Unknown","15","[c]","33420","35240"
"New entrant CS","2023","20-29","Counter Fraud","Counter Fraud","175","[c]","27120","26920"
"New entrant CS","2023","20-29","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Operational Delivery","15","[c]","25480","26920"
"New entrant CS","2023","20-29","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Unknown","10","[c]","32450","31980"
"New entrant CS","2023","20-29","Debt","Operational Delivery","600","[c]","23200","22520"
"New entrant CS","2023","20-29","Debt","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Other","170","[c]","21850","21690"
"New entrant CS","2023","20-29","Debt","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","930","[c]","33380","32000"
"New entrant CS","2023","20-29","Digital, Data & Technology","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","30","[c]","26590","26830"
"New entrant CS","2023","20-29","Digital, Data & Technology","Operational Delivery","30","[c]","22790","20660"
"New entrant CS","2023","20-29","Digital, Data & Technology","Other","30","[c]","22820","19080"
"New entrant CS","2023","20-29","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Project Delivery","10","[c]","33180","32330"
"New entrant CS","2023","20-29","Digital, Data & Technology","Science and Engineering","35","[c]","27080","26650"
"New entrant CS","2023","20-29","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","60","[c]","29200","28000"
"New entrant CS","2023","20-29","Finance","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Finance","280","[c]","28990","27120"
"New entrant CS","2023","20-29","Finance","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Operational Delivery","15","[c]","24170","22520"
"New entrant CS","2023","20-29","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Security","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Unknown","15","[c]","29040","28770"
"New entrant CS","2023","20-29","Grants Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","Operational Delivery","125","[c]","22650","22150"
"New entrant CS","2023","20-29","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Human Resources","345","[c]","28310","27080"
"New entrant CS","2023","20-29","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Unknown","10","[c]","28190","28370"
"New entrant CS","2023","20-29","Internal Audit","Internal Audit","10","[c]","34370","33420"
"New entrant CS","2023","20-29","Legal","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Legal","240","[c]","36550","31980"
"New entrant CS","2023","20-29","Legal","Operational Delivery","420","[c]","23950","22870"
"New entrant CS","2023","20-29","Legal","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Digital, Data and Technology","15","[c]","36630","36000"
"New entrant CS","2023","20-29","No function","Economics","25","[c]","38990","36400"
"New entrant CS","2023","20-29","No function","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Geography","30","[c]","25420","21690"
"New entrant CS","2023","20-29","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Intelligence Analysis","60","[c]","29060","27110"
"New entrant CS","2023","20-29","No function","International Trade","120","[c]","33230","35010"
"New entrant CS","2023","20-29","No function","Knowledge and Information Management","40","[c]","27460","25570"
"New entrant CS","2023","20-29","No function","Medicine","45","[c]","36780","32930"
"New entrant CS","2023","20-29","No function","Operational Delivery","11950","[c]","25210","23640"
"New entrant CS","2023","20-29","No function","Operational Research","40","[c]","25630","22520"
"New entrant CS","2023","20-29","No function","Other","245","[c]","25910","24750"
"New entrant CS","2023","20-29","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Policy","1055","[c]","32940","31270"
"New entrant CS","2023","20-29","No function","Project Delivery","45","[c]","33580","32160"
"New entrant CS","2023","20-29","No function","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Psychology","95","[c]","28550","28480"
"New entrant CS","2023","20-29","No function","Science and Engineering","345","[c]","28860","27540"
"New entrant CS","2023","20-29","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Statistics","25","[c]","26390","23500"
"New entrant CS","2023","20-29","No function","Tax","80","[c]","35840","34400"
"New entrant CS","2023","20-29","No function","Unknown","470","[c]","28120","25830"
"New entrant CS","2023","20-29","No function","Veterinarian","10","[c]","31940","30320"
"New entrant CS","2023","20-29","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Operational Delivery","80","[c]","25930","22870"
"New entrant CS","2023","20-29","Project Delivery","Operational Research","10","[c]","31690","30650"
"New entrant CS","2023","20-29","Project Delivery","Other","25","[c]","21760","19080"
"New entrant CS","2023","20-29","Project Delivery","Policy","30","[c]","32800","32260"
"New entrant CS","2023","20-29","Project Delivery","Project Delivery","510","[c]","29860","28840"
"New entrant CS","2023","20-29","Project Delivery","Science and Engineering","70","[c]","29840","27840"
"New entrant CS","2023","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Operational Delivery","50","[c]","22830","22520"
"New entrant CS","2023","20-29","Property","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Property","220","[c]","27060","26020"
"New entrant CS","2023","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Security","260","[c]","27280","26560"
"New entrant CS","2023","20-29","Security","Unknown","70","[c]","24870","24330"
"New entrant CS","2023","20-29","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Human Resources","35","[c]","22170","22150"
"New entrant CS","2023","20-29","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","35","[c]","26270","22150"
"New entrant CS","2023","20-29","Unknown","Other","145","[c]","23730","23340"
"New entrant CS","2023","20-29","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Policy","80","[c]","30000","26900"
"New entrant CS","2023","20-29","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","175","[c]","27460","28360"
"New entrant CS","2023","20-29","Unknown","Social Research","15","[c]","29960","32460"
"New entrant CS","2023","20-29","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","1210","[c]","28370","28840"
"New entrant CS","2023","30-39","Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Economics","20","[c]","44550","39110"
"New entrant CS","2023","30-39","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Operational Delivery","25","[c]","33720","31060"
"New entrant CS","2023","30-39","Analysis","Operational Research","15","[c]","38300","39040"
"New entrant CS","2023","30-39","Analysis","Other","35","[c]","42560","37500"
"New entrant CS","2023","30-39","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Science and Engineering","40","[c]","32890","30350"
"New entrant CS","2023","30-39","Analysis","Social Research","50","[c]","38610","39240"
"New entrant CS","2023","30-39","Analysis","Statistics","50","[c]","38990","35500"
"New entrant CS","2023","30-39","Analysis","Unknown","15","[c]","45690","35000"
"New entrant CS","2023","30-39","Commercial","Commercial","170","[c]","40170","33830"
"New entrant CS","2023","30-39","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Operational Delivery","15","[c]","37450","34150"
"New entrant CS","2023","30-39","Commercial","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Communications","155","[c]","39210","37900"
"New entrant CS","2023","30-39","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Counter Fraud","135","[c]","28020","27610"
"New entrant CS","2023","30-39","Counter Fraud","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Operational Delivery","15","[c]","30540","27890"
"New entrant CS","2023","30-39","Counter Fraud","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Operational Delivery","270","[c]","23100","22520"
"New entrant CS","2023","30-39","Debt","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Other","100","[c]","21660","21690"
"New entrant CS","2023","30-39","Debt","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","830","[c]","41030","38470"
"New entrant CS","2023","30-39","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Knowledge and Information Management","20","[c]","33930","29020"
"New entrant CS","2023","30-39","Digital, Data & Technology","Operational Delivery","10","[c]","27900","24370"
"New entrant CS","2023","30-39","Digital, Data & Technology","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Project Delivery","10","[c]","31960","29890"
"New entrant CS","2023","30-39","Digital, Data & Technology","Science and Engineering","10","[c]","33530","32180"
"New entrant CS","2023","30-39","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Unknown","45","[c]","44610","40120"
"New entrant CS","2023","30-39","Finance","Commercial","10","[c]","39900","38810"
"New entrant CS","2023","30-39","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Finance","165","[c]","34980","31270"
"New entrant CS","2023","30-39","Finance","Operational Delivery","15","[c]","26970","22520"
"New entrant CS","2023","30-39","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","Operational Delivery","90","[c]","23440","22150"
"New entrant CS","2023","30-39","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Human Resources","290","[c]","33600","31270"
"New entrant CS","2023","30-39","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","Internal Audit","15","[c]","44800","42180"
"New entrant CS","2023","30-39","Legal","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Legal","340","[c]","46970","49050"
"New entrant CS","2023","30-39","Legal","Operational Delivery","100","[c]","24850","24480"
"New entrant CS","2023","30-39","Legal","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Digital, Data and Technology","15","[c]","48540","45480"
"New entrant CS","2023","30-39","No function","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Geography","15","[c]","31050","30520"
"New entrant CS","2023","30-39","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Inspector of Education and Training","70","[c]","58980","52750"
