"Status","Year","Age","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","London","Female","275","270","34260","32520"
"In post","2023","20-29","Counter Fraud","London","Male","235","235","34160","32530"
"In post","2023","20-29","Counter Fraud","Outside London","Female","820","805","29290","28120"
"In post","2023","20-29","Counter Fraud","Outside London","Male","665","665","29670","28120"
"In post","2023","20-29","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","London","Female","65","60","27140","26920"
"In post","2023","20-29","Debt","London","Male","45","45","27570","26920"
"In post","2023","20-29","Debt","Outside London","Female","835","795","23110","22520"
"In post","2023","20-29","Debt","Outside London","Male","775","760","23230","22520"
"In post","2023","20-29","Digital, Data & Technology","London","Female","440","440","40170","37850"
"In post","2023","20-29","Digital, Data & Technology","London","Male","535","535","39820","37500"
"In post","2023","20-29","Digital, Data & Technology","Outside London","Female","1110","1105","33900","33020"
"In post","2023","20-29","Digital, Data & Technology","Outside London","Male","1895","1880","33790","32650"
"In post","2023","20-29","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Overseas","Female","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Overseas","Male","5","5","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","London","Female","215","215","40110","37940"
"In post","2023","20-29","Finance","London","Male","260","260","40760","39150"
"In post","2023","20-29","Finance","Outside London","Female","610","595","30220","28120"
"In post","2023","20-29","Finance","Outside London","Male","630","625","30830","28120"
"In post","2023","20-29","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","London","Female","10","10","[c]","[c]"
"In post","2023","20-29","Grants Management","London","Male","5","5","[c]","[c]"
"In post","2023","20-29","Grants Management","Outside London","Female","225","215","23750","22150"
"In post","2023","20-29","Grants Management","Outside London","Male","185","185","23280","22150"
"In post","2023","20-29","Human Resources","London","Female","375","375","39590","35650"
"In post","2023","20-29","Human Resources","London","Male","150","150","37250","34670"
"In post","2023","20-29","Human Resources","Outside London","Female","810","795","30460","28130"
"In post","2023","20-29","Human Resources","Outside London","Male","325","325","29580","27940"
"In post","2023","20-29","Human Resources","Overseas","Female","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","Female","5","5","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","Male","15","15","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","Female","20","20","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","Male","10","10","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","London","Female","520","515","34410","29660"
"In post","2023","20-29","Legal","London","Male","260","260","35900","31640"
"In post","2023","20-29","Legal","Outside London","Female","860","850","31280","26900"
"In post","2023","20-29","Legal","Outside London","Male","335","335","31170","26900"
"In post","2023","20-29","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","London","Female","8265","8190","38080","35400"
"In post","2023","20-29","No function","London","Male","5650","5625","39260","35760"
"In post","2023","20-29","No function","Outside London","Female","23125","22470","27200","25880"
"In post","2023","20-29","No function","Outside London","Male","16775","16635","27590","27610"
"In post","2023","20-29","No function","Overseas","Female","165","165","38310","34210"
"In post","2023","20-29","No function","Overseas","Male","105","105","38710","34930"
"In post","2023","20-29","No function","Unknown","Female","55","55","30390","28120"
"In post","2023","20-29","No function","Unknown","Male","55","55","29080","25750"
"In post","2023","20-29","Project Delivery","London","Female","645","645","39360","36620"
"In post","2023","20-29","Project Delivery","London","Male","400","400","40650","38540"
"In post","2023","20-29","Project Delivery","Outside London","Female","1150","1140","32920","31920"
"In post","2023","20-29","Project Delivery","Outside London","Male","1120","1120","32730","31920"
"In post","2023","20-29","Project Delivery","Overseas","Female","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","Overseas","Male","10","10","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","London","Female","85","80","36100","32650"
"In post","2023","20-29","Property","London","Male","130","130","35500","32580"
"In post","2023","20-29","Property","Outside London","Female","455","440","28300","26020"
"In post","2023","20-29","Property","Outside London","Male","440","440","29120","26890"
"In post","2023","20-29","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","London","Female","125","120","38660","36620"
"In post","2023","20-29","Security","London","Male","140","140","36680","34850"
"In post","2023","20-29","Security","Outside London","Female","290","285","28220","27080"
"In post","2023","20-29","Security","Outside London","Male","715","715","28540","27480"
"In post","2023","20-29","Security","Overseas","Female","5","5","[c]","[c]"
"In post","2023","20-29","Security","Overseas","Male","5","5","[c]","[c]"
"In post","2023","20-29","Security","Unknown","Female","10","10","[c]","[c]"
"In post","2023","20-29","Security","Unknown","Male","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","London","Female","630","625","33080","30130"
"In post","2023","20-29","Unknown","London","Male","335","335","33690","30130"
"In post","2023","20-29","Unknown","Outside London","Female","2455","2405","31230","29450"
"In post","2023","20-29","Unknown","Outside London","Male","2050","2035","30870","29450"
"In post","2023","20-29","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Female","65","65","32840","33690"
"In post","2023","20-29","Unknown","Unknown","Male","315","315","32200","32610"
"In post","2023","30-39","Analysis","London","Female","550","525","54250","55720"
"In post","2023","30-39","Analysis","London","Male","630","620","55550","55720"
"In post","2023","30-39","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Outside London","Female","815","760","41470","39300"
"In post","2023","30-39","Analysis","Outside London","Male","880","865","42590","39890"
"In post","2023","30-39","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","London","Female","190","185","52390","52780"
"In post","2023","30-39","Commercial","London","Male","190","190","57530","56000"
"In post","2023","30-39","Commercial","Outside London","Female","770","730","40070","37740"
"In post","2023","30-39","Commercial","Outside London","Male","600","600","43860","40690"
"In post","2023","30-39","Commercial","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","London","Female","450","435","51470","53500"
"In post","2023","30-39","Communications","London","Male","290","290","51110","48540"
"In post","2023","30-39","Communications","Outside London","Female","310","290","37750","37100"
"In post","2023","30-39","Communications","Outside London","Male","170","170","37970","35000"
"In post","2023","30-39","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Female","290","275","38300","34100"
"In post","2023","30-39","Counter Fraud","London","Male","375","370","39780","39150"
"In post","2023","30-39","Counter Fraud","Outside London","Female","1450","1350","32150","28130"
"In post","2023","30-39","Counter Fraud","Outside London","Male","1415","1410","33770","32100"
"In post","2023","30-39","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","London","Female","35","30","27230","26920"
"In post","2023","30-39","Debt","London","Male","25","25","[c]","[c]"
"In post","2023","30-39","Debt","Outside London","Female","855","740","24180","22520"
"In post","2023","30-39","Debt","Outside London","Male","670","655","24140","22520"
"In post","2023","30-39","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Female","660","640","51170","52220"
"In post","2023","30-39","Digital, Data & Technology","London","Male","795","795","51100","53030"
"In post","2023","30-39","Digital, Data & Technology","Outside London","Female","1850","1770","39650","37760"
"In post","2023","30-39","Digital, Data & Technology","Outside London","Male","3075","3055","41240","38940"
"In post","2023","30-39","Digital, Data & Technology","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Overseas","Male","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","London","Female","335","320","52000","53530"
"In post","2023","30-39","Finance","London","Male","395","395","53470","55000"
"In post","2023","30-39","Finance","Outside London","Female","1060","990","37440","34400"
"In post","2023","30-39","Finance","Outside London","Male","830","825","38880","35000"
"In post","2023","30-39","Finance","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Finance","Overseas","Male","5","5","[c]","[c]"
"In post","2023","30-39","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Grants Management","London","Female","10","10","[c]","[c]"
"In post","2023","30-39","Grants Management","London","Male","10","10","[c]","[c]"
"In post","2023","30-39","Grants Management","Outside London","Female","265","235","25600","22150"
"In post","2023","30-39","Grants Management","Outside London","Male","210","205","24680","22150"
"In post","2023","30-39","Human Resources","London","Female","500","480","47770","43650"
"In post","2023","30-39","Human Resources","London","Male","205","205","46480","41970"
"In post","2023","30-39","Human Resources","Outside London","Female","1515","1420","35950","34070"
"In post","2023","30-39","Human Resources","Outside London","Male","740","730","36530","34400"
"In post","2023","30-39","Human Resources","Overseas","Female","30","30","50790","50680"
"In post","2023","30-39","Human Resources","Overseas","Male","15","15","[c]","[c]"
"In post","2023","30-39","Human Resources","Unknown","Female","5","5","[c]","[c]"
"In post","2023","30-39","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","London","Female","15","15","[c]","[c]"
"In post","2023","30-39","Internal Audit","London","Male","20","20","[c]","[c]"
"In post","2023","30-39","Internal Audit","Outside London","Female","60","55","42140","41800"
"In post","2023","30-39","Internal Audit","Outside London","Male","35","35","45060","42760"
"In post","2023","30-39","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","London","Female","930","885","53320","53390"
"In post","2023","30-39","Legal","London","Male","480","475","53300","53390"
"In post","2023","30-39","Legal","Outside London","Female","1165","1075","44430","49050"
"In post","2023","30-39","Legal","Outside London","Male","570","570","46160","49050"
"In post","2023","30-39","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","London","Female","8440","8055","45820","42240"
"In post","2023","30-39","No function","London","Male","7145","7085","46570","43210"
"In post","2023","30-39","No function","Outside London","Female","31350","28405","30370","28120"
"In post","2023","30-39","No function","Outside London","Male","25550","25230","31700","28880"
"In post","2023","30-39","No function","Overseas","Female","360","360","50440","53050"
"In post","2023","30-39","No function","Overseas","Male","445","445","49510","53050"
"In post","2023","30-39","No function","Unknown","Female","60","55","31120","28120"
"In post","2023","30-39","No function","Unknown","Male","80","80","31560","28120"
"In post","2023","30-39","Project Delivery","London","Female","750","720","53380","54800"
"In post","2023","30-39","Project Delivery","London","Male","610","610","53230","54960"
"In post","2023","30-39","Project Delivery","Outside London","Female","1955","1855","40730","39500"
"In post","2023","30-39","Project Delivery","Outside London","Male","1830","1820","42580","41200"
"In post","2023","30-39","Project Delivery","Overseas","Female","25","25","[c]","[c]"
"In post","2023","30-39","Project Delivery","Overseas","Male","30","30","57600","55660"
"In post","2023","30-39","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","London","Female","85","85","45550","43650"
"In post","2023","30-39","Property","London","Male","100","100","45940","43700"
"In post","2023","30-39","Property","Outside London","Female","615","575","34290","32260"
"In post","2023","30-39","Property","Outside London","Male","615","610","35480","33960"
"In post","2023","30-39","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","London","Female","145","140","44960","43040"
"In post","2023","30-39","Security","London","Male","190","190","45240","43650"
"In post","2023","30-39","Security","Outside London","Female","380","370","32870","31920"
"In post","2023","30-39","Security","Outside London","Male","1135","1130","33520","30950"
"In post","2023","30-39","Security","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Security","Overseas","Male","35","35","41470","37400"
"In post","2023","30-39","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","Male","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","London","Female","240","235","50140","53500"
"In post","2023","30-39","Unknown","London","Male","120","120","48040","43760"
"In post","2023","30-39","Unknown","Outside London","Female","3790","3555","39650","37710"
"In post","2023","30-39","Unknown","Outside London","Male","2995","2965","39560","37520"
"In post","2023","30-39","Unknown","Overseas","Female","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Female","45","45","43000","41630"
"In post","2023","30-39","Unknown","Unknown","Male","335","335","42040","40690"
"In post","2023","40-49","Analysis","London","Female","370","330","60340","60690"
"In post","2023","40-49","Analysis","London","Male","370","365","62240","60430"
"In post","2023","40-49","Analysis","Outside London","Female","600","535","44610","41600"
"In post","2023","40-49","Analysis","Outside London","Male","695","680","46970","49260"
"In post","2023","40-49","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","London","Female","235","225","62150","59600"
"In post","2023","40-49","Commercial","London","Male","225","225","68030","65500"
"In post","2023","40-49","Commercial","Outside London","Female","830","780","46940","42500"
"In post","2023","40-49","Commercial","Outside London","Male","605","600","49540","43360"
"In post","2023","40-49","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","London","Female","280","260","57110","55510"
"In post","2023","40-49","Communications","London","Male","210","210","57810","54270"
"In post","2023","40-49","Communications","Outside London","Female","355","315","42230","39730"
"In post","2023","40-49","Communications","Outside London","Male","200","200","42180","41200"
"In post","2023","40-49","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","London","Female","350","320","38880","36650"
"In post","2023","40-49","Counter Fraud","London","Male","400","400","42600","39790"
"In post","2023","40-49","Counter Fraud","Outside London","Female","1615","1465","32770","28130"
"In post","2023","40-49","Counter Fraud","Outside London","Male","1390","1375","35000","34170"
"In post","2023","40-49","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","London","Female","75","65","30680","26920"
"In post","2023","40-49","Debt","London","Male","20","20","[c]","[c]"
"In post","2023","40-49","Debt","Outside London","Female","865","730","24490","22520"
"In post","2023","40-49","Debt","Outside London","Male","500","480","24680","22520"
"In post","2023","40-49","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","London","Female","555","530","52540","51480"
"In post","2023","40-49","Digital, Data & Technology","London","Male","880","875","56240","56430"
"In post","2023","40-49","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","Outside London","Female","2035","1930","42980","39710"
"In post","2023","40-49","Digital, Data & Technology","Outside London","Male","3500","3475","45550","42140"
"In post","2023","40-49","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","Overseas","Male","15","15","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2023","40-49","Finance","London","Female","405","380","51870","45650"
"In post","2023","40-49","Finance","London","Male","360","360","57200","55020"
"In post","2023","40-49","Finance","Outside London","Female","1440","1335","39540","37300"
"In post","2023","40-49","Finance","Outside London","Male","1025","1015","43300","39590"
"In post","2023","40-49","Finance","Overseas","Female","10","10","[c]","[c]"
"In post","2023","40-49","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","London","Female","10","10","[c]","[c]"
"In post","2023","40-49","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","Outside London","Female","470","400","26280","22150"
"In post","2023","40-49","Grants Management","Outside London","Male","295","290","26510","22150"
"In post","2023","40-49","Human Resources","London","Female","500","470","51530","46350"
"In post","2023","40-49","Human Resources","London","Male","225","220","53040","52680"
"In post","2023","40-49","Human Resources","Outside London","Female","1805","1695","38910","34850"
"In post","2023","40-49","Human Resources","Outside London","Male","905","900","38390","34300"
"In post","2023","40-49","Human Resources","Overseas","Female","65","65","56070","56800"
"In post","2023","40-49","Human Resources","Overseas","Male","30","30","68140","70210"
"In post","2023","40-49","Human Resources","Unknown","Female","10","10","[c]","[c]"
"In post","2023","40-49","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","Female","20","20","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","Male","25","25","[c]","[c]"
"In post","2023","40-49","Internal Audit","Outside London","Female","80","75","45370","42700"
"In post","2023","40-49","Internal Audit","Outside London","Male","55","55","49800","49940"
"In post","2023","40-49","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal","London","Female","960","845","58860","63040"
"In post","2023","40-49","Legal","London","Male","470","465","62510","65650"
"In post","2023","40-49","Legal","Outside London","Female","1415","1265","47020","51270"
"In post","2023","40-49","Legal","Outside London","Male","650","640","47210","49050"
"In post","2023","40-49","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","London","Female","7440","6835","46300","40710"
"In post","2023","40-49","No function","London","Male","5815","5740","48410","43000"
"In post","2023","40-49","No function","Outside London","Female","34380","30615","31680","28120"
"In post","2023","40-49","No function","Outside London","Male","23980","23550","33500","29050"
"In post","2023","40-49","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
