"Status","Year","Age","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Counter Fraud","London","Male","170","145","42640","39790"
"In post","2023","60-64","Counter Fraud","Outside London","Female","765","565","30340","28120"
"In post","2023","60-64","Counter Fraud","Outside London","Male","600","470","33830","29730"
"In post","2023","60-64","Debt","London","Female","65","55","29890","26920"
"In post","2023","60-64","Debt","London","Male","40","35","33080","32260"
"In post","2023","60-64","Debt","Outside London","Female","440","340","24520","22520"
"In post","2023","60-64","Debt","Outside London","Male","210","180","24720","22520"
"In post","2023","60-64","Digital, Data & Technology","London","Female","100","95","45040","41550"
"In post","2023","60-64","Digital, Data & Technology","London","Male","195","185","50950","47510"
"In post","2023","60-64","Digital, Data & Technology","Outside London","Female","420","360","38500","34990"
"In post","2023","60-64","Digital, Data & Technology","Outside London","Male","845","755","41900","39010"
"In post","2023","60-64","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","London","Female","110","100","45180","40570"
"In post","2023","60-64","Finance","London","Male","115","110","52770","47690"
"In post","2023","60-64","Finance","Outside London","Female","485","385","32260","28120"
"In post","2023","60-64","Finance","Outside London","Male","285","240","40540","37830"
"In post","2023","60-64","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","Outside London","Female","110","90","24840","22150"
"In post","2023","60-64","Grants Management","Outside London","Male","85","75","27900","22150"
"In post","2023","60-64","Human Resources","London","Female","115","105","50290","43910"
"In post","2023","60-64","Human Resources","London","Male","60","55","51820","43950"
"In post","2023","60-64","Human Resources","Outside London","Female","505","425","35020","33850"
"In post","2023","60-64","Human Resources","Outside London","Male","590","545","35570","33990"
"In post","2023","60-64","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Overseas","Male","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","Female","10","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","Male","15","15","[c]","[c]"
"In post","2023","60-64","Internal Audit","Outside London","Female","30","25","44490","43580"
"In post","2023","60-64","Internal Audit","Outside London","Male","25","20","[c]","[c]"
"In post","2023","60-64","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","London","Female","170","150","52180","54100"
"In post","2023","60-64","Legal","London","Male","135","125","59440","63990"
"In post","2023","60-64","Legal","Outside London","Female","300","235","42790","34850"
"In post","2023","60-64","Legal","Outside London","Male","215","180","50590","56450"
"In post","2023","60-64","No function","London","Female","2350","2050","36160","31990"
"In post","2023","60-64","No function","London","Male","1965","1770","42480","35590"
"In post","2023","60-64","No function","Outside London","Female","14205","11060","27850","25910"
"In post","2023","60-64","No function","Outside London","Male","10775","9015","31680","28120"
"In post","2023","60-64","No function","Overseas","Female","30","30","70130","66770"
"In post","2023","60-64","No function","Overseas","Male","70","70","63360","62200"
"In post","2023","60-64","No function","Unknown","Female","20","15","[c]","[c]"
"In post","2023","60-64","No function","Unknown","Male","40","30","34630","34630"
"In post","2023","60-64","Project Delivery","London","Female","165","145","51440","45960"
"In post","2023","60-64","Project Delivery","London","Male","145","130","62210","60030"
"In post","2023","60-64","Project Delivery","Outside London","Female","485","395","40510","37590"
"In post","2023","60-64","Project Delivery","Outside London","Male","675","580","47400","43410"
"In post","2023","60-64","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Overseas","Male","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","London","Female","65","55","41290","36330"
"In post","2023","60-64","Property","London","Male","90","80","48800","43700"
"In post","2023","60-64","Property","Outside London","Female","305","260","30850","27810"
"In post","2023","60-64","Property","Outside London","Male","510","465","36240","34300"
"In post","2023","60-64","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Overseas","Male","10","10","[c]","[c]"
"In post","2023","60-64","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Unknown","Male","5","5","[c]","[c]"
"In post","2023","60-64","Security","London","Female","35","35","38740","34370"
"In post","2023","60-64","Security","London","Male","95","90","41940","36070"
"In post","2023","60-64","Security","Outside London","Female","130","110","29030","25220"
"In post","2023","60-64","Security","Outside London","Male","685","620","28940","22220"
"In post","2023","60-64","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Overseas","Male","15","15","[c]","[c]"
"In post","2023","60-64","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","London","Female","35","30","46400","43760"
"In post","2023","60-64","Unknown","London","Male","35","30","51150","53550"
"In post","2023","60-64","Unknown","Outside London","Female","755","650","40930","38110"
"In post","2023","60-64","Unknown","Outside London","Male","850","755","45690","39890"
"In post","2023","60-64","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Male","130","130","45460","41200"
"In post","2023","65+","Analysis","London","Female","15","10","[c]","[c]"
"In post","2023","65+","Analysis","London","Male","25","20","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","Female","20","15","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","Male","40","30","47830","49260"
"In post","2023","65+","Commercial","London","Female","15","15","[c]","[c]"
"In post","2023","65+","Commercial","London","Male","20","20","[c]","[c]"
"In post","2023","65+","Commercial","Outside London","Female","25","20","[c]","[c]"
"In post","2023","65+","Commercial","Outside London","Male","50","45","46760","43450"
"In post","2023","65+","Communications","London","Female","10","10","[c]","[c]"
"In post","2023","65+","Communications","London","Male","10","10","[c]","[c]"
"In post","2023","65+","Communications","Outside London","Female","10","10","[c]","[c]"
"In post","2023","65+","Communications","Outside London","Male","15","10","[c]","[c]"
"In post","2023","65+","Counter Fraud","London","Female","65","45","32070","28070"
"In post","2023","65+","Counter Fraud","London","Male","70","55","39580","36190"
"In post","2023","65+","Counter Fraud","Outside London","Female","210","140","28570","28120"
"In post","2023","65+","Counter Fraud","Outside London","Male","200","135","32620","28120"
"In post","2023","65+","Debt","London","Female","20","15","[c]","[c]"
"In post","2023","65+","Debt","London","Male","20","15","[c]","[c]"
"In post","2023","65+","Debt","Outside London","Female","115","80","24490","22520"
"In post","2023","65+","Debt","Outside London","Male","80","55","24750","22520"
"In post","2023","65+","Digital, Data & Technology","London","Female","35","30","41620","34930"
"In post","2023","65+","Digital, Data & Technology","London","Male","70","60","49660","43490"
"In post","2023","65+","Digital, Data & Technology","Outside London","Female","95","75","32780","31060"
"In post","2023","65+","Digital, Data & Technology","Outside London","Male","245","205","40610","38800"
"In post","2023","65+","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","London","Female","40","35","39480","34370"
"In post","2023","65+","Finance","London","Male","45","40","41980","43080"
"In post","2023","65+","Finance","Outside London","Female","125","95","29000","26940"
"In post","2023","65+","Finance","Outside London","Male","90","70","38100","34640"
"In post","2023","65+","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","Outside London","Female","40","30","23380","22150"
"In post","2023","65+","Grants Management","Outside London","Male","30","25","[c]","[c]"
"In post","2023","65+","Human Resources","London","Female","25","15","[c]","[c]"
"In post","2023","65+","Human Resources","London","Male","15","15","[c]","[c]"
"In post","2023","65+","Human Resources","Outside London","Female","140","110","31200","28120"
"In post","2023","65+","Human Resources","Outside London","Male","200","175","34290","33470"
"In post","2023","65+","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","London","Male","5","5","[c]","[c]"
"In post","2023","65+","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","London","Female","60","50","49330","43000"
"In post","2023","65+","Legal","London","Male","55","40","56020","62130"
"In post","2023","65+","Legal","Outside London","Female","65","45","40210","34850"
"In post","2023","65+","Legal","Outside London","Male","80","55","54100","56450"
"In post","2023","65+","No function","London","Female","985","790","33030","29680"
"In post","2023","65+","No function","London","Male","855","715","39040","32520"
"In post","2023","65+","No function","Outside London","Female","3990","2855","26540","23530"
"In post","2023","65+","No function","Outside London","Male","3775","2885","30520","27650"
"In post","2023","65+","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Overseas","Male","20","20","[c]","[c]"
"In post","2023","65+","No function","Unknown","Female","10","5","[c]","[c]"
"In post","2023","65+","No function","Unknown","Male","15","10","[c]","[c]"
"In post","2023","65+","Project Delivery","London","Female","45","35","54480","45560"
"In post","2023","65+","Project Delivery","London","Male","70","55","58250","48570"
"In post","2023","65+","Project Delivery","Outside London","Female","90","65","37800","34970"
"In post","2023","65+","Project Delivery","Outside London","Male","195","160","48470","43930"
"In post","2023","65+","Property","London","Female","20","20","[c]","[c]"
"In post","2023","65+","Property","London","Male","45","40","46840","45440"
"In post","2023","65+","Property","Outside London","Female","80","65","29330","27810"
"In post","2023","65+","Property","Outside London","Male","235","200","33490","32930"
"In post","2023","65+","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Overseas","Male","5","5","[c]","[c]"
"In post","2023","65+","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","London","Female","15","15","[c]","[c]"
"In post","2023","65+","Security","London","Male","55","50","37040","29980"
"In post","2023","65+","Security","Outside London","Female","40","30","27730","22680"
"In post","2023","65+","Security","Outside London","Male","220","190","27560","22130"
"In post","2023","65+","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","London","Female","15","10","[c]","[c]"
"In post","2023","65+","Unknown","London","Male","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Outside London","Female","220","175","39190","30610"
"In post","2023","65+","Unknown","Outside London","Male","330","270","44820","39690"
"In post","2023","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Outside London","Female","10","5","[c]","[c]"
"In post","2023","Unknown","No function","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Outside London","Female","65","[c]","21490","21780"
"Leaver CS","2023","16-19","No function","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","London","Female","100","[c]","32550","28110"
"Leaver CS","2023","20-29","Analysis","London","Male","140","[c]","32000","30130"
"Leaver CS","2023","20-29","Analysis","Outside London","Female","85","[c]","26200","22390"
"Leaver CS","2023","20-29","Analysis","Outside London","Male","160","[c]","26240","23490"
"Leaver CS","2023","20-29","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","London","Female","35","[c]","38380","34000"
"Leaver CS","2023","20-29","Commercial","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Outside London","Female","50","[c]","28980","27300"
"Leaver CS","2023","20-29","Commercial","Outside London","Male","40","[c]","30580","28000"
"Leaver CS","2023","20-29","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","London","Female","65","[c]","34770","34310"
"Leaver CS","2023","20-29","Communications","London","Male","45","[c]","35460","34310"
"Leaver CS","2023","20-29","Communications","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Outside London","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Outside London","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","Outside London","Female","110","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","Outside London","Male","105","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","London","Female","70","[c]","35740","34550"
"Leaver CS","2023","20-29","Digital, Data & Technology","London","Male","95","[c]","37270","36180"
"Leaver CS","2023","20-29","Digital, Data & Technology","Outside London","Female","105","[c]","30860","30580"
"Leaver CS","2023","20-29","Digital, Data & Technology","Outside London","Male","220","[c]","32140","31180"
"Leaver CS","2023","20-29","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","London","Male","30","[c]","36780","35760"
"Leaver CS","2023","20-29","Finance","Outside London","Female","45","[c]","28670","27140"
"Leaver CS","2023","20-29","Finance","Outside London","Male","70","[c]","29330","28000"
"Leaver CS","2023","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","London","Female","50","[c]","31520","29890"
"Leaver CS","2023","20-29","Human Resources","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Outside London","Female","95","[c]","25320","22220"
"Leaver CS","2023","20-29","Human Resources","Outside London","Male","45","[c]","25660","23670"
"Leaver CS","2023","20-29","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","London","Female","80","[c]","29810","27760"
"Leaver CS","2023","20-29","Legal","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Outside London","Female","70","[c]","26600","24480"
"Leaver CS","2023","20-29","Legal","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","London","Female","1275","[c]","33000","31060"
"Leaver CS","2023","20-29","No function","London","Male","810","[c]","34410","32520"
"Leaver CS","2023","20-29","No function","Outside London","Female","3205","[c]","24790","22430"
"Leaver CS","2023","20-29","No function","Outside London","Male","2455","[c]","25100","22500"
"Leaver CS","2023","20-29","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","London","Female","50","[c]","34140","32960"
"Leaver CS","2023","20-29","Project Delivery","London","Male","40","[c]","33820","31900"
"Leaver CS","2023","20-29","Project Delivery","Outside London","Female","90","[c]","30660","31920"
"Leaver CS","2023","20-29","Project Delivery","Outside London","Male","135","[c]","31010","31920"
"Leaver CS","2023","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Outside London","Female","45","[c]","26240","23310"
"Leaver CS","2023","20-29","Property","Outside London","Male","50","[c]","27730","26030"
"Leaver CS","2023","20-29","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Outside London","Male","125","[c]","27270","27420"
"Leaver CS","2023","20-29","Unknown","London","Female","200","[c]","29090","28000"
"Leaver CS","2023","20-29","Unknown","London","Male","120","[c]","27920","26250"
"Leaver CS","2023","20-29","Unknown","Outside London","Female","210","[c]","28280","26600"
"Leaver CS","2023","20-29","Unknown","Outside London","Male","160","[c]","27610","25360"
"Leaver CS","2023","20-29","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","Male","40","[c]","28940","29860"
"Leaver CS","2023","30-39","Analysis","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","London","Male","50","[c]","50740","53380"
"Leaver CS","2023","30-39","Analysis","Outside London","Female","45","[c]","39810","38470"
"Leaver CS","2023","30-39","Analysis","Outside London","Male","60","[c]","40880","39890"
"Leaver CS","2023","30-39","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","London","Female","35","[c]","53160","48000"
"Leaver CS","2023","30-39","Commercial","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Outside London","Female","50","[c]","39100","37590"
"Leaver CS","2023","30-39","Commercial","Outside London","Male","50","[c]","45440","42460"
"Leaver CS","2023","30-39","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","London","Female","65","[c]","48550","45480"
"Leaver CS","2023","30-39","Communications","London","Male","40","[c]","45010","41870"
"Leaver CS","2023","30-39","Communications","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","Outside London","Female","75","[c]","21930","21690"
"Leaver CS","2023","30-39","Debt","Outside London","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","London","Female","95","[c]","48910","54320"
"Leaver CS","2023","30-39","Digital, Data & Technology","London","Male","130","[c]","51220","54700"
"Leaver CS","2023","30-39","Digital, Data & Technology","Outside London","Female","125","[c]","42200","39270"
"Leaver CS","2023","30-39","Digital, Data & Technology","Outside London","Male","285","[c]","42730","39580"
"Leaver CS","2023","30-39","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Outside London","Female","55","[c]","34950","33000"
