"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Cabinet Office","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Project Delivery","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Project Delivery","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Science and Engineering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Security","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Security","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Statistics","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","AA/AO","Female","55","[c]","20580","21050"
"Leaver CS","2023","Cabinet Office","Unknown","AA/AO","Male","45","[c]","20170","21050"
"Leaver CS","2023","Cabinet Office","Unknown","EO","Female","60","[c]","26870","27500"
"Leaver CS","2023","Cabinet Office","Unknown","EO","Male","40","[c]","26830","27500"
"Leaver CS","2023","Cabinet Office","Unknown","G6/G7","Female","180","[c]","61310","59420"
"Leaver CS","2023","Cabinet Office","Unknown","G6/G7","Male","200","[c]","62100","59250"
"Leaver CS","2023","Cabinet Office","Unknown","SCS level","Female","30","[c]","106510","100450"
"Leaver CS","2023","Cabinet Office","Unknown","SCS level","Male","45","[c]","113200","100280"
"Leaver CS","2023","Cabinet Office","Unknown","SEO/HEO","Female","175","[c]","36080","35650"
"Leaver CS","2023","Cabinet Office","Unknown","SEO/HEO","Male","95","[c]","36720","35650"
"Leaver CS","2023","Chancellor's other departments","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Economics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Economics","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Economics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","Male","45","[c]","40110","39030"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
