"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","AA","110","110","23300","23230"
"In post","2023","16-19","HM Prison and Probation Service","AO","160","160","29100","28880"
"In post","2023","16-19","HM Prison and Probation Service","Unknown","35","30","20180","19090"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","AO","160","155","22740","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","EO","15","15","28390","27650"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","AO","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","AO","105","95","23080","22400"
"In post","2023","16-19","Home Office","EO","30","30","26960","25750"
"In post","2023","16-19","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Met Office","AA","5","5","[c]","[c]"
"In post","2023","16-19","Met Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","AA","10","10","21350","21380"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","AO","25","25","22500","22220"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","AO","5","5","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Public Guardian","AO","10","5","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Royal Fleet Auxiliary","Unknown","30","30","19370","17400"
"In post","2023","16-19","Rural Payments Agency","AO","10","10","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","AA","15","15","22760","22760"
"In post","2023","16-19","Scottish Prison Service","AA","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","AO","10","10","25010","24710"
"In post","2023","16-19","Scottish Public Pensions Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","AA","15","15","22720","22180"
"In post","2023","16-19","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Unknown","20","20","19220","18280"
"In post","2023","16-19","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AA","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AO","10","10","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","EO","15","15","24840","24840"
"In post","2023","16-19","Valuation Office Agency","AO","15","15","22820","22520"
"In post","2023","16-19","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","AO","10","10","22670","22150"
"In post","2023","20-29","Accountant in Bankruptcy","AA","10","10","22920","22180"
"In post","2023","20-29","Accountant in Bankruptcy","EO","5","5","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","AO","5","5","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","EO","40","40","25610","25160"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","HEO","15","15","32630","32110"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","AO","245","245","23270","22150"
"In post","2023","20-29","Animal and Plant Health Agency","EO","200","200","27550","25920"
"In post","2023","20-29","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","HEO","80","80","32230","32320"
"In post","2023","20-29","Animal and Plant Health Agency","SEO","30","30","38460","37300"
"In post","2023","20-29","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","AO","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","EO","15","15","26970","27230"
"In post","2023","20-29","Building Digital UK","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","G7","15","15","52890","53030"
"In post","2023","20-29","Building Digital UK","HEO","40","40","35270","35040"
"In post","2023","20-29","Cabinet Office (excl. agencies)","AO","130","125","22750","21720"
"In post","2023","20-29","Cabinet Office (excl. agencies)","EO","275","270","27020","28050"
"In post","2023","20-29","Cabinet Office (excl. agencies)","G6","30","30","66130","66530"
"In post","2023","20-29","Cabinet Office (excl. agencies)","G7","260","260","55730","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","HEO","340","340","34550","35240"
"In post","2023","20-29","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","SEO","210","210","41120","41870"
"In post","2023","20-29","Central Civil Service Fast Stream","HEO","1470","1465","30650","30130"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","AO","15","15","21520","22150"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","55","55","25950","25920"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","HEO","40","40","30420","30350"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","AO","10","10","21500","21100"
"In post","2023","20-29","Charity Commission","EO","30","30","25330","25300"
"In post","2023","20-29","Charity Commission","HEO","25","25","30220","30170"
"In post","2023","20-29","Charity Commission","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Companies House","AO","80","75","22130","21380"
"In post","2023","20-29","Companies House","EO","40","40","29320","29470"
"In post","2023","20-29","Companies House","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","HEO","25","25","35960","37350"
"In post","2023","20-29","Companies House","SEO","10","10","44500","43630"
"In post","2023","20-29","Competition and Markets Authority","AO","20","20","23200","23200"
"In post","2023","20-29","Competition and Markets Authority","EO","25","25","27840","27550"
"In post","2023","20-29","Competition and Markets Authority","G7","45","45","56870","55130"
"In post","2023","20-29","Competition and Markets Authority","HEO","70","70","34560","34110"
"In post","2023","20-29","Competition and Markets Authority","SEO","10","10","44380","42920"
"In post","2023","20-29","Criminal Injuries Compensation Authority","AO","25","25","21780","21780"
"In post","2023","20-29","Criminal Injuries Compensation Authority","EO","15","15","25830","25830"
"In post","2023","20-29","Criminal Injuries Compensation Authority","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","AO","10","10","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","EO","30","30","25970","26410"
"In post","2023","20-29","Crown Commercial Service","G7","5","5","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","HEO","45","45","32150","32110"
"In post","2023","20-29","Crown Commercial Service","SEO","25","25","38200","40450"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","AO","255","245","23540","23700"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","EO","145","140","29700","28700"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","G7","105","105","52600","52360"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","HEO","60","60","34410","34730"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Prosecution Service","AO","550","545","22960","22870"
"In post","2023","20-29","Crown Prosecution Service","EO","415","410","27540","27150"
"In post","2023","20-29","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Prosecution Service","G7","95","95","51420","49050"
"In post","2023","20-29","Crown Prosecution Service","HEO","90","90","31930","31490"
"In post","2023","20-29","Crown Prosecution Service","SEO","90","90","39770","38940"
"In post","2023","20-29","Defence Electronics and Components Agency","AA","20","20","18420","18640"
"In post","2023","20-29","Defence Electronics and Components Agency","AO","5","5","[c]","[c]"
"In post","2023","20-29","Defence Electronics and Components Agency","EO","20","20","26940","27250"
"In post","2023","20-29","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","AO","660","660","23220","21950"
"In post","2023","20-29","Defence Equipment and Support","EO","220","220","26570","26020"
"In post","2023","20-29","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","G7","15","15","49980","52500"
"In post","2023","20-29","Defence Equipment and Support","HEO","665","660","32200","32500"
"In post","2023","20-29","Defence Equipment and Support","SEO","255","250","40210","39500"
"In post","2023","20-29","Defence Science and Technology Laboratory","AA","30","30","19310","19280"
"In post","2023","20-29","Defence Science and Technology Laboratory","AO","65","60","21150","19430"
"In post","2023","20-29","Defence Science and Technology Laboratory","EO","130","130","24780","24630"
"In post","2023","20-29","Defence Science and Technology Laboratory","G7","45","45","48040","49260"
"In post","2023","20-29","Defence Science and Technology Laboratory","HEO","610","610","29590","30650"
"In post","2023","20-29","Defence Science and Technology Laboratory","SEO","290","290","39370","39890"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","25","25","24430","25900"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","170","170","27670","28510"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","35","35","67260","66490"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","590","590","56060","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","570","570","34630","34670"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","650","650","41580","41360"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","85","85","27700","27230"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","160","160","54320","53030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","345","345","36930","35620"
"In post","2023","20-29","Department for Education (excl. agencies)","AO","15","15","23050","22020"
"In post","2023","20-29","Department for Education (excl. agencies)","EO","270","265","27240","25900"
"In post","2023","20-29","Department for Education (excl. agencies)","G6","20","20","65010","65780"
"In post","2023","20-29","Department for Education (excl. agencies)","G7","240","240","53600","55020"
"In post","2023","20-29","Department for Education (excl. agencies)","HEO","425","420","32270","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","SEO","425","420","40370","41440"
"In post","2023","20-29","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","15","15","21240","22150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","175","175","26940","26150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","185","185","53020","54330"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","550","545","32410","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","340","340","39350","40260"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","EO","145","145","28810","29280"
"In post","2023","20-29","Department for International Trade","G6","10","10","65550","65820"
"In post","2023","20-29","Department for International Trade","G7","240","240","56190","55370"
"In post","2023","20-29","Department for International Trade","HEO","405","400","34810","35010"
"In post","2023","20-29","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","SEO","350","345","41610","41550"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","10","10","25390","24320"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","95","95","28200","28850"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","20","20","64720","64970"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","220","220","54120","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","285","285","33290","33880"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","215","210","40400","40800"
"In post","2023","20-29","Department for Transport (excl. agencies)","AO","20","20","27190","26510"
"In post","2023","20-29","Department for Transport (excl. agencies)","EO","135","135","30370","30920"
"In post","2023","20-29","Department for Transport (excl. agencies)","G6","20","20","67330","66750"
"In post","2023","20-29","Department for Transport (excl. agencies)","G7","220","220","55550","55740"
"In post","2023","20-29","Department for Transport (excl. agencies)","HEO","355","355","35290","35400"
"In post","2023","20-29","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport (excl. agencies)","SEO","225","225","43130","43750"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","AO","3070","2975","22080","21690"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","EO","4260","4175","29010","28120"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","G6","10","10","69700","69700"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","G7","155","155","54360","55150"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","HEO","865","860","35490","34170"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","SEO","295","290","40970","39270"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","AO","15","15","23410","24750"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","EO","170","170","27860","28770"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","G6","20","20","67250","67830"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","G7","250","250","54250","54690"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","HEO","300","300","33450","34190"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","SEO","250","250","41180","41950"
"In post","2023","20-29","Disclosure Scotland","AA","50","45","23620","23340"
"In post","2023","20-29","Disclosure Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Disclosure Scotland","EO","5","5","[c]","[c]"
"In post","2023","20-29","Disclosure Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Disclosure Scotland","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Disclosure Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Driver and Vehicle Licensing Agency","AA","195","175","19210","19000"
"In post","2023","20-29","Driver and Vehicle Licensing Agency","AO","425","405","22530","22500"
"In post","2023","20-29","Driver and Vehicle Licensing Agency","EO","90","90","27090","26960"
"In post","2023","20-29","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Driver and Vehicle Licensing Agency","HEO","45","45","33790","31940"
"In post","2023","20-29","Driver and Vehicle Licensing Agency","SEO","20","20","45720","48050"
"In post","2023","20-29","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Driver and Vehicle Standards Agency","AO","135","135","24120","22500"
"In post","2023","20-29","Driver and Vehicle Standards Agency","EO","100","100","27470","26960"
"In post","2023","20-29","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Driver and Vehicle Standards Agency","HEO","50","50","32070","31660"
"In post","2023","20-29","Driver and Vehicle Standards Agency","SEO","15","15","43790","41550"
"In post","2023","20-29","Education Scotland","AA","10","10","[c]","[c]"
"In post","2023","20-29","Education Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Education Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Education and Skills Funding Agency","EO","25","25","26930","25900"
"In post","2023","20-29","Education and Skills Funding Agency","G7","10","10","[c]","[c]"
"In post","2023","20-29","Education and Skills Funding Agency","HEO","40","40","30910","30330"
"In post","2023","20-29","Education and Skills Funding Agency","SEO","35","35","38580","37590"
"In post","2023","20-29","Estyn","AO","5","5","[c]","[c]"
"In post","2023","20-29","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","FCDO Services","AO","20","20","26180","26100"
"In post","2023","20-29","FCDO Services","EO","75","75","30090","29400"
"In post","2023","20-29","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","FCDO Services","HEO","25","25","35840","35250"
"In post","2023","20-29","FCDO Services","SEO","10","10","42810","42150"
"In post","2023","20-29","FCDO Services","Unknown","30","30","25140","23800"
"In post","2023","20-29","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","EO","30","30","27410","26910"
"In post","2023","20-29","Food Standards Agency","G7","10","10","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","HEO","60","60","31870","31260"
"In post","2023","20-29","Food Standards Agency","SEO","55","55","39620","38100"
"In post","2023","20-29","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Scotland","EO","20","20","29330","29450"
"In post","2023","20-29","Food Standards Scotland","HEO","15","15","34690","34730"
"In post","2023","20-29","Food Standards Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","AO","135","135","26260","25700"
"In post","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","EO","190","190","30160","30030"
"In post","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","G7","195","195","54560","54960"
"In post","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","725","725","36380","36620"
"In post","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","155","155","43250","43000"
"In post","2023","20-29","Forestry and Land Scotland","AA","20","20","22460","22460"
"In post","2023","20-29","Forestry and Land Scotland","AO","75","70","27070","26220"
"In post","2023","20-29","Forestry and Land Scotland","EO","35","35","31780","31180"
"In post","2023","20-29","Forestry and Land Scotland","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Forestry and Land Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Government Actuary's Department","EO","20","20","30140","30090"
"In post","2023","20-29","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Government Actuary's Department","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Government Actuary's Department","HEO","20","20","36190","36640"
"In post","2023","20-29","Government Actuary's Department","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Government Commercial Organisation","G6","10","10","72630","72500"
"In post","2023","20-29","Government Commercial Organisation","G7","75","75","61820","65500"
"In post","2023","20-29","Government Commercial Organisation","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Government Internal Audit Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Government Internal Audit Agency","EO","5","5","[c]","[c]"
"In post","2023","20-29","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Government Internal Audit Agency","HEO","20","20","33750","33420"
