"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Department for Education (excl. agencies)","SCS level","130","125","84760","76510"
"In post","2023","40-49","Department for Education (excl. agencies)","SEO","465","440","39480","38070"
"In post","2023","40-49","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","15","15","23610","23750"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","90","85","27300","26050"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","245","235","62490","62200"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","520","500","51450","49970"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","235","220","31670","30700"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","105","105","82640","77850"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","420","395","38670","37710"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","EO","30","30","29240","29400"
"In post","2023","40-49","Department for International Trade","G6","105","100","67820","66030"
"In post","2023","40-49","Department for International Trade","G7","180","175","56490","55500"
"In post","2023","40-49","Department for International Trade","HEO","55","55","33850","35010"
"In post","2023","40-49","Department for International Trade","SCS level","75","70","88970","80000"
"In post","2023","40-49","Department for International Trade","SEO","140","140","42070","41750"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","35","30","28650","28850"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","130","125","65740","64970"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","225","220","54260","54630"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","115","105","33630","33100"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","90","85","89560","80640"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","120","115","40300","40390"
"In post","2023","40-49","Department for Transport (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Transport (excl. agencies)","AO","15","10","31040","34390"
"In post","2023","40-49","Department for Transport (excl. agencies)","EO","45","40","29650","30720"
"In post","2023","40-49","Department for Transport (excl. agencies)","G6","160","150","69360","68050"
"In post","2023","40-49","Department for Transport (excl. agencies)","G7","270","260","58520","56340"
"In post","2023","40-49","Department for Transport (excl. agencies)","HEO","95","95","35870","36070"
"In post","2023","40-49","Department for Transport (excl. agencies)","SCS level","110","105","87360","80940"
"In post","2023","40-49","Department for Transport (excl. agencies)","SEO","145","140","44070","44140"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","AA","60","45","21260","21250"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","AO","5295","4490","21990","21690"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","EO","9745","8845","28720","28120"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","G6","350","340","70900","70570"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","G7","795","775","53620","51000"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","HEO","2125","2040","35020","34170"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","SCS level","105","100","90960","82980"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","SEO","980","950","40130","38470"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","EO","35","35","28190","28770"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","G6","140","130","68220","67890"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","G7","260","245","54040","54660"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","HEO","85","80","33370","33990"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","SCS level","105","100","87410","79120"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","SEO","130","120","40490","40090"
"In post","2023","40-49","Disclosure Scotland","AA","35","35","24240","24890"
"In post","2023","40-49","Disclosure Scotland","AO","5","5","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","EO","15","15","32400","31940"
"In post","2023","40-49","Disclosure Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","G7","5","5","[c]","[c]"
"In post","2023","40-49","Disclosure Scotland","HEO","15","10","36710","38330"
"In post","2023","40-49","Disclosure Scotland","SEO","10","10","47360","49860"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","AA","210","175","19460","19000"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","AO","710","625","22620","22500"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","EO","245","240","27350","27260"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","G6","35","35","79000","84140"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","G7","80","80","57760","53480"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","HEO","170","165","33270","31940"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","SEO","165","160","43340","41500"
"In post","2023","40-49","Driver and Vehicle Standards Agency","AO","225","210","25390","23700"
"In post","2023","40-49","Driver and Vehicle Standards Agency","EO","560","535","28730","27400"
"In post","2023","40-49","Driver and Vehicle Standards Agency","G6","5","5","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Standards Agency","G7","40","40","53920","50840"
"In post","2023","40-49","Driver and Vehicle Standards Agency","HEO","205","200","33420","32670"
"In post","2023","40-49","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Driver and Vehicle Standards Agency","SEO","90","85","41560","40570"
"In post","2023","40-49","Education Scotland","AA","5","5","[c]","[c]"
"In post","2023","40-49","Education Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","G6","50","50","76970","79110"
"In post","2023","40-49","Education Scotland","G7","25","20","60250","65280"
"In post","2023","40-49","Education Scotland","HEO","10","5","[c]","[c]"
"In post","2023","40-49","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education Scotland","SEO","15","15","48990","49860"
"In post","2023","40-49","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","EO","10","10","[c]","[c]"
"In post","2023","40-49","Education and Skills Funding Agency","G6","25","25","64840","63480"
"In post","2023","40-49","Education and Skills Funding Agency","G7","65","65","52440","51910"
"In post","2023","40-49","Education and Skills Funding Agency","HEO","45","40","31780","31200"
"In post","2023","40-49","Education and Skills Funding Agency","SCS level","10","10","85620","76970"
"In post","2023","40-49","Education and Skills Funding Agency","SEO","80","75","39900","38210"
"In post","2023","40-49","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","EO","5","5","[c]","[c]"
"In post","2023","40-49","Estyn","G6","15","15","79260","78500"
"In post","2023","40-49","Estyn","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","FCDO Services","AO","20","20","27470","26100"
"In post","2023","40-49","FCDO Services","EO","45","40","29230","28840"
"In post","2023","40-49","FCDO Services","G6","15","15","73830","72260"
"In post","2023","40-49","FCDO Services","G7","40","40","62410","62250"
"In post","2023","40-49","FCDO Services","HEO","55","55","36930","36750"
"In post","2023","40-49","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","FCDO Services","SEO","60","60","45520","44180"
"In post","2023","40-49","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","EO","75","70","28000","28090"
"In post","2023","40-49","Food Standards Agency","G6","30","30","64300","62430"
"In post","2023","40-49","Food Standards Agency","G7","90","85","54590","53110"
"In post","2023","40-49","Food Standards Agency","HEO","65","65","32230","31730"
"In post","2023","40-49","Food Standards Agency","SCS level","10","10","90550","84460"
"In post","2023","40-49","Food Standards Agency","SEO","145","140","40010","38670"
"In post","2023","40-49","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","EO","15","15","31090","31940"
"In post","2023","40-49","Food Standards Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","G7","10","10","[c]","[c]"
"In post","2023","40-49","Food Standards Scotland","HEO","25","25","35650","34730"
"In post","2023","40-49","Food Standards Scotland","SEO","15","15","46000","44890"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","AO","40","40","27240","25700"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","EO","115","110","31240","31400"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G6","425","415","67840","67530"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G7","605","585","57380","57400"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","325","320","37020","36620"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","250","245","84090","79000"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","185","180","43970","44450"
"In post","2023","40-49","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","AO","100","95","28230","28140"
"In post","2023","40-49","Forestry and Land Scotland","EO","75","75","33440","33260"
"In post","2023","40-49","Forestry and Land Scotland","G6","5","5","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","G7","10","5","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","HEO","55","50","40340","41500"
"In post","2023","40-49","Forestry and Land Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Forestry and Land Scotland","SEO","25","20","47680","49370"
"In post","2023","40-49","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","G6","40","35","95720","92410"
"In post","2023","40-49","Government Actuary's Department","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Actuary's Department","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Commercial Organisation","G6","150","150","78230","77100"
"In post","2023","40-49","Government Commercial Organisation","G7","250","250","63460","65500"
"In post","2023","40-49","Government Commercial Organisation","SCS level","85","85","117010","115590"
"In post","2023","40-49","Government Commercial Organisation","SEO","25","25","40770","40180"
"In post","2023","40-49","Government Internal Audit Agency","G6","20","20","64930","64280"
"In post","2023","40-49","Government Internal Audit Agency","G7","35","35","52780","51350"
"In post","2023","40-49","Government Internal Audit Agency","HEO","20","15","33730","32000"
"In post","2023","40-49","Government Internal Audit Agency","SCS level","10","10","85000","81600"
"In post","2023","40-49","Government Internal Audit Agency","SEO","45","45","43360","42700"
"In post","2023","40-49","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Legal Department","EO","45","40","28750","28410"
"In post","2023","40-49","Government Legal Department","G6","375","330","68230","67600"
"In post","2023","40-49","Government Legal Department","G7","235","205","54190","52790"
"In post","2023","40-49","Government Legal Department","HEO","20","20","34920","32110"
"In post","2023","40-49","Government Legal Department","SCS level","80","80","80940","78500"
"In post","2023","40-49","Government Legal Department","SEO","20","15","40440","38860"
"In post","2023","40-49","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G6","30","30","62760","62010"
"In post","2023","40-49","Government Property Agency","G7","35","35","53350","53220"
"In post","2023","40-49","Government Property Agency","HEO","15","15","33250","32960"
"In post","2023","40-49","Government Property Agency","SCS level","10","10","87990","83640"
"In post","2023","40-49","Government Property Agency","SEO","25","25","39740","38420"
"In post","2023","40-49","HM Courts and Tribunals Service","AA","185","170","20700","19930"
"In post","2023","40-49","HM Courts and Tribunals Service","AO","1685","1425","22500","21780"
"In post","2023","40-49","HM Courts and Tribunals Service","EO","630","585","26770","25830"
"In post","2023","40-49","HM Courts and Tribunals Service","G6","55","55","65390","63190"
"In post","2023","40-49","HM Courts and Tribunals Service","G7","170","165","54950","53380"
"In post","2023","40-49","HM Courts and Tribunals Service","HEO","360","345","32900","31270"
"In post","2023","40-49","HM Courts and Tribunals Service","SCS level","25","25","85980","79770"
"In post","2023","40-49","HM Courts and Tribunals Service","SEO","390","355","41180","41460"
"In post","2023","40-49","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Crown Prosecution Service Inspectorate","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Crown Prosecution Service Inspectorate","G7","5","5","[c]","[c]"
"In post","2023","40-49","HM Land Registry","AO","275","260","23480","23390"
"In post","2023","40-49","HM Land Registry","EO","365","330","28480","28080"
"In post","2023","40-49","HM Land Registry","G6","25","25","70520","70030"
"In post","2023","40-49","HM Land Registry","G7","75","70","59000","57880"
"In post","2023","40-49","HM Land Registry","HEO","270","250","35980","34850"
"In post","2023","40-49","HM Land Registry","SCS level","15","15","87870","83000"
"In post","2023","40-49","HM Land Registry","SEO","250","240","42970","41680"
"In post","2023","40-49","HM Prison and Probation Service","AA","950","910","23630","23230"
"In post","2023","40-49","HM Prison and Probation Service","AO","3890","3735","30770","31780"
"In post","2023","40-49","HM Prison and Probation Service","EO","1515","1485","33740","35710"
"In post","2023","40-49","HM Prison and Probation Service","G6","125","120","82450","79330"
"In post","2023","40-49","HM Prison and Probation Service","G7","210","205","66110","67120"
"In post","2023","40-49","HM Prison and Probation Service","HEO","1135","1105","37870","38910"
"In post","2023","40-49","HM Prison and Probation Service","SCS level","25","25","97530","95150"
"In post","2023","40-49","HM Prison and Probation Service","SEO","870","850","51050","52360"
"In post","2023","40-49","HM Prison and Probation Service","Unknown","5030","4645","33240","30840"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AA","95","70","22570","22520"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AO","3420","3005","22690","22520"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","EO","3030","2845","28620","28130"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G6","705","685","73150","71300"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G7","1785","1740","58670","57970"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","HEO","3635","3520","35530","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SCS level","190","185","86830","80500"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SEO","2235","2190","42840","42510"
"In post","2023","40-49","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","EO","40","40","27650","27970"
"In post","2023","40-49","HM Treasury (excl. agencies)","G6","50","45","66140","65450"
"In post","2023","40-49","HM Treasury (excl. agencies)","G7","50","45","55390","54440"
"In post","2023","40-49","HM Treasury (excl. agencies)","HEO","25","25","34220","33630"
"In post","2023","40-49","HM Treasury (excl. agencies)","SCS level","75","70","87980","79300"
"In post","2023","40-49","HM Treasury (excl. agencies)","SEO","15","15","40170","39460"
"In post","2023","40-49","Health and Safety Executive","AO","35","30","23020","23500"
"In post","2023","40-49","Health and Safety Executive","EO","65","65","28350","27350"
"In post","2023","40-49","Health and Safety Executive","G6","35","35","69880","70480"
"In post","2023","40-49","Health and Safety Executive","G7","155","150","57960","55320"
"In post","2023","40-49","Health and Safety Executive","HEO","85","80","33570","32800"
"In post","2023","40-49","Health and Safety Executive","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","SEO","280","265","49670","45300"
"In post","2023","40-49","Home Office","AA","130","105","20950","19500"
"In post","2023","40-49","Home Office","AO","1680","1490","23360","22400"
"In post","2023","40-49","Home Office","EO","3925","3680","27450","26180"
"In post","2023","40-49","Home Office","G6","425","415","70800","70840"
"In post","2023","40-49","Home Office","G7","1030","1010","58280","59290"
"In post","2023","40-49","Home Office","HEO","1780","1710","33880","32310"
"In post","2023","40-49","Home Office","SCS level","155","155","89070","81600"
"In post","2023","40-49","Home Office","SEO","1370","1335","41760","42720"
"In post","2023","40-49","Home Office","Unknown","85","80","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G6","15","15","64200","63310"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G7","45","45","52890","51460"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","SEO","25","25","38770","37710"
"In post","2023","40-49","Intellectual Property Office","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","AO","45","45","23110","23100"
"In post","2023","40-49","Intellectual Property Office","EO","85","75","27060","25040"
"In post","2023","40-49","Intellectual Property Office","G6","40","40","69930","69730"
"In post","2023","40-49","Intellectual Property Office","G7","145","135","61550","61980"
"In post","2023","40-49","Intellectual Property Office","HEO","45","45","33340","31750"
"In post","2023","40-49","Intellectual Property Office","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","SEO","105","100","44210","42990"
"In post","2023","40-49","Legal Aid Agency","AA","5","5","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","AO","90","80","21820","21780"
"In post","2023","40-49","Legal Aid Agency","EO","80","75","26430","25830"
"In post","2023","40-49","Legal Aid Agency","G6","5","5","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","G7","25","25","56230","55720"
"In post","2023","40-49","Legal Aid Agency","HEO","50","50","32500","31340"
"In post","2023","40-49","Legal Aid Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","SEO","55","55","41660","41510"
"In post","2023","40-49","Maritime and Coastguard Agency","AO","50","45","22580","22500"
"In post","2023","40-49","Maritime and Coastguard Agency","EO","50","45","27370","27260"
"In post","2023","40-49","Maritime and Coastguard Agency","G6","15","15","63760","63080"
"In post","2023","40-49","Maritime and Coastguard Agency","G7","50","45","53900","53130"
"In post","2023","40-49","Maritime and Coastguard Agency","HEO","70","70","32360","31940"
"In post","2023","40-49","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","SEO","75","70","42760","41130"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","EO","25","25","28460","28500"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","G6","60","55","68400","68260"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","G7","95","90","54990","54990"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","HEO","30","30","33940","34280"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","SCS level","40","35","83930","80550"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","SEO","65","65","42270","41890"
"In post","2023","40-49","Met Office","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","EO","35","35","25900","25630"
"In post","2023","40-49","Met Office","G6","70","65","60510","60490"
"In post","2023","40-49","Met Office","G7","175","165","48060","47960"
"In post","2023","40-49","Met Office","HEO","80","75","33310","33270"
"In post","2023","40-49","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","SEO","240","220","39950","39650"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","AA","705","685","21590","21380"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","AO","1710","1635","27610","22220"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","EO","1370","1335","29620","27470"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","G6","360","335","74470","70470"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","G7","635","620","57530","56180"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","HEO","1500","1455","37010","34300"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","SCS level","150","145","88960","81850"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","SEO","1180","1145","43760","41800"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Unknown","10","10","37540","37300"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","AO","55","50","23210","21780"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","EO","165","160","28280","29660"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","G6","175","175","68990","68290"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","G7","480","465","57330","56080"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","HEO","365","360","33810","33820"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","SCS level","75","70","91910","83060"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","SEO","465","455","42230","43650"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Unknown","20","20","37270","38290"
"In post","2023","40-49","National Crime Agency","AO","35","35","26680","26550"
"In post","2023","40-49","National Crime Agency","EO","420","395","36270","36170"
"In post","2023","40-49","National Crime Agency","G6","40","40","73650","73770"
"In post","2023","40-49","National Crime Agency","G7","110","105","62690","62890"
"In post","2023","40-49","National Crime Agency","HEO","470","455","43610","43580"
"In post","2023","40-49","National Crime Agency","SCS level","15","15","98770","90200"
"In post","2023","40-49","National Crime Agency","SEO","250","245","48930","47380"
"In post","2023","40-49","National Infrastructure Commission","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Infrastructure Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Records of Scotland","AA","20","15","24750","24890"
"In post","2023","40-49","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Records of Scotland","EO","10","10","33160","31940"
"In post","2023","40-49","National Records of Scotland","G6","10","10","77350","79110"
"In post","2023","40-49","National Records of Scotland","G7","10","10","59490","57360"
"In post","2023","40-49","National Records of Scotland","HEO","35","35","38420","38330"
"In post","2023","40-49","National Records of Scotland","SEO","15","15","48030","49860"
"In post","2023","40-49","National Savings and Investments","EO","5","5","[c]","[c]"
"In post","2023","40-49","National Savings and Investments","G6","10","10","75350","74990"
"In post","2023","40-49","National Savings and Investments","G7","25","25","56580","56010"
"In post","2023","40-49","National Savings and Investments","HEO","10","10","39080","38730"
"In post","2023","40-49","National Savings and Investments","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","National Savings and Investments","SEO","15","15","47310","46820"
"In post","2023","40-49","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Northern Ireland Office","G7","10","10","55560","56010"
"In post","2023","40-49","Northern Ireland Office","HEO","10","10","[c]","[c]"
"In post","2023","40-49","Northern Ireland Office","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Northern Ireland Office","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office for Budget Responsibility","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office for Budget Responsibility","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","AO","45","40","22310","22490"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","EO","55","50","27370","27140"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","G6","55","55","81900","82390"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","G7","210","205","72220","77470"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","HEO","50","50","33590","33130"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","SCS level","10","10","107760","105590"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","SEO","210","205","48830","52750"
"In post","2023","40-49","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of Gas and Electricity Markets","EO","65","65","26460","25470"
"In post","2023","40-49","Office of Gas and Electricity Markets","G6","100","100","68220","66750"
"In post","2023","40-49","Office of Gas and Electricity Markets","G7","85","80","52170","50500"
"In post","2023","40-49","Office of Gas and Electricity Markets","HEO","35","35","35140","33560"
"In post","2023","40-49","Office of Gas and Electricity Markets","SCS level","30","30","98780","90870"
"In post","2023","40-49","Office of Gas and Electricity Markets","SEO","45","45","41470","41680"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","G6","15","15","65570","64580"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","G7","45","45","50680","49440"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","HEO","20","20","33460","33500"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","SCS level","10","10","92720","87480"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","SEO","30","25","40660","40460"
"In post","2023","40-49","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2023","40-49","Office of Rail and Road","G6","20","20","72140","70630"
"In post","2023","40-49","Office of Rail and Road","G7","60","55","59680","59230"
"In post","2023","40-49","Office of Rail and Road","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Office of Rail and Road","SCS level","10","10","99500","94510"
"In post","2023","40-49","Office of Rail and Road","SEO","20","20","44440","44850"
"In post","2023","40-49","Office of the Public Guardian","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Public Guardian","AO","180","160","21780","21780"
"In post","2023","40-49","Office of the Public Guardian","EO","85","80","25880","25830"
"In post","2023","40-49","Office of the Public Guardian","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Public Guardian","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Public Guardian","HEO","35","30","31270","31270"
"In post","2023","40-49","Office of the Public Guardian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Public Guardian","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Office of the Scottish Charity Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Scottish Charity Regulator","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
