"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","UK Statistics Authority","Inner London - East","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Inner London - East","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Inner London - East","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Inner London - East","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Inner London - East","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Inner London - West","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Inner London - West","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Inner London - West","Westminster","London","295","290","49250","42370"
"In post","2023","UK Statistics Authority","Kent","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Kent","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Kent","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Lancashire","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Lancashire","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Lincolnshire","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Merseyside","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Merseyside","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North Yorkshire","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North Yorkshire","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northumberland, and Tyne and Wear","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outer London - East and North East","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outer London - East and North East","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outer London - South","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outer London - South","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outer London - West and North West","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outer London - West and North West","Brent","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Shropshire and Staffordshire","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Shropshire and Staffordshire","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South Yorkshire","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Southern Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Southern Scotland","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Surrey, East and West Sussex","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Surrey, East and West Sussex","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Surrey, East and West Sussex","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Tees Valley and Durham","Darlington","Outside London","135","130","34140","31560"
"In post","2023","UK Statistics Authority","West Central Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Wales and The Valleys","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Wales and The Valleys","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Wales and The Valleys","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Wales and The Valleys","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Yorkshire","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Yorkshire","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Yorkshire","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Inner London - West","Westminster","London","55","55","38100","33450"
"In post","2023","Water Services Regulation Authority","East Anglia","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Inner London - East","Tower Hamlets","London","80","75","65200","63460"
"In post","2023","Water Services Regulation Authority","West Midlands","Birmingham","Outside London","185","180","52730","47890"
"In post","2023","Welsh Government","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","East Wales","Cardiff and Vale of Glamorgan","Outside London","3160","2985","46200","39690"
"In post","2023","Welsh Government","East Wales","Flintshire and Wrexham","Outside London","30","30","44610","49370"
"In post","2023","Welsh Government","East Wales","Monmouthshire and Newport","Outside London","75","65","38140","39690"
"In post","2023","Welsh Government","East Wales","Powys","Outside London","200","185","38260","34530"
"In post","2023","Welsh Government","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Inner London - West","Westminster","London","10","10","60300","59880"
"In post","2023","Welsh Government","Lancashire","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Outer London - South","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Outer London - South","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Outer London - West and North West","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Overseas","Overseas","15","15","59350","63900"
"In post","2023","Welsh Government","Shropshire and Staffordshire","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","5","5","[c]","[c]"
"In post","2023","Welsh Government","West Wales and The Valleys","Central Valleys","Outside London","835","795","42670","39690"
"In post","2023","Welsh Government","West Wales and The Valleys","Conwy and Denbighshire","Outside London","415","390","41650","39690"
"In post","2023","Welsh Government","West Wales and The Valleys","Gwent Valleys","Outside London","235","220","40500","39690"
"In post","2023","Welsh Government","West Wales and The Valleys","Gwynedd","Outside London","115","105","34140","30610"
"In post","2023","Welsh Government","West Wales and The Valleys","Isle of Anglesey","Outside London","10","10","[c]","[c]"
"In post","2023","Welsh Government","West Wales and The Valleys","South West Wales","Outside London","625","590","38860","39690"
"In post","2023","Welsh Government","West Wales and The Valleys","Swansea","Outside London","315","300","44240","43660"
"In post","2023","Welsh Government","West Yorkshire","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","West Yorkshire","Leeds","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","10","[c]","40140","29380"
"Leaver CS","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","15","[c]","36680","31610"
"Leaver CS","2023","Attorney General's Departments","Cheshire","Warrington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Cumbria","East Cumbria","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Cumbria","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","Outside London","25","[c]","36570","32500"
"Leaver CS","2023","Attorney General's Departments","Devon","Devon CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","East Anglia","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","East Anglia","Norwich and East Norfolk","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","East Anglia","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","Outside London","20","[c]","39570","38760"
"Leaver CS","2023","Attorney General's Departments","East Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Essex","Heart of Essex","Outside London","15","[c]","42080","40800"
"Leaver CS","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","15","[c]","38860","36290"
"Leaver CS","2023","Attorney General's Departments","Greater Manchester","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Greater Manchester","Manchester","Outside London","20","[c]","44520","49050"
"Leaver CS","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Inner London - East","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Inner London - East","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Inner London - West","Westminster","London","420","[c]","48270","51250"
"Leaver CS","2023","Attorney General's Departments","Kent","East Kent","Outside London","15","[c]","34040","24480"
"Leaver CS","2023","Attorney General's Departments","Lancashire","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","15","[c]","37780","26900"
"Leaver CS","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Merseyside","Liverpool","Outside London","20","[c]","39490","33090"
"Leaver CS","2023","Attorney General's Departments","Merseyside","Sefton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","North Yorkshire","York","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","Outside London","20","[c]","40890","38940"
"Leaver CS","2023","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outer London - South","Croydon","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outer London - West and North West","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","South Yorkshire","Sheffield","Outside London","10","[c]","29510","24430"
"Leaver CS","2023","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Tees Valley and Durham","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Tees Valley and Durham","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","West Midlands","Birmingham","Outside London","35","[c]","38740","28850"
"Leaver CS","2023","Attorney General's Departments","West Wales and The Valleys","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","West Wales and The Valleys","Swansea","Outside London","10","[c]","42680","46870"
"Leaver CS","2023","Attorney General's Departments","West Yorkshire","Leeds","Outside London","35","[c]","42510","31180"
"Leaver CS","2023","Attorney General's Departments","West Yorkshire","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","10","[c]","40810","33470"
"Leaver CS","2023","Cabinet Office","Cheshire","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Cumbria","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Devon","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","East Anglia","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","East Anglia","Norwich and East Norfolk","Outside London","25","[c]","39310","38330"
"Leaver CS","2023","Cabinet Office","East Anglia","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","East Wales","Monmouthshire and Newport","Outside London","20","[c]","34190","32000"
"Leaver CS","2023","Cabinet Office","Eastern Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","20","[c]","40540","35840"
"Leaver CS","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Greater Manchester","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Greater Manchester","Greater Manchester South West","Outside London","15","[c]","47750","43500"
"Leaver CS","2023","Cabinet Office","Greater Manchester","Manchester","Outside London","25","[c]","43070","38460"
"Leaver CS","2023","Cabinet Office","Hampshire and Isle of Wight","Central Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Hampshire and Isle of Wight","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Hampshire and Isle of Wight","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Hampshire and Isle of Wight","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Inner London - East","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Inner London - East","Tower Hamlets","London","215","[c]","53430","56340"
"Leaver CS","2023","Cabinet Office","Inner London - West","Camden and City of London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Inner London - West","Westminster","London","485","[c]","51680","41870"
"Leaver CS","2023","Cabinet Office","Lancashire","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Merseyside","Liverpool","Outside London","30","[c]","29670","28230"
"Leaver CS","2023","Cabinet Office","North Yorkshire","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","North Yorkshire","York","Outside London","50","[c]","32130","30600"
"Leaver CS","2023","Cabinet Office","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Northumberland, and Tyne and Wear","Tyneside","Outside London","35","[c]","27010","21720"
"Leaver CS","2023","Cabinet Office","Shropshire and Staffordshire","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","South Yorkshire","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Tees Valley and Durham","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Unknown","Unknown","35","[c]","44980","29250"
"Leaver CS","2023","Cabinet Office","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","West Central Scotland","Glasgow City","Outside London","55","[c]","39490","32510"
"Leaver CS","2023","Cabinet Office","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","West Midlands","Birmingham","Outside London","25","[c]","52790","40420"
"Leaver CS","2023","Cabinet Office","West Midlands","Coventry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","West Midlands","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","West Yorkshire","Leeds","Outside London","20","[c]","57230","60500"
"Leaver CS","2023","Chancellor's other departments","Eastern Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Inner London - West","Camden and City of London","London","35","[c]","56720","39860"
"Leaver CS","2023","Chancellor's other departments","Inner London - West","Westminster","London","25","[c]","50100","44000"
"Leaver CS","2023","Chancellor's other departments","Tees Valley and Durham","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","West Central Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Dorset and Somerset","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Inner London - West","Westminster","London","10","[c]","39570","38800"
"Leaver CS","2023","Charity Commission","Merseyside","Sefton","Outside London","35","[c]","31450","29160"
"Leaver CS","2023","Competition and Markets Authority","East Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Eastern Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Greater Manchester","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Inner London - East","Tower Hamlets","London","115","[c]","55200","53530"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Nottingham","Outside London","10","[c]","27710","26050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Devon","Devon CC","Outside London","140","[c]","36160","35230"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Devon","Plymouth","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","East Anglia","Suffolk CC","Outside London","15","[c]","30830","22180"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","East Wales","Cardiff and Vale of Glamorgan","Outside London","100","[c]","33910","28070"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","East Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","East Wales","Monmouthshire and Newport","Outside London","90","[c]","36830","30640"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Eastern Scotland","City of Edinburgh","Outside London","15","[c]","28670","22710"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Essex","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","10","[c]","33050","29070"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester","Greater Manchester South West","Outside London","15","[c]","37610","31120"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester","Manchester","Outside London","20","[c]","33940","36270"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","North Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Southampton","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Inner London - East","Hackney and Newham","London","10","[c]","43360","44990"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Inner London - West","Westminster","London","545","[c]","48440","44450"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Kent","Medway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Lancashire","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Lincolnshire","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Merseyside","Wirral","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Tyneside","Outside London","10","[c]","40660","31530"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outer London - South","Croydon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Hounslow and Richmond upon Thames","London","10","[c]","35050","33610"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
