"Status","Year","Organisation","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Building Digital UK","Outside London","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","Male","Heterosexual / straight","30","30","42300","35880"
"In post","2023","Building Digital UK","Outside London","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Female","Heterosexual / straight","1260","1215","52020","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Female","LGBO","120","115","49230","55790"
"In post","2023","Cabinet Office (excl. agencies)","London","Female","Undeclared","140","135","52530","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Female","Unknown","345","335","54290","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Male","Heterosexual / straight","1050","1045","56100","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Male","LGBO","165","160","51400","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Male","Undeclared","150","150","54850","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Male","Unknown","335","335","56100","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Female","Heterosexual / straight","940","880","37770","34020"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Female","LGBO","85","80","34990","33020"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Female","Undeclared","60","55","39470","34320"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Female","Unknown","135","125","36180","33020"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Male","Heterosexual / straight","685","670","40950","34870"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Male","LGBO","75","75","40000","33520"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Male","Undeclared","75","75","41410","35740"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Male","Unknown","130","125","34460","32830"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Female","Heterosexual / straight","45","45","42560","37920"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Male","Heterosexual / straight","30","30","43840","38460"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Male","Unknown","40","40","31770","24610"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Female","Heterosexual / straight","175","175","32610","32960"
"In post","2023","Central Civil Service Fast Stream","London","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Female","Unknown","510","510","29990","30130"
"In post","2023","Central Civil Service Fast Stream","London","Male","Heterosexual / straight","110","110","32550","32960"
"In post","2023","Central Civil Service Fast Stream","London","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Male","Unknown","315","315","30020","30130"
"In post","2023","Central Civil Service Fast Stream","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Outside London","Female","Heterosexual / straight","50","50","32140","32960"
"In post","2023","Central Civil Service Fast Stream","Outside London","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Outside London","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Outside London","Female","Unknown","190","190","29840","28840"
"In post","2023","Central Civil Service Fast Stream","Outside London","Male","Heterosexual / straight","40","40","32560","32960"
"In post","2023","Central Civil Service Fast Stream","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Outside London","Male","Unknown","145","145","30060","30130"
"In post","2023","Central Civil Service Fast Stream","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Heterosexual / straight","140","130","35410","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Unknown","165","150","32940","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Heterosexual / straight","130","125","37510","31270"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Unknown","160","155","38610","37300"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Female","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Charity Commission","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Charity Commission","London","Male","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Charity Commission","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Charity Commission","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Outside London","Female","Heterosexual / straight","135","125","34210","30170"
"In post","2023","Charity Commission","Outside London","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Charity Commission","Outside London","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Charity Commission","Outside London","Female","Unknown","95","90","33150","30170"
"In post","2023","Charity Commission","Outside London","Male","Heterosexual / straight","95","95","35740","30170"
"In post","2023","Charity Commission","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Charity Commission","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Outside London","Male","Unknown","55","55","32500","30170"
"In post","2023","Charity Commission","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Outside London","Female","Heterosexual / straight","520","470","31430","25700"
"In post","2023","Companies House","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Companies House","Outside London","Female","Undeclared","45","45","31650","25610"
"In post","2023","Companies House","Outside London","Female","Unknown","95","80","29780","23240"
"In post","2023","Companies House","Outside London","Male","Heterosexual / straight","350","345","35260","33440"
"In post","2023","Companies House","Outside London","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Companies House","Outside London","Male","Undeclared","55","55","35070","33700"
"In post","2023","Companies House","Outside London","Male","Unknown","100","100","30380","25610"
"In post","2023","Companies House","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Female","Heterosexual / straight","325","310","61210","57540"
"In post","2023","Competition and Markets Authority","London","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Female","Undeclared","40","35","63260","55970"
"In post","2023","Competition and Markets Authority","London","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Male","Heterosexual / straight","310","305","64410","60010"
"In post","2023","Competition and Markets Authority","London","Male","LGBO","45","45","67150","60030"
"In post","2023","Competition and Markets Authority","London","Male","Undeclared","35","35","68770","62420"
"In post","2023","Competition and Markets Authority","London","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","Female","Heterosexual / straight","50","50","57010","55540"
"In post","2023","Competition and Markets Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","Male","Heterosexual / straight","50","50","58400","55950"
"In post","2023","Competition and Markets Authority","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Female","Heterosexual / straight","125","110","29820","25830"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Female","Unknown","40","35","25910","21780"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Male","Heterosexual / straight","80","80","28050","25830"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Male","Unknown","45","40","26290","25830"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","Female","Heterosexual / straight","310","295","39320","39860"
"In post","2023","Crown Commercial Service","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","Female","Unknown","55","50","37600","39860"
"In post","2023","Crown Commercial Service","Outside London","Male","Heterosexual / straight","225","225","42400","40450"
"In post","2023","Crown Commercial Service","Outside London","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","Male","Unknown","50","50","39030","36420"
"In post","2023","Crown Commercial Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Female","Heterosexual / straight","1515","1410","39120","32000"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Female","LGBO","70","70","34330","28700"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Female","Undeclared","80","75","42680","36330"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Female","Unknown","70","65","47830","45150"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Male","Heterosexual / straight","575","560","40590","34730"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Male","LGBO","55","55","40140","31540"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Male","Undeclared","50","50","45490","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Male","Unknown","35","35","47030","46400"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","London","Female","Heterosexual / straight","950","895","44130","40540"
"In post","2023","Crown Prosecution Service","London","Female","LGBO","40","35","44550","32660"
