"Status","Year","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Outside London","35","35","51720","48660"
"In post","2023","Unknown","Policy","London","3020","2975","49600","45380"
"In post","2023","Unknown","Policy","Outside London","950","920","40520","37590"
"In post","2023","Unknown","Policy","Overseas","285","285","54630","54590"
"In post","2023","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","London","700","690","49790","44450"
"In post","2023","Unknown","Project Delivery","Outside London","1170","1140","41760","39890"
"In post","2023","Unknown","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","London","225","220","39670","36030"
"In post","2023","Unknown","Property","Outside London","845","795","33240","27810"
"In post","2023","Unknown","Property","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Psychology","London","15","10","[c]","[c]"
"In post","2023","Unknown","Psychology","Outside London","175","165","36030","31670"
"In post","2023","Unknown","Science and Engineering","London","70","70","48320","40880"
"In post","2023","Unknown","Science and Engineering","Outside London","1020","995","36560","33000"
"In post","2023","Unknown","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","London","225","225","44760","39790"
"In post","2023","Unknown","Security","Outside London","1175","1155","32560","27520"
"In post","2023","Unknown","Security","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","London","80","80","45590","42710"
"In post","2023","Unknown","Social Research","Outside London","90","85","39460","39190"
"In post","2023","Unknown","Statistics","London","165","160","40990","37870"
"In post","2023","Unknown","Statistics","Outside London","140","135","42280","39300"
"In post","2023","Unknown","Tax","London","420","400","43340","39790"
"In post","2023","Unknown","Tax","Outside London","3175","3030","31740","28130"
"In post","2023","Unknown","Unknown","London","1540","1510","49710","43980"
"In post","2023","Unknown","Unknown","Outside London","6225","5990","36610","31940"
"In post","2023","Unknown","Unknown","Overseas","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","50","50","38450","25240"
"In post","2023","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Outside London","30","30","44300","38330"
"In post","2023","White","Commercial","London","1005","985","63820","56500"
"In post","2023","White","Commercial","Outside London","4700","4520","44730","40450"
"In post","2023","White","Commercial","Overseas","25","25","[c]","[c]"
"In post","2023","White","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","White","Communications","London","1185","1155","51070","46810"
"In post","2023","White","Communications","Outside London","1705","1620","38970","37480"
"In post","2023","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","London","20","20","[c]","[c]"
"In post","2023","White","Corporate Finance","Outside London","20","20","[c]","[c]"
"In post","2023","White","Counter Fraud","London","785","750","40970","39150"
"In post","2023","White","Counter Fraud","Outside London","5860","5345","30270","28120"
"In post","2023","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Digital, Data and Technology","London","2615","2560","54230","55020"
"In post","2023","White","Digital, Data and Technology","Outside London","12730","12335","42660","39290"
"In post","2023","White","Digital, Data and Technology","Overseas","25","25","[c]","[c]"
"In post","2023","White","Digital, Data and Technology","Unknown","25","25","[c]","[c]"
"In post","2023","White","Economics","London","985","960","53830","55130"
"In post","2023","White","Economics","Outside London","380","375","43520","37890"
"In post","2023","White","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Finance","London","1315","1275","55240","54630"
"In post","2023","White","Finance","Outside London","5750","5455","40720","37590"
"In post","2023","White","Finance","Overseas","35","35","48280","46280"
"In post","2023","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Geography","Outside London","335","315","33640","34370"
"In post","2023","White","Human Resources","London","1720","1655","52370","50280"
"In post","2023","White","Human Resources","Outside London","7985","7610","37250","34170"
"In post","2023","White","Human Resources","Overseas","65","65","55820","55120"
"In post","2023","White","Human Resources","Unknown","25","25","[c]","[c]"
"In post","2023","White","Inspector of Education and Training","London","75","70","71760","72470"
"In post","2023","White","Inspector of Education and Training","Outside London","880","860","66950","72470"
"In post","2023","White","Intelligence Analysis","London","785","760","42350","38680"
"In post","2023","White","Intelligence Analysis","Outside London","1615","1545","31350","28480"
"In post","2023","White","Intelligence Analysis","Overseas","20","20","[c]","[c]"
"In post","2023","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","London","95","90","58370","55210"
"In post","2023","White","Internal Audit","Outside London","435","410","46290","43980"
"In post","2023","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2023","White","International Trade","London","760","750","52130","55370"
"In post","2023","White","International Trade","Outside London","385","370","42830","41260"
"In post","2023","White","International Trade","Overseas","90","90","58510","57390"
"In post","2023","White","Knowledge and Information Management","London","510","490","42960","39150"
"In post","2023","White","Knowledge and Information Management","Outside London","1360","1290","33520","30610"
"In post","2023","White","Knowledge and Information Management","Overseas","5","5","[c]","[c]"
"In post","2023","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal","London","2585","2420","60540","62360"
"In post","2023","White","Legal","Outside London","5115","4745","50100","52020"
"In post","2023","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicine","London","180","160","73200","68280"
"In post","2023","White","Medicine","Outside London","1475","1305","53780","41660"
"In post","2023","White","Medicine","Overseas","30","25","[c]","[c]"
"In post","2023","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Operational Delivery","London","13865","13140","39400","34980"
"In post","2023","White","Operational Delivery","Outside London","173685","158215","29550","28120"
"In post","2023","White","Operational Delivery","Overseas","225","220","46790","47380"
"In post","2023","White","Operational Delivery","Unknown","400","375","31890","28120"
"In post","2023","White","Operational Research","London","240","230","53150","54990"
"In post","2023","White","Operational Research","Outside London","525","500","43410","42510"
"In post","2023","White","Other","London","1205","1155","49190","39300"
"In post","2023","White","Other","Outside London","9475","8810","31660","28120"
"In post","2023","White","Other","Overseas","10","10","[c]","[c]"
"In post","2023","White","Other","Unknown","15","15","[c]","[c]"
"In post","2023","White","Planning","London","75","70","51210","47320"
"In post","2023","White","Planning","Outside London","100","95","44580","39760"
"In post","2023","White","Planning Inspectors","London","20","20","[c]","[c]"
"In post","2023","White","Planning Inspectors","Outside London","380","340","58430","60050"
"In post","2023","White","Policy","London","12885","12525","54040","54950"
"In post","2023","White","Policy","Outside London","8160","7840","44280","39690"
"In post","2023","White","Policy","Overseas","1395","1390","54610","55070"
"In post","2023","White","Policy","Unknown","15","15","[c]","[c]"
"In post","2023","White","Project Delivery","London","2470","2395","55890","55370"
"In post","2023","White","Project Delivery","Outside London","10655","10230","43970","41200"
"In post","2023","White","Project Delivery","Overseas","55","55","63650","64430"
"In post","2023","White","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","White","Property","London","525","505","48130","44620"
"In post","2023","White","Property","Outside London","4385","4195","37470","34300"
"In post","2023","White","Property","Overseas","50","50","47650","44230"
"In post","2023","White","Property","Unknown","35","35","48080","44640"
"In post","2023","White","Psychology","London","65","60","43970","35260"
"In post","2023","White","Psychology","Outside London","1200","1150","37890","32420"
"In post","2023","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Science and Engineering","London","685","665","49940","45750"
"In post","2023","White","Science and Engineering","Outside London","9530","9180","41130","39890"
"In post","2023","White","Science and Engineering","Overseas","55","55","57260","57790"
"In post","2023","White","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","White","Security","London","915","895","47540","43650"
"In post","2023","White","Security","Outside London","5955","5785","32910","29480"
"In post","2023","White","Security","Overseas","100","100","41360","38510"
"In post","2023","White","Security","Unknown","20","15","[c]","[c]"
"In post","2023","White","Social Research","London","435","420","51340","46600"
"In post","2023","White","Social Research","Outside London","810","770","42170","39300"
"In post","2023","White","Statistics","London","795","770","49820","46160"
"In post","2023","White","Statistics","Outside London","1355","1295","43300","39690"
"In post","2023","White","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Tax","London","970","905","49920","42060"
"In post","2023","White","Tax","Outside London","9410","8875","38650","35000"
"In post","2023","White","Unknown","London","3015","2945","51640","45960"
"In post","2023","White","Unknown","Outside London","15940","15290","42460","38120"
"In post","2023","White","Unknown","Overseas","105","105","64090","57790"
"In post","2023","White","Unknown","Unknown","50","50","42570","38460"
"In post","2023","White","Veterinarian","London","5","5","[c]","[c]"
"In post","2023","White","Veterinarian","Outside London","310","295","44400","40260"
"Leaver CS","2023","Asian","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data and Technology","London","80","[c]","47970","43650"
"Leaver CS","2023","Asian","Digital, Data and Technology","Outside London","95","[c]","43560","40000"
"Leaver CS","2023","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Economics","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Economics","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","London","35","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","Outside London","35","[c]","37990","34170"
"Leaver CS","2023","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","London","40","[c]","50950","52020"
"Leaver CS","2023","Asian","Legal","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","London","525","[c]","32100","31060"
"Leaver CS","2023","Asian","Operational Delivery","Outside London","945","[c]","26200","24460"
"Leaver CS","2023","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","London","55","[c]","32760","29560"
"Leaver CS","2023","Asian","Other","Outside London","40","[c]","23890","21690"
"Leaver CS","2023","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","London","145","[c]","40180","38010"
"Leaver CS","2023","Asian","Policy","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","London","35","[c]","48730","44000"
"Leaver CS","2023","Asian","Project Delivery","Outside London","35","[c]","34430","32550"
"Leaver CS","2023","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Outside London","70","[c]","32550","30650"
"Leaver CS","2023","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","Outside London","65","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","London","130","[c]","43790","35650"
"Leaver CS","2023","Asian","Unknown","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","London","45","[c]","40830","38100"
"Leaver CS","2023","Black","Digital, Data and Technology","Outside London","55","[c]","40490","37590"
"Leaver CS","2023","Black","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","London","30","[c]","37990","35260"
"Leaver CS","2023","Black","Human Resources","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","London","595","[c]","31360","31060"
"Leaver CS","2023","Black","Operational Delivery","Outside London","500","[c]","26910","27570"
"Leaver CS","2023","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","London","85","[c]","40350","36070"
"Leaver CS","2023","Black","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","London","35","[c]","45650","40050"
"Leaver CS","2023","Black","Project Delivery","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Outside London","35","[c]","36930","38400"
"Leaver CS","2023","Black","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","London","80","[c]","41590","36780"
"Leaver CS","2023","Black","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data and Technology","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data and Technology","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Economics","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","London","15","[c]","[c]","[c]"
