"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Other ethnicity","International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Veterinarian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Veterinarian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
