"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Health and Safety Executive","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Operational Delivery","Heterosexual / straight","150","[c]","33430","28060"
"New entrant CS","2023","Health and Safety Executive","Operational Delivery","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Operational Delivery","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Science and Engineering","Heterosexual / straight","45","[c]","30630","27320"
"New entrant CS","2023","Health and Safety Executive","Science and Engineering","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Communications","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Digital, Data and Technology","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Digital, Data and Technology","Unknown","170","[c]","42700","37250"
"New entrant CS","2023","Home Office","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Economics","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Finance","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Human Resources","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Intelligence Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Intelligence Analysis","Unknown","45","[c]","28310","25750"
"New entrant CS","2023","Home Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Delivery","Heterosexual / straight","1195","[c]","25400","25750"
"New entrant CS","2023","Home Office","Operational Delivery","LGBO","135","[c]","25360","25750"
"New entrant CS","2023","Home Office","Operational Delivery","Undeclared","55","[c]","25110","25750"
"New entrant CS","2023","Home Office","Operational Delivery","Unknown","5495","[c]","25080","25750"
"New entrant CS","2023","Home Office","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Research","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Other","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Other","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Other","Unknown","145","[c]","26860","26400"
"New entrant CS","2023","Home Office","Policy","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Policy","Unknown","65","[c]","41330","36000"
"New entrant CS","2023","Home Office","Project Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Project Delivery","Unknown","80","[c]","38130","36000"
"New entrant CS","2023","Home Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Social Research","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Social Research","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Statistics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Statistics","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Statistics","Unknown","40","[c]","25020","23500"
"New entrant CS","2023","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Digital, Data and Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Digital, Data and Technology","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Other","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Operational Delivery","Heterosexual / straight","35","[c]","22160","21780"
"New entrant CS","2023","Legal Aid Agency","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Operational Delivery","Unknown","35","[c]","21780","21780"
"New entrant CS","2023","Legal Aid Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Operational Delivery","Heterosexual / straight","65","[c]","29250","24640"
"New entrant CS","2023","Maritime and Coastguard Agency","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Operational Delivery","Unknown","60","[c]","25590","22500"
"New entrant CS","2023","Maritime and Coastguard Agency","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Policy","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Medicine","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Heterosexual / straight","45","[c]","37660","28030"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Heterosexual / straight","35","[c]","44570","41190"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Digital, Data and Technology","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Digital, Data and Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Operational Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Other","Heterosexual / straight","45","[c]","24060","19080"
"New entrant CS","2023","Met Office","Other","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Other","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Policy","LGBO","[c]","[c]","[c]","[c]"
