"Status","Year","Organisation","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Active Travel England","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Planning","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Active Travel England","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Policy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Science and Engineering","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Active Travel England","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Science and Engineering","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Active Travel England","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Heterosexual / straight","65","65","42060","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","Heterosexual / straight","520","465","32950","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","LGBO","40","40","29860","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","Undeclared","75","65","32580","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","Unknown","120","115","27880","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","Heterosexual / straight","55","55","35220","32720"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Outside London","Heterosexual / straight","1485","1410","28680","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Outside London","LGBO","135","130","27110","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Outside London","Undeclared","200","190","29490","26030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Outside London","Unknown","215","200","27220","24920"
"In post","2023","Animal and Plant Health Agency","Other","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Outside London","Heterosexual / straight","410","395","33010","29080"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Outside London","LGBO","40","40","28660","29080"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Outside London","Undeclared","75","70","35670","33830"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Outside London","Unknown","45","45","31980","29080"
"In post","2023","Animal and Plant Health Agency","Unknown","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Outside London","Heterosexual / straight","215","205","42820","38590"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Outside London","Undeclared","50","45","44920","40260"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Outside London","Unknown","35","30","44090","38630"
"In post","2023","Attorney General's Office","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","London","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","London","Unknown","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Other","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","London","Heterosexual / straight","60","60","52370","53030"
"In post","2023","Building Digital UK","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","London","Unknown","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","London","Heterosexual / straight","65","65","64130","56430"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","London","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Outside London","Heterosexual / straight","45","45","48000","40550"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","London","Heterosexual / straight","70","70","54890","56430"
"In post","2023","Cabinet Office (excl. agencies)","Communications","London","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","London","Unknown","45","45","51390","56110"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Heterosexual / straight","470","460","55230","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","LGBO","75","70","53750","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Undeclared","75","75","54550","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Unknown","90","85","54210","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","Heterosexual / straight","235","235","46940","50690"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","Unknown","35","35","50070","51290"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","London","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","Heterosexual / straight","60","60","63980","56430"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","Unknown","5","5","[c]","[c]"
