"Status","Year","Age","Disability","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Undeclared","Outside London","AA","5","5","[c]","[c]"
"In post","2023","16-19","Undeclared","Outside London","AO","10","10","[c]","[c]"
"In post","2023","16-19","Undeclared","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","AO","40","40","26800","26400"
"In post","2023","16-19","Unknown","London","EO","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Outside London","AA","110","105","21700","22180"
"In post","2023","16-19","Unknown","Outside London","AO","420","405","22550","22400"
"In post","2023","16-19","Unknown","Outside London","EO","60","60","25950","25750"
"In post","2023","16-19","Unknown","Outside London","Unknown","45","40","20630","19460"
"In post","2023","16-19","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","London","AA","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","London","AO","125","120","27970","26400"
"In post","2023","20-29","Declared disabled","London","EO","340","335","30560","30080"
"In post","2023","20-29","Declared disabled","London","G6","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","London","G7","235","235","56060","55150"
"In post","2023","20-29","Declared disabled","London","HEO","705","700","34410","34310"
"In post","2023","20-29","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","London","SEO","285","280","42550","41870"
"In post","2023","20-29","Declared disabled","London","Unknown","50","50","30610","28580"
"In post","2023","20-29","Declared disabled","Outside London","AA","190","185","22480","23230"
"In post","2023","20-29","Declared disabled","Outside London","AO","1575","1525","24120","22500"
"In post","2023","20-29","Declared disabled","Outside London","EO","1195","1175","27870","28120"
"In post","2023","20-29","Declared disabled","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Outside London","G7","125","125","52910","51770"
"In post","2023","20-29","Declared disabled","Outside London","HEO","840","835","32530","32500"
"In post","2023","20-29","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Outside London","SEO","330","330","39860","39620"
"In post","2023","20-29","Declared disabled","Outside London","Unknown","490","480","26210","24570"
"In post","2023","20-29","Declared disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","HEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","London","AA","75","75","25730","26630"
"In post","2023","20-29","Declared non-disabled","London","AO","1005","995","28470","26400"
"In post","2023","20-29","Declared non-disabled","London","EO","2265","2240","30530","30090"
"In post","2023","20-29","Declared non-disabled","London","G6","140","140","68120","66700"
"In post","2023","20-29","Declared non-disabled","London","G7","2030","2030","56410","55370"
"In post","2023","20-29","Declared non-disabled","London","HEO","3380","3370","35950","35410"
"In post","2023","20-29","Declared non-disabled","London","SCS level","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","London","SEO","2035","2030","42840","42370"
"In post","2023","20-29","Declared non-disabled","London","Unknown","305","295","30090","28580"
"In post","2023","20-29","Declared non-disabled","Outside London","AA","1390","1335","22360","23230"
"In post","2023","20-29","Declared non-disabled","Outside London","AO","12155","11850","24960","22520"
"In post","2023","20-29","Declared non-disabled","Outside London","EO","8955","8835","27990","28120"
"In post","2023","20-29","Declared non-disabled","Outside London","G6","50","50","64170","62640"
"In post","2023","20-29","Declared non-disabled","Outside London","G7","905","900","53050","52360"
"In post","2023","20-29","Declared non-disabled","Outside London","HEO","5800","5765","33180","33220"
"In post","2023","20-29","Declared non-disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Outside London","SEO","2330","2320","40300","39890"
"In post","2023","20-29","Declared non-disabled","Outside London","Unknown","2905","2850","26140","24570"
"In post","2023","20-29","Declared non-disabled","Overseas","AO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","HEO","140","140","34500","33540"
"In post","2023","20-29","Declared non-disabled","Overseas","SEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","AA","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","AO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","EO","30","30","26770","27610"
"In post","2023","20-29","Declared non-disabled","Unknown","G7","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","HEO","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","London","AA","10","5","[c]","[c]"
"In post","2023","20-29","Undeclared","London","AO","55","55","28220","25610"
"In post","2023","20-29","Undeclared","London","EO","135","135","30220","29660"
"In post","2023","20-29","Undeclared","London","G6","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","London","G7","130","130","56010","55120"
"In post","2023","20-29","Undeclared","London","HEO","245","245","35090","34970"
"In post","2023","20-29","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","London","SEO","150","145","42270","41630"
"In post","2023","20-29","Undeclared","London","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Outside London","AA","55","55","22250","23230"
"In post","2023","20-29","Undeclared","Outside London","AO","535","520","24520","22520"
"In post","2023","20-29","Undeclared","Outside London","EO","395","385","28210","28120"
"In post","2023","20-29","Undeclared","Outside London","G7","45","45","52510","51460"
"In post","2023","20-29","Undeclared","Outside London","HEO","310","310","32980","33200"
"In post","2023","20-29","Undeclared","Outside London","SEO","140","140","40000","39820"
"In post","2023","20-29","Undeclared","Outside London","Unknown","110","105","25080","23800"
"In post","2023","20-29","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","London","AA","125","125","24620","23500"
"In post","2023","20-29","Unknown","London","AO","940","925","28260","26400"
"In post","2023","20-29","Unknown","London","EO","1890","1880","30640","29750"
"In post","2023","20-29","Unknown","London","G6","85","80","68290","67320"
"In post","2023","20-29","Unknown","London","G7","1120","1115","56540","55370"
"In post","2023","20-29","Unknown","London","HEO","3205","3195","34730","35010"
"In post","2023","20-29","Unknown","London","SCS level","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","London","SEO","1425","1425","43140","43000"
"In post","2023","20-29","Unknown","London","Unknown","135","130","27820","27640"
"In post","2023","20-29","Unknown","Outside London","AA","1185","1145","22280","22180"
"In post","2023","20-29","Unknown","Outside London","AO","7880","7680","24140","22520"
"In post","2023","20-29","Unknown","Outside London","EO","5830","5770","27830","27650"
"In post","2023","20-29","Unknown","Outside London","G6","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Outside London","G7","380","380","52740","52080"
"In post","2023","20-29","Unknown","Outside London","HEO","3285","3270","32650","32260"
"In post","2023","20-29","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Outside London","SEO","1180","1175","40450","39890"
"In post","2023","20-29","Unknown","Outside London","Unknown","970","935","24370","23640"
"In post","2023","20-29","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","EO","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","G7","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","HEO","45","45","38280","38600"
"In post","2023","20-29","Unknown","Overseas","SEO","30","30","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","AO","20","15","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","EO","30","30","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","375","375","32290","33280"
"In post","2023","30-39","Declared disabled","London","AA","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","London","AO","135","125","28610","26400"
"In post","2023","30-39","Declared disabled","London","EO","330","315","31740","32520"
"In post","2023","30-39","Declared disabled","London","G6","205","200","68410","66700"
"In post","2023","30-39","Declared disabled","London","G7","520","505","57250","55740"
"In post","2023","30-39","Declared disabled","London","HEO","360","350","36530","35960"
"In post","2023","30-39","Declared disabled","London","SCS level","50","50","83760","77800"
"In post","2023","30-39","Declared disabled","London","SEO","340","330","43690","43470"
"In post","2023","30-39","Declared disabled","London","Unknown","70","65","33160","30840"
"In post","2023","30-39","Declared disabled","Outside London","AA","220","205","22150","23000"
"In post","2023","30-39","Declared disabled","Outside London","AO","1940","1780","24270","22400"
"In post","2023","30-39","Declared disabled","Outside London","EO","2200","2085","28320","28120"
"In post","2023","30-39","Declared disabled","Outside London","G6","100","100","67820","66860"
"In post","2023","30-39","Declared disabled","Outside London","G7","655","640","53960","52380"
"In post","2023","30-39","Declared disabled","Outside London","HEO","1435","1380","33940","34170"
"In post","2023","30-39","Declared disabled","Outside London","SCS level","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Outside London","SEO","955","930","41300","40360"
"In post","2023","30-39","Declared disabled","Outside London","Unknown","740","695","29700","29050"
"In post","2023","30-39","Declared disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","G6","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","G7","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","HEO","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","EO","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","London","AA","115","105","25360","26010"
"In post","2023","30-39","Declared non-disabled","London","AO","940","875","29810","26920"
"In post","2023","30-39","Declared non-disabled","London","EO","2140","2045","31510","31680"
"In post","2023","30-39","Declared non-disabled","London","G6","2045","1990","69160","66940"
"In post","2023","30-39","Declared non-disabled","London","G7","4550","4445","57230","55920"
"In post","2023","30-39","Declared non-disabled","London","HEO","2285","2240","37090","36180"
"In post","2023","30-39","Declared non-disabled","London","SCS level","530","515","81370","77450"
"In post","2023","30-39","Declared non-disabled","London","SEO","2515","2470","43880","43650"
"In post","2023","30-39","Declared non-disabled","London","Unknown","335","320","35570","34820"
"In post","2023","30-39","Declared non-disabled","Outside London","AA","1190","1100","22200","23230"
"In post","2023","30-39","Declared non-disabled","Outside London","AO","12835","11730","25220","22520"
"In post","2023","30-39","Declared non-disabled","Outside London","EO","13915","13155","28390","28120"
"In post","2023","30-39","Declared non-disabled","Outside London","G6","1080","1045","67800","67790"
"In post","2023","30-39","Declared non-disabled","Outside London","G7","5240","5085","54600","54100"
"In post","2023","30-39","Declared non-disabled","Outside London","HEO","10480","10135","34130","34170"
"In post","2023","30-39","Declared non-disabled","Outside London","SCS level","145","140","84000","78430"
"In post","2023","30-39","Declared non-disabled","Outside London","SEO","7865","7650","41700","41200"
"In post","2023","30-39","Declared non-disabled","Outside London","Unknown","3190","2990","31110","30810"
"In post","2023","30-39","Declared non-disabled","Overseas","AO","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Overseas","EO","20","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Overseas","G6","35","35","68020","65100"
"In post","2023","30-39","Declared non-disabled","Overseas","G7","135","135","55910","55070"
"In post","2023","30-39","Declared non-disabled","Overseas","HEO","195","195","36150","35250"
"In post","2023","30-39","Declared non-disabled","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Overseas","SEO","75","75","52140","50850"
"In post","2023","30-39","Declared non-disabled","Overseas","Unknown","30","30","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","AO","20","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","EO","50","50","27220","28120"
"In post","2023","30-39","Declared non-disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","G7","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","SEO","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","London","AA","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","London","AO","85","80","29080","26480"
"In post","2023","30-39","Undeclared","London","EO","180","170","31720","32390"
"In post","2023","30-39","Undeclared","London","G6","150","150","68670","66940"
"In post","2023","30-39","Undeclared","London","G7","380","375","57130","55720"
"In post","2023","30-39","Undeclared","London","HEO","185","180","36790","36180"
"In post","2023","30-39","Undeclared","London","SCS level","40","40","78810","75710"
"In post","2023","30-39","Undeclared","London","SEO","220","215","44060","43650"
"In post","2023","30-39","Undeclared","London","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Outside London","AA","120","110","22310","23230"
"In post","2023","30-39","Undeclared","Outside London","AO","880","805","24960","22520"
"In post","2023","30-39","Undeclared","Outside London","EO","1015","960","29020","28120"
"In post","2023","30-39","Undeclared","Outside London","G6","65","65","67350","66610"
"In post","2023","30-39","Undeclared","Outside London","G7","350","345","55160","54550"
"In post","2023","30-39","Undeclared","Outside London","HEO","715","695","34170","34170"
"In post","2023","30-39","Undeclared","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Outside London","SEO","490","480","41950","41500"
"In post","2023","30-39","Undeclared","Outside London","Unknown","190","180","31170","29050"
"In post","2023","30-39","Undeclared","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","G7","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","London","AA","40","40","25220","26630"
"In post","2023","30-39","Unknown","London","AO","455","445","29400","26760"
"In post","2023","30-39","Unknown","London","EO","955","935","31700","29890"
"In post","2023","30-39","Unknown","London","G6","695","680","69030","67780"
"In post","2023","30-39","Unknown","London","G7","1815","1785","57330","55790"
"In post","2023","30-39","Unknown","London","HEO","1085","1065","37340","36180"
"In post","2023","30-39","Unknown","London","SCS level","170","165","82720","77900"
"In post","2023","30-39","Unknown","London","SEO","1175","1155","43750","43210"
"In post","2023","30-39","Unknown","London","Unknown","75","70","30860","29300"
"In post","2023","30-39","Unknown","Outside London","AA","860","785","22680","22180"
"In post","2023","30-39","Unknown","Outside London","AO","5575","5225","24810","22520"
"In post","2023","30-39","Unknown","Outside London","EO","5945","5750","29070","28080"
"In post","2023","30-39","Unknown","Outside London","G6","365","350","68330","67060"
"In post","2023","30-39","Unknown","Outside London","G7","1785","1735","54690","54000"
"In post","2023","30-39","Unknown","Outside London","HEO","3680","3570","34550","34700"
"In post","2023","30-39","Unknown","Outside London","SCS level","35","35","80570","81890"
"In post","2023","30-39","Unknown","Outside London","SEO","2440","2375","41860","41640"
"In post","2023","30-39","Unknown","Outside London","Unknown","805","725","28230","26000"
"In post","2023","30-39","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","EO","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","G6","60","60","67070","65370"
"In post","2023","30-39","Unknown","Overseas","G7","205","205","56410","54980"
"In post","2023","30-39","Unknown","Overseas","HEO","100","100","43160","38600"
"In post","2023","30-39","Unknown","Overseas","SCS level","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","SEO","45","45","45020","42650"
"In post","2023","30-39","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","AO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","G7","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Unknown","380","380","42020","40830"
"In post","2023","40-49","Declared disabled","London","AA","30","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","London","AO","230","205","27130","25610"
"In post","2023","40-49","Declared disabled","London","EO","465","435","31730","32260"
"In post","2023","40-49","Declared disabled","London","G6","255","245","71040","70330"
"In post","2023","40-49","Declared disabled","London","G7","405","390","58520","57560"
"In post","2023","40-49","Declared disabled","London","HEO","355","345","37670","37040"
"In post","2023","40-49","Declared disabled","London","SCS level","140","135","92340","82050"
"In post","2023","40-49","Declared disabled","London","SEO","275","270","44720","43750"
"In post","2023","40-49","Declared disabled","London","Unknown","110","105","37450","36060"
"In post","2023","40-49","Declared disabled","Outside London","AA","305","275","21590","21380"
"In post","2023","40-49","Declared disabled","Outside London","AO","2610","2275","23410","22150"
"In post","2023","40-49","Declared disabled","Outside London","EO","3230","2960","28430","28120"
"In post","2023","40-49","Declared disabled","Outside London","G6","285","275","70000","68140"
"In post","2023","40-49","Declared disabled","Outside London","G7","965","930","54790","54000"
"In post","2023","40-49","Declared disabled","Outside London","HEO","1680","1610","34290","34170"
"In post","2023","40-49","Declared disabled","Outside London","SCS level","70","65","87380","81600"
"In post","2023","40-49","Declared disabled","Outside London","SEO","1230","1190","42090","41510"
"In post","2023","40-49","Declared disabled","Outside London","Unknown","955","885","32340","29740"
"In post","2023","40-49","Declared disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","G6","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","G7","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","HEO","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","EO","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","London","AA","140","125","24770","23500"
"In post","2023","40-49","Declared non-disabled","London","AO","1115","995","27930","26400"
"In post","2023","40-49","Declared non-disabled","London","EO","2335","2170","31520","31340"
"In post","2023","40-49","Declared non-disabled","London","G6","2175","2065","71200","69970"
"In post","2023","40-49","Declared non-disabled","London","G7","3210","3065","58940","58620"
"In post","2023","40-49","Declared non-disabled","London","HEO","2035","1965","37610","36880"
"In post","2023","40-49","Declared non-disabled","London","SCS level","1355","1295","89200","81500"
"In post","2023","40-49","Declared non-disabled","London","SEO","2145","2080","44690","43700"
"In post","2023","40-49","Declared non-disabled","London","Unknown","320","305","38740","38720"
"In post","2023","40-49","Declared non-disabled","Outside London","AA","1385","1280","22000","22130"
"In post","2023","40-49","Declared non-disabled","Outside London","AO","12765","11370","24180","22400"
"In post","2023","40-49","Declared non-disabled","Outside London","EO","14875","13795","28400","28120"
"In post","2023","40-49","Declared non-disabled","Outside London","G6","2750","2670","69940","68750"
"In post","2023","40-49","Declared non-disabled","Outside London","G7","7335","7090","55990","55110"
"In post","2023","40-49","Declared non-disabled","Outside London","HEO","9965","9565","34700","34170"
"In post","2023","40-49","Declared non-disabled","Outside London","SCS level","660","645","88090","81890"
"In post","2023","40-49","Declared non-disabled","Outside London","SEO","8825","8515","42840","41800"
"In post","2023","40-49","Declared non-disabled","Outside London","Unknown","3230","2995","34870","33900"
"In post","2023","40-49","Declared non-disabled","Overseas","AO","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Overseas","EO","35","35","33500","28840"
"In post","2023","40-49","Declared non-disabled","Overseas","G6","80","80","67310","65920"
"In post","2023","40-49","Declared non-disabled","Overseas","G7","125","125","58840","56100"
