"Status","Year","Age","Disability","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","London","AA","25","25","[c]","[c]"
"In post","2023","60-64","Unknown","London","AO","135","120","27840","26920"
"In post","2023","60-64","Unknown","London","EO","155","140","32720","32520"
"In post","2023","60-64","Unknown","London","G6","65","60","76690","77130"
"In post","2023","60-64","Unknown","London","G7","105","95","60450","60320"
"In post","2023","60-64","Unknown","London","HEO","130","120","40170","39790"
"In post","2023","60-64","Unknown","London","SCS level","40","35","114980","102300"
"In post","2023","60-64","Unknown","London","SEO","100","95","46640","46470"
"In post","2023","60-64","Unknown","London","Unknown","25","25","[c]","[c]"
"In post","2023","60-64","Unknown","Outside London","AA","455","380","22010","22110"
"In post","2023","60-64","Unknown","Outside London","AO","1420","1165","23520","22520"
"In post","2023","60-64","Unknown","Outside London","EO","970","805","30800","29730"
"In post","2023","60-64","Unknown","Outside London","G6","95","90","73110","71910"
"In post","2023","60-64","Unknown","Outside London","G7","250","215","56480","56450"
"In post","2023","60-64","Unknown","Outside London","HEO","525","445","36960","35190"
"In post","2023","60-64","Unknown","Outside London","SCS level","35","30","102670","96900"
"In post","2023","60-64","Unknown","Outside London","SEO","345","300","44590","42900"
"In post","2023","60-64","Unknown","Outside London","Unknown","205","170","32030","29050"
"In post","2023","60-64","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","G6","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","G7","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","HEO","10","5","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Unknown","135","135","45200","40930"
"In post","2023","65+","Declared disabled","London","AA","25","20","[c]","[c]"
"In post","2023","65+","Declared disabled","London","AO","115","95","26370","25610"
"In post","2023","65+","Declared disabled","London","EO","120","95","31780","32520"
"In post","2023","65+","Declared disabled","London","G6","5","5","[c]","[c]"
"In post","2023","65+","Declared disabled","London","G7","30","25","61870","61810"
"In post","2023","65+","Declared disabled","London","HEO","45","40","38710","39040"
"In post","2023","65+","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","London","SEO","35","30","48620","47960"
"In post","2023","65+","Declared disabled","London","Unknown","30","25","37500","36690"
"In post","2023","65+","Declared disabled","Outside London","AA","155","120","21090","20040"
"In post","2023","65+","Declared disabled","Outside London","AO","645","475","22760","21780"
"In post","2023","65+","Declared disabled","Outside London","EO","490","350","28600","28120"
"In post","2023","65+","Declared disabled","Outside London","G6","10","10","[c]","[c]"
"In post","2023","65+","Declared disabled","Outside London","G7","55","45","58580","59090"
"In post","2023","65+","Declared disabled","Outside London","HEO","195","145","35590","34970"
"In post","2023","65+","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Outside London","SEO","90","65","45140","44930"
"In post","2023","65+","Declared disabled","Outside London","Unknown","145","115","31950","29050"
"In post","2023","65+","Declared disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","London","AA","130","110","23800","23000"
"In post","2023","65+","Declared non-disabled","London","AO","500","415","26240","25610"
"In post","2023","65+","Declared non-disabled","London","EO","475","375","31860","32190"
"In post","2023","65+","Declared non-disabled","London","G6","80","60","77410","77330"
"In post","2023","65+","Declared non-disabled","London","G7","170","145","61790","61930"
"In post","2023","65+","Declared non-disabled","London","HEO","185","155","39130","39150"
"In post","2023","65+","Declared non-disabled","London","SCS level","35","30","109640","96360"
"In post","2023","65+","Declared non-disabled","London","SEO","145","125","46860","46240"
"In post","2023","65+","Declared non-disabled","London","Unknown","65","50","34800","33050"
"In post","2023","65+","Declared non-disabled","Outside London","AA","765","580","21170","21080"
"In post","2023","65+","Declared non-disabled","Outside London","AO","2295","1750","23150","22220"
"In post","2023","65+","Declared non-disabled","Outside London","EO","1985","1435","28700","28120"
"In post","2023","65+","Declared non-disabled","Outside London","G6","145","110","74110","73100"
"In post","2023","65+","Declared non-disabled","Outside London","G7","310","235","57760","57970"
"In post","2023","65+","Declared non-disabled","Outside London","HEO","800","615","35930","34970"
"In post","2023","65+","Declared non-disabled","Outside London","SCS level","30","25","106570","103440"
"In post","2023","65+","Declared non-disabled","Outside London","SEO","525","415","45260","44290"
"In post","2023","65+","Declared non-disabled","Outside London","Unknown","315","245","31330","29050"
"In post","2023","65+","Declared non-disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","AO","5","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","EO","5","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","London","AA","30","25","24720","23500"
"In post","2023","65+","Undeclared","London","AO","45","35","27370","26280"
"In post","2023","65+","Undeclared","London","EO","45","40","31710","31950"
"In post","2023","65+","Undeclared","London","G6","15","15","[c]","[c]"
"In post","2023","65+","Undeclared","London","G7","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","London","HEO","25","25","[c]","[c]"
"In post","2023","65+","Undeclared","London","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Undeclared","London","SEO","20","15","[c]","[c]"
"In post","2023","65+","Undeclared","London","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","Outside London","AA","125","90","22060","22520"
"In post","2023","65+","Undeclared","Outside London","AO","235","175","24690","22500"
"In post","2023","65+","Undeclared","Outside London","EO","175","130","29200","28120"
"In post","2023","65+","Undeclared","Outside London","G6","20","15","[c]","[c]"
"In post","2023","65+","Undeclared","Outside London","G7","25","20","[c]","[c]"
"In post","2023","65+","Undeclared","Outside London","HEO","90","75","36390","35070"
"In post","2023","65+","Undeclared","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","Outside London","SEO","50","40","44940","43920"
"In post","2023","65+","Undeclared","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","65+","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","London","AA","10","10","[c]","[c]"
"In post","2023","65+","Unknown","London","AO","80","65","28030","26920"
"In post","2023","65+","Unknown","London","EO","65","55","32470","32530"
"In post","2023","65+","Unknown","London","G6","20","15","[c]","[c]"
"In post","2023","65+","Unknown","London","G7","45","40","61960","62130"
"In post","2023","65+","Unknown","London","HEO","45","40","39710","40330"
"In post","2023","65+","Unknown","London","SCS level","15","10","[c]","[c]"
"In post","2023","65+","Unknown","London","SEO","30","25","[c]","[c]"
"In post","2023","65+","Unknown","London","Unknown","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Outside London","AA","205","160","21940","22080"
"In post","2023","65+","Unknown","Outside London","AO","435","335","23650","22520"
"In post","2023","65+","Unknown","Outside London","EO","255","190","30070","29730"
"In post","2023","65+","Unknown","Outside London","G6","30","20","[c]","[c]"
"In post","2023","65+","Unknown","Outside London","G7","75","60","58380","58820"
"In post","2023","65+","Unknown","Outside London","HEO","130","100","36310","35280"
"In post","2023","65+","Unknown","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Outside London","SEO","115","90","45820","44930"
"In post","2023","65+","Unknown","Outside London","Unknown","75","50","30760","29050"
"In post","2023","65+","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","Declared disabled","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Outside London","EO","10","5","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Outside London","AO","40","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outside London","AA","30","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outside London","AO","45","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","London","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","London","AO","40","[c]","23640","23970"
"Leaver CS","2023","20-29","Declared disabled","London","EO","65","[c]","29440","29660"
"Leaver CS","2023","20-29","Declared disabled","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","London","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","London","HEO","60","[c]","34520","33910"
"Leaver CS","2023","20-29","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Outside London","AA","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Outside London","AO","265","[c]","21930","21690"
"Leaver CS","2023","20-29","Declared disabled","Outside London","EO","135","[c]","26670","27570"
"Leaver CS","2023","20-29","Declared disabled","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Outside London","HEO","45","[c]","31790","31950"
"Leaver CS","2023","20-29","Declared disabled","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","London","AA","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","London","AO","325","[c]","24080","24900"
"Leaver CS","2023","20-29","Declared non-disabled","London","EO","500","[c]","29380","29660"
"Leaver CS","2023","20-29","Declared non-disabled","London","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","London","G7","160","[c]","54640","54130"
"Leaver CS","2023","20-29","Declared non-disabled","London","HEO","405","[c]","34810","34170"
"Leaver CS","2023","20-29","Declared non-disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","London","SEO","200","[c]","41520","41360"
"Leaver CS","2023","20-29","Declared non-disabled","London","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","AA","325","[c]","20750","20100"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","AO","2145","[c]","22170","21690"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","EO","930","[c]","27340","27570"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","G7","40","[c]","52650","51680"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","HEO","430","[c]","32610","32550"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","SEO","155","[c]","39960","39350"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","Unknown","275","[c]","28670","31430"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","HEO","40","[c]","34310","33950"
"Leaver CS","2023","20-29","Undeclared","London","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Outside London","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Outside London","AO","110","[c]","21860","21690"
"Leaver CS","2023","20-29","Undeclared","Outside London","EO","55","[c]","27450","27570"
"Leaver CS","2023","20-29","Undeclared","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","London","AA","75","[c]","22600","23500"
"Leaver CS","2023","20-29","Unknown","London","AO","315","[c]","24500","25480"
"Leaver CS","2023","20-29","Unknown","London","EO","355","[c]","28440","28650"
"Leaver CS","2023","20-29","Unknown","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","London","G7","95","[c]","55690","54700"
"Leaver CS","2023","20-29","Unknown","London","HEO","355","[c]","33460","33790"
"Leaver CS","2023","20-29","Unknown","London","SEO","160","[c]","41840","41810"
"Leaver CS","2023","20-29","Unknown","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Outside London","AA","355","[c]","21070","19930"
"Leaver CS","2023","20-29","Unknown","Outside London","AO","1455","[c]","22490","21780"
"Leaver CS","2023","20-29","Unknown","Outside London","EO","455","[c]","27280","26750"
"Leaver CS","2023","20-29","Unknown","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Outside London","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Outside London","HEO","275","[c]","31580","30950"
"Leaver CS","2023","20-29","Unknown","Outside London","SEO","105","[c]","40200","39890"
"Leaver CS","2023","20-29","Unknown","Outside London","Unknown","160","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","Unknown","50","[c]","27940","29530"
"Leaver CS","2023","30-39","Declared disabled","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","London","EO","35","[c]","31130","31060"
"Leaver CS","2023","30-39","Declared disabled","London","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","London","G7","50","[c]","55880","54860"
"Leaver CS","2023","30-39","Declared disabled","London","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","London","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Outside London","AA","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Outside London","AO","190","[c]","22550","21780"
"Leaver CS","2023","30-39","Declared disabled","Outside London","EO","140","[c]","27860","27570"
"Leaver CS","2023","30-39","Declared disabled","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Outside London","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Outside London","HEO","55","[c]","33120","32730"
"Leaver CS","2023","30-39","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Outside London","SEO","45","[c]","40470","40000"
"Leaver CS","2023","30-39","Declared disabled","Outside London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","London","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","London","AO","115","[c]","24980","25480"
"Leaver CS","2023","30-39","Declared non-disabled","London","EO","260","[c]","30470","31060"
"Leaver CS","2023","30-39","Declared non-disabled","London","G6","125","[c]","68020","66230"
"Leaver CS","2023","30-39","Declared non-disabled","London","G7","410","[c]","55400","54690"
"Leaver CS","2023","30-39","Declared non-disabled","London","HEO","260","[c]","35480","35170"
"Leaver CS","2023","30-39","Declared non-disabled","London","SCS level","40","[c]","81810","77760"
