"Status","Year","Age","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Welsh Government","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Finance","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","65+","Welsh Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Operational Delivery","Heterosexual / straight","60","50","37550","30610"
"In post","2023","65+","Welsh Government","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2023","65+","Welsh Government","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Other","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","65+","Welsh Government","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Other","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Welsh Government","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Policy","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","65+","Welsh Government","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Policy","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Welsh Government","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Property","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","Welsh Government","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Science and Engineering","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Welsh Government","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Attorney General's Departments","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Attorney General's Departments","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Business, Energy and Industrial Strategy","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Business, Energy and Industrial Strategy","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Business, Energy and Industrial Strategy","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department of Health and Social Care","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department of Health and Social Care","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Land Registry","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
