"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","SEO/HEO","15","15","48370","49760"
"In post","2023","Digital, Data & Technology","Welsh Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","London","EO","20","15","28220","27960"
"In post","2023","Finance","Attorney General's Departments","London","G6/G7","25","25","61280","58730"
"In post","2023","Finance","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","London","SEO/HEO","30","30","36180","33260"
"In post","2023","Finance","Attorney General's Departments","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","Outside London","EO","30","30","27270","26900"
"In post","2023","Finance","Attorney General's Departments","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","Outside London","SEO/HEO","35","35","34320","33300"
"In post","2023","Finance","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office","London","EO","10","10","[c]","[c]"
"In post","2023","Finance","Cabinet Office","London","G6/G7","35","35","60330","58740"
"In post","2023","Finance","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office","London","SEO/HEO","85","85","33570","32960"
"In post","2023","Finance","Cabinet Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Finance","Cabinet Office","Outside London","G6/G7","20","20","57210","56000"
"In post","2023","Finance","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office","Outside London","SEO/HEO","45","45","33510","32960"
"In post","2023","Finance","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","London","SEO/HEO","15","15","43500","45520"
"In post","2023","Finance","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","London","G6/G7","55","55","63650","60790"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","London","SCS level","10","10","83460","81100"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","65","60","41160","41360"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","35","30","22420","21480"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","Outside London","EO","35","30","26780","25680"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","45","45","58560","58330"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","85","80","39320","40680"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","London","EO","5","5","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","London","G6/G7","35","35","62870","60020"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","London","SCS level","10","5","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","London","SEO/HEO","25","25","41310","39740"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","10","10","55730","56260"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Finance","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education","London","EO","5","5","[c]","[c]"
"In post","2023","Finance","Department for Education","London","G6/G7","30","30","64410","65780"
"In post","2023","Finance","Department for Education","London","SCS level","15","15","92980","85770"
"In post","2023","Finance","Department for Education","London","SEO/HEO","40","40","40880","41720"
"In post","2023","Finance","Department for Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education","Outside London","EO","60","55","26570","26940"
"In post","2023","Finance","Department for Education","Outside London","G6/G7","185","180","55460","51920"
"In post","2023","Finance","Department for Education","Outside London","SCS level","20","20","81690","76510"
"In post","2023","Finance","Department for Education","Outside London","SEO/HEO","300","290","36290","37590"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","London","EO","5","5","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","London","G6/G7","30","30","58290","55020"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","London","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","London","SEO/HEO","20","20","35200","34030"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Outside London","EO","35","30","26020","25920"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","140","135","52950","49850"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Outside London","SCS level","15","15","77830","75290"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","185","175","35340","37300"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","London","EO","10","10","[c]","[c]"
"In post","2023","Finance","Department for International Trade","London","G6/G7","40","35","60750","56490"
"In post","2023","Finance","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","London","SEO/HEO","35","35","40860","41550"
"In post","2023","Finance","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","London","G6/G7","40","35","60200","55900"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","London","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","London","SEO/HEO","25","25","40350","40800"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","25","25","56380","54630"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","35","30","37830","37540"
"In post","2023","Finance","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Transport","London","G6/G7","65","65","64900","62050"
"In post","2023","Finance","Department for Transport","London","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","Department for Transport","London","SEO/HEO","40","40","42460","43750"
"In post","2023","Finance","Department for Transport","Outside London","AA/AO","35","35","21390","22500"
"In post","2023","Finance","Department for Transport","Outside London","EO","70","65","27180","26960"
"In post","2023","Finance","Department for Transport","Outside London","G6/G7","50","50","55840","54340"
"In post","2023","Finance","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Transport","Outside London","SEO/HEO","150","145","37530","39430"
"In post","2023","Finance","Department for Work and Pensions","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions","London","EO","35","30","32520","32520"
"In post","2023","Finance","Department for Work and Pensions","London","G6/G7","95","90","63430","59490"
"In post","2023","Finance","Department for Work and Pensions","London","SCS level","10","10","92530","85240"
"In post","2023","Finance","Department for Work and Pensions","London","SEO/HEO","190","185","41370","39230"
"In post","2023","Finance","Department for Work and Pensions","Outside London","AA/AO","185","155","21650","21690"
"In post","2023","Finance","Department for Work and Pensions","Outside London","EO","215","205","28100","28120"
"In post","2023","Finance","Department for Work and Pensions","Outside London","G6/G7","365","350","57340","53810"
"In post","2023","Finance","Department for Work and Pensions","Outside London","SCS level","15","15","88520","80010"
"In post","2023","Finance","Department for Work and Pensions","Outside London","SEO/HEO","1000","940","36780","38470"
"In post","2023","Finance","Department for Work and Pensions","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care","London","EO","40","35","29070","28770"
"In post","2023","Finance","Department of Health and Social Care","London","G6/G7","85","85","59410","54690"
"In post","2023","Finance","Department of Health and Social Care","London","SCS level","15","15","94500","82370"
"In post","2023","Finance","Department of Health and Social Care","London","SEO/HEO","70","65","39670","41680"
"In post","2023","Finance","Department of Health and Social Care","Outside London","AA/AO","10","10","21160","21010"
"In post","2023","Finance","Department of Health and Social Care","Outside London","EO","45","45","25370","25190"
"In post","2023","Finance","Department of Health and Social Care","Outside London","G6/G7","70","70","58050","56980"
"In post","2023","Finance","Department of Health and Social Care","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care","Outside London","SEO/HEO","70","70","36340","38120"
"In post","2023","Finance","Estyn","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Outside London","G6/G7","15","15","55050","53110"
"In post","2023","Finance","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Outside London","SEO/HEO","25","25","35610","37720"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","London","EO","15","10","33230","33680"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","London","G6/G7","90","90","62130","61120"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","London","SCS level","10","10","83980","79850"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","London","SEO/HEO","70","70","40780","40600"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Outside London","AA/AO","135","135","25330","25700"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Outside London","EO","85","80","27980","28090"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Outside London","G6/G7","60","60","57540","55900"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","100","95","37920","36630"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Overseas","G6/G7","10","10","59600","59600"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","London","EO","5","5","[c]","[c]"
"In post","2023","Finance","HM Land Registry","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Finance","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","London","SEO/HEO","15","15","43320","43150"
"In post","2023","Finance","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs","London","AA/AO","50","45","26610","26920"
"In post","2023","Finance","HM Revenue and Customs","London","EO","85","80","32720","32540"
"In post","2023","Finance","HM Revenue and Customs","London","G6/G7","160","155","68460","65230"
"In post","2023","Finance","HM Revenue and Customs","London","SCS level","25","25","92480","85310"
"In post","2023","Finance","HM Revenue and Customs","London","SEO/HEO","230","225","42930","42060"
"In post","2023","Finance","HM Revenue and Customs","Outside London","AA/AO","1030","835","22530","22520"
"In post","2023","Finance","HM Revenue and Customs","Outside London","EO","430","395","28340","28130"
"In post","2023","Finance","HM Revenue and Customs","Outside London","G6/G7","255","245","60550","57970"
"In post","2023","Finance","HM Revenue and Customs","Outside London","SCS level","20","20","84440","78250"
"In post","2023","Finance","HM Revenue and Customs","Outside London","SEO/HEO","750","725","38310","35000"
"In post","2023","Finance","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Treasury","London","EO","10","10","[c]","[c]"
"In post","2023","Finance","HM Treasury","London","G6/G7","45","45","67130","59330"
"In post","2023","Finance","HM Treasury","London","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","HM Treasury","London","SEO/HEO","30","30","40590","39050"
"In post","2023","Finance","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Treasury","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Finance","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Treasury","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","Home Office","London","EO","15","10","30510","30410"
"In post","2023","Finance","Home Office","London","G6/G7","75","70","65290","62720"
"In post","2023","Finance","Home Office","London","SCS level","10","10","91130","89310"
"In post","2023","Finance","Home Office","London","SEO/HEO","70","65","42500","43210"
"In post","2023","Finance","Home Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Outside London","EO","20","20","26100","25880"
"In post","2023","Finance","Home Office","Outside London","G6/G7","35","35","57410","54260"
"In post","2023","Finance","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Outside London","SEO/HEO","55","50","37080","39190"
"In post","2023","Finance","Ministry of Defence","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Finance","Ministry of Defence","London","EO","45","45","31110","31020"
"In post","2023","Finance","Ministry of Defence","London","G6/G7","45","45","65770","64440"
"In post","2023","Finance","Ministry of Defence","London","SCS level","20","20","96470","94590"
"In post","2023","Finance","Ministry of Defence","London","SEO/HEO","95","95","45250","45750"
"In post","2023","Finance","Ministry of Defence","Outside London","AA/AO","250","235","22120","22220"
"In post","2023","Finance","Ministry of Defence","Outside London","EO","440","425","27520","27470"
"In post","2023","Finance","Ministry of Defence","Outside London","G6/G7","325","315","60450","59180"
"In post","2023","Finance","Ministry of Defence","Outside London","SCS level","35","35","101280","92090"
"In post","2023","Finance","Ministry of Defence","Outside London","SEO/HEO","960","925","39740","39950"
"In post","2023","Finance","Ministry of Defence","Outside London","Unknown","60","55","54110","48900"
"In post","2023","Finance","Ministry of Defence","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Ministry of Defence","Overseas","EO","15","15","40400","36850"
"In post","2023","Finance","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Ministry of Defence","Overseas","SEO/HEO","15","15","49810","46020"
"In post","2023","Finance","Ministry of Justice","London","AA/AO","10","10","24240","25480"
"In post","2023","Finance","Ministry of Justice","London","EO","40","40","29670","29660"
"In post","2023","Finance","Ministry of Justice","London","G6/G7","100","100","63230","61530"
"In post","2023","Finance","Ministry of Justice","London","SCS level","15","15","96010","89210"
"In post","2023","Finance","Ministry of Justice","London","SEO/HEO","155","150","41900","43650"
"In post","2023","Finance","Ministry of Justice","Outside London","AA/AO","25","25","21780","21780"
"In post","2023","Finance","Ministry of Justice","Outside London","EO","75","75","26460","25830"
"In post","2023","Finance","Ministry of Justice","Outside London","G6/G7","90","90","58310","57180"
"In post","2023","Finance","Ministry of Justice","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","Ministry of Justice","Outside London","SEO/HEO","215","210","37330","37680"
"In post","2023","Finance","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","Outside London","AA/AO","15","10","24220","22950"
"In post","2023","Finance","National Crime Agency","Outside London","EO","10","10","31110","30740"
"In post","2023","Finance","National Crime Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Finance","National Crime Agency","Outside London","SEO/HEO","25","20","43260","40440"
"In post","2023","Finance","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","10","10","35720","33130"
"In post","2023","Finance","Office of Gas and Electricity Markets","London","EO","5","5","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Outside London","G6/G7","10","10","60100","60340"
"In post","2023","Finance","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Scotland","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Government","Outside London","AA/AO","60","55","25490","24710"
"In post","2023","Finance","Scottish Government","Outside London","EO","25","25","32120","31970"
"In post","2023","Finance","Scottish Government","Outside London","G6/G7","20","20","62660","62060"
"In post","2023","Finance","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Government","Outside London","SEO/HEO","60","60","42830","42590"
"In post","2023","Finance","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","UK Export Finance","London","EO","15","15","32310","32300"
"In post","2023","Finance","UK Export Finance","London","G6/G7","10","10","72040","70940"
"In post","2023","Finance","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","London","SEO/HEO","20","20","42510","39950"
"In post","2023","Finance","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Statistics Authority","Outside London","AA/AO","10","10","21200","21200"
"In post","2023","Finance","UK Statistics Authority","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Finance","UK Statistics Authority","Outside London","G6/G7","20","20","54920","51980"
"In post","2023","Finance","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Statistics Authority","Outside London","SEO/HEO","15","15","34090","32550"
"In post","2023","Finance","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","Outside London","SEO/HEO","10","10","46750","43700"
"In post","2023","Finance","Welsh Government","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Finance","Welsh Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","1425","1295","22130","22150"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","EO","650","605","26090","25920"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","75","70","53130","50340"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","400","375","33240","31490"
"In post","2023","Grants Management","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Department of Health and Social Care","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Department of Health and Social Care","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","London","G6/G7","25","25","61840","59290"
"In post","2023","Grants Management","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","London","SEO/HEO","20","20","41440","43210"
"In post","2023","Grants Management","Home Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
