"Status","Year","Ethnicity","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","London","Bexley and Greenwich","Female","60","50","31780","30930"
"In post","2023","Asian","London","Bexley and Greenwich","Male","50","50","34000","32520"
"In post","2023","Asian","London","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Brent","Female","95","80","31830","32520"
"In post","2023","Asian","London","Brent","Male","40","35","32950","32520"
"In post","2023","Asian","London","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Bromley","Female","25","25","[c]","[c]"
"In post","2023","Asian","London","Bromley","Male","10","10","[c]","[c]"
"In post","2023","Asian","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Camden and City of London","Female","180","170","34170","29660"
"In post","2023","Asian","London","Camden and City of London","Male","110","105","33340","29780"
"In post","2023","Asian","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Croydon","Female","1085","995","36140","32260"
"In post","2023","Asian","London","Croydon","Male","705","690","39400","36180"
"In post","2023","Asian","London","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Ealing","Female","115","105","33240","32520"
"In post","2023","Asian","London","Ealing","Male","45","45","32860","32520"
"In post","2023","Asian","London","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Enfield","Female","40","30","32600","32520"
"In post","2023","Asian","London","Enfield","Male","20","20","[c]","[c]"
"In post","2023","Asian","London","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Hackney and Newham","Female","795","725","38190","34370"
"In post","2023","Asian","London","Hackney and Newham","Male","695","670","40080","39150"
"In post","2023","Asian","London","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Haringey and Islington","Female","95","80","31260","31080"
"In post","2023","Asian","London","Haringey and Islington","Male","90","90","32470","32520"
"In post","2023","Asian","London","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Harrow and Hillingdon","Female","675","590","32220","30410"
"In post","2023","Asian","London","Harrow and Hillingdon","Male","535","510","32140","30140"
"In post","2023","Asian","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Hounslow and Richmond upon Thames","Female","400","360","32430","30560"
"In post","2023","Asian","London","Hounslow and Richmond upon Thames","Male","220","210","32290","30200"
"In post","2023","Asian","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","Female","50","45","33510","32520"
"In post","2023","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","Male","65","60","34840","33800"
"In post","2023","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Lambeth","Female","145","140","38230","34340"
"In post","2023","Asian","London","Lambeth","Male","90","90","40460","36430"
"In post","2023","Asian","London","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Lewisham and Southwark","Female","55","50","36120","32520"
"In post","2023","Asian","London","Lewisham and Southwark","Male","40","40","33740","32520"
"In post","2023","Asian","London","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Merton, Kingston upon Thames and Sutton","Female","55","50","34710","32520"
"In post","2023","Asian","London","Merton, Kingston upon Thames and Sutton","Male","25","25","[c]","[c]"
"In post","2023","Asian","London","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Redbridge and Waltham Forest","Female","365","305","29830","29300"
"In post","2023","Asian","London","Redbridge and Waltham Forest","Male","180","175","30640","32520"
"In post","2023","Asian","London","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Tower Hamlets","Female","645","610","42620","37000"
"In post","2023","Asian","London","Tower Hamlets","Male","485","475","45770","41480"
"In post","2023","Asian","London","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Wandsworth","Female","45","40","30570","26970"
"In post","2023","Asian","London","Wandsworth","Male","45","45","31740","32520"
"In post","2023","Asian","London","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Westminster","Female","3665","3520","44980","41440"
"In post","2023","Asian","London","Westminster","Male","2425","2400","45720","41740"
"In post","2023","Asian","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Darlington","Female","25","25","[c]","[c]"
"In post","2023","Asian","North East (England)","Darlington","Male","20","20","[c]","[c]"
"In post","2023","Asian","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Durham","Female","25","20","[c]","[c]"
"In post","2023","Asian","North East (England)","Durham","Male","30","25","31350","26030"
"In post","2023","Asian","North East (England)","Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Male","15","10","[c]","[c]"
"In post","2023","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","South Teesside","Female","25","20","[c]","[c]"
"In post","2023","Asian","North East (England)","South Teesside","Male","15","15","[c]","[c]"
"In post","2023","Asian","North East (England)","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Sunderland","Female","25","20","[c]","[c]"
"In post","2023","Asian","North East (England)","Sunderland","Male","20","20","[c]","[c]"
"In post","2023","Asian","North East (England)","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Tyneside","Female","250","230","30010","27890"
"In post","2023","Asian","North East (England)","Tyneside","Male","235","230","33040","28120"
"In post","2023","Asian","North East (England)","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Blackburn with Darwen","Female","45","40","28000","28120"
"In post","2023","Asian","North West (England)","Blackburn with Darwen","Male","55","55","28490","28120"
"In post","2023","Asian","North West (England)","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Blackpool","Female","40","35","30360","28120"
"In post","2023","Asian","North West (England)","Blackpool","Male","100","95","31780","28120"
"In post","2023","Asian","North West (England)","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Cheshire East","Female","25","20","[c]","[c]"
"In post","2023","Asian","North West (England)","Cheshire East","Male","20","20","[c]","[c]"
"In post","2023","Asian","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Chorley and West Lancashire","Female","10","10","[c]","[c]"
"In post","2023","Asian","North West (England)","Chorley and West Lancashire","Male","15","15","[c]","[c]"
"In post","2023","Asian","North West (England)","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","East Cumbria","Male","5","5","[c]","[c]"
"In post","2023","Asian","North West (England)","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","East Lancashire","Female","30","25","26590","28120"
"In post","2023","Asian","North West (England)","East Lancashire","Male","30","30","27120","28120"
"In post","2023","Asian","North West (England)","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","East Merseyside","Female","5","5","[c]","[c]"
"In post","2023","Asian","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Greater Manchester North East","Female","55","50","27420","28120"
"In post","2023","Asian","North West (England)","Greater Manchester North East","Male","40","40","30470","28120"
"In post","2023","Asian","North West (England)","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Greater Manchester North West","Female","45","40","25230","21690"
"In post","2023","Asian","North West (England)","Greater Manchester North West","Male","55","50","26840","28120"
"In post","2023","Asian","North West (England)","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Greater Manchester South East","Female","45","35","25920","21780"
"In post","2023","Asian","North West (England)","Greater Manchester South East","Male","20","15","[c]","[c]"
"In post","2023","Asian","North West (England)","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Greater Manchester South West","Female","470","430","30380","27890"
"In post","2023","Asian","North West (England)","Greater Manchester South West","Male","630","620","32840","28490"
"In post","2023","Asian","North West (England)","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Lancaster and Wyre","Male","5","5","[c]","[c]"
"In post","2023","Asian","North West (England)","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Liverpool","Female","85","80","31790","25980"
"In post","2023","Asian","North West (England)","Liverpool","Male","85","80","32870","28130"
"In post","2023","Asian","North West (England)","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Manchester","Female","305","285","33590","30330"
"In post","2023","Asian","North West (England)","Manchester","Male","300","295","34960","32080"
"In post","2023","Asian","North West (England)","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Mid Lancashire","Female","325","260","25570","22520"
"In post","2023","Asian","North West (England)","Mid Lancashire","Male","475","450","26390","22520"
"In post","2023","Asian","North West (England)","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Sefton","Female","20","20","[c]","[c]"
"In post","2023","Asian","North West (England)","Sefton","Male","40","35","33350","27720"
"In post","2023","Asian","North West (England)","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Warrington","Female","20","20","[c]","[c]"
"In post","2023","Asian","North West (England)","Warrington","Male","20","20","[c]","[c]"
"In post","2023","Asian","North West (England)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","West Cumbria","Male","5","5","[c]","[c]"
"In post","2023","Asian","North West (England)","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Wirral","Female","10","10","[c]","[c]"
"In post","2023","Asian","North West (England)","Wirral","Male","10","10","[c]","[c]"
"In post","2023","Asian","North West (England)","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Belfast","Female","10","10","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Belfast","Male","5","5","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Derry City and Strabane","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Derry City and Strabane","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Mid Ulster","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Mid Ulster","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Mid Ulster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","Female","75","75","49800","51510"
"In post","2023","Asian","Overseas","Overseas","Male","95","95","53490","55030"
"In post","2023","Asian","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Aberdeen City and Aberdeenshire","Female","15","10","[c]","[c]"
"In post","2023","Asian","Scotland","Aberdeen City and Aberdeenshire","Male","20","20","[c]","[c]"
"In post","2023","Asian","Scotland","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Angus and Dundee City","Female","30","25","28160","26300"
"In post","2023","Asian","Scotland","Angus and Dundee City","Male","20","20","[c]","[c]"
"In post","2023","Asian","Scotland","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","City of Edinburgh","Female","125","115","36050","32960"
"In post","2023","Asian","Scotland","City of Edinburgh","Male","85","85","39460","34730"
"In post","2023","Asian","Scotland","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","5","5","[c]","[c]"
"In post","2023","Asian","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Falkirk","Female","10","10","[c]","[c]"
"In post","2023","Asian","Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Glasgow City","Female","200","180","31230","28120"
"In post","2023","Asian","Scotland","Glasgow City","Male","165","165","32650","28120"
"In post","2023","Asian","Scotland","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","10","10","[c]","[c]"
"In post","2023","Asian","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","North Lanarkshire","Female","10","10","[c]","[c]"
"In post","2023","Asian","Scotland","North Lanarkshire","Male","5","5","[c]","[c]"
"In post","2023","Asian","Scotland","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Orkney Islands","Male","[c]","[c]","[c]","[c]"
