"Status","Year","Ethnicity","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","East Midlands (England)","Derby","Female","80","65","26400","28120"
"In post","2023","Asian","East Midlands (England)","Derby","Male","50","45","28200","28120"
"In post","2023","Asian","East Midlands (England)","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","East Derbyshire","Female","5","5","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","Leicester","Female","445","380","26610","23390"
"In post","2023","Asian","East Midlands (England)","Leicester","Male","330","315","26610","25830"
"In post","2023","Asian","East Midlands (England)","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","Leicestershire CC and Rutland","Female","80","65","27300","25880"
"In post","2023","Asian","East Midlands (England)","Leicestershire CC and Rutland","Male","65","60","30300","26530"
"In post","2023","Asian","East Midlands (England)","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","Lincolnshire CC","Female","15","10","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","Lincolnshire CC","Male","10","10","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","North Northamptonshire","Female","5","5","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","North Northamptonshire","Male","5","5","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","North Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","North Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","Nottingham","Female","465","425","32300","28130"
"In post","2023","Asian","East Midlands (England)","Nottingham","Male","375","365","32980","28880"
"In post","2023","Asian","East Midlands (England)","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","South Nottinghamshire","Female","20","15","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","South Nottinghamshire","Male","15","15","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","South and West Derbyshire","Female","15","15","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","South and West Derbyshire","Male","10","10","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Midlands (England)","West Northamptonshire","Female","45","40","29160","25830"
"In post","2023","Asian","East Midlands (England)","West Northamptonshire","Male","30","30","30770","29990"
"In post","2023","Asian","East Midlands (England)","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Bedford","Female","60","55","29240","28120"
"In post","2023","Asian","East of England","Bedford","Male","30","30","31630","28120"
"In post","2023","Asian","East of England","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Cambridgeshire CC","Female","45","40","35330","30320"
"In post","2023","Asian","East of England","Cambridgeshire CC","Male","50","50","38530","34170"
"In post","2023","Asian","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Central Bedfordshire","Male","10","10","[c]","[c]"
"In post","2023","Asian","East of England","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Essex Haven Gateway","Female","10","5","[c]","[c]"
"In post","2023","Asian","East of England","Essex Haven Gateway","Male","15","15","[c]","[c]"
"In post","2023","Asian","East of England","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Essex Thames Gateway","Female","30","30","29120","25610"
"In post","2023","Asian","East of England","Essex Thames Gateway","Male","10","10","[c]","[c]"
"In post","2023","Asian","East of England","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Heart of Essex","Female","20","20","[c]","[c]"
"In post","2023","Asian","East of England","Heart of Essex","Male","15","15","[c]","[c]"
"In post","2023","Asian","East of England","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Hertfordshire CC","Female","295","260","35010","31280"
"In post","2023","Asian","East of England","Hertfordshire CC","Male","145","145","36580","32410"
"In post","2023","Asian","East of England","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Luton","Female","70","60","27060","26840"
"In post","2023","Asian","East of England","Luton","Male","45","45","28220","27180"
"In post","2023","Asian","East of England","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Norwich and East Norfolk","Female","5","5","[c]","[c]"
"In post","2023","Asian","East of England","Norwich and East Norfolk","Male","10","10","[c]","[c]"
"In post","2023","Asian","East of England","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Peterborough","Female","140","110","24350","22400"
"In post","2023","Asian","East of England","Peterborough","Male","85","75","27550","22400"
"In post","2023","Asian","East of England","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Suffolk CC","Female","25","25","[c]","[c]"
"In post","2023","Asian","East of England","Suffolk CC","Male","25","25","[c]","[c]"
"In post","2023","Asian","East of England","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","Thurrock","Female","10","10","[c]","[c]"
"In post","2023","Asian","East of England","Thurrock","Male","10","10","[c]","[c]"
"In post","2023","Asian","East of England","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East of England","West Essex","Female","25","25","[c]","[c]"
"In post","2023","Asian","East of England","West Essex","Male","25","25","[c]","[c]"
"In post","2023","Asian","East of England","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Barking & Dagenham and Havering","Female","105","90","32720","32520"
"In post","2023","Asian","London","Barking & Dagenham and Havering","Male","70","65","32870","32520"
"In post","2023","Asian","London","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","London","Barnet","Female","280","260","39240","32750"
"In post","2023","Asian","London","Barnet","Male","150","145","42950","39180"
"In post","2023","Asian","London","Barnet","Unknown","[c]","[c]","[c]","[c]"
