"Status","Year","Disability","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Unknown","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","London","Female","180","175","40300","32960"
"In post","2023","Declared disabled","Unknown","London","Male","90","90","42370","39150"
"In post","2023","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North West (England)","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Scotland","Female","895","835","39830","34730"
"In post","2023","Declared disabled","Unknown","Scotland","Male","600","590","40000","34730"
"In post","2023","Declared disabled","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South East (England)","Female","35","35","39600","39420"
"In post","2023","Declared disabled","Unknown","South East (England)","Male","80","80","44820","49260"
"In post","2023","Declared disabled","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South West (England)","Female","110","105","40780","39890"
"In post","2023","Declared disabled","Unknown","South West (England)","Male","185","185","40900","39890"
"In post","2023","Declared disabled","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wales","Female","220","205","40770","39690"
"In post","2023","Declared disabled","Unknown","Wales","Male","150","145","41460","39690"
"In post","2023","Declared disabled","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","Female","40","40","38830","34170"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","East Midlands (England)","Female","40","35","39570","37680"
"In post","2023","Declared non-disabled","Analysis","East Midlands (England)","Male","40","40","42270","40820"
"In post","2023","Declared non-disabled","Analysis","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","East of England","Female","135","125","33930","30820"
"In post","2023","Declared non-disabled","Analysis","East of England","Male","135","135","38750","37310"
"In post","2023","Declared non-disabled","Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","London","Female","1255","1190","51950","49420"
"In post","2023","Declared non-disabled","Analysis","London","Male","1530","1515","53440","53290"
"In post","2023","Declared non-disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","North East (England)","Female","115","110","40060","37690"
"In post","2023","Declared non-disabled","Analysis","North East (England)","Male","115","115","41150","37980"
"In post","2023","Declared non-disabled","Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","North West (England)","Female","180","170","43310","41780"
"In post","2023","Declared non-disabled","Analysis","North West (England)","Male","240","235","41700","38470"
"In post","2023","Declared non-disabled","Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Scotland","Female","55","55","43990","37000"
"In post","2023","Declared non-disabled","Analysis","Scotland","Male","70","70","44780","39800"
"In post","2023","Declared non-disabled","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","South East (England)","Female","280","255","41410","39300"
"In post","2023","Declared non-disabled","Analysis","South East (England)","Male","360","350","46040","47030"
"In post","2023","Declared non-disabled","Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","South West (England)","Female","230","210","40290","39860"
"In post","2023","Declared non-disabled","Analysis","South West (England)","Male","320","315","44410","40650"
"In post","2023","Declared non-disabled","Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Wales","Female","370","345","39240","37760"
"In post","2023","Declared non-disabled","Analysis","Wales","Male","285","280","41550","39190"
"In post","2023","Declared non-disabled","Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","West Midlands (England)","Female","55","50","43230","37680"
"In post","2023","Declared non-disabled","Analysis","West Midlands (England)","Male","75","75","43180","39860"
"In post","2023","Declared non-disabled","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Yorkshire and The Humber","Female","195","180","44990","43510"
"In post","2023","Declared non-disabled","Analysis","Yorkshire and The Humber","Male","200","195","46600","43590"
"In post","2023","Declared non-disabled","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East Midlands (England)","Female","55","55","39590","36080"
"In post","2023","Declared non-disabled","Commercial","East Midlands (England)","Male","40","40","48270","46780"
"In post","2023","Declared non-disabled","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","East of England","Female","95","85","44690","41050"
"In post","2023","Declared non-disabled","Commercial","East of England","Male","50","50","50060","41800"
"In post","2023","Declared non-disabled","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","London","Female","560","545","56800","55740"
"In post","2023","Declared non-disabled","Commercial","London","Male","595","590","64650","56620"
"In post","2023","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","North East (England)","Female","40","40","46490","41590"
"In post","2023","Declared non-disabled","Commercial","North East (England)","Male","40","40","50280","43380"
"In post","2023","Declared non-disabled","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","North West (England)","Female","240","230","48150","41790"
"In post","2023","Declared non-disabled","Commercial","North West (England)","Male","210","210","50830","43110"
"In post","2023","Declared non-disabled","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Scotland","Female","100","100","44090","39970"
"In post","2023","Declared non-disabled","Commercial","Scotland","Male","85","85","48690","43000"
"In post","2023","Declared non-disabled","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","South East (England)","Female","235","225","40580","37800"
"In post","2023","Declared non-disabled","Commercial","South East (England)","Male","155","155","48350","42700"
"In post","2023","Declared non-disabled","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","South West (England)","Female","665","620","41850","39890"
"In post","2023","Declared non-disabled","Commercial","South West (England)","Male","560","550","46090","42700"
"In post","2023","Declared non-disabled","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Wales","Female","150","140","36380","32730"
"In post","2023","Declared non-disabled","Commercial","Wales","Male","120","120","38210","32880"
"In post","2023","Declared non-disabled","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","West Midlands (England)","Female","115","110","46800","40570"
"In post","2023","Declared non-disabled","Commercial","West Midlands (England)","Male","120","115","50330","38840"
"In post","2023","Declared non-disabled","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Yorkshire and The Humber","Female","185","180","49150","41490"
"In post","2023","Declared non-disabled","Commercial","Yorkshire and The Humber","Male","155","155","53110","51910"
"In post","2023","Declared non-disabled","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","East Midlands (England)","Female","50","45","41840","39360"
"In post","2023","Declared non-disabled","Communications","East Midlands (England)","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","East of England","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","East of England","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","London","Female","730","705","50330","46600"
"In post","2023","Declared non-disabled","Communications","London","Male","495","495","51740","46450"
"In post","2023","Declared non-disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","North East (England)","Female","65","60","37410","36660"
"In post","2023","Declared non-disabled","Communications","North East (England)","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","North West (England)","Female","120","110","39900","37440"
"In post","2023","Declared non-disabled","Communications","North West (England)","Male","70","65","42190","40790"
"In post","2023","Declared non-disabled","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Northern Ireland","Female","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Scotland","Female","40","40","39280","36870"
"In post","2023","Declared non-disabled","Communications","Scotland","Male","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","South East (England)","Female","105","100","36610","34300"
"In post","2023","Declared non-disabled","Communications","South East (England)","Male","75","70","37620","35650"
"In post","2023","Declared non-disabled","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","South West (England)","Female","120","110","37350","37300"
"In post","2023","Declared non-disabled","Communications","South West (England)","Male","85","85","36120","34590"
"In post","2023","Declared non-disabled","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Wales","Female","105","95","36380","31850"
"In post","2023","Declared non-disabled","Communications","Wales","Male","60","55","39970","33610"
"In post","2023","Declared non-disabled","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","West Midlands (England)","Female","60","55","41030","38100"
"In post","2023","Declared non-disabled","Communications","West Midlands (England)","Male","40","40","40020","34700"
"In post","2023","Declared non-disabled","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Yorkshire and The Humber","Female","80","70","44130","43400"
"In post","2023","Declared non-disabled","Communications","Yorkshire and The Humber","Male","45","45","40610","38940"
"In post","2023","Declared non-disabled","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","East Midlands (England)","Female","350","315","32770","28130"
"In post","2023","Declared non-disabled","Counter Fraud","East Midlands (England)","Male","320","305","36440","34700"
"In post","2023","Declared non-disabled","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","East of England","Female","255","230","30410","30120"
"In post","2023","Declared non-disabled","Counter Fraud","East of England","Male","210","200","31350","31280"
"In post","2023","Declared non-disabled","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","London","Female","1210","1120","37230","32540"
"In post","2023","Declared non-disabled","Counter Fraud","London","Male","1175","1145","41390","39450"
"In post","2023","Declared non-disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","North East (England)","Female","500","460","31380","28120"
"In post","2023","Declared non-disabled","Counter Fraud","North East (England)","Male","350","340","33290","28130"
"In post","2023","Declared non-disabled","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","North West (England)","Female","855","770","33480","28130"
"In post","2023","Declared non-disabled","Counter Fraud","North West (England)","Male","775","745","36250","34170"
"In post","2023","Declared non-disabled","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Northern Ireland","Female","135","125","34180","34700"
"In post","2023","Declared non-disabled","Counter Fraud","Northern Ireland","Male","140","140","35460","34700"
"In post","2023","Declared non-disabled","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Scotland","Female","620","550","30350","28120"
"In post","2023","Declared non-disabled","Counter Fraud","Scotland","Male","520","495","32840","28130"
"In post","2023","Declared non-disabled","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","South East (England)","Female","535","475","30050","28120"
"In post","2023","Declared non-disabled","Counter Fraud","South East (England)","Male","305","290","31980","30030"
"In post","2023","Declared non-disabled","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","South West (England)","Female","315","275","32290","28120"
"In post","2023","Declared non-disabled","Counter Fraud","South West (England)","Male","235","225","35400","29920"
"In post","2023","Declared non-disabled","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Wales","Female","390","350","30100","28120"
"In post","2023","Declared non-disabled","Counter Fraud","Wales","Male","340","325","32310","28130"
"In post","2023","Declared non-disabled","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","West Midlands (England)","Female","510","450","32180","28130"
"In post","2023","Declared non-disabled","Counter Fraud","West Midlands (England)","Male","375","355","33510","29720"
"In post","2023","Declared non-disabled","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","Female","510","450","32010","28130"
"In post","2023","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","Male","490","470","35240","33560"
"In post","2023","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","East Midlands (England)","Female","250","210","23310","22520"
"In post","2023","Declared non-disabled","Debt","East Midlands (England)","Male","120","120","23730","22520"
"In post","2023","Declared non-disabled","Debt","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","East of England","Female","95","75","26440","25610"
"In post","2023","Declared non-disabled","Debt","East of England","Male","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","London","Female","225","200","29510","26920"
"In post","2023","Declared non-disabled","Debt","London","Male","140","130","30210","26920"
"In post","2023","Declared non-disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","North East (England)","Female","390","330","23360","22520"
"In post","2023","Declared non-disabled","Debt","North East (England)","Male","220","210","24090","22520"
"In post","2023","Declared non-disabled","Debt","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","North West (England)","Female","280","245","24740","22520"
"In post","2023","Declared non-disabled","Debt","North West (England)","Male","210","205","25040","22520"
"In post","2023","Declared non-disabled","Debt","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Scotland","Female","495","430","24850","22520"
"In post","2023","Declared non-disabled","Debt","Scotland","Male","350","335","24460","22520"
"In post","2023","Declared non-disabled","Debt","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","South East (England)","Female","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","South East (England)","Male","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","South West (England)","Female","75","60","23520","21690"
"In post","2023","Declared non-disabled","Debt","South West (England)","Male","35","35","24160","21690"
"In post","2023","Declared non-disabled","Debt","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Wales","Female","165","150","25380","22520"
"In post","2023","Declared non-disabled","Debt","Wales","Male","140","135","26830","25090"
"In post","2023","Declared non-disabled","Debt","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","West Midlands (England)","Female","525","455","23950","22520"
"In post","2023","Declared non-disabled","Debt","West Midlands (England)","Male","265","250","23710","22520"
"In post","2023","Declared non-disabled","Debt","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Yorkshire and The Humber","Female","420","345","25220","22520"
"In post","2023","Declared non-disabled","Debt","Yorkshire and The Humber","Male","260","245","24520","22520"
"In post","2023","Declared non-disabled","Debt","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","Female","110","110","39790","37300"
"In post","2023","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","Male","180","180","39330","37300"
"In post","2023","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","East of England","Female","140","130","36340","34300"
"In post","2023","Declared non-disabled","Digital, Data & Technology","East of England","Male","255","250","37320","35400"
"In post","2023","Declared non-disabled","Digital, Data & Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","Female","1300","1255","49600","45560"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","Male","1985","1965","52560","51390"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","North East (England)","Female","735","690","42160","38470"
"In post","2023","Declared non-disabled","Digital, Data & Technology","North East (England)","Male","1155","1130","44480","41270"
"In post","2023","Declared non-disabled","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","North West (England)","Female","970","925","41100","38470"
"In post","2023","Declared non-disabled","Digital, Data & Technology","North West (England)","Male","1555","1530","44420","40870"
"In post","2023","Declared non-disabled","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Northern Ireland","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Northern Ireland","Male","40","40","36050","34700"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Male","35","35","41380","39650"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Scotland","Female","180","175","40410","37850"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Scotland","Male","400","395","39160","35220"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","South East (England)","Female","415","395","37680","34350"
"In post","2023","Declared non-disabled","Digital, Data & Technology","South East (England)","Male","560","550","41720","39650"
"In post","2023","Declared non-disabled","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","South West (England)","Female","970","905","39050","38200"
"In post","2023","Declared non-disabled","Digital, Data & Technology","South West (England)","Male","1770","1730","41900","40140"
"In post","2023","Declared non-disabled","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Wales","Female","500","475","39790","38000"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Wales","Male","970","955","44200","41280"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","Female","480","460","42020","38430"
"In post","2023","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","Male","740","730","43030","41510"
"In post","2023","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","Female","500","470","43630","40260"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","Male","755","740","45020","41480"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","East Midlands (England)","Female","135","125","36560","34520"
"In post","2023","Declared non-disabled","Finance","East Midlands (England)","Male","80","80","40300","35000"
"In post","2023","Declared non-disabled","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","East of England","Female","125","120","37760","35550"
"In post","2023","Declared non-disabled","Finance","East of England","Male","85","85","43310","38020"
"In post","2023","Declared non-disabled","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","London","Female","1000","950","49210","43760"
"In post","2023","Declared non-disabled","Finance","London","Male","1035","1020","52830","48350"
"In post","2023","Declared non-disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","North East (England)","Female","360","335","39390","35000"
"In post","2023","Declared non-disabled","Finance","North East (England)","Male","290","285","42620","41510"
"In post","2023","Declared non-disabled","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","North West (England)","Female","615","565","38100","35000"
"In post","2023","Declared non-disabled","Finance","North West (England)","Male","430","420","41530","38470"
"In post","2023","Declared non-disabled","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Northern Ireland","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scotland","Female","450","385","30160","26410"
"In post","2023","Declared non-disabled","Finance","Scotland","Male","200","185","32150","28130"
