"Status","Year","Disability","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Yorkshire and The Humber","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","North East (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","North East (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","North West (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","North West (England)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Yorkshire and The Humber","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","North East (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","North West (England)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","North West (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scotland","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","South West (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","South West (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Wales","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","West Midlands (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","East Midlands (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","East Midlands (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","East of England","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","Female","30","[c]","33730","30160"
"New entrant CS","2023","Declared disabled","Legal","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","North West (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","South East (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","South East (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","South West (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","West Midlands (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Yorkshire and The Humber","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","East Midlands (England)","Female","95","[c]","24160","23230"
"New entrant CS","2023","Declared disabled","No function","East Midlands (England)","Male","60","[c]","24690","23640"
"New entrant CS","2023","Declared disabled","No function","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","East of England","Female","90","[c]","24610","23640"
"New entrant CS","2023","Declared disabled","No function","East of England","Male","55","[c]","27510","25750"
"New entrant CS","2023","Declared disabled","No function","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","London","Female","185","[c]","35020","29750"
"New entrant CS","2023","Declared disabled","No function","London","Male","105","[c]","32650","31980"
"New entrant CS","2023","Declared disabled","No function","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","North East (England)","Female","80","[c]","25720","23640"
"New entrant CS","2023","Declared disabled","No function","North East (England)","Male","70","[c]","26750","23640"
"New entrant CS","2023","Declared disabled","No function","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","North West (England)","Female","200","[c]","25060","23230"
"New entrant CS","2023","Declared disabled","No function","North West (England)","Male","130","[c]","24630","23230"
"New entrant CS","2023","Declared disabled","No function","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Northern Ireland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Northern Ireland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Scotland","Female","80","[c]","24710","22520"
"New entrant CS","2023","Declared disabled","No function","Scotland","Male","50","[c]","24870","22520"
"New entrant CS","2023","Declared disabled","No function","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","South East (England)","Female","150","[c]","25610","24250"
"New entrant CS","2023","Declared disabled","No function","South East (England)","Male","90","[c]","28360","25340"
"New entrant CS","2023","Declared disabled","No function","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","South West (England)","Female","100","[c]","27280","23640"
"New entrant CS","2023","Declared disabled","No function","South West (England)","Male","75","[c]","29590","27540"
"New entrant CS","2023","Declared disabled","No function","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Wales","Female","100","[c]","24460","23640"
"New entrant CS","2023","Declared disabled","No function","Wales","Male","70","[c]","24550","23230"
"New entrant CS","2023","Declared disabled","No function","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","West Midlands (England)","Female","110","[c]","24760","23230"
"New entrant CS","2023","Declared disabled","No function","West Midlands (England)","Male","75","[c]","27370","23640"
"New entrant CS","2023","Declared disabled","No function","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Yorkshire and The Humber","Female","125","[c]","25800","23640"
"New entrant CS","2023","Declared disabled","No function","Yorkshire and The Humber","Male","70","[c]","26140","24320"
"New entrant CS","2023","Declared disabled","No function","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","North East (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","North West (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","South East (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","South East (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","South West (England)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","South West (England)","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","South East (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
