"Status","Year","Disability","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","Female","30","25","29910","29100"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Active Travel England","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Active Travel England","Department for Transport","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","200","175","31840","32110"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","170","165","34280","32110"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","135","125","28170","25340"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","85","85","28280","25340"
"In post","2023","Unknown","Attorney General's Office","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Attorney General's Office","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","25","20","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Female","495","475","49010","43730"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Male","460","455","48730","41870"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Female","720","720","30750","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Male","520","520","30720","30130"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","60","50","35750","30820"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","80","75","42420","37310"
"In post","2023","Unknown","Charity Commission","Charity Commission","Female","130","120","34030","30170"
"In post","2023","Unknown","Charity Commission","Charity Commission","Male","85","80","33930","30170"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Female","110","95","29290","23240"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Male","105","100","30680","25610"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Female","45","40","67360","61040"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Male","40","40","77620","77400"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Female","30","30","26560","21780"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Female","180","175","39840","39860"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Male","195","195","42030","40450"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Female","35","35","39440","34730"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Female","1065","1005","39300","32660"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Male","465","460","43160","49050"
"In post","2023","Unknown","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Electronics and Components Agency","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Ministry of Defence","Female","495","460","33880","32470"
"In post","2023","Unknown","Defence Equipment and Support","Ministry of Defence","Male","1030","1010","35860","32500"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Female","515","490","35210","30650"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Male","1065","1050","39600","39890"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","505","495","45440","41360"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","505","500","47280","41480"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Female","105","105","46890","44600"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Male","75","75","45820","41360"
"In post","2023","Unknown","Department for Education (excl. agencies)","Department for Education","Female","1105","1070","40210","37590"
"In post","2023","Unknown","Department for Education (excl. agencies)","Department for Education","Male","700","695","42510","37590"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","360","340","43940","40260"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","360","355","43440","40260"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","Female","685","670","47070","42030"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","Male","715","710","50360","45150"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","190","185","46540","40800"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","175","170","47790","40800"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Department for Transport","Female","335","325","47080","43750"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Department for Transport","Male","440","430","46650","43320"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","1475","1365","30240","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","1265","1250","33080","28120"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","1620","1560","47840","42480"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","860","850","50190","50830"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","Female","90","80","30570","24890"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","Male","85","80","29620","24890"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Female","395","345","23420","22500"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Male","285","275","28840","22500"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Female","340","320","27300","26960"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Male","700","685","28380","27400"
"In post","2023","Unknown","Education Scotland","Scottish Government","Female","130","125","58170","65280"
"In post","2023","Unknown","Education Scotland","Scottish Government","Male","60","60","55520","54860"
"In post","2023","Unknown","Education and Skills Funding Agency","Department for Education","Female","60","55","34250","30330"
"In post","2023","Unknown","Education and Skills Funding Agency","Department for Education","Male","55","55","38940","37590"
"In post","2023","Unknown","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Female","45","45","31180","28540"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Male","105","100","37910","31000"
"In post","2023","Unknown","Food Standards Agency","Food Standards Agency","Female","105","105","36870","33000"
"In post","2023","Unknown","Food Standards Agency","Food Standards Agency","Male","70","70","36180","32840"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","Female","60","60","38710","34730"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","Male","70","70","39410","34730"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","1755","1705","50070","51500"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","1545","1530","50970","52970"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","Male","40","40","30410","29560"
"In post","2023","Unknown","Government Actuary's Department","Chancellor's other departments","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Government Actuary's Department","Chancellor's other departments","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Government Commercial Organisation","Cabinet Office","Female","85","85","74890","66660"
"In post","2023","Unknown","Government Commercial Organisation","Cabinet Office","Male","115","115","78250","67960"
"In post","2023","Unknown","Government Internal Audit Agency","HM Treasury","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Government Internal Audit Agency","HM Treasury","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Government Legal Department","Attorney General's Departments","Female","255","235","57070","59070"
"In post","2023","Unknown","Government Legal Department","Attorney General's Departments","Male","115","110","58300","65290"
"In post","2023","Unknown","Government Property Agency","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Government Property Agency","Cabinet Office","Male","30","30","55760","51020"
"In post","2023","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Female","855","800","26780","23000"
"In post","2023","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Male","455","445","26980","23000"
"In post","2023","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2023","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","5","5","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","HM Land Registry","Female","995","930","28530","28080"
"In post","2023","Unknown","HM Land Registry","HM Land Registry","Male","770","760","30470","28080"
"In post","2023","Unknown","HM Prison and Probation Service","Ministry of Justice","Female","4795","4490","28510","28480"
"In post","2023","Unknown","HM Prison and Probation Service","Ministry of Justice","Male","3660","3525","29870","28880"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","9145","8170","30670","27890"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","9120","8840","33240","28130"
"In post","2023","Unknown","HM Treasury (excl. agencies)","HM Treasury","Female","85","85","44550","36940"
"In post","2023","Unknown","HM Treasury (excl. agencies)","HM Treasury","Male","85","85","47170","44660"
"In post","2023","Unknown","Health and Safety Executive","Department for Work and Pensions","Female","50","50","37520","32800"
"In post","2023","Unknown","Health and Safety Executive","Department for Work and Pensions","Male","60","60","40360","32920"
"In post","2023","Unknown","Home Office","Home Office","Female","7025","6740","29760","25880"
"In post","2023","Unknown","Home Office","Home Office","Male","6580","6430","30650","25880"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Female","45","45","44490","43990"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","175","165","35330","28590"
"In post","2023","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","270","265","40720","41240"
"In post","2023","Unknown","Legal Aid Agency","Ministry of Justice","Female","70","65","26140","21780"
"In post","2023","Unknown","Legal Aid Agency","Ministry of Justice","Male","30","30","26650","21780"
"In post","2023","Unknown","Maritime and Coastguard Agency","Department for Transport","Female","110","100","29550","26780"
"In post","2023","Unknown","Maritime and Coastguard Agency","Department for Transport","Male","205","205","30770","26960"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","430","415","46450","41480"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","285","285","47700","41480"
"In post","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","3570","3375","34650","28120"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","4955","4875","35140","30780"
"In post","2023","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","750","730","40680","37040"
"In post","2023","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","565","560","43270","38980"
"In post","2023","Unknown","National Crime Agency","National Crime Agency","Female","1720","1655","39480","38310"
"In post","2023","Unknown","National Crime Agency","National Crime Agency","Male","2035","2015","43510","41910"
"In post","2023","Unknown","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","Female","105","100","36170","31940"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","Male","115","115","36030","32730"
"In post","2023","Unknown","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","110","105","46270","52750"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","50","50","39830","33130"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","50","50","47710","43650"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","50","50","47380","46250"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Public Guardian","Ministry of Justice","Female","195","180","23470","21780"
"In post","2023","Unknown","Office of the Public Guardian","Ministry of Justice","Male","175","165","22860","21780"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Female","40","40","49670","52360"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Male","30","30","48380","52360"
"In post","2023","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","55","50","38440","35540"
"In post","2023","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","65","60","45480","43740"
"In post","2023","Unknown","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Registers of Scotland","Scottish Government","Female","220","200","33570","32510"
"In post","2023","Unknown","Registers of Scotland","Scottish Government","Male","195","190","33660","32510"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Female","170","170","38020","36860"
"In post","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Male","1530","1530","42380","40530"
"In post","2023","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","335","290","26830","22150"
"In post","2023","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","335","325","27770","25920"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Female","705","615","29940","27290"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Male","320","300","30450","28540"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Female","1815","1720","45050","41640"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Male","1495","1470","45440","41640"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","Female","1495","1415","32960","31290"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","Male","2585","2420","35700","37060"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Female","115","105","29360","27740"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Male","95","95","30550","27740"
"In post","2023","Unknown","Serious Fraud Office","Attorney General's Departments","Female","35","30","56680","54230"
"In post","2023","Unknown","Serious Fraud Office","Attorney General's Departments","Male","35","35","49930","41680"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","Female","1190","1110","29470","29100"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","Male","760","750","30490","29100"
"In post","2023","Unknown","Standards and Testing Agency","Department for Education","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Female","95","90","29760","24890"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Male","60","60","32140","29100"
"In post","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","Female","110","105","34210","31920"
"In post","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","Male","235","230","42900","41050"
"In post","2023","Unknown","Teaching Regulation Agency","Department for Education","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Teaching Regulation Agency","Department for Education","Male","5","5","[c]","[c]"
"In post","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","210","200","30440","25810"
"In post","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","205","200","32950","30830"
"In post","2023","Unknown","The National Archives","The National Archives","Female","105","100","35330","30120"
"In post","2023","Unknown","The National Archives","The National Archives","Male","95","90","36800","32200"
"In post","2023","Unknown","Transport Scotland","Scottish Government","Female","95","95","46880","42860"
"In post","2023","Unknown","Transport Scotland","Scottish Government","Male","115","115","48660","49860"
"In post","2023","Unknown","UK Debt Management Office","HM Treasury","Female","30","30","57010","46130"
"In post","2023","Unknown","UK Debt Management Office","HM Treasury","Male","75","75","64430","60000"
"In post","2023","Unknown","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","Female","610","575","41180","37060"
"In post","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","Male","365","350","45530","40880"
"In post","2023","Unknown","UK Hydrographic Office","Ministry of Defence","Female","80","75","34490","34370"
"In post","2023","Unknown","UK Hydrographic Office","Ministry of Defence","Male","180","175","37290","34370"
"In post","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","60","60","45410","41360"
"In post","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","65","65","51210","50680"
"In post","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Female","1190","1050","32770","31060"
"In post","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Male","1050","980","36000","31560"
"In post","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Valuation Office Agency","HM Revenue and Customs","Female","405","380","29960","26020"
"In post","2023","Unknown","Valuation Office Agency","HM Revenue and Customs","Male","430","425","31410","27650"
"In post","2023","Unknown","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Female","200","185","39000","34520"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Male","160","160","39900","33490"
"In post","2023","Unknown","Welsh Revenue Authority","Welsh Government","Female","40","40","44900","39690"
"In post","2023","Unknown","Welsh Revenue Authority","Welsh Government","Male","40","40","49020","49370"
"In post","2023","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","Female","10","5","[c]","[c]"
"In post","2023","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","Male","5","5","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Female","60","[c]","43800","36680"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Male","45","[c]","45140","40600"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
