"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","HEO","20","20","38670","39460"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","SEO","15","15","44500","46110"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","EO","25","25","28200","28720"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","G7","35","35","59200","59370"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","HEO","80","80","35820","34670"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","EO","30","30","28020","28720"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","G7","30","30","57330","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","HEO","40","40","37150","34670"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SEO","30","30","41980","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","AO","10","10","25210","25900"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","95","95","27370","28510"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6","25","25","67170","66490"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G7","490","490","55770","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","HEO","400","400","33980","34410"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO","570","570","41390","41150"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","HEO","15","15","39650","38120"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","G7","20","20","55910","56760"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","HEO","20","20","39450","39040"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","HEO","10","10","40010","37730"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","EO","20","20","27910","27230"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","EO","50","50","27800","27230"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","G7","115","115","53970","53030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","HEO","250","250","36340","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","G7","10","10","53600","53030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","HEO","15","15","35310","35430"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Commercial","EO","10","10","26000","25900"
"In post","2023","20-29","Department for Education (excl. agencies)","Commercial","HEO","15","15","30750","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","Commercial","SEO","15","15","38950","39090"
"In post","2023","20-29","Department for Education (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Communications","EO","20","20","29320","29530"
"In post","2023","20-29","Department for Education (excl. agencies)","Communications","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Communications","HEO","25","25","35940","37870"
"In post","2023","20-29","Department for Education (excl. agencies)","Communications","SEO","15","15","44190","46600"
"In post","2023","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","EO","35","35","26310","25900"
"In post","2023","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","G7","30","30","53280","51360"
"In post","2023","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","HEO","45","45","30930","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","SEO","40","40","39180","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","Economics","EO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Economics","G7","15","15","55170","55020"
"In post","2023","20-29","Department for Education (excl. agencies)","Economics","HEO","15","15","36440","37870"
"In post","2023","20-29","Department for Education (excl. agencies)","Economics","SEO","15","15","45550","46600"
"In post","2023","20-29","Department for Education (excl. agencies)","Finance","EO","20","20","26390","25900"
"In post","2023","20-29","Department for Education (excl. agencies)","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Finance","G7","15","15","52020","51360"
"In post","2023","20-29","Department for Education (excl. agencies)","Finance","HEO","15","15","31370","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","Finance","SEO","15","15","40190","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Human Resources","EO","15","15","26030","25900"
"In post","2023","20-29","Department for Education (excl. agencies)","Human Resources","HEO","15","15","32010","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","EO","40","40","27000","25900"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","G7","15","15","51930","55020"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","HEO","60","60","31340","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","SEO","50","50","38230","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Research","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Research","HEO","15","15","35050","33950"
"In post","2023","20-29","Department for Education (excl. agencies)","Operational Research","SEO","10","10","44930","44930"
"In post","2023","20-29","Department for Education (excl. agencies)","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Policy","EO","80","80","27790","26940"
"In post","2023","20-29","Department for Education (excl. agencies)","Policy","G6","10","10","64950","65780"
"In post","2023","20-29","Department for Education (excl. agencies)","Policy","G7","110","110","54230","55020"
"In post","2023","20-29","Department for Education (excl. agencies)","Policy","HEO","155","155","31930","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","Policy","SEO","170","165","39730","41440"
"In post","2023","20-29","Department for Education (excl. agencies)","Project Delivery","EO","25","25","26710","25900"
"In post","2023","20-29","Department for Education (excl. agencies)","Project Delivery","G7","35","35","52970","51360"
"In post","2023","20-29","Department for Education (excl. agencies)","Project Delivery","HEO","40","40","31370","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","Project Delivery","SEO","40","40","38890","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Social Research","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Social Research","HEO","15","15","35480","33950"
"In post","2023","20-29","Department for Education (excl. agencies)","Social Research","SEO","25","25","44730","46600"
"In post","2023","20-29","Department for Education (excl. agencies)","Statistics","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Statistics","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Statistics","HEO","15","15","33600","33950"
"In post","2023","20-29","Department for Education (excl. agencies)","Statistics","SEO","30","30","42510","43250"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","HEO","10","10","31280","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","HEO","30","30","32700","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","SEO","15","15","39270","40260"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","EO","25","25","25350","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","G7","15","15","51530","50250"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","HEO","25","25","31560","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","SEO","25","25","38360","37300"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","HEO","10","10","32750","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","EO","15","15","26080","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","HEO","10","10","31250","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SEO","10","10","37460","37300"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","HEO","15","15","31320","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","EO","105","100","27300","26170"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G7","145","145","53260","54330"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","HEO","425","420","32540","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO","255","255","39600","40260"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","AO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","EO","10","10","27320","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","HEO","15","15","32000","30340"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SEO","10","10","38310","37360"
"In post","2023","20-29","Department for International Trade","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Commercial","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Commercial","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Communications","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Communications","HEO","15","15","34910","35010"
"In post","2023","20-29","Department for International Trade","Communications","SEO","15","15","42020","41550"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","G7","15","15","61290","59410"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","HEO","20","20","33870","35010"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","SEO","10","10","44440","44120"
"In post","2023","20-29","Department for International Trade","Economics","EO","15","15","29320","29280"
"In post","2023","20-29","Department for International Trade","Economics","G7","35","35","56370","55460"
"In post","2023","20-29","Department for International Trade","Economics","HEO","35","35","35060","35010"
"In post","2023","20-29","Department for International Trade","Economics","SEO","25","25","42520","41550"
"In post","2023","20-29","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Human Resources","EO","15","15","28080","29280"
"In post","2023","20-29","Department for International Trade","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Human Resources","HEO","15","15","33660","35010"
"In post","2023","20-29","Department for International Trade","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","EO","55","55","28430","29280"
"In post","2023","20-29","Department for International Trade","International Trade","G6","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","G7","110","110","55430","55370"
"In post","2023","20-29","Department for International Trade","International Trade","HEO","195","190","34550","35010"
"In post","2023","20-29","Department for International Trade","International Trade","SEO","205","205","41160","41550"
"In post","2023","20-29","Department for International Trade","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Delivery","EO","20","20","29920","29280"
"In post","2023","20-29","Department for International Trade","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Delivery","HEO","20","20","38650","41310"
"In post","2023","20-29","Department for International Trade","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Other","EO","10","10","29400","29280"
"In post","2023","20-29","Department for International Trade","Other","G7","10","10","55580","55370"
"In post","2023","20-29","Department for International Trade","Other","HEO","15","15","34710","35010"
"In post","2023","20-29","Department for International Trade","Other","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Policy","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Policy","G7","25","25","55410","55370"
"In post","2023","20-29","Department for International Trade","Policy","HEO","35","35","35090","35010"
"In post","2023","20-29","Department for International Trade","Policy","SEO","40","40","41460","41550"
"In post","2023","20-29","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Project Delivery","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Project Delivery","HEO","10","10","[c]","[c]"
