"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Scottish Fiscal Commission","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","AA","70","[c]","23870","22180"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","AO","80","[c]","26190","25710"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","EO","145","[c]","29550","29100"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","G6","35","[c]","73540","73540"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","G7","135","[c]","56300","52360"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","HEO","245","[c]","34520","33520"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","SCS level","15","[c]","90040","81890"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","SEO","165","[c]","43690","41640"
"New entrant CS","2023","Scottish Housing Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Housing Regulator","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","AA","60","[c]","22780","22920"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","AO","240","[c]","25010","24710"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","EO","80","[c]","31320","31290"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","SEO","15","[c]","48230","47120"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","AO","60","[c]","25710","25710"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","EO","25","[c]","27350","26620"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","G7","20","[c]","57440","56860"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","Scottish Government","AA","760","[c]","22210","22180"
"New entrant CS","2023","Social Security Scotland","Scottish Government","AO","30","[c]","25770","25710"
"New entrant CS","2023","Social Security Scotland","Scottish Government","EO","710","[c]","29410","29100"
"New entrant CS","2023","Social Security Scotland","Scottish Government","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","Scottish Government","G7","20","[c]","57970","58850"
"New entrant CS","2023","Social Security Scotland","Scottish Government","HEO","235","[c]","35700","35020"
"New entrant CS","2023","Social Security Scotland","Scottish Government","SEO","80","[c]","44930","44890"
"New entrant CS","2023","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","AA","55","[c]","22180","22180"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","260","[c]","33460","32500"
"New entrant CS","2023","Teaching Regulation Agency","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","35","[c]","22150","22180"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","20","[c]","31760","31620"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","The National Archives","AO","25","[c]","23290","23460"
"New entrant CS","2023","The National Archives","The National Archives","EO","20","[c]","25610","24990"
"New entrant CS","2023","The National Archives","The National Archives","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","The National Archives","HEO","30","[c]","32260","29920"
"New entrant CS","2023","The National Archives","The National Archives","SEO","20","[c]","41960","41000"
"New entrant CS","2023","Transport Scotland","Scottish Government","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Scottish Government","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Scottish Government","HEO","15","[c]","33520","33520"
"New entrant CS","2023","Transport Scotland","Scottish Government","SEO","10","[c]","44170","41640"
"New entrant CS","2023","UK Debt Management Office","HM Treasury","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","UK Export Finance","EO","25","[c]","32300","32300"
"New entrant CS","2023","UK Export Finance","UK Export Finance","G6","10","[c]","77420","77520"
"New entrant CS","2023","UK Export Finance","UK Export Finance","G7","15","[c]","59690","60600"
"New entrant CS","2023","UK Export Finance","UK Export Finance","HEO","20","[c]","35280","34000"
"New entrant CS","2023","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","UK Export Finance","SEO","20","[c]","45620","44500"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","AA","30","[c]","21220","20100"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","AO","130","[c]","22190","20880"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","EO","160","[c]","26110","25940"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","G6","85","[c]","71800","66470"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","G7","150","[c]","53240","53400"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","HEO","185","[c]","32850","32980"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","45","[c]","109000","106690"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","SEO","185","[c]","40370","40880"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","AO","35","[c]","21740","21690"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","EO","35","[c]","28410","27610"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","HEO","25","[c]","34440","34370"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","SEO","10","[c]","44550","43890"
"New entrant CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","AA","40","[c]","20910","21200"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","AO","435","[c]","21440","21200"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","EO","145","[c]","25170","24840"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","G6","10","[c]","62620","61240"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","G7","75","[c]","53360","51460"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","HEO","245","[c]","31540","31060"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","SCS level","15","[c]","85690","80820"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","SEO","130","[c]","38640","37760"
"New entrant CS","2023","UK Supreme Court","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","UK Supreme Court","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","UK Supreme Court","SEO","10","[c]","37230","37230"
"New entrant CS","2023","Valuation Office Agency","HM Revenue and Customs","AO","270","[c]","22770","22520"
"New entrant CS","2023","Valuation Office Agency","HM Revenue and Customs","EO","55","[c]","26710","26020"
"New entrant CS","2023","Valuation Office Agency","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","HM Revenue and Customs","HEO","30","[c]","32380","32260"
"New entrant CS","2023","Valuation Office Agency","HM Revenue and Customs","SEO","25","[c]","44570","44530"
"New entrant CS","2023","Vehicle Certification Agency","Department for Transport","AO","10","[c]","22500","22500"
"New entrant CS","2023","Vehicle Certification Agency","Department for Transport","EO","10","[c]","[c]","[c]"
