"Status","Year","Age","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","16-19","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
