"Status","Year","Disability","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","AO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","G7","25","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","London","AO","50","50","24280","24480"
"In post","2023","Declared disabled","Attorney General's Departments","London","EO","90","80","29620","29330"
"In post","2023","Declared disabled","Attorney General's Departments","London","G6","70","65","71870","69820"
"In post","2023","Declared disabled","Attorney General's Departments","London","G7","160","150","59310","56080"
"In post","2023","Declared disabled","Attorney General's Departments","London","HEO","50","45","36470","35550"
"In post","2023","Declared disabled","Attorney General's Departments","London","SCS level","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","London","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","G7","15","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","AO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","EO","35","30","28270","28850"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","G7","60","55","55670","56450"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","AO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","EO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","G7","40","40","60370","61920"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","SEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","EO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Wales","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Wales","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Wales","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Wales","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","G7","35","30","54410","54800"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","AO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","EO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","G7","30","30","55150","52060"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","London","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","London","EO","60","60","28960","28370"
"In post","2023","Declared disabled","Cabinet Office","London","G6","70","70","70360","66990"
"In post","2023","Declared disabled","Cabinet Office","London","G7","170","165","58660","56430"
"In post","2023","Declared disabled","Cabinet Office","London","HEO","285","280","32090","30130"
"In post","2023","Declared disabled","Cabinet Office","London","SCS level","45","45","98950","85670"
"In post","2023","Declared disabled","Cabinet Office","London","SEO","85","85","42110","41870"
"In post","2023","Declared disabled","Cabinet Office","North East (England)","AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North East (England)","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North East (England)","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North East (England)","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","G7","35","35","56750","56000"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","HEO","35","35","31070","31660"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","SEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","HEO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South West (England)","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South West (England)","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South West (England)","HEO","15","15","[c]","[c]"
