"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cheshire","Cheshire East","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cheshire","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cheshire","Cheshire West and Chester","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cheshire","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cheshire","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cheshire","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cumbria","East Cumbria","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cumbria","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cumbria","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cumbria","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","Nottingham","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","15","15","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Devon","Devon CC","Female","15","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Devon","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Devon","Plymouth","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Devon","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Devon","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Devon","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Dorset and Somerset","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Dorset and Somerset","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Dorset and Somerset","Dorset","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Dorset and Somerset","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Dorset and Somerset","Somerset CC","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Dorset and Somerset","Somerset CC","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Breckland and South Norfolk","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Cambridgeshire CC","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Cambridgeshire CC","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Suffolk CC","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Anglia","Suffolk CC","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Wales","Cardiff and Vale of Glamorgan","Female","20","15","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Wales","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Wales","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Wales","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Wales","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Wales","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Wales","Powys","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Wales","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","West Essex","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","15","15","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Greater Manchester North East","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Greater Manchester North West","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Greater Manchester North West","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Greater Manchester South East","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Greater Manchester South West","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Manchester","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Greater Manchester","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","Central Hampshire","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","Central Hampshire","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","North Hampshire","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","South Hampshire","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Female","15","15","[c]","[c]"
"In post","2023","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - East","Hackney and Newham","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - East","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - East","Haringey and Islington","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - East","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - East","Lambeth","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - East","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - East","Lewisham and Southwark","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - East","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - West","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - West","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - West","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - West","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - West","Westminster","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Inner London - West","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","East Kent","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","East Kent","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","Kent Thames Gateway","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","West Kent","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Chorley and West Lancashire","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Chorley and West Lancashire","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancashire","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lincolnshire","Lincolnshire CC","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lincolnshire","Lincolnshire CC","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Merseyside","East Merseyside","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Merseyside","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Merseyside","Liverpool","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Merseyside","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Merseyside","Sefton","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Merseyside","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Merseyside","Wirral","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Merseyside","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","North Yorkshire","North Yorkshire CC","Female","15","15","[c]","[c]"
"In post","2023","Inspector of Education and Training","North Yorkshire","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","North Yorkshire","York","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","North Yorkshire","York","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Northumberland, and Tyne and Wear","Northumberland","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Northumberland, and Tyne and Wear","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Northumberland, and Tyne and Wear","Sunderland","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Northumberland, and Tyne and Wear","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Northumberland, and Tyne and Wear","Tyneside","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Northumberland, and Tyne and Wear","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","Redbridge and Waltham Forest","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - South","Bromley","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - South","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - South","Croydon","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - South","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","Barnet","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","Ealing","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","Ealing","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","Harrow and Hillingdon","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","Shropshire","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","Staffordshire CC","Female","15","15","[c]","[c]"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","Staffordshire CC","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","South Yorkshire","Sheffield","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","South Yorkshire","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Southern Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Southern Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","Brighton and Hove","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","East Sussex CC","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","East Sussex CC","Male","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","West Surrey","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","West Sussex (South West)","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","Durham","Female","15","15","[c]","[c]"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Central Scotland","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Central Scotland","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Birmingham","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Coventry","Female","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Sandwell","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Sandwell","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Solihull","Female","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
