"Status","Year","Profession_of_post","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","10","5","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Glasgow City","Outside London","Female","95","95","39330","34170"
"In post","2023","Commercial","Glasgow City","Outside London","Male","95","90","43980","38470"
"In post","2023","Commercial","Gloucestershire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","Female","70","65","45870","42140"
"In post","2023","Commercial","Greater Manchester South West","Outside London","Male","70","65","50020","44930"
"In post","2023","Commercial","Hackney and Newham","London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, County of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, County of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","Outside London","Female","200","190","45650","38470"
"In post","2023","Commercial","Leeds","Outside London","Male","165","165","47020","40350"
"In post","2023","Commercial","Leicester","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Leicester","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Lewisham and Southwark","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lewisham and Southwark","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Liverpool","Outside London","Female","150","150","42230","40090"
"In post","2023","Commercial","Liverpool","Outside London","Male","90","90","43430","40450"
"In post","2023","Commercial","Luton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Luton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Manchester","Outside London","Female","125","120","49210","39090"
"In post","2023","Commercial","Manchester","Outside London","Male","100","100","51940","43120"
"In post","2023","Commercial","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Mid and East Antrim","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid and East Antrim","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","Outside London","Female","40","40","42730","40750"
"In post","2023","Commercial","Milton Keynes","Outside London","Male","30","30","52360","45600"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","Female","55","55","38800","32730"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","Male","60","60","40270","37760"
"In post","2023","Commercial","North Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","Outside London","Male","10","5","[c]","[c]"
"In post","2023","Commercial","North and North East Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and North East Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and West Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and West Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","Outside London","Female","45","40","46070","40620"
"In post","2023","Commercial","Norwich and East Norfolk","Outside London","Male","45","45","42920","40160"
"In post","2023","Commercial","Nottingham","Outside London","Female","30","30","43800","41010"
"In post","2023","Commercial","Nottingham","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Oxfordshire CC","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Oxfordshire CC","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Perth and Kinross, and Stirling","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Perth and Kinross, and Stirling","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Peterborough","Outside London","Female","30","30","45970","41490"
"In post","2023","Commercial","Peterborough","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Plymouth","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Plymouth","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Portsmouth","Outside London","Female","40","35","40470","35800"
"In post","2023","Commercial","Portsmouth","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Powys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Powys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Redbridge and Waltham Forest","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Redbridge and Waltham Forest","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Sandwell","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Sandwell","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Sefton","Outside London","Female","10","5","[c]","[c]"
"In post","2023","Commercial","Sefton","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Sheffield","Outside London","Female","150","140","41670","38470"
"In post","2023","Commercial","Sheffield","Outside London","Male","120","120","43470","38470"
"In post","2023","Commercial","Shropshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Shropshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Solihull","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Solihull","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Somerset CC","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Commercial","Somerset CC","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","South Ayrshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South Ayrshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South Hampshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","South Hampshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","South Lanarkshire","Outside London","Female","40","40","50990","46000"
"In post","2023","Commercial","South Lanarkshire","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Commercial","South Nottinghamshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","South Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South and West Derbyshire","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","South and West Derbyshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Southampton","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Southampton","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Staffordshire CC","Outside London","Female","65","65","37230","33910"
"In post","2023","Commercial","Staffordshire CC","Outside London","Male","70","70","34900","31270"
"In post","2023","Commercial","Stoke-on-Trent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Stoke-on-Trent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Suffolk CC","Outside London","Female","20","15","[c]","[c]"
"In post","2023","Commercial","Suffolk CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Sunderland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Sunderland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Swansea","Outside London","Female","110","95","34350","31660"
"In post","2023","Commercial","Swansea","Outside London","Male","100","95","35710","31660"
"In post","2023","Commercial","Swindon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Swindon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Telford and Wrekin","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Telford and Wrekin","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Torbay","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Torbay","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tower Hamlets","London","Female","75","75","47120","43650"
"In post","2023","Commercial","Tower Hamlets","London","Male","85","85","57770","47230"
"In post","2023","Commercial","Tyneside","Outside London","Female","50","50","42310","37700"
"In post","2023","Commercial","Tyneside","Outside London","Male","50","50","46380","39580"
"In post","2023","Commercial","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Wakefield","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Wakefield","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Walsall","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Walsall","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wandsworth","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wandsworth","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Warrington","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Warrington","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Warwickshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Warwickshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Cumbria","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","West Cumbria","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","West Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Lothian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Lothian","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","West Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Surrey","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","West Surrey","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","West Sussex (North East)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Sussex (North East)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Sussex (South West)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Sussex (South West)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Westminster","London","Female","625","610","57210","55740"
"In post","2023","Commercial","Westminster","London","Male","665","660","65730","58460"
"In post","2023","Commercial","Wiltshire","Outside London","Female","135","125","40380","35800"
"In post","2023","Commercial","Wiltshire","Outside London","Male","110","110","46730","40580"
"In post","2023","Commercial","Wirral","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Commercial","Wirral","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Wolverhampton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wolverhampton","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Worcestershire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Worcestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","York","Outside London","Female","45","45","46330","51290"
"In post","2023","Commercial","York","Outside London","Male","30","30","47150","38940"
"In post","2023","Communications","Aberdeen City and Aberdeenshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Aberdeen City and Aberdeenshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Antrim and Newtownabbey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Antrim and Newtownabbey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ards and North Down","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ards and North Down","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Barnet","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Barnet","London","Male","5","5","[c]","[c]"
"In post","2023","Communications","Barnsley, Doncaster and Rotherham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Barnsley, Doncaster and Rotherham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","35","30","39280","38790"
"In post","2023","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Communications","Bedford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Belfast","Outside London","Female","15","10","[c]","[c]"
"In post","2023","Communications","Belfast","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Communications","Berkshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Communications","Berkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Communications","Bexley and Greenwich","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bexley and Greenwich","London","Male","[c]","[c]","[c]","[c]"
