"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Communications","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Communications","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Communications","Westminster","80","80","49730","46920"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Communications","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Operational Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","Bristol, City of","25","25","35680","32240"
"In post","2023","Communications","Department for Transport","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","Nottingham","20","20","39420","39820"
"In post","2023","Communications","Department for Transport","Communications","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","Southampton","20","15","35880","31660"
"In post","2023","Communications","Department for Transport","Communications","Swansea","70","65","30360","27350"
"In post","2023","Communications","Department for Transport","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","Westminster","55","55","50340","44140"
"In post","2023","Communications","Department for Transport","Communications","York","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Human Resources","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Operational Delivery","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Policy","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Unknown","Westminster","15","15","47200","43320"
"In post","2023","Communications","Department for Work and Pensions","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Blackpool","5","5","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Leeds","20","20","44750","43700"
"In post","2023","Communications","Department for Work and Pensions","Communications","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Sefton","40","40","41660","40790"
"In post","2023","Communications","Department for Work and Pensions","Communications","Sheffield","25","25","43060","39730"
"In post","2023","Communications","Department for Work and Pensions","Communications","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Communications","Westminster","35","35","52810","48790"
"In post","2023","Communications","Department for Work and Pensions","Finance","Blackpool","5","5","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Finance","Sheffield","5","5","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Human Resources","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Human Resources","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Knowledge and Information Management","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Knowledge and Information Management","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Knowledge and Information Management","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Knowledge and Information Management","Westminster","75","75","42340","39150"
"In post","2023","Communications","Department for Work and Pensions","Other","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Other","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Project Delivery","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Project Delivery","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Project Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Project Delivery","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Project Delivery","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Project Delivery","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Project Delivery","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Barnet","5","5","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Tower Hamlets","65","65","44450","41190"
"In post","2023","Communications","Department of Health and Social Care","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","Westminster","65","65","53480","53400"
"In post","2023","Communications","Department of Health and Social Care","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","York","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Planning","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Unknown","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Unknown","Westminster","55","55","47370","41950"
"In post","2023","Communications","Estyn","Communications","Cardiff and Vale of Glamorgan","10","5","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Belfast","5","5","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","Westminster","10","10","55610","44290"
"In post","2023","Communications","Food Standards Agency","Communications","York","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","Communications","Milton Keynes","10","10","36810","31140"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","Communications","Westminster","110","110","50860","46620"
"In post","2023","Communications","HM Land Registry","Communications","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","Croydon","15","15","44050","43150"
"In post","2023","Communications","HM Land Registry","Communications","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Belfast","5","5","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Birmingham","5","5","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Bristol, City of","10","10","50060","47370"
"In post","2023","Communications","HM Revenue and Customs","Communications","Cardiff and Vale of Glamorgan","10","5","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Croydon","10","10","42990","39790"
"In post","2023","Communications","HM Revenue and Customs","Communications","Durham","10","10","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Greater Manchester South West","15","15","48120","47550"
"In post","2023","Communications","HM Revenue and Customs","Communications","Hackney and Newham","20","20","52980","46100"
"In post","2023","Communications","HM Revenue and Customs","Communications","Leeds","15","10","51780","56870"
"In post","2023","Communications","HM Revenue and Customs","Communications","Liverpool","5","5","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Nottingham","30","30","45120","42510"
"In post","2023","Communications","HM Revenue and Customs","Communications","Plymouth","5","5","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Tower Hamlets","15","15","48500","41770"
"In post","2023","Communications","HM Revenue and Customs","Communications","Tyneside","45","45","42140","41780"
"In post","2023","Communications","HM Revenue and Customs","Communications","West Sussex (South West)","5","5","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Communications","Westminster","50","50","55630","48230"
"In post","2023","Communications","HM Treasury","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Treasury","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Treasury","Communications","Darlington","5","5","[c]","[c]"
"In post","2023","Communications","HM Treasury","Communications","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Treasury","Communications","Westminster","40","40","46040","41620"
"In post","2023","Communications","Home Office","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Communications","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Communications","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Communications","Sheffield","5","5","[c]","[c]"
"In post","2023","Communications","Home Office","Communications","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Communications","Westminster","95","95","52350","47010"
"In post","2023","Communications","Home Office","Other","Westminster","10","10","[c]","[c]"
"In post","2023","Communications","Home Office","Policy","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","42240","39500"
"In post","2023","Communications","Ministry of Defence","Communications","Berkshire","15","15","25920","24440"
"In post","2023","Communications","Ministry of Defence","Communications","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Buckinghamshire","35","35","38040","35990"
"In post","2023","Communications","Ministry of Defence","Communications","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Central Hampshire","55","50","34110","33830"
"In post","2023","Communications","Ministry of Defence","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Dorset","15","15","27950","27470"
"In post","2023","Communications","Ministry of Defence","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Hertfordshire CC","10","10","46360","45540"
"In post","2023","Communications","Ministry of Defence","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Lancaster and Wyre","15","10","33930","33990"
"In post","2023","Communications","Ministry of Defence","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Lincolnshire CC","10","10","29700","28650"
"In post","2023","Communications","Ministry of Defence","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","North Hampshire","10","10","37350","34300"
"In post","2023","Communications","Ministry of Defence","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Oxfordshire CC","20","20","30780","28650"
"In post","2023","Communications","Ministry of Defence","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Portsmouth","45","40","34910","34300"
"In post","2023","Communications","Ministry of Defence","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Shropshire","10","10","27570","27470"
"In post","2023","Communications","Ministry of Defence","Communications","Somerset CC","20","20","40910","34690"
"In post","2023","Communications","Ministry of Defence","Communications","South Hampshire","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Staffordshire CC","35","35","36380","33990"
"In post","2023","Communications","Ministry of Defence","Communications","Suffolk CC","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","Westminster","105","105","49360","48540"
"In post","2023","Communications","Ministry of Defence","Communications","Wiltshire","50","45","36720","34300"
"In post","2023","Communications","Ministry of Defence","Communications","York","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Birmingham","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Leeds","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Nottingham","10","10","40770","37680"
"In post","2023","Communications","Ministry of Justice","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Warwickshire CC","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Communications","Westminster","145","140","47810","43650"
"In post","2023","Communications","Ministry of Justice","Communications","York","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice","Operational Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Communications","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Communications","Lambeth","20","20","48700","50980"
"In post","2023","Communications","National Crime Agency","Communications","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Communications","Warrington","5","5","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Communications","Belfast","5","5","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Communications","Bristol, City of","5","5","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Communications","Manchester","5","5","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Communications","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Communications","Westminster","25","25","47040","43840"
"In post","2023","Communications","Office of Gas and Electricity Markets","Communications","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","Communications","Glasgow City","20","20","36760","32340"
"In post","2023","Communications","Office of Gas and Electricity Markets","Communications","Tower Hamlets","35","30","54350","49000"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","Communications","Coventry","15","15","41740","34690"
"In post","2023","Communications","Office of Rail and Road","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Communications","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Communications","Tower Hamlets","15","15","48220","33870"
