"Status","Year","Function_of_post","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Portsmouth","Outside London","205","205","44230","41200"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Somerset CC","Outside London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","South Hampshire","Outside London","15","15","34850","34300"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Staffordshire CC","Outside London","160","160","43670","41200"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Suffolk CC","Outside London","25","25","39530","41000"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Telford and Wrekin","Outside London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Westminster","London","300","295","55000","46900"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Wiltshire","Outside London","520","500","42350","41200"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Birmingham","Outside London","15","15","43370","51770"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Leeds","Outside London","80","80","37900","37680"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Liverpool","Outside London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Manchester","Outside London","20","20","42400","37680"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Nottingham","Outside London","15","15","38970","37680"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Tower Hamlets","London","140","140","45320","43650"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Tyneside","Outside London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Westminster","London","40","40","50780","46590"
"In post","2023","Project Delivery","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","15","15","44910","47380"
"In post","2023","Project Delivery","National Crime Agency","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Birmingham","Outside London","20","20","43890","44070"
"In post","2023","Project Delivery","National Crime Agency","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Lambeth","London","25","25","54310","50980"
"In post","2023","Project Delivery","National Crime Agency","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Warrington","Outside London","25","25","40290","38640"
"In post","2023","Project Delivery","National Crime Agency","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Savings and Investments","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Savings and Investments","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Savings and Investments","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","National Savings and Investments","Westminster","London","15","15","59450","55390"
"In post","2023","Project Delivery","Northern Ireland Office","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Northern Ireland Office","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Glasgow City","Outside London","20","20","44150","43650"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Tower Hamlets","London","45","45","53370","46250"
"In post","2023","Project Delivery","Office of Qualifications and Examinations Regulation","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Rail and Road","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Bristol, City of","Outside London","15","15","42020","41560"
"In post","2023","Project Delivery","Queen Elizabeth II Centre","Westminster","London","20","20","38830","38500"
"In post","2023","Project Delivery","Registers of Scotland","City of Edinburgh","Outside London","20","20","44620","49870"
"In post","2023","Project Delivery","Rural Payments Agency","Berkshire","Outside London","15","15","40810","37300"
"In post","2023","Project Delivery","Rural Payments Agency","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Devon CC","Outside London","15","15","41140","37850"
"In post","2023","Project Delivery","Rural Payments Agency","East Cumbria","Outside London","25","25","41020","37300"
"In post","2023","Project Delivery","Rural Payments Agency","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Tyneside","Outside London","35","30","43640","39200"
"In post","2023","Project Delivery","Rural Payments Agency","West Cumbria","Outside London","20","20","33850","32190"
"In post","2023","Project Delivery","Rural Payments Agency","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Worcestershire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","York","Outside London","20","20","35360","32470"
"In post","2023","Project Delivery","Scottish Prison Service","City of Edinburgh","Outside London","15","15","53670","57150"
"In post","2023","Project Delivery","Scottish Prison Service","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Serious Fraud Office","Westminster","London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Coventry","Outside London","50","45","41210","37740"
"In post","2023","Project Delivery","Standards and Testing Agency","Darlington","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Manchester","Outside London","15","15","38420","37590"
"In post","2023","Project Delivery","Standards and Testing Agency","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Sheffield","Outside London","15","15","37670","37590"
"In post","2023","Project Delivery","Standards and Testing Agency","Westminster","London","40","40","49030","46600"
"In post","2023","Project Delivery","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","1250","1215","43460","41200"
"In post","2023","Project Delivery","Submarine Delivery Agency","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Submarine Delivery Agency","Clackmannanshire and Fife","Outside London","20","20","53480","54620"
"In post","2023","Project Delivery","Submarine Delivery Agency","Derby","Outside London","15","15","46190","42620"
"In post","2023","Project Delivery","Submarine Delivery Agency","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","75","75","39660","41000"
"In post","2023","Project Delivery","Submarine Delivery Agency","Overseas","Overseas","25","25","52350","43590"
"In post","2023","Project Delivery","Submarine Delivery Agency","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Submarine Delivery Agency","Plymouth","Outside London","150","150","38720","34000"
"In post","2023","Project Delivery","Submarine Delivery Agency","West Cumbria","Outside London","155","150","44730","42620"
"In post","2023","Project Delivery","Submarine Delivery Agency","Wiltshire","Outside London","20","20","46280","44550"
"In post","2023","Project Delivery","The Insolvency Service","Birmingham","Outside London","15","10","37520","30840"
"In post","2023","Project Delivery","The Insolvency Service","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Hackney and Newham","London","10","10","50900","50080"
"In post","2023","Project Delivery","The Insolvency Service","Manchester","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Debt Management Office","Camden and City of London","London","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","Westminster","London","10","10","52850","42950"
"In post","2023","Project Delivery","UK Hydrographic Office","Somerset CC","Outside London","10","10","52090","52490"
"In post","2023","Project Delivery","UK Space Agency","Oxfordshire CC","Outside London","10","10","45350","37750"
"In post","2023","Project Delivery","UK Space Agency","Swindon","Outside London","65","65","45420","50680"
"In post","2023","Project Delivery","UK Space Agency","Westminster","London","125","125","49960","42040"
"In post","2023","Project Delivery","UK Statistics Authority","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Monmouthshire and Newport","Outside London","135","130","43500","37760"
"In post","2023","Project Delivery","UK Statistics Authority","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","South Hampshire","Outside London","125","120","41730","37760"
"In post","2023","Project Delivery","UK Statistics Authority","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Westminster","London","10","10","53740","42370"
"In post","2023","Project Delivery","Valuation Office Agency","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Greater Manchester South West","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Leeds","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Tower Hamlets","London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Vehicle Certification Agency","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Birmingham","Outside London","10","10","48110","47530"
"In post","2023","Project Delivery","Water Services Regulation Authority","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Welsh Revenue Authority","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Wilton Park","West Sussex (North East)","Outside London","40","40","37600","31620"
"In post","2023","Property","Cabinet Office (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Glasgow City","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Leeds","Outside London","10","10","45650","51290"
"In post","2023","Property","Cabinet Office (excl. agencies)","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Tower Hamlets","London","35","35","56700","56430"
"In post","2023","Property","Cabinet Office (excl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Leeds","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","Westminster","London","10","10","29650","28840"
"In post","2023","Property","Central Civil Service Fast Stream","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Charity Commission","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Companies House","Cardiff and Vale of Glamorgan","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","Tower Hamlets","London","5","5","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Defence Electronics and Components Agency","Flintshire and Wrexham","Outside London","10","10","30290","27640"
"In post","2023","Property","Defence Electronics and Components Agency","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","London","10","10","54220","55120"
"In post","2023","Property","Department for Education (excl. agencies)","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","Outside London","10","10","29660","28120"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","Outside London","15","15","47800","49400"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Darlington","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","Outside London","10","10","33800","30480"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Hertfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Leeds","Outside London","10","10","39820","30640"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire CC","Outside London","10","10","35050","30320"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Mid Lancashire","Outside London","15","15","36560","37300"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Peterborough","Outside London","15","15","38630","37300"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Somerset CC","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South Nottinghamshire","Outside London","10","10","33150","28280"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Tyneside","Outside London","20","20","45800","49400"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Warrington","Outside London","15","15","38030","30940"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","West Kent","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","West Surrey","Outside London","60","60","55970","55180"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","West Sussex (South West)","Outside London","15","10","42600","37300"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","London","30","30","42560","38220"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Worcestershire CC","Outside London","10","10","[c]","[c]"
