"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","UK Statistics Authority","Operational Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Operational Delivery","Wales","Outside London","1255","1170","31920","31060"
"In post","2023","UK Statistics Authority","Operational Delivery","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Operational Delivery","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Operational Research","London","London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Operational Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Operational Research","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Operational Research","Wales","Outside London","15","15","35570","33110"
"In post","2023","UK Statistics Authority","Policy","London","London","20","20","52860","54540"
"In post","2023","UK Statistics Authority","Policy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Policy","South East (England)","Outside London","30","30","35330","31060"
"In post","2023","UK Statistics Authority","Policy","Wales","Outside London","45","45","35770","31060"
"In post","2023","UK Statistics Authority","Project Delivery","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Project Delivery","London","London","10","10","53740","42370"
"In post","2023","UK Statistics Authority","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Project Delivery","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Project Delivery","South East (England)","Outside London","125","120","41730","37760"
"In post","2023","UK Statistics Authority","Project Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Project Delivery","Wales","Outside London","135","130","43500","37760"
"In post","2023","UK Statistics Authority","Project Delivery","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Property","London","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Property","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Property","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Security","London","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Security","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Security","South East (England)","Outside London","40","35","36830","31360"
"In post","2023","UK Statistics Authority","Security","Wales","Outside London","15","15","47410","54610"
"In post","2023","UK Statistics Authority","Social Research","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Social Research","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Social Research","London","London","60","60","41510","39300"
"In post","2023","UK Statistics Authority","Social Research","North East (England)","Outside London","25","25","34250","31560"
"In post","2023","UK Statistics Authority","Social Research","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","Social Research","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Social Research","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Social Research","South East (England)","Outside London","230","215","39520","39300"
"In post","2023","UK Statistics Authority","Social Research","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Social Research","Wales","Outside London","280","265","40340","39300"
"In post","2023","UK Statistics Authority","Social Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Social Research","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Statistics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Statistics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Statistics","London","London","75","70","52890","42370"
"In post","2023","UK Statistics Authority","Statistics","North East (England)","Outside London","15","15","37250","34870"
"In post","2023","UK Statistics Authority","Statistics","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Statistics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Statistics","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","Statistics","South East (England)","Outside London","145","135","44600","39300"
"In post","2023","UK Statistics Authority","Statistics","South West (England)","Outside London","10","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Statistics","Wales","Outside London","310","300","44540","39300"
"In post","2023","UK Statistics Authority","Statistics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Statistics","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","UK Supreme Court","Commercial","London","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Communications","London","London","10","5","[c]","[c]"
"In post","2023","UK Supreme Court","Digital, Data and Technology","London","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Human Resources","London","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Knowledge and Information Management","London","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Legal","London","London","10","10","41760","37230"
"In post","2023","UK Supreme Court","Operational Delivery","London","London","20","20","38540","30600"
"In post","2023","UK Supreme Court","Policy","London","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Property","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Commercial","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Commercial","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Communications","London","London","15","15","47670","40190"
"In post","2023","Valuation Office Agency","Communications","North East (England)","Outside London","15","15","33990","32260"
"In post","2023","Valuation Office Agency","Communications","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Communications","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Communications","South West (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Communications","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Communications","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Communications","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Digital, Data and Technology","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Digital, Data and Technology","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Digital, Data and Technology","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Digital, Data and Technology","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Economics","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Finance","London","London","10","10","50040","47480"
"In post","2023","Valuation Office Agency","Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Finance","North West (England)","Outside London","10","10","53320","58970"
"In post","2023","Valuation Office Agency","Finance","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Finance","Yorkshire and The Humber","Outside London","10","10","45240","39310"
"In post","2023","Valuation Office Agency","Human Resources","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Human Resources","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Human Resources","London","London","20","20","52040","49620"
"In post","2023","Valuation Office Agency","Human Resources","North East (England)","Outside London","10","10","33930","32620"
"In post","2023","Valuation Office Agency","Human Resources","North West (England)","Outside London","20","20","34380","32970"
"In post","2023","Valuation Office Agency","Human Resources","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Human Resources","South West (England)","Outside London","15","15","38350","32260"
"In post","2023","Valuation Office Agency","Human Resources","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Valuation Office Agency","Human Resources","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Human Resources","Yorkshire and The Humber","Outside London","25","25","36240","32970"
"In post","2023","Valuation Office Agency","Knowledge and Information Management","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Knowledge and Information Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Knowledge and Information Management","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Knowledge and Information Management","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Knowledge and Information Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Knowledge and Information Management","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Operational Delivery","East Midlands (England)","Outside London","40","35","37840","34440"
"In post","2023","Valuation Office Agency","Operational Delivery","East of England","Outside London","35","35","36490","38180"
"In post","2023","Valuation Office Agency","Operational Delivery","London","London","100","95","46010","43670"
"In post","2023","Valuation Office Agency","Operational Delivery","North East (England)","Outside London","365","355","26020","22520"
"In post","2023","Valuation Office Agency","Operational Delivery","North West (England)","Outside London","75","70","40980","40180"
"In post","2023","Valuation Office Agency","Operational Delivery","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Operational Delivery","South East (England)","Outside London","50","45","40100","35750"
"In post","2023","Valuation Office Agency","Operational Delivery","South West (England)","Outside London","390","365","27150","22520"
"In post","2023","Valuation Office Agency","Operational Delivery","Wales","Outside London","80","80","36110","32620"
"In post","2023","Valuation Office Agency","Operational Delivery","West Midlands (England)","Outside London","45","40","39250","39020"
"In post","2023","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","Outside London","95","90","38900","35020"
"In post","2023","Valuation Office Agency","Operational Research","London","London","5","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Operational Research","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Operational Research","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Operational Research","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Policy","London","London","15","15","64940","66080"
"In post","2023","Valuation Office Agency","Policy","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Policy","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Policy","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Policy","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Policy","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Project Delivery","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Project Delivery","London","London","10","10","[c]","[c]"
"In post","2023","Valuation Office Agency","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Project Delivery","North West (England)","Outside London","10","10","48030","41500"
"In post","2023","Valuation Office Agency","Project Delivery","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Project Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Project Delivery","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Project Delivery","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Project Delivery","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Property","East Midlands (England)","Outside London","135","120","35000","28840"
"In post","2023","Valuation Office Agency","Property","East of England","Outside London","140","130","36430","32970"
"In post","2023","Valuation Office Agency","Property","London","London","460","435","39720","35090"
"In post","2023","Valuation Office Agency","Property","North East (England)","Outside London","200","190","34350","28480"
"In post","2023","Valuation Office Agency","Property","North West (England)","Outside London","310","295","34170","30670"
"In post","2023","Valuation Office Agency","Property","Scotland","Outside London","35","30","47310","46380"
"In post","2023","Valuation Office Agency","Property","South East (England)","Outside London","170","155","37130","34440"
"In post","2023","Valuation Office Agency","Property","South West (England)","Outside London","230","210","37260","33960"
"In post","2023","Valuation Office Agency","Property","Wales","Outside London","150","140","37600","33760"
"In post","2023","Valuation Office Agency","Property","West Midlands (England)","Outside London","245","230","33930","28840"
"In post","2023","Valuation Office Agency","Property","Yorkshire and The Humber","Outside London","275","250","34290","29180"
"In post","2023","Valuation Office Agency","Social Research","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Social Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Social Research","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Statistics","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Statistics","North East (England)","Outside London","10","10","46020","41500"
"In post","2023","Valuation Office Agency","Statistics","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Statistics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Communications","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Digital, Data and Technology","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Digital, Data and Technology","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Finance","South West (England)","Outside London","10","10","37030","30710"
"In post","2023","Vehicle Certification Agency","Human Resources","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Internal Audit","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Knowledge and Information Management","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Knowledge and Information Management","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Operational Delivery","East Midlands (England)","Outside London","30","25","32540","27240"
"In post","2023","Vehicle Certification Agency","Operational Delivery","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Operational Delivery","South West (England)","Outside London","50","45","26500","22500"
"In post","2023","Vehicle Certification Agency","Project Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Property","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Science and Engineering","East Midlands (England)","Outside London","35","35","39350","38220"
"In post","2023","Vehicle Certification Agency","Science and Engineering","Overseas","Overseas","10","10","69120","68310"
"In post","2023","Vehicle Certification Agency","Science and Engineering","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Science and Engineering","South West (England)","Outside London","40","40","41010","39820"
"In post","2023","Vehicle Certification Agency","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Digital, Data and Technology","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Finance","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Operational Delivery","South East (England)","Outside London","70","70","38880","33830"
"In post","2023","Veterinary Medicines Directorate","Policy","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Science and Engineering","South East (England)","Outside London","20","20","53690","54640"
"In post","2023","Veterinary Medicines Directorate","Unknown","South East (England)","Outside London","45","45","42430","40260"
"In post","2023","Veterinary Medicines Directorate","Veterinarian","South East (England)","Outside London","10","10","60930","60400"
"In post","2023","Water Services Regulation Authority","Commercial","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Communications","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Communications","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Corporate Finance","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Digital, Data and Technology","London","London","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Digital, Data and Technology","West Midlands (England)","Outside London","20","20","49820","49760"
"In post","2023","Water Services Regulation Authority","Economics","London","London","30","30","59380","47850"
"In post","2023","Water Services Regulation Authority","Economics","West Midlands (England)","Outside London","20","20","62040","53660"
"In post","2023","Water Services Regulation Authority","Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Finance","West Midlands (England)","Outside London","15","15","75070","67090"
"In post","2023","Water Services Regulation Authority","Human Resources","West Midlands (England)","Outside London","15","10","43740","41340"
"In post","2023","Water Services Regulation Authority","Knowledge and Information Management","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Legal","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Legal","London","London","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Legal","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Operational Delivery","London","London","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Operational Delivery","West Midlands (England)","Outside London","20","20","38880","36500"
"In post","2023","Water Services Regulation Authority","Other","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Policy","London","London","15","15","71700","69360"
"In post","2023","Water Services Regulation Authority","Policy","West Midlands (England)","Outside London","35","35","53840","50000"
"In post","2023","Water Services Regulation Authority","Project Delivery","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Project Delivery","West Midlands (England)","Outside London","10","10","48110","47530"
"In post","2023","Water Services Regulation Authority","Property","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Science and Engineering","London","London","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Science and Engineering","West Midlands (England)","Outside London","20","15","57090","55330"
"In post","2023","Water Services Regulation Authority","Security","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Communications","Wales","Outside London","155","145","42320","39690"
"In post","2023","Welsh Government (excl. agencies)","Digital, Data and Technology","Wales","Outside London","220","215","40940","39690"
"In post","2023","Welsh Government (excl. agencies)","Economics","Wales","Outside London","50","45","50860","43660"
"In post","2023","Welsh Government (excl. agencies)","Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Finance","Wales","Outside London","320","300","45460","39690"
"In post","2023","Welsh Government (excl. agencies)","Human Resources","Wales","Outside London","245","230","33360","27890"
"In post","2023","Welsh Government (excl. agencies)","Inspector of Education and Training","Wales","Outside London","30","30","36800","36590"
"In post","2023","Welsh Government (excl. agencies)","Internal Audit","Wales","Outside London","25","20","44860","39690"
"In post","2023","Welsh Government (excl. agencies)","Knowledge and Information Management","Wales","Outside London","115","110","36730","30610"
"In post","2023","Welsh Government (excl. agencies)","Legal","Wales","Outside London","175","165","61130","63900"
"In post","2023","Welsh Government (excl. agencies)","Medicine","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Medicine","Wales","Outside London","195","185","49840","49370"
"In post","2023","Welsh Government (excl. agencies)","Operational Delivery","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Operational Delivery","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Operational Delivery","Wales","Outside London","1605","1505","39570","32130"
"In post","2023","Welsh Government (excl. agencies)","Operational Delivery","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Other","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Other","Wales","Outside London","605","570","45190","43660"
"In post","2023","Welsh Government (excl. agencies)","Planning","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","Wales","Outside London","65","60","46660","39690"
"In post","2023","Welsh Government (excl. agencies)","Planning Inspectors","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Policy","London","London","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Policy","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Policy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Policy","Wales","Outside London","1640","1560","45740","39690"
"In post","2023","Welsh Government (excl. agencies)","Policy","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Project Delivery","Wales","Outside London","135","130","47440","43660"
"In post","2023","Welsh Government (excl. agencies)","Property","Wales","Outside London","65","60","42870","39690"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","Wales","Outside London","65","65","52410","49370"
"In post","2023","Welsh Government (excl. agencies)","Social Research","Wales","Outside London","100","95","44090","41700"
"In post","2023","Welsh Government (excl. agencies)","Statistics","Wales","Outside London","95","90","43150","41700"
"In post","2023","Welsh Government (excl. agencies)","Unknown","Wales","Outside London","20","20","41420","41700"
"In post","2023","Welsh Government (excl. agencies)","Veterinarian","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Veterinarian","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Communications","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Digital, Data and Technology","Wales","Outside London","15","15","46250","39690"
"In post","2023","Welsh Revenue Authority","Finance","Wales","Outside London","10","10","43640","33600"
"In post","2023","Welsh Revenue Authority","Human Resources","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Human Resources","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Legal","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Legal","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Operational Delivery","Wales","Outside London","20","20","33040","30610"
"In post","2023","Welsh Revenue Authority","Policy","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Statistics","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Tax","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Tax","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Unknown","Wales","Outside London","15","15","54860","51410"
"In post","2023","Wilton Park","Commercial","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Communications","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Digital, Data and Technology","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Wilton Park","Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Human Resources","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Other","South East (England)","Outside London","25","20","29830","26340"
"In post","2023","Wilton Park","Policy","South East (England)","Outside London","15","15","52250","58290"
"In post","2023","Wilton Park","Project Delivery","South East (England)","Outside London","25","20","30740","26530"
"In post","2023","Wilton Park","Property","South East (England)","Outside London","5","5","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Unknown","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Commercial","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Communications","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","London","10","[c]","51510","48480"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Policy","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Policy","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Outside London","10","[c]","26560","25920"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","London","London","35","[c]","27040","25340"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","North West (England)","Outside London","30","[c]","25240","22150"
