"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","HEO","Female","55","[c]","34550","33520"
"Leaver Dept.","2023","Declared non-disabled","Scotland","HEO","Male","40","[c]","33850","34110"
"Leaver Dept.","2023","Declared non-disabled","Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","AO","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","AO","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","EO","Female","65","[c]","28180","28120"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","EO","Male","70","[c]","28890","28120"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","AO","Female","50","[c]","21860","21780"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","AO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","EO","Female","65","[c]","27170","27570"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","HEO","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","HEO","Male","45","[c]","33200","33300"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SEO","Female","60","[c]","41000","40720"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SEO","Male","40","[c]","41700","41500"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","AO","Female","65","[c]","22060","21840"
"Leaver Dept.","2023","Declared non-disabled","Wales","AO","Male","45","[c]","22190","22500"
"Leaver Dept.","2023","Declared non-disabled","Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","EO","Female","95","[c]","26940","27320"
"Leaver Dept.","2023","Declared non-disabled","Wales","EO","Male","65","[c]","27520","27570"
"Leaver Dept.","2023","Declared non-disabled","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","HEO","Female","65","[c]","32170","31660"
"Leaver Dept.","2023","Declared non-disabled","Wales","HEO","Male","50","[c]","32580","31660"
"Leaver Dept.","2023","Declared non-disabled","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","SEO","Female","60","[c]","41060","40130"
"Leaver Dept.","2023","Declared non-disabled","Wales","SEO","Male","40","[c]","42640","41620"
"Leaver Dept.","2023","Declared non-disabled","Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","AO","Female","90","[c]","21730","21780"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","AO","Male","55","[c]","21550","21690"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","EO","Female","125","[c]","27440","28120"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","EO","Male","60","[c]","27330","27570"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","HEO","Female","60","[c]","32400","31970"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","HEO","Male","40","[c]","33180","32110"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","SEO","Female","40","[c]","40560","39640"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","AO","Female","50","[c]","21680","21690"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","AO","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","EO","Female","95","[c]","27250","27570"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","EO","Male","90","[c]","27410","27570"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","G7","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","HEO","Female","60","[c]","32800","32160"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","HEO","Male","35","[c]","32930","32640"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","SEO","Female","65","[c]","39070","38470"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","SEO","Male","50","[c]","39710","39170"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","G7","Male","35","[c]","56050","54710"
"Leaver Dept.","2023","Undeclared","London","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","HEO","Male","35","[c]","34910","34160"
"Leaver Dept.","2023","Undeclared","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","SEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","SEO","Male","35","[c]","41750","41410"
"Leaver Dept.","2023","Undeclared","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","North West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","EO","Female","[c]","[c]","[c]","[c]"
