"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","165","160","37580","33490"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Planning","London","20","20","54300","54630"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Planning","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Planning Inspectors","London","10","5","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Planning Inspectors","Outside London","135","125","61590","60050"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","London","180","175","53740","54630"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","Outside London","65","60","46820","46700"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Project Delivery","London","10","10","49090","47910"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Project Delivery","Outside London","20","20","47160","49700"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Statistics","London","20","20","54280","56590"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Transport","Commercial","London","20","20","64940","68090"
"In post","2023","50-59","Department for Transport","Commercial","Outside London","60","55","36580","33850"
"In post","2023","50-59","Department for Transport","Communications","London","15","15","47150","44570"
"In post","2023","50-59","Department for Transport","Communications","Outside London","30","25","39250","33510"
"In post","2023","50-59","Department for Transport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Counter Fraud","Outside London","25","20","31640","31450"
"In post","2023","50-59","Department for Transport","Digital, Data and Technology","London","25","25","47460","44140"
"In post","2023","50-59","Department for Transport","Digital, Data and Technology","Outside London","240","240","45760","42180"
"In post","2023","50-59","Department for Transport","Economics","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Transport","Finance","London","40","40","56940","56040"
"In post","2023","50-59","Department for Transport","Finance","Outside London","85","80","39230","37850"
"In post","2023","50-59","Department for Transport","Human Resources","London","15","15","53660","55990"
"In post","2023","50-59","Department for Transport","Human Resources","Outside London","105","100","38870","33850"
"In post","2023","50-59","Department for Transport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Transport","International Trade","London","10","10","[c]","[c]"
"In post","2023","50-59","Department for Transport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Knowledge and Information Management","Outside London","20","20","36750","34240"
"In post","2023","50-59","Department for Transport","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Medicine","Outside London","20","15","76340","88880"
"In post","2023","50-59","Department for Transport","Operational Delivery","London","190","185","34570","31450"
"In post","2023","50-59","Department for Transport","Operational Delivery","Outside London","2575","2405","27450","27260"
"In post","2023","50-59","Department for Transport","Operational Research","Outside London","25","25","32400","33050"
"In post","2023","50-59","Department for Transport","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Planning","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Transport","Policy","London","140","140","54210","55740"
"In post","2023","50-59","Department for Transport","Policy","Outside London","140","135","39810","35140"
"In post","2023","50-59","Department for Transport","Project Delivery","London","80","80","66490","66750"
"In post","2023","50-59","Department for Transport","Project Delivery","Outside London","35","35","42240","40570"
"In post","2023","50-59","Department for Transport","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Property","Outside London","50","45","35680","31800"
"In post","2023","50-59","Department for Transport","Science and Engineering","London","15","15","54260","51100"
"In post","2023","50-59","Department for Transport","Science and Engineering","Outside London","20","20","47530","41640"
"In post","2023","50-59","Department for Transport","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Security","London","35","35","47550","43750"
"In post","2023","50-59","Department for Transport","Security","Outside London","30","30","35900","27450"
"In post","2023","50-59","Department for Transport","Social Research","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Transport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Statistics","London","10","10","[c]","[c]"
"In post","2023","50-59","Department for Transport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport","Unknown","London","80","75","53860","36890"
"In post","2023","50-59","Department for Transport","Unknown","Outside London","75","75","67650","80740"
"In post","2023","50-59","Department for Work and Pensions","Commercial","London","40","40","45610","43760"
"In post","2023","50-59","Department for Work and Pensions","Commercial","Outside London","250","235","38410","38470"
"In post","2023","50-59","Department for Work and Pensions","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Communications","London","10","10","49610","46930"
"In post","2023","50-59","Department for Work and Pensions","Communications","Outside London","30","30","43440","40790"
"In post","2023","50-59","Department for Work and Pensions","Counter Fraud","London","350","330","31890","32520"
"In post","2023","50-59","Department for Work and Pensions","Counter Fraud","Outside London","1870","1730","28970","28120"
"In post","2023","50-59","Department for Work and Pensions","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","London","75","70","46190","43760"
"In post","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","Outside London","1360","1320","44800","38470"
"In post","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Finance","London","40","40","50920","43760"
"In post","2023","50-59","Department for Work and Pensions","Finance","Outside London","350","330","40120","38470"
"In post","2023","50-59","Department for Work and Pensions","Human Resources","London","40","35","45430","41770"
"In post","2023","50-59","Department for Work and Pensions","Human Resources","Outside London","200","190","42950","38470"
"In post","2023","50-59","Department for Work and Pensions","Knowledge and Information Management","London","45","40","38970","32520"
"In post","2023","50-59","Department for Work and Pensions","Knowledge and Information Management","Outside London","95","95","33130","34170"
"In post","2023","50-59","Department for Work and Pensions","Legal","Outside London","10","10","56220","57570"
"In post","2023","50-59","Department for Work and Pensions","Operational Delivery","London","1995","1850","32730","32520"
"In post","2023","50-59","Department for Work and Pensions","Operational Delivery","Outside London","20630","18470","27860","28120"
"In post","2023","50-59","Department for Work and Pensions","Operational Delivery","Unknown","70","65","29170","28120"
"In post","2023","50-59","Department for Work and Pensions","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Other","London","110","110","48940","39150"
"In post","2023","50-59","Department for Work and Pensions","Other","Outside London","1475","1320","27010","26650"
"In post","2023","50-59","Department for Work and Pensions","Other","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Policy","London","140","135","53540","45380"
"In post","2023","50-59","Department for Work and Pensions","Policy","Outside London","145","135","46390","41480"
"In post","2023","50-59","Department for Work and Pensions","Project Delivery","London","85","85","50300","43760"
"In post","2023","50-59","Department for Work and Pensions","Project Delivery","Outside London","560","530","40650","38470"
"In post","2023","50-59","Department for Work and Pensions","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Property","London","10","10","48440","43760"
"In post","2023","50-59","Department for Work and Pensions","Property","Outside London","90","90","44200","38470"
"In post","2023","50-59","Department for Work and Pensions","Property","Unknown","15","15","48340","47510"
"In post","2023","50-59","Department for Work and Pensions","Psychology","Outside London","10","10","36180","36690"
"In post","2023","50-59","Department for Work and Pensions","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Science and Engineering","Outside London","130","120","47060","46280"
"In post","2023","50-59","Department for Work and Pensions","Security","London","35","35","48720","43760"
"In post","2023","50-59","Department for Work and Pensions","Security","Outside London","175","165","40830","38470"
"In post","2023","50-59","Department for Work and Pensions","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Social Research","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Statistics","London","10","10","64440","69550"
"In post","2023","50-59","Department for Work and Pensions","Statistics","Outside London","30","25","49470","53190"
"In post","2023","50-59","Department for Work and Pensions","Unknown","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","Unknown","Outside London","40","35","36540","28120"
"In post","2023","50-59","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Commercial","London","25","25","54850","43210"
"In post","2023","50-59","Department of Health and Social Care","Commercial","Outside London","20","20","49960","50830"
"In post","2023","50-59","Department of Health and Social Care","Communications","London","30","30","50740","43300"
"In post","2023","50-59","Department of Health and Social Care","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Digital, Data and Technology","London","40","40","56010","54690"
"In post","2023","50-59","Department of Health and Social Care","Digital, Data and Technology","Outside London","40","40","58130","50770"
"In post","2023","50-59","Department of Health and Social Care","Finance","London","30","30","53560","53400"
"In post","2023","50-59","Department of Health and Social Care","Finance","Outside London","40","40","47580","50830"
"In post","2023","50-59","Department of Health and Social Care","Human Resources","London","25","25","55890","54690"
"In post","2023","50-59","Department of Health and Social Care","Human Resources","Outside London","30","30","48660","49590"
"In post","2023","50-59","Department of Health and Social Care","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Legal","London","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Legal","Outside London","10","10","48170","41480"
"In post","2023","50-59","Department of Health and Social Care","Medicine","London","75","70","83160","79590"
"In post","2023","50-59","Department of Health and Social Care","Medicine","Outside London","105","95","88880","94840"
"In post","2023","50-59","Department of Health and Social Care","Operational Delivery","London","245","235","49370","40880"
"In post","2023","50-59","Department of Health and Social Care","Operational Delivery","Outside London","370","350","44480","39170"
"In post","2023","50-59","Department of Health and Social Care","Operational Research","London","10","10","57580","55530"
"In post","2023","50-59","Department of Health and Social Care","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Other","London","10","10","53970","59520"
"In post","2023","50-59","Department of Health and Social Care","Other","Outside London","25","25","45430","42480"
"In post","2023","50-59","Department of Health and Social Care","Policy","London","40","40","63770","60250"
"In post","2023","50-59","Department of Health and Social Care","Policy","Outside London","25","25","54290","50830"
"In post","2023","50-59","Department of Health and Social Care","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Property","Outside London","10","10","52190","50230"
"In post","2023","50-59","Department of Health and Social Care","Science and Engineering","London","145","140","55670","53920"
"In post","2023","50-59","Department of Health and Social Care","Science and Engineering","Outside London","270","255","48660","49010"
"In post","2023","50-59","Department of Health and Social Care","Security","London","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Statistics","London","10","10","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care","Unknown","London","250","240","57730","54690"
"In post","2023","50-59","Department of Health and Social Care","Unknown","Outside London","185","175","51850","50830"
"In post","2023","50-59","Estyn","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","Inspector of Education and Training","Outside London","40","40","77810","78500"
"In post","2023","50-59","Estyn","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Estyn","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Commercial","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Counter Fraud","Outside London","25","25","40480","35540"
"In post","2023","50-59","Food Standards Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Digital, Data and Technology","Outside London","10","10","44280","39320"
"In post","2023","50-59","Food Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Finance","Outside London","10","10","41680","40880"
"In post","2023","50-59","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Human Resources","Outside London","15","15","47130","53110"
"In post","2023","50-59","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Legal","London","5","5","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Operational Delivery","London","10","10","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Operational Delivery","Outside London","250","245","33210","29060"
"In post","2023","50-59","Food Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Policy","London","15","15","43000","35360"
"In post","2023","50-59","Food Standards Agency","Policy","Outside London","50","45","45510","40690"
"In post","2023","50-59","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Project Delivery","Outside London","10","10","49250","52330"
"In post","2023","50-59","Food Standards Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Science and Engineering","Outside London","10","10","45350","38670"
"In post","2023","50-59","Food Standards Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Veterinarian","Outside London","15","15","49630","52720"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Commercial","London","10","10","55440","50830"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Commercial","Outside London","40","40","46460","45010"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Communications","London","15","15","62630","63790"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","40","35","51810","50420"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","95","95","49370","48440"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Finance","London","40","40","55730","57620"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Finance","Outside London","95","95","38160","30430"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Human Resources","London","80","75","58690","55460"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Human Resources","Outside London","30","30","46120","44210"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","25","25","53550","58970"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","15","15","45780","41670"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","10","5","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Legal","London","20","20","63890","62570"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Operational Delivery","London","65","60","44870","40620"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Other","London","45","45","48560","41040"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Other","Outside London","15","15","52820","31620"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Policy","London","405","395","59180","61100"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Policy","Outside London","60","55","51290","53200"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Policy","Overseas","470","470","59870","58510"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Project Delivery","London","75","70","61550","63130"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","45","40","43480","37520"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Property","London","15","15","60200","63580"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Property","Outside London","40","40","45980","43860"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Property","Overseas","5","5","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Security","London","135","130","51980","45410"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Security","Outside London","75","70","42020","38920"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Security","Overseas","30","30","42700","44200"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","London","30","30","53700","40650"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Communications","London","5","5","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Digital, Data and Technology","Outside London","190","180","41500","39460"
"In post","2023","50-59","HM Land Registry","Finance","London","10","10","54270","57830"
"In post","2023","50-59","HM Land Registry","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Human Resources","Outside London","25","25","40290","34850"
"In post","2023","50-59","HM Land Registry","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Legal","London","10","10","59960","70230"
"In post","2023","50-59","HM Land Registry","Legal","Outside London","75","70","49230","53720"
"In post","2023","50-59","HM Land Registry","Operational Delivery","London","70","65","38540","38410"
"In post","2023","50-59","HM Land Registry","Operational Delivery","Outside London","1900","1710","31150","28080"
"In post","2023","50-59","HM Land Registry","Other","London","10","10","58160","38940"
"In post","2023","50-59","HM Land Registry","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Project Delivery","Outside London","55","50","40730","39520"
"In post","2023","50-59","HM Land Registry","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Property","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs","Commercial","Outside London","30","25","44350","42510"
"In post","2023","50-59","HM Revenue and Customs","Communications","London","35","35","55460","52720"
"In post","2023","50-59","HM Revenue and Customs","Communications","Outside London","55","50","45860","42510"
"In post","2023","50-59","HM Revenue and Customs","Counter Fraud","London","160","160","44060","41740"
"In post","2023","50-59","HM Revenue and Customs","Counter Fraud","Outside London","445","435","37140","35000"
"In post","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","London","110","110","51030","45950"
"In post","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","Outside London","595","575","46790","42510"
"In post","2023","50-59","HM Revenue and Customs","Economics","London","10","10","74320","80380"
"In post","2023","50-59","HM Revenue and Customs","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs","Finance","London","130","125","53400","45960"
"In post","2023","50-59","HM Revenue and Customs","Finance","Outside London","270","255","43590","42140"
"In post","2023","50-59","HM Revenue and Customs","Human Resources","London","65","65","53910","47300"
"In post","2023","50-59","HM Revenue and Customs","Human Resources","Outside London","275","265","44350","42510"
"In post","2023","50-59","HM Revenue and Customs","Intelligence Analysis","London","15","15","51920","45760"
"In post","2023","50-59","HM Revenue and Customs","Intelligence Analysis","Outside London","25","25","37780","35500"
"In post","2023","50-59","HM Revenue and Customs","Internal Audit","London","5","5","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs","Internal Audit","Outside London","20","20","51220","44930"
"In post","2023","50-59","HM Revenue and Customs","International Trade","London","5","5","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs","International Trade","Outside London","30","30","39410","41780"
"In post","2023","50-59","HM Revenue and Customs","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs","Knowledge and Information Management","Outside London","10","10","46530","44270"
"In post","2023","50-59","HM Revenue and Customs","Legal","London","240","235","46650","39880"
"In post","2023","50-59","HM Revenue and Customs","Legal","Outside London","495","470","35360","35000"
"In post","2023","50-59","HM Revenue and Customs","Operational Delivery","London","825","780","37760","34370"
"In post","2023","50-59","HM Revenue and Customs","Operational Delivery","Outside London","8250","7375","28990","22520"
"In post","2023","50-59","HM Revenue and Customs","Operational Research","London","10","10","56020","52720"
"In post","2023","50-59","HM Revenue and Customs","Operational Research","Outside London","25","25","36610","30200"
"In post","2023","50-59","HM Revenue and Customs","Other","London","30","25","47240","43810"
"In post","2023","50-59","HM Revenue and Customs","Other","Outside London","130","120","47970","42520"
"In post","2023","50-59","HM Revenue and Customs","Policy","London","275","265","63470","65230"
"In post","2023","50-59","HM Revenue and Customs","Policy","Outside London","170","160","52190","56870"
"In post","2023","50-59","HM Revenue and Customs","Project Delivery","London","175","170","56680","48570"
"In post","2023","50-59","HM Revenue and Customs","Project Delivery","Outside London","875","850","50160","43320"
"In post","2023","50-59","HM Revenue and Customs","Property","London","165","160","43290","38180"
"In post","2023","50-59","HM Revenue and Customs","Property","Outside London","680","640","39900","35020"
"In post","2023","50-59","HM Revenue and Customs","Security","London","25","25","51370","47210"
"In post","2023","50-59","HM Revenue and Customs","Security","Outside London","60","60","46200","42510"
"In post","2023","50-59","HM Revenue and Customs","Social Research","London","10","10","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs","Social Research","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs","Statistics","London","35","35","54940","46160"
"In post","2023","50-59","HM Revenue and Customs","Statistics","Outside London","10","10","50380","49690"
"In post","2023","50-59","HM Revenue and Customs","Tax","London","820","795","46020","42060"
"In post","2023","50-59","HM Revenue and Customs","Tax","Outside London","3290","3140","40050","35070"
"In post","2023","50-59","HM Revenue and Customs","Unknown","London","150","145","58160","45960"
"In post","2023","50-59","HM Revenue and Customs","Unknown","Outside London","605","590","40650","35000"
"In post","2023","50-59","HM Treasury","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury","Digital, Data and Technology","London","15","15","56250","57130"
"In post","2023","50-59","HM Treasury","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury","Economics","London","5","5","[c]","[c]"
"In post","2023","50-59","HM Treasury","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury","Finance","London","15","10","52320","55090"
"In post","2023","50-59","HM Treasury","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","HM Treasury","Human Resources","London","10","10","[c]","[c]"
"In post","2023","50-59","HM Treasury","Human Resources","Outside London","10","10","40770","36800"
"In post","2023","50-59","HM Treasury","Internal Audit","London","45","45","61230","55250"
"In post","2023","50-59","HM Treasury","Internal Audit","Outside London","75","75","53150","51350"
"In post","2023","50-59","HM Treasury","Internal Audit","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","HM Treasury","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","50-59","HM Treasury","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury","Operational Delivery","London","30","30","36500","30600"
"In post","2023","50-59","HM Treasury","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","HM Treasury","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury","Other","London","5","5","[c]","[c]"
