"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Undeclared","Undeclared","South East (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","South West (England)","Undeclared","65","[c]","38450","34300"
"Leaver CS","2023","Undeclared","Undeclared","South West (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Wales","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","West Midlands (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Yorkshire and The Humber","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","East Midlands (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","East of England","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","North East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","North West (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","North West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","South East (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","South East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","West Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Yorkshire and The Humber","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","East Midlands (England)","Heterosexual / straight","55","[c]","28040","27570"
"Leaver CS","2023","Undeclared","White","East Midlands (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","East Midlands (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","East Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","East of England","Heterosexual / straight","70","[c]","31030","29290"
"Leaver CS","2023","Undeclared","White","East of England","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","East of England","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","East of England","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","London","Heterosexual / straight","130","[c]","48150","42470"
"Leaver CS","2023","Undeclared","White","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","London","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","North East (England)","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","North East (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","North East (England)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","North West (England)","Heterosexual / straight","90","[c]","28800","24680"
"Leaver CS","2023","Undeclared","White","North West (England)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","North West (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","North West (England)","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Northern Ireland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Scotland","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Scotland","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","South East (England)","Heterosexual / straight","115","[c]","32960","27570"
"Leaver CS","2023","Undeclared","White","South East (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","South East (England)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","South East (England)","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","South West (England)","Heterosexual / straight","95","[c]","35550","32760"
"Leaver CS","2023","Undeclared","White","South West (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","South West (England)","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","South West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Wales","Heterosexual / straight","55","[c]","26400","22500"
"Leaver CS","2023","Undeclared","White","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Wales","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Wales","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","West Midlands (England)","Heterosexual / straight","65","[c]","28910","25000"
"Leaver CS","2023","Undeclared","White","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","West Midlands (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","West Midlands (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Yorkshire and The Humber","Heterosexual / straight","80","[c]","32500","27570"
"Leaver CS","2023","Undeclared","White","Yorkshire and The Humber","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Yorkshire and The Humber","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","White","Yorkshire and The Humber","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","East Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","East of England","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","East of England","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","London","Heterosexual / straight","120","[c]","38400","33990"
"Leaver CS","2023","Unknown","Asian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","North West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","North West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","South East (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","South East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","South West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","South West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Wales","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","West Midlands (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","West Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","London","Heterosexual / straight","80","[c]","38600","32000"
"Leaver CS","2023","Unknown","Black","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","North West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","South East (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","South West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","West Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Yorkshire and The Humber","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","London","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","South East (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","South West (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Wales","LGBO","[c]","[c]","[c]","[c]"
