"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Office of Gas and Electricity Markets","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","G6/G7","30","30","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government","AA/AO","30","30","24450","23910"
"In post","2023","Mixed","Scottish Government","EO","40","40","30780","29450"
"In post","2023","Mixed","Scottish Government","G6/G7","35","30","67220","65280"
"In post","2023","Mixed","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government","SEO/HEO","70","65","41400","41640"
"In post","2023","Mixed","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","EO","5","5","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","AA/AO","25","20","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","EO","10","10","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","G6/G7","25","25","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","SEO/HEO","50","50","34680","31850"
"In post","2023","Mixed","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government","AA/AO","10","10","[c]","[c]"
"In post","2023","Mixed","Welsh Government","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Welsh Government","G6/G7","15","15","[c]","[c]"
"In post","2023","Mixed","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Attorney General's Departments","AA/AO","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Attorney General's Departments","EO","25","20","[c]","[c]"
"In post","2023","Other ethnicity","Attorney General's Departments","G6/G7","50","45","59850","56450"
"In post","2023","Other ethnicity","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Attorney General's Departments","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office","G6/G7","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office","SEO/HEO","45","45","36160","35650"
"In post","2023","Other ethnicity","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Competition and Markets Authority","G6/G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","45","45","59360","55350"
"In post","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","55","55","39450","41060"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","G6/G7","30","30","59030","55800"
"In post","2023","Other ethnicity","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G6/G7","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","AA/AO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","EO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","G6/G7","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","AA/AO","115","100","22730","21690"
"In post","2023","Other ethnicity","Department for Work and Pensions","EO","255","235","30120","30030"
"In post","2023","Other ethnicity","Department for Work and Pensions","G6/G7","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SEO/HEO","75","75","39760","39150"
"In post","2023","Other ethnicity","Department of Health and Social Care","AA/AO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","EO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","G6/G7","35","35","60330","55860"
"In post","2023","Other ethnicity","Department of Health and Social Care","SCS level","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","SEO/HEO","45","45","38410","38120"
"In post","2023","Other ethnicity","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","50","50","61600","59370"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","55","55","38650","38540"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Land Registry","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","HM Revenue and Customs","AA/AO","60","55","23530","22520"
"In post","2023","Other ethnicity","HM Revenue and Customs","EO","65","60","30050","28130"
"In post","2023","Other ethnicity","HM Revenue and Customs","G6/G7","40","35","63940","65230"
"In post","2023","Other ethnicity","HM Revenue and Customs","SCS level","5","5","[c]","[c]"
"In post","2023","Other ethnicity","HM Revenue and Customs","SEO/HEO","115","110","39560","39790"
"In post","2023","Other ethnicity","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Treasury","EO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","HM Treasury","G6/G7","60","60","59060","55230"
"In post","2023","Other ethnicity","HM Treasury","SCS level","5","5","[c]","[c]"
"In post","2023","Other ethnicity","HM Treasury","SEO/HEO","55","55","36060","34190"
"In post","2023","Other ethnicity","Home Office","AA/AO","40","35","24640","26400"
"In post","2023","Other ethnicity","Home Office","EO","105","95","28650","29750"
"In post","2023","Other ethnicity","Home Office","G6/G7","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","SEO/HEO","60","60","36700","36180"
"In post","2023","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence","AA/AO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice","AA/AO","225","210","27910","26700"
"In post","2023","Other ethnicity","Ministry of Justice","EO","65","65","30620","29660"
"In post","2023","Other ethnicity","Ministry of Justice","G6/G7","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice","SEO/HEO","105","100","42830","41260"
"In post","2023","Other ethnicity","Ministry of Justice","Unknown","120","115","31330","29050"
"In post","2023","Other ethnicity","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Crime Agency","EO","20","15","[c]","[c]"
"In post","2023","Other ethnicity","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","National Crime Agency","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government","AA/AO","30","25","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government","EO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government","G6/G7","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","AA/AO","30","30","23420","22870"
"In post","2023","Undeclared","Attorney General's Departments","EO","45","40","29280","28850"
"In post","2023","Undeclared","Attorney General's Departments","G6/G7","120","110","61080","58820"
"In post","2023","Undeclared","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","SEO/HEO","35","30","37870","38760"
"In post","2023","Undeclared","Cabinet Office","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office","G6/G7","155","150","60720","58280"
"In post","2023","Undeclared","Cabinet Office","SCS level","20","20","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office","SEO/HEO","120","120","35940","35240"
"In post","2023","Undeclared","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","30","30","23330","23240"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","EO","40","40","28470","27620"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","175","170","61770","59600"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","205","200","40900","41070"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","25","25","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Undeclared","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Education","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Department for Education","G6/G7","130","125","58550","55380"
"In post","2023","Undeclared","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Education","SEO/HEO","145","140","36910","37590"
"In post","2023","Undeclared","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","135","125","22340","22150"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","EO","115","105","26960","25920"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","120","115","53880","51150"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","220","210","35400","37300"
"In post","2023","Undeclared","Department for International Trade","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","G6/G7","40","40","59180","56880"
"In post","2023","Undeclared","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","SEO/HEO","30","30","39820","41550"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","60","55","59920","60050"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","40","40","38000","37540"
"In post","2023","Undeclared","Department for Transport","AA/AO","265","245","24350","22500"
"In post","2023","Undeclared","Department for Transport","EO","320","300","29280","27450"
