"Status","Year","Function_of_post","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","National Crime Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","London","G7","5","5","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Planning Inspectorate","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Planning Inspectorate","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Queen Elizabeth II Centre","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Queen Elizabeth II Centre","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Queen Elizabeth II Centre","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Scotland","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Prison Service","Scotland","AA","15","15","23870","22920"
"In post","2023","Commercial","Scottish Prison Service","Scotland","AO","30","30","28090","28490"
"In post","2023","Commercial","Scottish Prison Service","Scotland","EO","15","15","34560","34070"
"In post","2023","Commercial","Scottish Prison Service","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Prison Service","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Prison Service","Scotland","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Scottish Prison Service","Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Serious Fraud Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Serious Fraud Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Serious Fraud Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Submarine Delivery Agency","North West (England)","Unknown","15","15","39930","42620"
"In post","2023","Commercial","Submarine Delivery Agency","Scotland","Unknown","15","10","38040","33690"
"In post","2023","Commercial","Submarine Delivery Agency","South West (England)","Unknown","135","135","43810","42620"
"In post","2023","Commercial","The Insolvency Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The Insolvency Service","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The Insolvency Service","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The Insolvency Service","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The Insolvency Service","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The Insolvency Service","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","The Insolvency Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The National Archives","London","AO","20","20","23800","23460"
"In post","2023","Commercial","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The National Archives","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The National Archives","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The National Archives","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The National Archives","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","London","EO","25","25","32400","32300"
"In post","2023","Commercial","UK Export Finance","London","G6","15","15","81660","81230"
"In post","2023","Commercial","UK Export Finance","London","G7","55","55","60780","61320"
"In post","2023","Commercial","UK Export Finance","London","HEO","35","35","35650","35000"
"In post","2023","Commercial","UK Export Finance","London","SCS level","10","10","118720","117760"
"In post","2023","Commercial","UK Export Finance","London","SEO","65","65","46840","45130"
"In post","2023","Commercial","UK Export Finance","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","London","EO","10","10","29330","28620"
"In post","2023","Commercial","UK Health Security Agency","London","G6","15","15","77760","69030"
"In post","2023","Commercial","UK Health Security Agency","London","G7","15","15","54910","55200"
"In post","2023","Commercial","UK Health Security Agency","London","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","London","SEO","10","10","42470","42550"
"In post","2023","Commercial","UK Health Security Agency","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Hydrographic Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Hydrographic Office","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Hydrographic Office","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Hydrographic Office","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Hydrographic Office","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Space Agency","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Space Agency","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Space Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Wales","G7","10","10","53620","52490"
"In post","2023","Commercial","UK Statistics Authority","Wales","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Wales","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Valuation Office Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Valuation Office Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Valuation Office Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Valuation Office Agency","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Valuation Office Agency","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Water Services Regulation Authority","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Water Services Regulation Authority","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wilton Park","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wilton Park","South East (England)","AO","5","5","[c]","[c]"
"In post","2023","Commercial","Wilton Park","South East (England)","EO","10","5","[c]","[c]"
"In post","2023","Commercial","Wilton Park","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wilton Park","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wilton Park","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Active Travel England","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Active Travel England","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Advisory, Conciliation and Arbitration Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Advisory, Conciliation and Arbitration Service","London","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Advisory, Conciliation and Arbitration Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Advisory, Conciliation and Arbitration Service","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Advisory, Conciliation and Arbitration Service","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Attorney General's Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Attorney General's Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Attorney General's Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Attorney General's Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Building Digital UK","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Building Digital UK","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Building Digital UK","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Building Digital UK","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Building Digital UK","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Building Digital UK","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Building Digital UK","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Building Digital UK","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Building Digital UK","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office (excl. agencies)","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office (excl. agencies)","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office (excl. agencies)","London","EO","15","15","28360","28370"
"In post","2023","Communications","Cabinet Office (excl. agencies)","London","G6","25","25","67910","66530"
"In post","2023","Communications","Cabinet Office (excl. agencies)","London","G7","70","65","57270","56430"
"In post","2023","Communications","Cabinet Office (excl. agencies)","London","HEO","40","40","36150","35650"
"In post","2023","Communications","Cabinet Office (excl. agencies)","London","SCS level","20","20","97240","87400"
"In post","2023","Communications","Cabinet Office (excl. agencies)","London","SEO","55","55","42580","41870"
"In post","2023","Communications","Cabinet Office (excl. agencies)","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office (excl. agencies)","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Central Civil Service Fast Stream","London","HEO","10","10","33660","34250"
"In post","2023","Communications","Centre for Environment, Fisheries and Aquaculture Science","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Centre for Environment, Fisheries and Aquaculture Science","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Centre for Environment, Fisheries and Aquaculture Science","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Centre for Environment, Fisheries and Aquaculture Science","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Charity Commission","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Companies House","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Companies House","Wales","EO","5","5","[c]","[c]"
"In post","2023","Communications","Companies House","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Companies House","Wales","G7","5","5","[c]","[c]"
"In post","2023","Communications","Companies House","Wales","HEO","10","10","[c]","[c]"
"In post","2023","Communications","Companies House","Wales","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","London","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","London","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Commercial Service","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Commercial Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Commercial Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Commercial Service","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Commercial Service","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Commercial Service","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Commercial Service","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Commercial Service","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Commercial Service","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Office and Procurator Fiscal Service","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Office and Procurator Fiscal Service","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Office and Procurator Fiscal Service","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Office and Procurator Fiscal Service","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Office and Procurator Fiscal Service","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","London","G7","10","10","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","London","HEO","10","10","33090","32660"
"In post","2023","Communications","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","London","SEO","15","15","41520","40540"
"In post","2023","Communications","Crown Prosecution Service","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Crown Prosecution Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Defence Electronics and Components Agency","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Defence Electronics and Components Agency","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Defence Electronics and Components Agency","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Defence Equipment and Support","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Defence Equipment and Support","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Defence Equipment and Support","South West (England)","G7","5","5","[c]","[c]"
"In post","2023","Communications","Defence Equipment and Support","South West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Defence Equipment and Support","South West (England)","SEO","15","15","39100","38790"
"In post","2023","Communications","Defence Science and Technology Laboratory","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Defence Science and Technology Laboratory","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Defence Science and Technology Laboratory","South West (England)","G7","5","5","[c]","[c]"
"In post","2023","Communications","Defence Science and Technology Laboratory","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Defence Science and Technology Laboratory","South West (England)","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","10","10","[c]","[c]"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","20","20","58460","60170"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","30","30","39390","39460"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","25","25","46270","46410"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","SEO","[c]","[c]","[c]","[c]"
