"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Communications","Department for International Trade","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Transport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Transport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions","EO","Female","50","[c]","29400","28120"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions","EO","Male","50","[c]","29000","28120"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs","EO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs","EO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HM Revenue and Customs","AA/AO","Female","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HM Revenue and Customs","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HM Revenue and Customs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HM Revenue and Customs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HM Revenue and Customs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HM Revenue and Customs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Attorney General's Departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Attorney General's Departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Attorney General's Departments","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","SEO/HEO","Female","35","[c]","33150","32000"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","SEO/HEO","Male","40","[c]","33120","32960"
"Leaver Dept.","2023","Digital, Data & Technology","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Transport","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Transport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Transport","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Transport","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Male","35","[c]","37410","37990"
"Leaver Dept.","2023","Digital, Data & Technology","Department of Health and Social Care","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
