"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Food Standards Agency","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Outside London","EO","10","10","28070","28090"
"In post","2023","Food Standards Agency","Human Resources","Outside London","G6/G7","15","10","57190","56050"
"In post","2023","Food Standards Agency","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Outside London","SEO/HEO","20","15","35280","35450"
"In post","2023","Food Standards Agency","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Outside London","SEO/HEO","10","10","35130","34910"
"In post","2023","Food Standards Agency","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","London","EO","10","10","30470","30540"
"In post","2023","Food Standards Agency","Operational Delivery","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","London","SEO/HEO","25","25","38480","41160"
"In post","2023","Food Standards Agency","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Outside London","EO","360","340","28230","28090"
"In post","2023","Food Standards Agency","Operational Delivery","Outside London","G6/G7","50","50","54990","53110"
"In post","2023","Food Standards Agency","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Outside London","SEO/HEO","190","185","35180","33140"
"In post","2023","Food Standards Agency","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","London","EO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","London","G6/G7","30","30","59050","57250"
"In post","2023","Food Standards Agency","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","London","SEO/HEO","35","35","37100","33820"
"In post","2023","Food Standards Agency","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","Outside London","G6/G7","45","45","55970","53110"
"In post","2023","Food Standards Agency","Policy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","Outside London","SEO/HEO","180","175","36520","38100"
"In post","2023","Food Standards Agency","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Project Delivery","Outside London","EO","10","5","[c]","[c]"
"In post","2023","Food Standards Agency","Project Delivery","Outside London","G6/G7","15","15","56600","53110"
"In post","2023","Food Standards Agency","Project Delivery","Outside London","SEO/HEO","15","15","37680","38100"
"In post","2023","Food Standards Agency","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Science and Engineering","London","G6/G7","10","10","58270","57250"
"In post","2023","Food Standards Agency","Science and Engineering","London","SEO/HEO","25","25","38200","41160"
"In post","2023","Food Standards Agency","Science and Engineering","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Science and Engineering","Outside London","G6/G7","20","20","55710","56410"
"In post","2023","Food Standards Agency","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Science and Engineering","Outside London","SEO/HEO","70","70","35000","33320"
"In post","2023","Food Standards Agency","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Veterinarian","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Veterinarian","Outside London","G6/G7","25","20","53830","53110"
"In post","2023","Food Standards Agency","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Veterinarian","Outside London","SEO/HEO","35","35","39110","38670"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","London","G6/G7","10","10","68060","61870"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","London","SEO/HEO","15","15","43010","44450"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","Outside London","EO","20","20","28000","28540"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","Outside London","G6/G7","35","35","57770","54040"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","Outside London","SEO/HEO","50","50","40070","40750"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Communications","London","EO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Communications","London","G6/G7","35","35","61560","60970"
"In post","2023","Foreign, Commonwealth and Development Office","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Communications","London","SEO/HEO","60","60","43420","43610"
"In post","2023","Foreign, Commonwealth and Development Office","Communications","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Communications","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","EO","20","20","33880","33680"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","G6/G7","40","40","63980","62760"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","SEO/HEO","60","55","43180","43520"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","AA/AO","15","15","25060","25700"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","EO","55","55","30380","29900"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","G6/G7","80","80","58590","58140"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","SEO/HEO","180","175","42220","42210"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","Unknown","15","15","23450","23800"
"In post","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Economics","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Economics","London","G6/G7","20","20","63160","61770"
"In post","2023","Foreign, Commonwealth and Development Office","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Economics","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Economics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Economics","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Economics","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","London","EO","15","10","33230","33680"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","London","G6/G7","90","90","62130","61120"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","London","SCS level","10","10","83980","79850"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","London","SEO/HEO","70","70","40780","40600"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Outside London","AA/AO","135","135","25330","25700"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Outside London","EO","85","80","27980","28090"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Outside London","G6/G7","60","60","57540","55900"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Outside London","SEO/HEO","100","95","37920","36630"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Overseas","G6/G7","10","10","59600","59600"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","London","AA/AO","15","15","27520","28950"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","London","EO","25","25","32880","32620"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","London","G6/G7","90","90","61940","60300"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","London","SCS level","20","20","89670","79880"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","London","SEO/HEO","110","110","39830","38560"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","Outside London","AA/AO","25","25","24820","24090"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","Outside London","EO","20","15","28700","28540"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","Outside London","G6/G7","25","25","60440","56310"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","Outside London","SEO/HEO","35","30","39730","34950"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Human Resources","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","EO","20","20","32580","33060"
"In post","2023","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","G6/G7","55","55","61000","58970"
"In post","2023","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","SEO/HEO","70","65","40240","39730"
"In post","2023","Foreign, Commonwealth and Development Office","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Internal Audit","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Internal Audit","London","SEO/HEO","10","10","40320","40600"
"In post","2023","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","G6/G7","15","15","56410","52880"
"In post","2023","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","SEO/HEO","40","40","39070","39660"
"In post","2023","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","G6/G7","15","10","60850","62130"
"In post","2023","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","G6/G7","35","20","58950","58820"
"In post","2023","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","SEO/HEO","10","10","35240","32750"
"In post","2023","Foreign, Commonwealth and Development Office","Legal","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Legal","London","EO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Legal","London","G6/G7","65","65","65840","67530"
"In post","2023","Foreign, Commonwealth and Development Office","Legal","London","SCS level","10","10","90650","81690"
"In post","2023","Foreign, Commonwealth and Development Office","Legal","London","SEO/HEO","10","10","41480","40810"
"In post","2023","Foreign, Commonwealth and Development Office","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","London","AA/AO","10","10","28950","28950"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","London","EO","70","70","33090","31570"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","London","G6/G7","35","35","63410","61950"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","London","SEO/HEO","85","85","42200","39400"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Other","London","AA/AO","10","10","30220","28950"
"In post","2023","Foreign, Commonwealth and Development Office","Other","London","EO","30","30","33630","33070"
"In post","2023","Foreign, Commonwealth and Development Office","Other","London","G6/G7","40","40","63360","62000"
"In post","2023","Foreign, Commonwealth and Development Office","Other","London","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Other","London","SEO/HEO","45","45","40650","40450"
"In post","2023","Foreign, Commonwealth and Development Office","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Other","Outside London","AA/AO","15","15","26110","26100"
"In post","2023","Foreign, Commonwealth and Development Office","Other","Outside London","EO","10","10","28080","28440"
"In post","2023","Foreign, Commonwealth and Development Office","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Other","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Other","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","London","AA/AO","50","50","28760","28950"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","London","EO","180","175","32040","31820"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","London","G6/G7","1020","995","61270","60030"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","London","SCS level","180","175","87020","79120"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","London","SEO/HEO","815","805","39800","39880"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Outside London","EO","35","35","26330","26900"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Outside London","G6/G7","130","120","58020","57070"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Outside London","SEO/HEO","85","80","36530","34950"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Overseas","AA/AO","20","20","26460","23950"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Overseas","EO","35","35","27950","28280"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Overseas","G6/G7","970","970","59530","57990"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Overseas","SCS level","240","240","87410","77480"
"In post","2023","Foreign, Commonwealth and Development Office","Policy","Overseas","SEO/HEO","740","740","36210","35250"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","London","AA/AO","10","10","28920","28950"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","London","EO","20","20","32150","32290"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","London","G6/G7","220","205","63190","62720"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","London","SCS level","20","20","83590","79000"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","London","SEO/HEO","105","100","42000","40750"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","EO","30","30","27480","28150"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","G6/G7","45","40","59760","58300"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","SEO/HEO","70","65","37860","34950"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","G6/G7","20","20","59320","57250"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Property","London","G6/G7","25","25","67320","67980"
"In post","2023","Foreign, Commonwealth and Development Office","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Property","London","SEO/HEO","20","20","45550","46370"
"In post","2023","Foreign, Commonwealth and Development Office","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Property","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Property","Outside London","EO","35","35","30000","29400"
"In post","2023","Foreign, Commonwealth and Development Office","Property","Outside London","G6/G7","20","20","67150","64730"
"In post","2023","Foreign, Commonwealth and Development Office","Property","Outside London","SEO/HEO","75","75","41820","42150"
"In post","2023","Foreign, Commonwealth and Development Office","Property","Outside London","Unknown","30","30","23870","23800"
"In post","2023","Foreign, Commonwealth and Development Office","Property","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Property","Overseas","SEO/HEO","10","10","43980","43750"
"In post","2023","Foreign, Commonwealth and Development Office","Security","London","AA/AO","50","50","31300","29350"
"In post","2023","Foreign, Commonwealth and Development Office","Security","London","EO","35","35","32580","32410"
"In post","2023","Foreign, Commonwealth and Development Office","Security","London","G6/G7","115","115","64900","63460"
"In post","2023","Foreign, Commonwealth and Development Office","Security","London","SCS level","25","25","89270","79770"
"In post","2023","Foreign, Commonwealth and Development Office","Security","London","SEO/HEO","115","115","40500","39880"
"In post","2023","Foreign, Commonwealth and Development Office","Security","Outside London","AA/AO","65","60","26690","26100"
"In post","2023","Foreign, Commonwealth and Development Office","Security","Outside London","EO","55","55","29550","29400"
"In post","2023","Foreign, Commonwealth and Development Office","Security","Outside London","G6/G7","25","25","60370","58820"
"In post","2023","Foreign, Commonwealth and Development Office","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Security","Outside London","SEO/HEO","100","95","41790","42150"
"In post","2023","Foreign, Commonwealth and Development Office","Security","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Security","Overseas","EO","25","25","29080","28840"
"In post","2023","Foreign, Commonwealth and Development Office","Security","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Security","Overseas","SEO/HEO","75","75","41540","40890"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","London","EO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","London","G6/G7","70","65","60770","58710"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","London","SCS level","15","15","84290","81320"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","London","SEO/HEO","55","55","38810","38600"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Overseas","G6/G7","15","15","58580","57290"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Communications","London","SEO/HEO","15","15","42570","43150"
"In post","2023","HM Land Registry","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
