"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Unknown","Unknown","Female","65","[c]","27620","27570"
"Leaver CS","2023","No function","Unknown","Unknown","Male","40","[c]","29980","27610"
"Leaver CS","2023","No function","Wales","East Wales","Female","470","[c]","27210","24030"
"Leaver CS","2023","No function","Wales","East Wales","Male","455","[c]","31240","27350"
"Leaver CS","2023","No function","Wales","West Wales and The Valleys","Female","645","[c]","23710","21840"
"Leaver CS","2023","No function","Wales","West Wales and The Valleys","Male","340","[c]","25000","22500"
"Leaver CS","2023","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","185","[c]","28020","26850"
"Leaver CS","2023","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","165","[c]","30330","27730"
"Leaver CS","2023","No function","West Midlands (England)","Shropshire and Staffordshire","Female","440","[c]","27160","23390"
"Leaver CS","2023","No function","West Midlands (England)","Shropshire and Staffordshire","Male","330","[c]","27140","26780"
"Leaver CS","2023","No function","West Midlands (England)","West Midlands","Female","740","[c]","28460","25830"
"Leaver CS","2023","No function","West Midlands (England)","West Midlands","Male","485","[c]","30740","26810"
"Leaver CS","2023","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","175","[c]","26830","26410"
"Leaver CS","2023","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","165","[c]","27910","26450"
"Leaver CS","2023","No function","Yorkshire and The Humber","North Yorkshire","Female","140","[c]","34300","27140"
"Leaver CS","2023","No function","Yorkshire and The Humber","North Yorkshire","Male","95","[c]","31670","27530"
"Leaver CS","2023","No function","Yorkshire and The Humber","South Yorkshire","Female","295","[c]","27310","25880"
"Leaver CS","2023","No function","Yorkshire and The Humber","South Yorkshire","Male","245","[c]","28910","25880"
"Leaver CS","2023","No function","Yorkshire and The Humber","West Yorkshire","Female","650","[c]","32300","28120"
"Leaver CS","2023","No function","Yorkshire and The Humber","West Yorkshire","Male","555","[c]","34140","28120"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East of England","East Anglia","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East of England","East Anglia","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East of England","Essex","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","Inner London - East","Female","60","[c]","46310","35880"
"Leaver CS","2023","Project Delivery","London","Inner London - East","Male","55","[c]","59570","56080"
"Leaver CS","2023","Project Delivery","London","Inner London - West","Female","85","[c]","45240","41400"
"Leaver CS","2023","Project Delivery","London","Inner London - West","Male","105","[c]","47810","43410"
"Leaver CS","2023","Project Delivery","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","Outer London - South","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","Outer London - South","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Cumbria","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Cumbria","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Greater Manchester","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Greater Manchester","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Lancashire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Lancashire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Merseyside","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","North West (England)","Merseyside","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","West Central Scotland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","West Central Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South East (England)","Hampshire and Isle of Wight","Female","35","[c]","41350","37690"
"Leaver CS","2023","Project Delivery","South East (England)","Hampshire and Isle of Wight","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South West (England)","Devon","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South West (England)","Devon","Male","35","[c]","40630","41200"
"Leaver CS","2023","Project Delivery","South West (England)","Dorset and Somerset","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South West (England)","Dorset and Somerset","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","150","[c]","40870","39700"
"Leaver CS","2023","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","270","[c]","43190","40280"
"Leaver CS","2023","Project Delivery","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Wales","East Wales","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Wales","East Wales","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Wales","West Wales and The Valleys","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Wales","West Wales and The Valleys","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","West Midlands (England)","West Midlands","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","West Midlands (England)","West Midlands","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","South Yorkshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","South Yorkshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","West Yorkshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","West Yorkshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","East Midlands (England)","Derbyshire and Nottinghamshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","East Midlands (England)","Derbyshire and Nottinghamshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","East Midlands (England)","Lincolnshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","East of England","East Anglia","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","East of England","East Anglia","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","East of England","Essex","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Inner London - East","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Inner London - East","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Inner London - West","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Inner London - West","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Outer London - South","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Outer London - South","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Outer London - West and North West","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","North East (England)","Northumberland, and Tyne and Wear","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","North East (England)","Northumberland, and Tyne and Wear","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","North East (England)","Tees Valley and Durham","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","North East (England)","Tees Valley and Durham","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Greater Manchester","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Greater Manchester","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Merseyside","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","North West (England)","Merseyside","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Northern Ireland","Northern Ireland","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","Eastern Scotland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","Eastern Scotland","Male","30","[c]","35700","30900"
"Leaver CS","2023","Property","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","West Central Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","West Central Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","South East (England)","Hampshire and Isle of Wight","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","South East (England)","Hampshire and Isle of Wight","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","South East (England)","Kent","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","South East (England)","Surrey, East and West Sussex","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","South East (England)","Surrey, East and West Sussex","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","South West (England)","Devon","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","South West (England)","Devon","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","South West (England)","Dorset and Somerset","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Wales","East Wales","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Wales","East Wales","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","Wales","West Wales and The Valleys","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Wales","West Wales and The Valleys","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","West Midlands (England)","Shropshire and Staffordshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","West Midlands (England)","Shropshire and Staffordshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","West Midlands (England)","West Midlands","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","West Midlands (England)","West Midlands","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Yorkshire and The Humber","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Yorkshire and The Humber","North Yorkshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Yorkshire and The Humber","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Yorkshire and The Humber","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Yorkshire and The Humber","West Yorkshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Yorkshire and The Humber","West Yorkshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","East Midlands (England)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","East Midlands (England)","Derbyshire and Nottinghamshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","East Midlands (England)","Lincolnshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","East of England","East Anglia","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","East of England","East Anglia","Male","40","[c]","41710","36700"
"Leaver CS","2023","Security","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","East of England","Essex","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Inner London - East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Inner London - East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Inner London - West","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Inner London - West","Male","65","[c]","39690","35990"
"Leaver CS","2023","Security","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Outer London - South","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Outer London - South","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North East (England)","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North East (England)","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Cumbria","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Greater Manchester","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Lancashire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Merseyside","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Merseyside","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Northern Ireland","Northern Ireland","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","Eastern Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","North Eastern Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","West Central Scotland","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","West Central Scotland","Male","80","[c]","32580","24610"
"Leaver CS","2023","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","105","[c]","33670","29480"
"Leaver CS","2023","Security","South East (England)","Hampshire and Isle of Wight","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","South East (England)","Hampshire and Isle of Wight","Male","50","[c]","30710","27500"
"Leaver CS","2023","Security","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","South East (England)","Kent","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","South East (England)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","South East (England)","Surrey, East and West Sussex","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","South West (England)","Cornwall and Isles of Scilly","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","South West (England)","Devon","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","South West (England)","Devon","Male","55","[c]","29270","27500"
"Leaver CS","2023","Security","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","South West (England)","Dorset and Somerset","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","60","[c]","35940","35390"
"Leaver CS","2023","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Wales","East Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Wales","East Wales","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Wales","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Wales","West Wales and The Valleys","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","West Midlands (England)","Shropshire and Staffordshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","West Midlands (England)","West Midlands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","West Midlands (England)","West Midlands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Yorkshire and The Humber","North Yorkshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","Yorkshire and The Humber","North Yorkshire","Male","45","[c]","30570","26750"
"Leaver CS","2023","Security","Yorkshire and The Humber","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Yorkshire and The Humber","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Yorkshire and The Humber","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Yorkshire and The Humber","West Yorkshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East of England","Bedfordshire and Hertfordshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East of England","Bedfordshire and Hertfordshire","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East of England","East Anglia","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East of England","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Inner London - East","Female","120","[c]","49140","41480"
"Leaver CS","2023","Unknown","London","Inner London - East","Male","90","[c]","53860","53830"
