"Status","Year","Function_of_post","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Defence Equipment and Support","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","No function","Defence Equipment and Support","Yorkshire and The Humber","North Yorkshire","20","20","35310","32500"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","47180","50310"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","East Anglia","10","10","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","4190","4100","52750","55120"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Outer London - West and North West","90","90","45580","43210"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","20","20","47500","50310"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Tees Valley and Durham","55","55","44690","42620"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","365","365","43350","37750"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Eastern Scotland","75","75","42810","37470"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","North Eastern Scotland","100","95","52910","50680"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","54670","50680"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","East Wales","135","135","39770","37470"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","West Midlands","350","345","41830","37750"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","West Yorkshire","10","10","47050","44880"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Inner London - West","1190","1170","49670","52760"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","10","10","38840","35620"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","Greater Manchester","60","60","41270","35620"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","10","48450","52760"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","East Wales","10","10","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","150","145","40010","37590"
"In post","2023","No function","Department for Education (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","East of England","Bedfordshire and Hertfordshire","25","25","47750","41720"
"In post","2023","No function","Department for Education (excl. agencies)","East of England","East Anglia","30","25","46600","51640"
"In post","2023","No function","Department for Education (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","London","Inner London - West","1220","1165","52970","55020"
"In post","2023","No function","Department for Education (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","London","Outer London - South","30","30","46550","41440"
"In post","2023","No function","Department for Education (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","30","30","40400","37900"
"In post","2023","No function","Department for Education (excl. agencies)","North East (England)","Tees Valley and Durham","300","290","39280","37590"
"In post","2023","No function","Department for Education (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","North West (England)","Greater Manchester","415","400","40960","37590"
"In post","2023","No function","Department for Education (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","South West (England)","Devon","5","5","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","150","145","44700","37880"
"In post","2023","No function","Department for Education (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","West Midlands (England)","West Midlands","280","275","41010","37590"
"In post","2023","No function","Department for Education (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","Yorkshire and The Humber","South Yorkshire","620","585","43040","37590"
"In post","2023","No function","Department for Education (excl. agencies)","Yorkshire and The Humber","West Yorkshire","45","45","42400","38710"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","40","40","40380","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Lincolnshire","15","15","41130","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","East Anglia","60","60","42280","37710"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - West","2130","2070","46470","40480"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","165","160","41040","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire","105","100","43350","37710"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cumbria","35","35","38770","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Greater Manchester","20","20","37020","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Lancashire","20","15","40580","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Eastern Scotland","25","25","41100","37330"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","20","41690","37980"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","10","10","40850","37310"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Kent","10","5","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Surrey, East and West Sussex","15","15","41920","40260"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","10","10","37780","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Devon","80","75","42860","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Dorset and Somerset","15","10","38620","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","515","490","41760","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","East Wales","20","20","40640","37560"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","West Wales and The Valleys","15","15","37050","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","30","30","44960","49400"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","15","15","35530","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","West Midlands","35","35","46610","37710"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","North Yorkshire","370","355","40620","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","South Yorkshire","25","25","46860","49400"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","25","25","44180","43560"
"In post","2023","No function","Department for International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","35","35","48030","46420"
"In post","2023","No function","Department for International Trade","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","No function","Department for International Trade","East of England","East Anglia","35","35","45030","45190"
"In post","2023","No function","Department for International Trade","London","Inner London - West","1850","1830","49380","42400"
"In post","2023","No function","Department for International Trade","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for International Trade","North East (England)","Tees Valley and Durham","120","120","38900","38050"
"In post","2023","No function","Department for International Trade","North West (England)","Greater Manchester","70","70","43500","40170"
"In post","2023","No function","Department for International Trade","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2023","No function","Department for International Trade","Overseas","Overseas","175","175","57480","55370"
"In post","2023","No function","Department for International Trade","Scotland","Eastern Scotland","25","25","48410","52000"
"In post","2023","No function","Department for International Trade","Scotland","West Central Scotland","10","10","41740","38200"
"In post","2023","No function","Department for International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for International Trade","South East (England)","Hampshire and Isle of Wight","25","25","42480","42930"
"In post","2023","No function","Department for International Trade","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","40300","42370"
"In post","2023","No function","Department for International Trade","Wales","East Wales","20","20","48970","52000"
"In post","2023","No function","Department for International Trade","West Midlands (England)","West Midlands","65","60","42080","38740"
"In post","2023","No function","Department for International Trade","Yorkshire and The Humber","West Yorkshire","55","55","42580","43540"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","45","45","40980","37540"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Bedfordshire and Hertfordshire","15","15","34220","32320"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","East Anglia","50","45","41780","35790"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Inner London - West","1510","1475","50890","54630"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","45","45","41220","37540"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Tees Valley and Durham","25","25","43210","38850"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Cheshire","55","55","42520","37540"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Greater Manchester","65","60","41140","37540"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Merseyside","20","20","37810","34190"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","Northern Ireland","15","15","44730","41720"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","Eastern Scotland","30","30","46090","49700"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Devon","35","35","41000","37540"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","75","75","45520","49700"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","East Wales","30","30","47300","49700"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","West Midlands","200","195","38250","34050"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","South Yorkshire","30","30","47340","45790"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","West Yorkshire","75","70","43510","37540"
"In post","2023","No function","Department for Transport (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","58520","50340"
"In post","2023","No function","Department for Transport (excl. agencies)","London","Inner London - East","105","90","34800","34390"
"In post","2023","No function","Department for Transport (excl. agencies)","London","Inner London - West","1655","1620","52460","55190"
"In post","2023","No function","Department for Transport (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","20","15","28620","27420"
"In post","2023","No function","Department for Transport (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","South East (England)","Hampshire and Isle of Wight","115","110","64260","77430"
"In post","2023","No function","Department for Transport (excl. agencies)","South East (England)","Surrey, East and West Sussex","60","55","34110","31660"
"In post","2023","No function","Department for Transport (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Wales","West Wales and The Valleys","15","15","55750","50840"
"In post","2023","No function","Department for Transport (excl. agencies)","West Midlands (England)","West Midlands","110","110","41360","39430"
"In post","2023","No function","Department for Transport (excl. agencies)","Yorkshire and The Humber","West Yorkshire","115","115","42910","39820"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","1750","1545","26830","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1160","1025","26570","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Lincolnshire","460","400","27100","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","East of England","Bedfordshire and Hertfordshire","775","700","30520","31280"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","East of England","East Anglia","1425","1225","27560","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","East of England","Essex","1235","1100","30260","31280"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","London","Inner London - East","1660","1525","32170","32520"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","London","Inner London - West","835","785","40240","32520"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","London","Outer London - East and North East","1615","1445","31030","32520"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","London","Outer London - South","565","525","32140","32520"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","London","Outer London - West and North West","1260","1140","32100","32520"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","4620","4040","25640","21690"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","North East (England)","Tees Valley and Durham","1820","1590","26100","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","North West (England)","Cheshire","640","560","25980","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","North West (England)","Cumbria","200","170","27730","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","North West (England)","Greater Manchester","3310","2985","26320","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","North West (England)","Lancashire","5850","5265","25870","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","North West (England)","Merseyside","3245","2825","26590","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Scotland","Eastern Scotland","2280","2000","26430","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Scotland","Highlands and Islands","295","265","28600","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Scotland","North Eastern Scotland","220","190","26950","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Scotland","Southern Scotland","565","480","27890","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Scotland","West Central Scotland","3335","2925","25620","21690"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","810","720","29590","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","South East (England)","Hampshire and Isle of Wight","820","715","27790","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","South East (England)","Kent","1220","1125","30580","31280"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","South East (England)","Surrey, East and West Sussex","1785","1565","27460","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","695","620","26310","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","South West (England)","Devon","1560","1305","26770","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","South West (England)","Dorset and Somerset","535","460","28590","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1345","1175","27600","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","225","215","28410","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Wales","East Wales","975","870","26680","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Wales","West Wales and The Valleys","3675","3305","26920","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","510","450","27780","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","960","845","27800","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","West Midlands (England)","West Midlands","4010","3495","26970","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","950","800","26440","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","North Yorkshire","235","210","28740","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","South Yorkshire","1745","1495","27860","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","West Yorkshire","2595","2335","27930","28120"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","25","20","54900","50830"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","East of England","East Anglia","35","35","53250","52740"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","London","Inner London - East","5","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","London","Inner London - West","1855","1795","51340","54660"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","20","15","56030","50830"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","North West (England)","Greater Manchester","15","15","50770","51080"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","North West (England)","Lancashire","10","10","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","North West (England)","Merseyside","30","30","47490","39930"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","15","48050","43890"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","South East (England)","Surrey, East and West Sussex","10","10","60300","55930"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","South West (England)","Devon","10","10","56650","51880"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","55","50","54210","50830"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","West Midlands (England)","West Midlands","40","40","50360","50830"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","North Yorkshire","20","20","55450","50830"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
