"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","AA/AO","40","40","25970","26100"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","EO","45","40","31020","30630"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","G6/G7","115","115","61580","60070"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","SCS level","25","25","88530","79470"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","150","145","39630","38540"
"In post","2023","Human Resources","HM Land Registry","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Human Resources","EO","25","25","28080","28080"
"In post","2023","Human Resources","HM Land Registry","Human Resources","G6/G7","10","10","62750","61280"
"In post","2023","Human Resources","HM Land Registry","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Human Resources","SEO/HEO","55","50","40870","39520"
"In post","2023","Human Resources","HM Revenue and Customs","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","AA/AO","80","75","22850","22520"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","EO","160","145","28580","28130"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","G6/G7","230","225","62410","57970"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","SCS level","25","20","93350","86670"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","SEO/HEO","480","450","38550","36990"
"In post","2023","Human Resources","HM Revenue and Customs","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","AA/AO","25","25","22710","22520"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","EO","90","85","28290","28130"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","G6/G7","20","20","62930","57970"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","SEO/HEO","105","100","36760","35000"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","AA/AO","10","10","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","EO","60","50","28450","28130"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","G6/G7","30","30","60470","58760"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","SEO/HEO","110","105","37240","35000"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","EO","25","20","28110","27890"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","G6/G7","70","70","62270","59180"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","SEO/HEO","80","80","38020","35000"
"In post","2023","Human Resources","HM Treasury","Human Resources","AA/AO","10","10","22400","21860"
"In post","2023","Human Resources","HM Treasury","Human Resources","EO","20","20","25680","25460"
"In post","2023","Human Resources","HM Treasury","Human Resources","G6/G7","50","45","57780","54280"
"In post","2023","Human Resources","HM Treasury","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Human Resources","SEO/HEO","35","30","38300","39050"
"In post","2023","Human Resources","HM Treasury","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Home Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Human Resources","AA/AO","20","20","25400","26400"
"In post","2023","Human Resources","Home Office","Human Resources","EO","55","50","28840","29890"
"In post","2023","Human Resources","Home Office","Human Resources","G6/G7","140","135","61190","59290"
"In post","2023","Human Resources","Home Office","Human Resources","SCS level","10","10","95240","89830"
"In post","2023","Human Resources","Home Office","Human Resources","SEO/HEO","200","190","38300","37720"
"In post","2023","Human Resources","Home Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Other","EO","10","10","29910","29940"
"In post","2023","Human Resources","Home Office","Other","SEO/HEO","10","10","36850","37190"
"In post","2023","Human Resources","Home Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Project Delivery","G6/G7","10","10","61630","59290"
"In post","2023","Human Resources","Home Office","Project Delivery","SEO/HEO","10","10","39190","39190"
"In post","2023","Human Resources","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","AA/AO","600","555","22250","22220"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","EO","1460","1420","28940","27500"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","G6/G7","385","375","59700","57220"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","SCS level","35","35","91180","85000"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","SEO/HEO","1775","1735","39980","37540"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","Unknown","60","55","37640","36240"
"In post","2023","Human Resources","Ministry of Defence","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Defence","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","AA/AO","35","30","22790","21780"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","EO","135","125","27870","27170"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","G6/G7","255","250","60980","59190"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","SCS level","25","25","89280","82400"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","SEO/HEO","850","825","37700","36940"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","Unknown","30","30","38930","38290"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","AA/AO","10","10","21780","21780"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","EO","10","5","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","SEO/HEO","40","40","37490","37680"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Unknown","Unknown","10","5","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","Human Resources","AA/AO","20","15","24290","22950"
"In post","2023","Human Resources","National Crime Agency","Human Resources","EO","35","35","33020","30740"
"In post","2023","Human Resources","National Crime Agency","Human Resources","G6/G7","25","25","63300","61240"
"In post","2023","Human Resources","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","Human Resources","SEO/HEO","110","100","43290","42240"
"In post","2023","Human Resources","Northern Ireland Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","AA/AO","10","10","22420","22490"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","G6/G7","15","15","65850","61480"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO/HEO","35","35","36580","33130"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","EO","10","5","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","EO","15","15","26100","25500"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","G6/G7","15","15","60580","60040"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","SEO/HEO","20","20","40460","42000"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","Human Resources","AA/AO","60","55","24830","24710"
"In post","2023","Human Resources","Scottish Government","Human Resources","EO","60","60","33990","33290"
"In post","2023","Human Resources","Scottish Government","Human Resources","G6/G7","35","35","60490","57260"
"In post","2023","Human Resources","Scottish Government","Human Resources","SEO/HEO","115","110","42080","42590"
"In post","2023","Human Resources","Scottish Government","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","Other","SEO/HEO","15","15","43050","42590"
"In post","2023","Human Resources","The National Archives","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","The National Archives","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","The National Archives","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","G6/G7","10","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","SEO/HEO","15","15","41360","42000"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","AA/AO","20","20","21200","21200"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","EO","40","35","25640","24910"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","G6/G7","40","35","55540","52490"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","SEO/HEO","100","95","34410","32630"
"In post","2023","Human Resources","UK Supreme Court","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Human Resources","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Department for Education","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Internal Audit","SEO/HEO","15","15","38400","37970"
"In post","2023","Internal Audit","Food Standards Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","EO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","G6/G7","20","20","57760","57000"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","SEO/HEO","50","50","39350","39660"
"In post","2023","Internal Audit","HM Land Registry","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","G6/G7","15","15","61760","57990"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Internal Audit","SEO/HEO","35","35","43740","44620"
"In post","2023","Internal Audit","HM Revenue and Customs","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Treasury","Internal Audit","G6/G7","155","145","58260","57480"
"In post","2023","Internal Audit","HM Treasury","Internal Audit","SCS level","20","20","95750","89880"
"In post","2023","Internal Audit","HM Treasury","Internal Audit","SEO/HEO","180","165","41280","42700"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","AA/AO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","EO","20","20","28500","27470"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","Internal Audit","SEO/HEO","75","70","39620","38210"
"In post","2023","Internal Audit","Ministry of Defence","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","Internal Audit","AA/AO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","Internal Audit","SEO/HEO","40","40","49440","52780"
"In post","2023","Internal Audit","Scottish Government","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Communications","EO","5","5","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Finance","AA/AO","55","50","22910","22870"
"In post","2023","Legal","Attorney General's Departments","Finance","EO","20","20","28150","28200"
"In post","2023","Legal","Attorney General's Departments","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","G6/G7","20","15","57400","55780"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Legal","AA/AO","10","10","24250","24280"
"In post","2023","Legal","Attorney General's Departments","Legal","EO","275","270","29450","28200"
"In post","2023","Legal","Attorney General's Departments","Legal","G6/G7","4585","4235","59430","56450"
"In post","2023","Legal","Attorney General's Departments","Legal","SCS level","280","265","88140","84380"
"In post","2023","Legal","Attorney General's Departments","Legal","SEO/HEO","460","440","39670","38760"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","AA/AO","1535","1420","23200","22870"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","EO","1445","1350","28490","28200"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","G6/G7","120","115","61720","58980"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Operational Delivery","SEO/HEO","455","440","35240","33810"
"In post","2023","Legal","Attorney General's Departments","Other","EO","15","15","28180","28200"
"In post","2023","Legal","Attorney General's Departments","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Policy","EO","5","5","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Policy","G6/G7","35","30","61500","59760"
"In post","2023","Legal","Attorney General's Departments","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Policy","SEO/HEO","20","20","38050","38900"
"In post","2023","Legal","Attorney General's Departments","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","Project Delivery","SEO/HEO","20","20","33600","32660"
"In post","2023","Legal","Attorney General's Departments","Property","SEO/HEO","20","20","32720","32830"
"In post","2023","Legal","Attorney General's Departments","Security","SEO/HEO","15","15","32410","32660"
"In post","2023","Legal","Cabinet Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","Legal","SCS level","50","50","86900","81600"
"In post","2023","Legal","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Charity Commission","Legal","G6/G7","25","20","57080","53820"
"In post","2023","Legal","Charity Commission","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Legal","EO","10","10","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Legal","G6/G7","95","95","69920","73510"
"In post","2023","Legal","Competition and Markets Authority","Legal","SCS level","25","25","108730","102320"
"In post","2023","Legal","Competition and Markets Authority","Legal","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Policy","G6/G7","15","15","64370","59480"
"In post","2023","Legal","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","Legal","EO","10","10","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","60","60","60540","59370"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","Legal","SEO/HEO","50","50","41500","42760"
"In post","2023","Legal","Department for Education","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","Legal","G6/G7","55","50","61590","62540"
"In post","2023","Legal","Department for Education","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Department for Education","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Knowledge and Information Management","EO","30","25","28120","28120"
"In post","2023","Legal","Department for Work and Pensions","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","25","25","35050","34170"
"In post","2023","Legal","Department for Work and Pensions","Legal","EO","5","5","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Legal","G6/G7","20","20","62070","57840"
"In post","2023","Legal","Department for Work and Pensions","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Legal","G6/G7","10","10","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Legal","SEO/HEO","30","30","38310","41180"
"In post","2023","Legal","Department of Health and Social Care","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Other","G6/G7","30","30","57180","54460"
"In post","2023","Legal","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Policy","G6/G7","5","5","[c]","[c]"
