"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","UK Statistics Authority","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Home Office","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Ministry of Defence","80","[c]","30450","27470"
"New entrant CS","2023","Unknown","Commercial","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Transport","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Food Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Home Office","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Ministry of Defence","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Department for Work and Pensions","30","[c]","27100","25610"
"New entrant CS","2023","Unknown","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","HM Revenue and Customs","45","[c]","31300","31980"
"New entrant CS","2023","Unknown","Debt","Department for Work and Pensions","75","[c]","21730","21690"
"New entrant CS","2023","Unknown","Debt","HM Revenue and Customs","465","[c]","23100","22520"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Cabinet Office","40","[c]","51730","38460"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","80","[c]","37550","37350"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","35","[c]","37230","35650"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Department for International Trade","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Department for Transport","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions","60","[c]","43070","39150"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Department of Health and Social Care","45","[c]","45540","40880"
"New entrant CS","2023","Unknown","Digital, Data & Technology","HM Land Registry","40","[c]","31850","28080"
"New entrant CS","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs","140","[c]","38990","34400"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Home Office","170","[c]","39350","36000"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Ministry of Defence","115","[c]","34430","30950"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Ministry of Justice","55","[c]","40360","37680"
"New entrant CS","2023","Unknown","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","UK Statistics Authority","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Department of Health and Social Care","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","HM Revenue and Customs","35","[c]","25670","22520"
"New entrant CS","2023","Unknown","Finance","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Ministry of Defence","65","[c]","28990","27080"
"New entrant CS","2023","Unknown","Finance","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","105","[c]","22530","22150"
"New entrant CS","2023","Unknown","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Department of Health and Social Care","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","HM Revenue and Customs","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Home Office","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Ministry of Defence","160","[c]","31750","27500"
"New entrant CS","2023","Unknown","Human Resources","Ministry of Justice","30","[c]","29380","29660"
"New entrant CS","2023","Unknown","Human Resources","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Attorney General's Departments","35","[c]","34510","27960"
"New entrant CS","2023","Unknown","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","HM Land Registry","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","HM Revenue and Customs","40","[c]","36030","31980"
"New entrant CS","2023","Unknown","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Ministry of Justice","40","[c]","32190","29660"
"New entrant CS","2023","Unknown","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Cabinet Office","45","[c]","42070","28050"
"New entrant CS","2023","Unknown","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Charity Commission","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","180","[c]","32920","28510"
"New entrant CS","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Department for Education","35","[c]","31390","29530"
"New entrant CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","210","[c]","33310","30320"
"New entrant CS","2023","Unknown","No function","Department for International Trade","135","[c]","41840","41170"
"New entrant CS","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","75","[c]","35270","31290"
"New entrant CS","2023","Unknown","No function","Department for Transport","540","[c]","26810","26780"
"New entrant CS","2023","Unknown","No function","Department for Work and Pensions","270","[c]","25560","21690"
"New entrant CS","2023","Unknown","No function","Department of Health and Social Care","555","[c]","40210","34190"
"New entrant CS","2023","Unknown","No function","Food Standards Agency","65","[c]","30770","30960"
"New entrant CS","2023","Unknown","No function","HM Land Registry","150","[c]","24870","23390"
"New entrant CS","2023","Unknown","No function","HM Revenue and Customs","805","[c]","23820","22520"
"New entrant CS","2023","Unknown","No function","Home Office","5700","[c]","25610","25750"
"New entrant CS","2023","Unknown","No function","Ministry of Defence","880","[c]","30520","24530"
"New entrant CS","2023","Unknown","No function","Ministry of Justice","4590","[c]","25950","24070"
"New entrant CS","2023","Unknown","No function","National Crime Agency","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","30","[c]","56700","50250"
"New entrant CS","2023","Unknown","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Scottish Government","435","[c]","25970","24710"
"New entrant CS","2023","Unknown","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","UK Statistics Authority","105","[c]","23440","21200"
"New entrant CS","2023","Unknown","Project Delivery","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","HM Land Registry","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","HM Revenue and Customs","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Home Office","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Ministry of Defence","215","[c]","33820","32500"
"New entrant CS","2023","Unknown","Project Delivery","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Cabinet Office","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","HM Revenue and Customs","155","[c]","25370","22520"
"New entrant CS","2023","Unknown","Property","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Ministry of Defence","80","[c]","29380","27080"
"New entrant CS","2023","Unknown","Property","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Scottish Government","30","[c]","28130","24350"
"New entrant CS","2023","Unknown","Security","Cabinet Office","45","[c]","24850","24330"
"New entrant CS","2023","Unknown","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","Ministry of Defence","395","[c]","29900","27500"
"New entrant CS","2023","Unknown","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Cabinet Office","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Department for International Trade","35","[c]","22450","18300"
"New entrant CS","2023","Unknown","Unknown","Department for Work and Pensions","45","[c]","34430","28120"
"New entrant CS","2023","Unknown","Unknown","Ministry of Defence","250","[c]","25860","22660"
"New entrant CS","2023","Unknown","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Office of the Secretary of State for Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Scottish Government","2035","[c]","31240","29100"
"New entrant CS","2023","Unknown","Unknown","Welsh Government","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Cabinet Office","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Chancellor's other departments","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Competition and Markets Authority","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Department for Business, Energy and Industrial Strategy","35","[c]","33660","34480"
"New entrant CS","2023","White","Analysis","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Department for Environment, Food and Rural Affairs","45","[c]","28440","26190"
"New entrant CS","2023","White","Analysis","Department for International Trade","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Department for Levelling Up, Housing and Communities","40","[c]","33290","33880"
"New entrant CS","2023","White","Analysis","Department for Transport","30","[c]","34630","31350"
"New entrant CS","2023","White","Analysis","Department for Work and Pensions","45","[c]","34480","34170"
"New entrant CS","2023","White","Analysis","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","HM Revenue and Customs","60","[c]","34670","34400"
"New entrant CS","2023","White","Analysis","HM Treasury","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Home Office","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Ministry of Defence","150","[c]","31740","30650"
"New entrant CS","2023","White","Analysis","Ministry of Justice","80","[c]","36180","35410"
"New entrant CS","2023","White","Analysis","Office for Standards in Education, Children's Services and Skills","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Office of Gas and Electricity Markets","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Analysis","UK Statistics Authority","175","[c]","32290","31560"
"New entrant CS","2023","White","Analysis","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Cabinet Office","125","[c]","60620","65500"
"New entrant CS","2023","White","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Department for Environment, Food and Rural Affairs","35","[c]","34850","33830"
"New entrant CS","2023","White","Commercial","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Department for Transport","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Ministry of Defence","175","[c]","30990","30650"
"New entrant CS","2023","White","Commercial","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","UK Export Finance","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Department for Education","35","[c]","34020","34030"
"New entrant CS","2023","White","Communications","Department for Environment, Food and Rural Affairs","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Department of Health and Social Care","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Estyn","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Ministry of Defence","35","[c]","35500","33830"
"New entrant CS","2023","White","Communications","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Office of Gas and Electricity Markets","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","UK Export Finance","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","UK Statistics Authority","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","Attorney General's Departments","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","Department for Business, Energy and Industrial Strategy","40","[c]","24770","22330"
"New entrant CS","2023","White","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","Department for Work and Pensions","205","[c]","26790","25610"
"New entrant CS","2023","White","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","HM Revenue and Customs","150","[c]","30360","27890"
