"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of Rail and Road","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","AO","Heterosexual / straight","620","560","21790","21780"
"In post","2023","Office of the Public Guardian","AO","LGBO","35","30","21780","21780"
"In post","2023","Office of the Public Guardian","AO","Undeclared","60","55","21780","21780"
"In post","2023","Office of the Public Guardian","AO","Unknown","300","275","21780","21780"
"In post","2023","Office of the Public Guardian","EO","Heterosexual / straight","315","300","25900","25830"
"In post","2023","Office of the Public Guardian","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Office of the Public Guardian","EO","Undeclared","30","25","[c]","[c]"
"In post","2023","Office of the Public Guardian","EO","Unknown","60","60","25830","25830"
"In post","2023","Office of the Public Guardian","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of the Public Guardian","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","HEO","Heterosexual / straight","105","95","31410","31270"
"In post","2023","Office of the Public Guardian","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Office of the Public Guardian","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Public Guardian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","SEO","Heterosexual / straight","35","35","38400","37680"
"In post","2023","Office of the Public Guardian","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","Unknown","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","AO","Heterosexual / straight","80","70","22200","21960"
"In post","2023","Planning Inspectorate","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","AO","Unknown","50","45","22440","23250"
"In post","2023","Planning Inspectorate","EO","Heterosexual / straight","55","55","27050","26590"
"In post","2023","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","EO","Unknown","20","15","[c]","[c]"
"In post","2023","Planning Inspectorate","G6","Heterosexual / straight","235","210","67360","66510"
"In post","2023","Planning Inspectorate","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","G6","Undeclared","25","20","[c]","[c]"
"In post","2023","Planning Inspectorate","G6","Unknown","25","20","[c]","[c]"
"In post","2023","Planning Inspectorate","G7","Heterosexual / straight","150","140","48320","48660"
"In post","2023","Planning Inspectorate","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Planning Inspectorate","G7","Unknown","25","25","[c]","[c]"
"In post","2023","Planning Inspectorate","HEO","Heterosexual / straight","65","60","33620","33450"
"In post","2023","Planning Inspectorate","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Planning Inspectorate","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","SEO","Heterosexual / straight","40","40","42360","41560"
"In post","2023","Planning Inspectorate","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","AO","Heterosexual / straight","160","155","26210","26410"
"In post","2023","Registers of Scotland","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","AO","Undeclared","20","15","[c]","[c]"
"In post","2023","Registers of Scotland","AO","Unknown","155","145","26050","26410"
"In post","2023","Registers of Scotland","EO","Heterosexual / straight","215","205","32200","32510"
"In post","2023","Registers of Scotland","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Registers of Scotland","EO","Unknown","115","110","32150","32510"
"In post","2023","Registers of Scotland","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Registers of Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","G7","Heterosexual / straight","35","35","60970","65100"
"In post","2023","Registers of Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","HEO","Heterosexual / straight","170","165","38560","39590"
"In post","2023","Registers of Scotland","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Registers of Scotland","HEO","Unknown","70","65","38470","39590"
"In post","2023","Registers of Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","SEO","Heterosexual / straight","80","80","48540","49870"
"In post","2023","Registers of Scotland","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","SEO","Unknown","45","45","47470","49870"
"In post","2023","Revenue Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Revenue Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Royal Fleet Auxiliary","Unknown","Unknown","1695","1695","41950","40010"
"In post","2023","Rural Payments Agency","AO","Heterosexual / straight","910","820","22130","22150"
"In post","2023","Rural Payments Agency","AO","LGBO","90","90","22130","22150"
"In post","2023","Rural Payments Agency","AO","Undeclared","130","125","22130","22150"
"In post","2023","Rural Payments Agency","AO","Unknown","290","265","22110","22150"
"In post","2023","Rural Payments Agency","EO","Heterosexual / straight","475","445","26070","25920"
"In post","2023","Rural Payments Agency","EO","LGBO","30","30","26010","25920"
"In post","2023","Rural Payments Agency","EO","Undeclared","70","65","26160","25920"
"In post","2023","Rural Payments Agency","EO","Unknown","125","110","26150","25920"
"In post","2023","Rural Payments Agency","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Rural Payments Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","G7","Heterosexual / straight","60","60","50280","49400"
"In post","2023","Rural Payments Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Rural Payments Agency","HEO","Heterosexual / straight","220","205","30880","30320"
"In post","2023","Rural Payments Agency","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Rural Payments Agency","HEO","Undeclared","30","30","31030","30880"
"In post","2023","Rural Payments Agency","HEO","Unknown","65","65","30970","30640"
"In post","2023","Rural Payments Agency","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Rural Payments Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","SEO","Heterosexual / straight","125","125","37840","37300"
"In post","2023","Rural Payments Agency","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Rural Payments Agency","SEO","Undeclared","20","15","[c]","[c]"
"In post","2023","Rural Payments Agency","SEO","Unknown","55","55","37990","37300"
"In post","2023","Scottish Courts and Tribunals Service","AA","Heterosexual / straight","95","85","22080","22080"
"In post","2023","Scottish Courts and Tribunals Service","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","AA","Unknown","205","165","22090","22080"
"In post","2023","Scottish Courts and Tribunals Service","AO","Heterosexual / straight","230","210","24270","25060"
"In post","2023","Scottish Courts and Tribunals Service","AO","LGBO","25","25","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","AO","Unknown","415","370","24720","25060"
"In post","2023","Scottish Courts and Tribunals Service","EO","Heterosexual / straight","155","145","30840","31970"
"In post","2023","Scottish Courts and Tribunals Service","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","EO","Unknown","350","325","31100","31970"
"In post","2023","Scottish Courts and Tribunals Service","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","G7","Heterosexual / straight","40","40","58560","58770"
"In post","2023","Scottish Courts and Tribunals Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","HEO","Heterosexual / straight","90","85","36450","38170"
"In post","2023","Scottish Courts and Tribunals Service","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","HEO","Unknown","115","110","36420","38170"
"In post","2023","Scottish Courts and Tribunals Service","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","SEO","Heterosexual / straight","60","60","46200","48410"
"In post","2023","Scottish Courts and Tribunals Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","SEO","Unknown","80","70","46030","48410"
"In post","2023","Scottish Fiscal Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Scottish Forestry","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","AO","Unknown","20","15","[c]","[c]"
"In post","2023","Scottish Forestry","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Scottish Forestry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Scottish Forestry","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Scottish Forestry","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Scottish Forestry","HEO","Heterosexual / straight","30","30","39460","38530"
"In post","2023","Scottish Forestry","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Scottish Forestry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Scottish Forestry","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","AA","Heterosexual / straight","180","170","24420","24890"
"In post","2023","Scottish Government (excl. agencies)","AA","LGBO","15","15","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","AA","Undeclared","15","10","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","AA","Unknown","190","185","24620","24890"
"In post","2023","Scottish Government (excl. agencies)","AO","Heterosexual / straight","255","245","28260","27740"
"In post","2023","Scottish Government (excl. agencies)","AO","LGBO","15","15","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","AO","Unknown","230","225","28120","27740"
"In post","2023","Scottish Government (excl. agencies)","EO","Heterosexual / straight","730","700","31200","31940"
"In post","2023","Scottish Government (excl. agencies)","EO","LGBO","85","85","30110","29450"
