"Status","Year","Age","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Education and Skills Funding Agency","SCS level","Male","5","5","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","SEO/HEO","Female","70","65","36090","37590"
"In post","2023","50-59","Education and Skills Funding Agency","SEO/HEO","Male","45","45","37130","38070"
"In post","2023","50-59","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","50-59","Estyn","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","50-59","Estyn","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","FCDO Services","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","50-59","FCDO Services","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","50-59","FCDO Services","EO","Female","20","20","[c]","[c]"
"In post","2023","50-59","FCDO Services","EO","Male","25","25","[c]","[c]"
"In post","2023","50-59","FCDO Services","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","50-59","FCDO Services","G6/G7","Male","50","50","65600","65580"
"In post","2023","50-59","FCDO Services","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","FCDO Services","SCS level","Male","5","5","[c]","[c]"
"In post","2023","50-59","FCDO Services","SEO/HEO","Female","35","30","41400","40750"
"In post","2023","50-59","FCDO Services","SEO/HEO","Male","115","115","45000","45220"
"In post","2023","50-59","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","EO","Female","20","20","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","EO","Male","150","150","28490","28090"
"In post","2023","50-59","Food Standards Agency","G6/G7","Female","45","45","56790","53480"
"In post","2023","50-59","Food Standards Agency","G6/G7","Male","50","50","56870","54820"
"In post","2023","50-59","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","SCS level","Male","10","5","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","SEO/HEO","Female","75","75","36020","34540"
"In post","2023","50-59","Food Standards Agency","SEO/HEO","Male","115","115","36120","35550"
"In post","2023","50-59","Food Standards Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","EO","Female","5","5","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","EO","Male","20","20","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Female","50","45","27040","25700"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Female","110","105","31370","31350"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Male","70","70","31610","31660"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Female","315","300","63490","62770"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Male","400","395","64780","64760"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Female","90","90","88030","79400"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Male","145","145","92300","81660"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Female","230","225","39910","39450"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Male","275","275","40540","39910"
"In post","2023","50-59","Forestry and Land Scotland","AA/AO","Female","35","30","27180","26220"
"In post","2023","50-59","Forestry and Land Scotland","AA/AO","Male","90","90","29290","29560"
"In post","2023","50-59","Forestry and Land Scotland","EO","Female","25","25","[c]","[c]"
"In post","2023","50-59","Forestry and Land Scotland","EO","Male","50","50","35000","33260"
"In post","2023","50-59","Forestry and Land Scotland","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","50-59","Forestry and Land Scotland","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","50-59","Forestry and Land Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Forestry and Land Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Forestry and Land Scotland","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","50-59","Forestry and Land Scotland","SEO/HEO","Male","50","50","44000","41500"
"In post","2023","50-59","Government Actuary's Department","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Actuary's Department","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Actuary's Department","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","50-59","Government Actuary's Department","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","50-59","Government Actuary's Department","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Actuary's Department","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Commercial Organisation","G6/G7","Female","165","160","66950","66270"
"In post","2023","50-59","Government Commercial Organisation","G6/G7","Male","205","205","68580","66270"
"In post","2023","50-59","Government Commercial Organisation","SCS level","Female","40","40","116770","115510"
"In post","2023","50-59","Government Commercial Organisation","SCS level","Male","70","65","132810","128450"
"In post","2023","50-59","Government Commercial Organisation","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","50-59","Government Commercial Organisation","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","50-59","Government Internal Audit Agency","EO","Female","10","10","[c]","[c]"
"In post","2023","50-59","Government Internal Audit Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Internal Audit Agency","G6/G7","Female","30","30","58710","57740"
"In post","2023","50-59","Government Internal Audit Agency","G6/G7","Male","50","45","59910","59310"
"In post","2023","50-59","Government Internal Audit Agency","SCS level","Female","5","5","[c]","[c]"
"In post","2023","50-59","Government Internal Audit Agency","SCS level","Male","5","5","[c]","[c]"
"In post","2023","50-59","Government Internal Audit Agency","SEO/HEO","Female","60","55","41520","42700"
"In post","2023","50-59","Government Internal Audit Agency","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","50-59","Government Legal Department","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","50-59","Government Legal Department","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Government Legal Department","EO","Female","30","25","28770","27990"
"In post","2023","50-59","Government Legal Department","EO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Government Legal Department","G6/G7","Female","225","200","65880","67600"
"In post","2023","50-59","Government Legal Department","G6/G7","Male","115","115","65700","67650"
"In post","2023","50-59","Government Legal Department","SCS level","Female","70","65","89050","81940"
"In post","2023","50-59","Government Legal Department","SCS level","Male","35","35","84430","82690"
"In post","2023","50-59","Government Legal Department","SEO/HEO","Female","30","30","36820","35580"
"In post","2023","50-59","Government Legal Department","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","50-59","Government Property Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","50-59","Government Property Agency","G6/G7","Male","40","40","57890","56150"
"In post","2023","50-59","Government Property Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","SCS level","Male","10","10","[c]","[c]"
"In post","2023","50-59","Government Property Agency","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","50-59","Government Property Agency","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","50-59","HM Courts and Tribunals Service","AA/AO","Female","2135","1835","22120","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","AA/AO","Male","740","705","22270","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","EO","Female","680","645","27000","25830"
"In post","2023","50-59","HM Courts and Tribunals Service","EO","Male","210","210","27440","26050"
"In post","2023","50-59","HM Courts and Tribunals Service","G6/G7","Female","180","180","59150","59140"
"In post","2023","50-59","HM Courts and Tribunals Service","G6/G7","Male","110","110","60010","59640"
"In post","2023","50-59","HM Courts and Tribunals Service","SCS level","Female","20","20","[c]","[c]"
"In post","2023","50-59","HM Courts and Tribunals Service","SCS level","Male","15","15","[c]","[c]"
"In post","2023","50-59","HM Courts and Tribunals Service","SEO/HEO","Female","625","585","38490","37680"
"In post","2023","50-59","HM Courts and Tribunals Service","SEO/HEO","Male","245","240","39140","37680"
"In post","2023","50-59","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Courts and Tribunals Service","Unknown","Male","5","5","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","AA/AO","Female","235","210","23470","23390"
"In post","2023","50-59","HM Land Registry","AA/AO","Male","100","95","23560","23390"
"In post","2023","50-59","HM Land Registry","EO","Female","655","550","28320","28080"
"In post","2023","50-59","HM Land Registry","EO","Male","265","255","28500","28080"
"In post","2023","50-59","HM Land Registry","G6/G7","Female","65","60","63470","62490"
"In post","2023","50-59","HM Land Registry","G6/G7","Male","60","60","63360","62310"
"In post","2023","50-59","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","SCS level","Male","5","5","[c]","[c]"
"In post","2023","50-59","HM Land Registry","SEO/HEO","Female","600","540","37630","34850"
"In post","2023","50-59","HM Land Registry","SEO/HEO","Male","425","410","38650","38410"
"In post","2023","50-59","HM Prison and Probation Service","AA/AO","Female","2505","2305","26850","25340"
"In post","2023","50-59","HM Prison and Probation Service","AA/AO","Male","3560","3390","30310","32920"
"In post","2023","50-59","HM Prison and Probation Service","EO","Female","635","615","31800","29790"
"In post","2023","50-59","HM Prison and Probation Service","EO","Male","1420","1365","34340","35710"
"In post","2023","50-59","HM Prison and Probation Service","G6/G7","Female","160","155","75950","73100"
"In post","2023","50-59","HM Prison and Probation Service","G6/G7","Male","205","205","80430","76670"
"In post","2023","50-59","HM Prison and Probation Service","SCS level","Female","20","20","[c]","[c]"
"In post","2023","50-59","HM Prison and Probation Service","SCS level","Male","25","25","[c]","[c]"
"In post","2023","50-59","HM Prison and Probation Service","SEO/HEO","Female","845","820","42780","40660"
"In post","2023","50-59","HM Prison and Probation Service","SEO/HEO","Male","1400","1360","45370","40690"
"In post","2023","50-59","HM Prison and Probation Service","Unknown","Female","3305","3080","32070","29050"
"In post","2023","50-59","HM Prison and Probation Service","Unknown","Male","1470","1390","32760","29050"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","AA/AO","Female","3240","2635","22810","22520"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","AA/AO","Male","1840","1730","22810","22520"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","EO","Female","2165","1945","29330","28130"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","EO","Male","1425","1385","29320","28130"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","G6/G7","Female","1425","1375","63350","58530"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","G6/G7","Male","1520","1505","63920","59290"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","SCS level","Female","110","105","87290","80980"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","SCS level","Male","120","120","91000","82830"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","SEO/HEO","Female","3550","3375","39290","39790"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","SEO/HEO","Male","3065","3005","39410","39790"
"In post","2023","50-59","HM Treasury (excl. agencies)","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","EO","Female","20","20","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","G6/G7","Male","30","30","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","SCS level","Male","10","10","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","AA/AO","Female","75","65","23420","23500"
"In post","2023","50-59","Health and Safety Executive","AA/AO","Male","40","35","23430","23500"
"In post","2023","50-59","Health and Safety Executive","EO","Female","110","100","28980","29150"
"In post","2023","50-59","Health and Safety Executive","EO","Male","55","50","29100","29930"
"In post","2023","50-59","Health and Safety Executive","G6/G7","Female","95","90","59970","58430"
"In post","2023","50-59","Health and Safety Executive","G6/G7","Male","155","155","65330","60820"
"In post","2023","50-59","Health and Safety Executive","SCS level","Female","10","10","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","SCS level","Male","20","20","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","SEO/HEO","Female","220","200","42240","41860"
"In post","2023","50-59","Health and Safety Executive","SEO/HEO","Male","250","245","50000","46780"
"In post","2023","50-59","Home Office","AA/AO","Female","1255","1115","23240","22400"
"In post","2023","50-59","Home Office","AA/AO","Male","725","690","23040","22400"
"In post","2023","50-59","Home Office","EO","Female","2095","1900","27890","27170"
"In post","2023","50-59","Home Office","EO","Male","2320","2165","28310","27650"
"In post","2023","50-59","Home Office","G6/G7","Female","525","510","61860","59510"
"In post","2023","50-59","Home Office","G6/G7","Male","650","645","63140","60500"
"In post","2023","50-59","Home Office","SCS level","Female","55","55","90010","84090"
"In post","2023","50-59","Home Office","SCS level","Male","65","65","99280","89410"
"In post","2023","50-59","Home Office","SEO/HEO","Female","1405","1355","37620","36690"
"In post","2023","50-59","Home Office","SEO/HEO","Male","1405","1385","37930","37240"
"In post","2023","50-59","Home Office","Unknown","Female","15","15","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","Male","35","35","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","G6/G7","Female","30","30","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SCS level","Female","5","5","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","AA/AO","Female","30","25","23040","23100"
"In post","2023","50-59","Intellectual Property Office","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","EO","Female","55","55","26770","25040"
"In post","2023","50-59","Intellectual Property Office","EO","Male","20","20","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","G6/G7","Female","35","35","61790","61190"
"In post","2023","50-59","Intellectual Property Office","G6/G7","Male","85","80","63730","61980"
"In post","2023","50-59","Intellectual Property Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","SCS level","Male","10","10","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","SEO/HEO","Female","50","50","40070","41340"
"In post","2023","50-59","Intellectual Property Office","SEO/HEO","Male","65","65","41900","42090"
"In post","2023","50-59","Legal Aid Agency","AA/AO","Female","60","50","21780","21780"
"In post","2023","50-59","Legal Aid Agency","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","EO","Female","50","45","26450","25830"
"In post","2023","50-59","Legal Aid Agency","EO","Male","40","35","26430","25830"
"In post","2023","50-59","Legal Aid Agency","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SEO/HEO","Female","50","45","37150","37680"
"In post","2023","50-59","Legal Aid Agency","SEO/HEO","Male","30","30","39180","41510"
"In post","2023","50-59","Maritime and Coastguard Agency","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","EO","Female","30","25","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","EO","Male","30","25","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","G6/G7","Male","40","40","58950","57570"
"In post","2023","50-59","Maritime and Coastguard Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","SEO/HEO","Female","50","50","37060","39820"
"In post","2023","50-59","Maritime and Coastguard Agency","SEO/HEO","Male","85","85","38350","39430"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","EO","Female","25","25","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","EO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","Female","40","40","63360","67160"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","Male","45","45","62460","58810"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","Female","35","35","87920","84840"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","Male","20","20","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Female","45","45","40270","41480"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Male","45","45","40070","41480"
"In post","2023","50-59","Met Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","EO","Female","15","15","[c]","[c]"
"In post","2023","50-59","Met Office","EO","Male","20","20","[c]","[c]"
"In post","2023","50-59","Met Office","G6/G7","Female","60","55","52820","48520"
"In post","2023","50-59","Met Office","G6/G7","Male","165","160","53930","50150"
"In post","2023","50-59","Met Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","SCS level","Male","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","SEO/HEO","Female","70","60","37690","37420"
"In post","2023","50-59","Met Office","SEO/HEO","Male","210","210","38460","39650"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","AA/AO","Female","2250","2120","22730","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","AA/AO","Male","2980","2955","25490","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","EO","Female","1125","1085","28680","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","EO","Male","1420","1410","30980","27890"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","G6/G7","Female","500","480","63490","59180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","G6/G7","Male","735","725","63670","60550"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SCS level","Female","50","50","89930","82760"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SCS level","Male","105","100","94880","86550"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","Female","1830","1775","39060","36920"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","Male","2305","2295","40470","40300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","Female","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","AA/AO","Female","50","50","22710","21780"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","EO","Female","105","100","28490","29660"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","EO","Male","55","55","28240","27170"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","G6/G7","Female","260","255","60490","59590"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","G6/G7","Male","245","245","61420","59720"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SCS level","Female","25","25","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SCS level","Male","15","15","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","Female","410","395","38490","37680"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","Male","355","350","39620","38920"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","AA/AO","Female","30","25","[c]","[c]"
"In post","2023","50-59","National Crime Agency","AA/AO","Male","25","20","[c]","[c]"
"In post","2023","50-59","National Crime Agency","EO","Female","215","210","35980","36040"
"In post","2023","50-59","National Crime Agency","EO","Male","345","340","38070","38310"
"In post","2023","50-59","National Crime Agency","G6/G7","Female","35","35","64210","62890"
"In post","2023","50-59","National Crime Agency","G6/G7","Male","125","125","69430","67840"
"In post","2023","50-59","National Crime Agency","SCS level","Female","5","5","[c]","[c]"
"In post","2023","50-59","National Crime Agency","SCS level","Male","10","10","[c]","[c]"
"In post","2023","50-59","National Crime Agency","SEO/HEO","Female","235","230","45450","45610"
"In post","2023","50-59","National Crime Agency","SEO/HEO","Male","585","585","46930","47380"
"In post","2023","50-59","National Infrastructure Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","AA/AO","Female","30","30","25460","24890"
"In post","2023","50-59","National Records of Scotland","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","EO","Female","5","5","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","EO","Male","10","10","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SEO/HEO","Female","10","10","[c]","[c]"
