"Status","Year","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department of Health and Social Care","Heterosexual / straight","340","325","46980","41950"
"In post","2023","Declared disabled","Department of Health and Social Care","LGBO","70","70","43210","40290"
"In post","2023","Declared disabled","Department of Health and Social Care","Undeclared","65","60","46510","42940"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","30","25","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Heterosexual / straight","95","90","40560","38100"
"In post","2023","Declared disabled","Food Standards Agency","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","450","440","46000","40350"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","LGBO","60","60","46480","39620"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","110","110","47500","41450"
"In post","2023","Declared disabled","HM Land Registry","Heterosexual / straight","485","430","31440","28080"
"In post","2023","Declared disabled","HM Land Registry","LGBO","45","45","29600","28080"
"In post","2023","Declared disabled","HM Land Registry","Undeclared","80","65","32220","28080"
"In post","2023","Declared disabled","HM Land Registry","Unknown","80","70","28450","28080"
"In post","2023","Declared disabled","HM Revenue and Customs","Heterosexual / straight","4910","4470","35510","34370"
"In post","2023","Declared disabled","HM Revenue and Customs","LGBO","645","615","34820","34400"
"In post","2023","Declared disabled","HM Revenue and Customs","Undeclared","515","465","35320","34370"
"In post","2023","Declared disabled","HM Revenue and Customs","Unknown","610","530","31370","27890"
"In post","2023","Declared disabled","HM Treasury","Heterosexual / straight","190","185","47620","48780"
"In post","2023","Declared disabled","HM Treasury","LGBO","40","40","44870","38660"
"In post","2023","Declared disabled","HM Treasury","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Heterosexual / straight","2450","2260","33860","29890"
"In post","2023","Declared disabled","Home Office","LGBO","260","250","35700","30170"
"In post","2023","Declared disabled","Home Office","Undeclared","380","350","34060","30170"
"In post","2023","Declared disabled","Home Office","Unknown","130","125","32110","26400"
"In post","2023","Declared disabled","Ministry of Defence","Heterosexual / straight","4490","4305","36010","33990"
"In post","2023","Declared disabled","Ministry of Defence","LGBO","290","285","36040","33990"
"In post","2023","Declared disabled","Ministry of Defence","Undeclared","625","600","37110","34300"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","405","395","40290","39890"
"In post","2023","Declared disabled","Ministry of Justice","Heterosexual / straight","9695","8985","31560","29050"
"In post","2023","Declared disabled","Ministry of Justice","LGBO","1280","1240","31800","29660"
"In post","2023","Declared disabled","Ministry of Justice","Undeclared","1085","1000","32340","29660"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","255","225","30860","29660"
"In post","2023","Declared disabled","National Crime Agency","Heterosexual / straight","220","210","41360","39560"
"In post","2023","Declared disabled","National Crime Agency","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Undeclared","30","30","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","135","130","49100","50250"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","85","85","42110","38000"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","LGBO","35","35","31920","26500"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","30","30","39210","39140"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","LGBO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government","Heterosexual / straight","1420","1340","39730","36330"
"In post","2023","Declared disabled","Scottish Government","LGBO","345","335","37010","33520"
"In post","2023","Declared disabled","Scottish Government","Undeclared","120","110","40790","34730"
"In post","2023","Declared disabled","Scottish Government","Unknown","355","325","35870","37060"
"In post","2023","Declared disabled","The National Archives","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Statistics Authority","Heterosexual / straight","455","400","34490","31560"
"In post","2023","Declared disabled","UK Statistics Authority","LGBO","85","80","35150","31660"
"In post","2023","Declared disabled","UK Statistics Authority","Undeclared","40","35","31430","31560"
"In post","2023","Declared disabled","UK Statistics Authority","Unknown","55","45","33150","31060"
"In post","2023","Declared disabled","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Welsh Government","Heterosexual / straight","275","255","40680","39690"
"In post","2023","Declared disabled","Welsh Government","LGBO","35","30","46490","43660"
"In post","2023","Declared disabled","Welsh Government","Undeclared","45","45","42690","39690"
"In post","2023","Declared disabled","Welsh Government","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Attorney General's Departments","Heterosexual / straight","5730","5385","45760","49050"
"In post","2023","Declared non-disabled","Attorney General's Departments","LGBO","345","330","46160","45230"
"In post","2023","Declared non-disabled","Attorney General's Departments","Undeclared","245","235","48810","52020"
"In post","2023","Declared non-disabled","Attorney General's Departments","Unknown","995","885","48360","53750"
"In post","2023","Declared non-disabled","Cabinet Office","Heterosexual / straight","4545","4425","52770","51290"
"In post","2023","Declared non-disabled","Cabinet Office","LGBO","365","360","47370","46000"
"In post","2023","Declared non-disabled","Cabinet Office","Undeclared","300","295","53440","56000"
"In post","2023","Declared non-disabled","Cabinet Office","Unknown","400","395","57900","56200"
"In post","2023","Declared non-disabled","Chancellor's other departments","Heterosexual / straight","275","265","61810","52510"
"In post","2023","Declared non-disabled","Chancellor's other departments","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Chancellor's other departments","Undeclared","55","55","61790","54500"
"In post","2023","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Charity Commission","Heterosexual / straight","210","205","37640","30170"
"In post","2023","Declared non-disabled","Charity Commission","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Charity Commission","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Charity Commission","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Heterosexual / straight","640","620","61400","57540"
"In post","2023","Declared non-disabled","Competition and Markets Authority","LGBO","55","55","60970","58050"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Undeclared","60","60","63250","60600"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","7990","7665","44580","41360"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","LGBO","585","580","44090","41360"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Undeclared","825","795","44490","41360"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","515","475","38660","35290"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","1190","1165","50250","53030"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","LGBO","155","155","49540","52760"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Undeclared","85","80","44850","38160"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education","Heterosexual / straight","4260","4085","47520","46600"
"In post","2023","Declared non-disabled","Department for Education","LGBO","275","270","47300","43250"
"In post","2023","Declared non-disabled","Department for Education","Undeclared","320","305","47920","51360"
"In post","2023","Declared non-disabled","Department for Education","Unknown","390","365","47670","47610"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","7275","6945","37620","33830"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","LGBO","540","535","37110","33830"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Undeclared","620","590","36790","33830"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","410","390","36450","31250"
"In post","2023","Declared non-disabled","Department for International Trade","Heterosexual / straight","1445","1420","48850","43510"
"In post","2023","Declared non-disabled","Department for International Trade","LGBO","145","145","46940","41550"
"In post","2023","Declared non-disabled","Department for International Trade","Undeclared","90","90","47930","52000"
"In post","2023","Declared non-disabled","Department for International Trade","Unknown","105","100","46530","41830"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Heterosexual / straight","2580","2475","48850","49700"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","LGBO","215","210","48580","49700"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Undeclared","145","140","46650","43190"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","85","80","37930","33410"
"In post","2023","Declared non-disabled","Department for Transport","Heterosexual / straight","8760","8235","35950","31350"
"In post","2023","Declared non-disabled","Department for Transport","LGBO","525","510","37400","31400"
"In post","2023","Declared non-disabled","Department for Transport","Undeclared","1590","1375","30920","27450"
"In post","2023","Declared non-disabled","Department for Transport","Unknown","170","150","30180","27450"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Heterosexual / straight","46385","42035","30490","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions","LGBO","2340","2240","30570","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Undeclared","4545","4020","29650","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Unknown","10345","8750","28520","28120"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Heterosexual / straight","3290","3125","47160","41660"
"In post","2023","Declared non-disabled","Department of Health and Social Care","LGBO","195","185","49350","41950"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Undeclared","345","325","48650","41950"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Unknown","85","85","56410","54300"
"In post","2023","Declared non-disabled","Estyn","Heterosexual / straight","95","90","59970","78500"
"In post","2023","Declared non-disabled","Estyn","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Heterosexual / straight","715","695","40200","38100"
"In post","2023","Declared non-disabled","Food Standards Agency","LGBO","45","40","41950","38100"
"In post","2023","Declared non-disabled","Food Standards Agency","Undeclared","45","45","40130","37110"
"In post","2023","Declared non-disabled","Food Standards Agency","Unknown","170","160","32780","28090"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","3595","3515","49410","44450"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","LGBO","250","250","49180","44450"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Undeclared","65","65","45760","42640"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","525","520","50210","46040"
"In post","2023","Declared non-disabled","HM Land Registry","Heterosexual / straight","2775","2490","34590","34850"
"In post","2023","Declared non-disabled","HM Land Registry","LGBO","80","75","33160","28080"
"In post","2023","Declared non-disabled","HM Land Registry","Undeclared","375","325","34550","34850"
"In post","2023","Declared non-disabled","HM Land Registry","Unknown","750","655","31850","28080"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Heterosexual / straight","35500","33375","37160","34700"
"In post","2023","Declared non-disabled","HM Revenue and Customs","LGBO","2180","2115","36090","34400"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Undeclared","2215","2035","36360","34400"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Unknown","3255","2850","32960","28130"
"In post","2023","Declared non-disabled","HM Treasury","Heterosexual / straight","1485","1440","49370","52090"
"In post","2023","Declared non-disabled","HM Treasury","LGBO","135","135","48220","46430"
"In post","2023","Declared non-disabled","HM Treasury","Undeclared","115","115","48310","49090"
"In post","2023","Declared non-disabled","HM Treasury","Unknown","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Heterosexual / straight","21595","20065","34540","30200"
"In post","2023","Declared non-disabled","Home Office","LGBO","770","750","35990","32000"
"In post","2023","Declared non-disabled","Home Office","Undeclared","2220","2025","34300","30040"
"In post","2023","Declared non-disabled","Home Office","Unknown","145","135","33900","29750"
"In post","2023","Declared non-disabled","Ministry of Defence","Heterosexual / straight","30790","29735","37300","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","LGBO","820","805","37220","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Undeclared","2385","2285","37530","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Unknown","945","910","37160","34300"
"In post","2023","Declared non-disabled","Ministry of Justice","Heterosexual / straight","51095","48105","32540","30410"
"In post","2023","Declared non-disabled","Ministry of Justice","LGBO","3295","3210","32750","30760"
"In post","2023","Declared non-disabled","Ministry of Justice","Undeclared","3480","3210","32810","29890"
"In post","2023","Declared non-disabled","Ministry of Justice","Unknown","2160","1905","33300","32920"
"In post","2023","Declared non-disabled","National Crime Agency","Heterosexual / straight","1330","1280","45680","45350"
"In post","2023","Declared non-disabled","National Crime Agency","LGBO","55","50","44550","41910"
"In post","2023","Declared non-disabled","National Crime Agency","Undeclared","90","90","43670","42170"
"In post","2023","Declared non-disabled","National Crime Agency","Unknown","55","55","43420","42110"
"In post","2023","Declared non-disabled","Northern Ireland Office","Heterosexual / straight","80","80","47320","42580"
"In post","2023","Declared non-disabled","Northern Ireland Office","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","1480","1435","53810","52750"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","LGBO","125","125","52960","52750"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","75","70","50760","52750"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Heterosexual / straight","850","840","44530","40000"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","LGBO","95","90","39820","33400"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Undeclared","70","70","46200","45000"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","315","310","52290","47990"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","240","230","45540","41200"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","Heterosexual / straight","65","65","52940","51830"
"In post","2023","Declared non-disabled","Office of Rail and Road","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Heterosexual / straight","30","30","58810","55290"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Heterosexual / straight","9990","9565","42050","36940"
"In post","2023","Declared non-disabled","Scottish Government","LGBO","690","680","39870","34730"
"In post","2023","Declared non-disabled","Scottish Government","Undeclared","480","465","43330","38330"
"In post","2023","Declared non-disabled","Scottish Government","Unknown","1480","1375","40180","34150"
"In post","2023","Declared non-disabled","The National Archives","Heterosexual / straight","200","190","40070","35930"
"In post","2023","Declared non-disabled","The National Archives","LGBO","35","35","35030","34940"
"In post","2023","Declared non-disabled","The National Archives","Undeclared","40","40","37660","35000"
"In post","2023","Declared non-disabled","The National Archives","Unknown","80","75","37320","35470"
"In post","2023","Declared non-disabled","UK Export Finance","Heterosexual / straight","390","385","54610","52000"
"In post","2023","Declared non-disabled","UK Export Finance","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Undeclared","35","35","61400","52600"
"In post","2023","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Heterosexual / straight","2465","2200","36530","31660"
"In post","2023","Declared non-disabled","UK Statistics Authority","LGBO","145","140","36510","31780"
"In post","2023","Declared non-disabled","UK Statistics Authority","Undeclared","130","120","38070","37760"
"In post","2023","Declared non-disabled","UK Statistics Authority","Unknown","360","320","37010","32710"
"In post","2023","Declared non-disabled","UK Supreme Court","Heterosexual / straight","40","40","39120","35240"
"In post","2023","Declared non-disabled","UK Supreme Court","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Heterosexual / straight","165","160","56590","51000"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Government","Heterosexual / straight","4335","4095","44180","39690"
"In post","2023","Declared non-disabled","Welsh Government","LGBO","205","200","43850","39690"
"In post","2023","Declared non-disabled","Welsh Government","Undeclared","475","445","43780","39690"
"In post","2023","Declared non-disabled","Welsh Government","Unknown","55","50","45230","39690"
"In post","2023","Undeclared","Attorney General's Departments","Heterosexual / straight","105","100","48810","52020"
"In post","2023","Undeclared","Attorney General's Departments","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","Undeclared","60","55","52370","54270"
"In post","2023","Undeclared","Attorney General's Departments","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office","Heterosexual / straight","190","185","51420","52160"
