"Status","Year","Age","Disability","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","16-19","Unknown","North West (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","North West (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","South East (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","South West (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","East Midlands (England)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","East Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","East of England","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","East of England","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","London","Female","140","[c]","32400","32220"
"Leaver CS","2023","20-29","Declared disabled","London","Male","75","[c]","33390","32520"
"Leaver CS","2023","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","North East (England)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","North East (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","North West (England)","Female","50","[c]","25110","22900"
"Leaver CS","2023","20-29","Declared disabled","North West (England)","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Scotland","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Scotland","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","South East (England)","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","South East (England)","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","South West (England)","Female","40","[c]","26070","24840"
"Leaver CS","2023","20-29","Declared disabled","South West (England)","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Wales","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Wales","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","West Midlands (England)","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","West Midlands (England)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Yorkshire and The Humber","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Yorkshire and The Humber","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","East Midlands (England)","Female","170","[c]","24950","23390"
"Leaver CS","2023","20-29","Declared non-disabled","East Midlands (England)","Male","150","[c]","25930","26900"
"Leaver CS","2023","20-29","Declared non-disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","East of England","Female","185","[c]","26780","27140"
"Leaver CS","2023","20-29","Declared non-disabled","East of England","Male","135","[c]","27200","27570"
"Leaver CS","2023","20-29","Declared non-disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","London","Female","1000","[c]","33720","32330"
"Leaver CS","2023","20-29","Declared non-disabled","London","Male","690","[c]","34870","32520"
"Leaver CS","2023","20-29","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","North East (England)","Female","125","[c]","24240","21690"
"Leaver CS","2023","20-29","Declared non-disabled","North East (England)","Male","140","[c]","24320","21690"
"Leaver CS","2023","20-29","Declared non-disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","North West (England)","Female","315","[c]","24760","22260"
"Leaver CS","2023","20-29","Declared non-disabled","North West (England)","Male","280","[c]","26790","23390"
"Leaver CS","2023","20-29","Declared non-disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Northern Ireland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Northern Ireland","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Scotland","Female","210","[c]","27100","24490"
"Leaver CS","2023","20-29","Declared non-disabled","Scotland","Male","155","[c]","26540","24890"
"Leaver CS","2023","20-29","Declared non-disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","South East (England)","Female","330","[c]","27190","27500"
"Leaver CS","2023","20-29","Declared non-disabled","South East (England)","Male","225","[c]","27710","27570"
"Leaver CS","2023","20-29","Declared non-disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","South West (England)","Female","330","[c]","26940","25900"
"Leaver CS","2023","20-29","Declared non-disabled","South West (England)","Male","320","[c]","28470","27570"
"Leaver CS","2023","20-29","Declared non-disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Wales","Female","195","[c]","23790","22500"
"Leaver CS","2023","20-29","Declared non-disabled","Wales","Male","195","[c]","25010","22500"
"Leaver CS","2023","20-29","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","West Midlands (England)","Female","265","[c]","25810","24830"
"Leaver CS","2023","20-29","Declared non-disabled","West Midlands (England)","Male","150","[c]","25880","24700"
"Leaver CS","2023","20-29","Declared non-disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Yorkshire and The Humber","Female","230","[c]","26300","22870"
"Leaver CS","2023","20-29","Declared non-disabled","Yorkshire and The Humber","Male","180","[c]","25640","22310"
"Leaver CS","2023","20-29","Declared non-disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","East Midlands (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","East Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","East of England","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","East of England","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","Female","65","[c]","31820","31060"
"Leaver CS","2023","20-29","Undeclared","London","Male","70","[c]","36800","34090"
"Leaver CS","2023","20-29","Undeclared","North East (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","North East (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","North West (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","North West (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Scotland","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","South East (England)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","South East (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","South West (England)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","South West (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Wales","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Wales","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","West Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Yorkshire and The Humber","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","East Midlands (England)","Female","110","[c]","23500","21780"
"Leaver CS","2023","20-29","Unknown","East Midlands (England)","Male","80","[c]","24450","21780"
"Leaver CS","2023","20-29","Unknown","East of England","Female","80","[c]","26300","22950"
"Leaver CS","2023","20-29","Unknown","East of England","Male","70","[c]","25410","24380"
"Leaver CS","2023","20-29","Unknown","London","Female","795","[c]","31850","29660"
"Leaver CS","2023","20-29","Unknown","London","Male","595","[c]","33180","31060"
"Leaver CS","2023","20-29","Unknown","North East (England)","Female","80","[c]","23370","22400"
"Leaver CS","2023","20-29","Unknown","North East (England)","Male","75","[c]","25800","25880"
"Leaver CS","2023","20-29","Unknown","North West (England)","Female","235","[c]","25200","22400"
"Leaver CS","2023","20-29","Unknown","North West (England)","Male","180","[c]","25270","22400"
"Leaver CS","2023","20-29","Unknown","Northern Ireland","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Northern Ireland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Scotland","Female","170","[c]","26630","24710"
"Leaver CS","2023","20-29","Unknown","Scotland","Male","180","[c]","26660","24970"
"Leaver CS","2023","20-29","Unknown","South East (England)","Female","195","[c]","24780","22860"
"Leaver CS","2023","20-29","Unknown","South East (England)","Male","200","[c]","27030","25880"
"Leaver CS","2023","20-29","Unknown","South West (England)","Female","150","[c]","25510","22360"
"Leaver CS","2023","20-29","Unknown","South West (England)","Male","210","[c]","27190","25490"
"Leaver CS","2023","20-29","Unknown","Unknown","Female","40","[c]","26150","28000"
"Leaver CS","2023","20-29","Unknown","Unknown","Male","50","[c]","28320","29250"
"Leaver CS","2023","20-29","Unknown","Wales","Female","105","[c]","24750","22120"
"Leaver CS","2023","20-29","Unknown","Wales","Male","130","[c]","24620","22400"
"Leaver CS","2023","20-29","Unknown","West Midlands (England)","Female","155","[c]","24640","21780"
"Leaver CS","2023","20-29","Unknown","West Midlands (England)","Male","110","[c]","25730","21780"
"Leaver CS","2023","20-29","Unknown","Yorkshire and The Humber","Female","135","[c]","27560","22400"
"Leaver CS","2023","20-29","Unknown","Yorkshire and The Humber","Male","170","[c]","27680","25880"
"Leaver CS","2023","30-39","Declared disabled","East Midlands (England)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","East Midlands (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","East of England","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","East of England","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","London","Female","110","[c]","45500","40800"
"Leaver CS","2023","30-39","Declared disabled","London","Male","70","[c]","46400","44500"
"Leaver CS","2023","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","North East (England)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","North East (England)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","North West (England)","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","North West (England)","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Scotland","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Scotland","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","South East (England)","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","South East (England)","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","South West (England)","Female","35","[c]","33560","30200"
"Leaver CS","2023","30-39","Declared disabled","South West (England)","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Wales","Female","40","[c]","26280","22500"
"Leaver CS","2023","30-39","Declared disabled","Wales","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","West Midlands (England)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","West Midlands (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Yorkshire and The Humber","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Yorkshire and The Humber","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","East Midlands (England)","Female","145","[c]","29100","27470"
"Leaver CS","2023","30-39","Declared non-disabled","East Midlands (England)","Male","125","[c]","29540","27570"
"Leaver CS","2023","30-39","Declared non-disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","East of England","Female","160","[c]","29300","29290"
"Leaver CS","2023","30-39","Declared non-disabled","East of England","Male","145","[c]","31810","29290"
"Leaver CS","2023","30-39","Declared non-disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","London","Female","795","[c]","44000","41280"
"Leaver CS","2023","30-39","Declared non-disabled","London","Male","725","[c]","47020","43780"
"Leaver CS","2023","30-39","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","North East (England)","Female","100","[c]","28260","24250"
"Leaver CS","2023","30-39","Declared non-disabled","North East (England)","Male","120","[c]","35780","28120"
"Leaver CS","2023","30-39","Declared non-disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","North West (England)","Female","280","[c]","30650","27570"
"Leaver CS","2023","30-39","Declared non-disabled","North West (England)","Male","220","[c]","32730","27570"
"Leaver CS","2023","30-39","Declared non-disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Northern Ireland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Northern Ireland","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Scotland","Female","175","[c]","32690","28700"
"Leaver CS","2023","30-39","Declared non-disabled","Scotland","Male","180","[c]","34360","31540"
"Leaver CS","2023","30-39","Declared non-disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","South East (England)","Female","220","[c]","31180","29290"
"Leaver CS","2023","30-39","Declared non-disabled","South East (England)","Male","220","[c]","33600","29480"
"Leaver CS","2023","30-39","Declared non-disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","South West (England)","Female","250","[c]","32930","31960"
"Leaver CS","2023","30-39","Declared non-disabled","South West (England)","Male","305","[c]","36110","33980"
"Leaver CS","2023","30-39","Declared non-disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Wales","Female","165","[c]","28230","22500"
"Leaver CS","2023","30-39","Declared non-disabled","Wales","Male","145","[c]","32390","28120"
"Leaver CS","2023","30-39","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","West Midlands (England)","Female","175","[c]","30250","27140"
"Leaver CS","2023","30-39","Declared non-disabled","West Midlands (England)","Male","160","[c]","30360","28080"
"Leaver CS","2023","30-39","Declared non-disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Yorkshire and The Humber","Female","185","[c]","32760","28120"
"Leaver CS","2023","30-39","Declared non-disabled","Yorkshire and The Humber","Male","170","[c]","35440","28170"
"Leaver CS","2023","30-39","Declared non-disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","East Midlands (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","East Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","East of England","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","East of England","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","London","Female","60","[c]","43820","39120"
"Leaver CS","2023","30-39","Undeclared","London","Male","65","[c]","44180","42670"
"Leaver CS","2023","30-39","Undeclared","North East (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","North East (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","North West (England)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","North West (England)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Scotland","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","South East (England)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","South East (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","South West (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","South West (England)","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Wales","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Wales","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","West Midlands (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","West Midlands (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Yorkshire and The Humber","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Yorkshire and The Humber","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","East Midlands (England)","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","East Midlands (England)","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","East of England","Female","55","[c]","31430","28120"
"Leaver CS","2023","30-39","Unknown","East of England","Male","55","[c]","35960","28500"
"Leaver CS","2023","30-39","Unknown","London","Female","430","[c]","44440","41250"
"Leaver CS","2023","30-39","Unknown","London","Male","385","[c]","47450","44140"
"Leaver CS","2023","30-39","Unknown","North East (England)","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","North East (England)","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","North West (England)","Female","140","[c]","29820","25900"
"Leaver CS","2023","30-39","Unknown","North West (England)","Male","145","[c]","34500","28100"
"Leaver CS","2023","30-39","Unknown","Northern Ireland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Northern Ireland","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Scotland","Female","160","[c]","32780","29450"
"Leaver CS","2023","30-39","Unknown","Scotland","Male","155","[c]","32370","29270"
"Leaver CS","2023","30-39","Unknown","South East (England)","Female","115","[c]","36140","31270"
"Leaver CS","2023","30-39","Unknown","South East (England)","Male","135","[c]","35610","32700"
"Leaver CS","2023","30-39","Unknown","South West (England)","Female","95","[c]","35410","33410"
"Leaver CS","2023","30-39","Unknown","South West (England)","Male","115","[c]","36640","37590"
"Leaver CS","2023","30-39","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","Male","50","[c]","38500","36970"
"Leaver CS","2023","30-39","Unknown","Wales","Female","80","[c]","27890","24140"
"Leaver CS","2023","30-39","Unknown","Wales","Male","80","[c]","34910","30820"
"Leaver CS","2023","30-39","Unknown","West Midlands (England)","Female","80","[c]","33340","30320"
"Leaver CS","2023","30-39","Unknown","West Midlands (England)","Male","85","[c]","32350","26330"
"Leaver CS","2023","30-39","Unknown","Yorkshire and The Humber","Female","90","[c]","34980","30330"
"Leaver CS","2023","30-39","Unknown","Yorkshire and The Humber","Male","110","[c]","37050","29970"
"Leaver CS","2023","40-49","Declared disabled","East Midlands (England)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","East Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
