"Status","Year","Age","Organisation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Crown Prosecution Service","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","East Wales","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","85","85","19280","18780"
"In post","2023","16-19","Defence Equipment and Support","Hampshire and Isle of Wight","South Hampshire","10","10","18820","18280"
"In post","2023","16-19","Defence Equipment and Support","Southern Scotland","East Ayrshire and North Ayrshire mainland","10","10","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","25","25","21620","23340"
"In post","2023","16-19","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","10","10","24030","21690"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Swansea","75","65","20620","19000"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","30","30","23790","23530"
"In post","2023","16-19","FCDO Services","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Government Legal Department","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Devon","Plymouth","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Derbyshire and Nottinghamshire","North Nottinghamshire","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Derbyshire and Nottinghamshire","Nottingham","10","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Derbyshire and Nottinghamshire","South and West Derbyshire","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Devon","Devon CC","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Dorset and Somerset","Dorset","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Anglia","Suffolk CC","10","10","24080","23230"
"In post","2023","16-19","HM Prison and Probation Service","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Essex","Heart of Essex","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Greater Manchester","Greater Manchester North West","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Hampshire and Isle of Wight","Central Hampshire","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Hampshire and Isle of Wight","Isle of Wight","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Lancashire","Chorley and West Lancashire","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Lancashire","Mid Lancashire","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","Leicester","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Lincolnshire","Lincolnshire CC","10","10","26030","25930"
"In post","2023","16-19","HM Prison and Probation Service","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Shropshire and Staffordshire","Staffordshire CC","15","15","26370","28880"
"In post","2023","16-19","HM Prison and Probation Service","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Tees Valley and Durham","Durham","15","15","26600","28880"
"In post","2023","16-19","HM Prison and Probation Service","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","West Midlands","Birmingham","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","West Yorkshire","Leeds","15","10","26330","28880"
"In post","2023","16-19","HM Prison and Probation Service","West Yorkshire","Wakefield","10","10","26820","28880"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","15","15","23210","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","20","20","22790","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","5","[c]","[c]"
