"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Inspector of Education and Training","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Inspector of Education and Training","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Inspector of Education and Training","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","East Midlands (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","East Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","East of England","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","East of England","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","London","Female","105","[c]","35130","32520"
"Leaver Dept.","2023","Asian","Operational Delivery","London","Male","110","[c]","35050","32520"
"Leaver Dept.","2023","Asian","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","North East (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","North East (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","North West (England)","Female","40","[c]","26130","27570"
"Leaver Dept.","2023","Asian","Operational Delivery","North West (England)","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Scotland","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Scotland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","South East (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","South East (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","West Midlands (England)","Female","60","[c]","25920","26960"
"Leaver Dept.","2023","Asian","Operational Delivery","West Midlands (England)","Male","55","[c]","27330","27570"
"Leaver Dept.","2023","Asian","Operational Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Yorkshire and The Humber","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Yorkshire and The Humber","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","South East (England)","Male","[c]","[c]","[c]","[c]"
