"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","AA/AO","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AA/AO","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","EO","Heterosexual / straight","105","[c]","26890","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","EO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","EO","Unknown","35","[c]","27110","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G6","Heterosexual / straight","70","[c]","66870","66530"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G6","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G6","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G7","Heterosexual / straight","165","[c]","55110","54900"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G7","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G7","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G7","Unknown","55","[c]","55990","56430"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","Heterosexual / straight","50","[c]","84490","78540"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","185","[c]","34570","34550"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Unknown","40","[c]","35060","35610"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","95","[c]","41020","40640"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Unknown","35","[c]","41340","41410"
"Leaver Dept.","2023","Central Civil Service Fast Stream","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Central Civil Service Fast Stream","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Central Civil Service Fast Stream","SEO/HEO","HEO","Unknown","515","[c]","31790","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
