"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Finance","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Female","30","[c]","28450","27570"
"Leaver Dept.","2023","Finance","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","Female","45","[c]","59860","56850"
"Leaver Dept.","2023","Finance","G6/G7","Male","55","[c]","60240","59160"
"Leaver Dept.","2023","Finance","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","Female","120","[c]","36650","35360"
"Leaver Dept.","2023","Finance","SEO/HEO","Male","105","[c]","36120","34250"
"Leaver Dept.","2023","Geography","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","Female","55","[c]","22260","22220"
"Leaver Dept.","2023","Human Resources","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Female","60","[c]","27050","26950"
"Leaver Dept.","2023","Human Resources","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","Female","65","[c]","57070","55830"
"Leaver Dept.","2023","Human Resources","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","Female","220","[c]","35900","34260"
"Leaver Dept.","2023","Human Resources","SEO/HEO","Male","70","[c]","37300","37890"
"Leaver Dept.","2023","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","Female","65","[c]","59010","56630"
"Leaver Dept.","2023","Legal","G6/G7","Male","50","[c]","60440","58030"
"Leaver Dept.","2023","Legal","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","Female","40","[c]","38640","37680"
"Leaver Dept.","2023","Legal","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","AA/AO","Female","1265","[c]","22070","21780"
"Leaver Dept.","2023","Operational Delivery","AA/AO","Male","880","[c]","22260","21690"
"Leaver Dept.","2023","Operational Delivery","EO","Female","1310","[c]","28210","28120"
"Leaver Dept.","2023","Operational Delivery","EO","Male","925","[c]","28300","28120"
"Leaver Dept.","2023","Operational Delivery","G6/G7","Female","130","[c]","58330","58140"
"Leaver Dept.","2023","Operational Delivery","G6/G7","Male","125","[c]","58300","56070"
"Leaver Dept.","2023","Operational Delivery","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","SCS level","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","Female","550","[c]","35610","34300"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","Male","390","[c]","36180","34400"
"Leaver Dept.","2023","Operational Delivery","Unknown","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","AA/AO","Female","40","[c]","22330","21690"
"Leaver Dept.","2023","Other","AA/AO","Male","30","[c]","21610","21690"
"Leaver Dept.","2023","Other","EO","Female","50","[c]","28200","27570"
"Leaver Dept.","2023","Other","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","G6/G7","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","SEO/HEO","Female","70","[c]","35610","35070"
"Leaver Dept.","2023","Other","SEO/HEO","Male","45","[c]","37290","36180"
"Leaver Dept.","2023","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","EO","Female","120","[c]","28200","27850"
"Leaver Dept.","2023","Policy","EO","Male","85","[c]","28340","28590"
"Leaver Dept.","2023","Policy","G6/G7","Female","385","[c]","57760","55290"
"Leaver Dept.","2023","Policy","G6/G7","Male","310","[c]","57680","55120"
"Leaver Dept.","2023","Policy","SCS level","Female","50","[c]","82860","76510"
"Leaver Dept.","2023","Policy","SCS level","Male","50","[c]","86720","81600"
"Leaver Dept.","2023","Policy","SEO/HEO","Female","710","[c]","37290","36200"
"Leaver Dept.","2023","Policy","SEO/HEO","Male","495","[c]","37240","36630"
"Leaver Dept.","2023","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G6/G7","Female","70","[c]","58150","55910"
"Leaver Dept.","2023","Project Delivery","G6/G7","Male","55","[c]","55960","54700"
"Leaver Dept.","2023","Project Delivery","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SEO/HEO","Female","210","[c]","36440","35620"
"Leaver Dept.","2023","Project Delivery","SEO/HEO","Male","160","[c]","37000","35920"
"Leaver Dept.","2023","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","SEO/HEO","Female","45","[c]","35980","34050"
"Leaver Dept.","2023","Science and Engineering","SEO/HEO","Male","40","[c]","35310","33570"
"Leaver Dept.","2023","Security","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AA/AO","Male","35","[c]","25640","24430"
"Leaver Dept.","2023","Security","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","SEO/HEO","Female","55","[c]","38310","38340"
"Leaver Dept.","2023","Social Research","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","SEO/HEO","Female","85","[c]","35240","33250"
"Leaver Dept.","2023","Statistics","SEO/HEO","Male","65","[c]","35390","34000"
"Leaver Dept.","2023","Tax","AA/AO","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","AA/AO","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","EO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","EO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Female","60","[c]","23070","21830"
"Leaver Dept.","2023","Unknown","AA/AO","Male","55","[c]","23680","22150"
"Leaver Dept.","2023","Unknown","EO","Female","210","[c]","27660","27500"
"Leaver Dept.","2023","Unknown","EO","Male","125","[c]","27520","27500"
"Leaver Dept.","2023","Unknown","G6/G7","Female","380","[c]","59080","56430"
"Leaver Dept.","2023","Unknown","G6/G7","Male","320","[c]","59100","56430"
"Leaver Dept.","2023","Unknown","SCS level","Female","55","[c]","80340","77260"
"Leaver Dept.","2023","Unknown","SCS level","Male","75","[c]","89070","83340"
"Leaver Dept.","2023","Unknown","SEO/HEO","Female","710","[c]","35600","34550"
"Leaver Dept.","2023","Unknown","SEO/HEO","Male","515","[c]","36090","35110"
"Leaver Dept.","2023","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AA/AO","Female","55","[c]","22470","22220"
"New entrant CS","2023","Commercial","AA/AO","Male","40","[c]","22650","22220"
"New entrant CS","2023","Commercial","EO","Female","65","[c]","26960","27080"
"New entrant CS","2023","Commercial","EO","Male","50","[c]","26800","27080"
"New entrant CS","2023","Commercial","G6/G7","Female","45","[c]","65460","65750"
"New entrant CS","2023","Commercial","G6/G7","Male","55","[c]","68970","69000"
"New entrant CS","2023","Commercial","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SEO/HEO","Female","185","[c]","35130","34000"
"New entrant CS","2023","Commercial","SEO/HEO","Male","140","[c]","35630","34000"
"New entrant CS","2023","Commercial","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","EO","Female","70","[c]","27390","27080"
"New entrant CS","2023","Communications","EO","Male","30","[c]","27420","27140"
"New entrant CS","2023","Communications","G6/G7","Female","40","[c]","58540","55560"
"New entrant CS","2023","Communications","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SEO/HEO","Female","210","[c]","37350","37540"
"New entrant CS","2023","Communications","SEO/HEO","Male","130","[c]","37440","37150"
"New entrant CS","2023","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","AA/AO","Female","135","[c]","23530","22520"
"New entrant CS","2023","Counter Fraud","AA/AO","Male","95","[c]","23060","21690"
"New entrant CS","2023","Counter Fraud","EO","Female","105","[c]","28220","28090"
"New entrant CS","2023","Counter Fraud","EO","Male","100","[c]","28620","27890"
"New entrant CS","2023","Counter Fraud","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","SEO/HEO","Female","40","[c]","35940","34700"
"New entrant CS","2023","Counter Fraud","SEO/HEO","Male","55","[c]","35590","34170"
"New entrant CS","2023","Digital, Data and Technology","AA/AO","Female","35","[c]","22530","22220"
"New entrant CS","2023","Digital, Data and Technology","AA/AO","Male","80","[c]","22680","22300"
"New entrant CS","2023","Digital, Data and Technology","EO","Female","205","[c]","27750","27650"
"New entrant CS","2023","Digital, Data and Technology","EO","Male","380","[c]","27860","27650"
"New entrant CS","2023","Digital, Data and Technology","G6/G7","Female","195","[c]","56280","55330"
"New entrant CS","2023","Digital, Data and Technology","G6/G7","Male","460","[c]","58770","56430"
"New entrant CS","2023","Digital, Data and Technology","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","SCS level","Male","30","[c]","105100","1e+05"
"New entrant CS","2023","Digital, Data and Technology","SEO/HEO","Female","540","[c]","37030","37590"
"New entrant CS","2023","Digital, Data and Technology","SEO/HEO","Male","910","[c]","37750","37470"
"New entrant CS","2023","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Economics","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Economics","AA/AO","Male","45","[c]","22250","22480"
"New entrant CS","2023","Economics","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Economics","EO","Male","35","[c]","27150","27650"
"New entrant CS","2023","Economics","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Economics","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SEO/HEO","Female","80","[c]","34930","34740"
"New entrant CS","2023","Economics","SEO/HEO","Male","140","[c]","34880","34480"
"New entrant CS","2023","Finance","AA/AO","Female","120","[c]","22340","22520"
"New entrant CS","2023","Finance","AA/AO","Male","95","[c]","22130","22520"
"New entrant CS","2023","Finance","EO","Female","95","[c]","27350","27080"
"New entrant CS","2023","Finance","EO","Male","75","[c]","27240","27080"
"New entrant CS","2023","Finance","G6/G7","Female","50","[c]","56370","54540"
"New entrant CS","2023","Finance","G6/G7","Male","40","[c]","56960","55700"
"New entrant CS","2023","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","Female","160","[c]","37290","37300"
"New entrant CS","2023","Finance","SEO/HEO","Male","135","[c]","37510","37770"
"New entrant CS","2023","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Geography","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Geography","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Geography","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","Female","195","[c]","22090","22180"
"New entrant CS","2023","Human Resources","AA/AO","Male","100","[c]","22280","22190"
"New entrant CS","2023","Human Resources","EO","Female","220","[c]","27030","27080"
"New entrant CS","2023","Human Resources","EO","Male","145","[c]","28090","27140"
"New entrant CS","2023","Human Resources","G6/G7","Female","80","[c]","56420","54680"
"New entrant CS","2023","Human Resources","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO/HEO","Female","270","[c]","36080","34400"
"New entrant CS","2023","Human Resources","SEO/HEO","Male","145","[c]","37580","37540"
"New entrant CS","2023","Human Resources","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","Female","85","[c]","75720","77470"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","Male","60","[c]","75960","77470"
"New entrant CS","2023","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","Female","140","[c]","47600","47750"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","EO","Female","55","[c]","27270","27080"
"New entrant CS","2023","Intelligence Analysis","EO","Male","60","[c]","27340","27080"
"New entrant CS","2023","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
