"Status","Year","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Security","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Undeclared","45","40","43870","43540"
"In post","2023","Unknown","Security","Unknown","1445","1425","33400","28410"
"In post","2023","Unknown","Unknown","Heterosexual / straight","75","70","41410","35570"
"In post","2023","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Undeclared","35","30","46020","41950"
"In post","2023","Unknown","Unknown","Unknown","7135","6930","38130","33910"
"In post","2023","White","Analysis","Heterosexual / straight","5690","5450","46750","42730"
"In post","2023","White","Analysis","LGBO","650","635","42060","39110"
"In post","2023","White","Analysis","Undeclared","390","375","45140","39790"
"In post","2023","White","Analysis","Unknown","665","640","41270","37310"
"In post","2023","White","Commercial","Heterosexual / straight","4430","4285","48630","42620"
"In post","2023","White","Commercial","LGBO","245","240","44010","39890"
"In post","2023","White","Commercial","Undeclared","310","295","45300","42620"
"In post","2023","White","Commercial","Unknown","495","485","53970","56000"
"In post","2023","White","Communications","Heterosexual / straight","2320","2220","44670","41200"
"In post","2023","White","Communications","LGBO","225","225","44010","41870"
"In post","2023","White","Communications","Undeclared","170","160","41850","37870"
"In post","2023","White","Communications","Unknown","150","140","45010","41240"
"In post","2023","White","Counter Fraud","Heterosexual / straight","9080","8430","34550","32260"
"In post","2023","White","Counter Fraud","LGBO","600","585","33680","31280"
"In post","2023","White","Counter Fraud","Undeclared","760","685","33390","28670"
"In post","2023","White","Counter Fraud","Unknown","1170","1035","32490","29730"
"In post","2023","White","Debt","Heterosexual / straight","3375","3005","25210","22520"
"In post","2023","White","Debt","LGBO","310","300","24550","22520"
"In post","2023","White","Debt","Undeclared","275","240","24320","22520"
"In post","2023","White","Debt","Unknown","475","410","24990","22520"
"In post","2023","White","Digital, Data & Technology","Heterosexual / straight","14375","13925","43840","40570"
"In post","2023","White","Digital, Data & Technology","LGBO","1070","1055","42250","38470"
"In post","2023","White","Digital, Data & Technology","Undeclared","1220","1175","42390","39650"
"In post","2023","White","Digital, Data & Technology","Unknown","1060","1015","41320","38470"
"In post","2023","White","Finance","Heterosexual / straight","7270","6870","41910","38470"
"In post","2023","White","Finance","LGBO","380","370","40430","35000"
"In post","2023","White","Finance","Undeclared","550","505","40380","35370"
"In post","2023","White","Finance","Unknown","670","605","36020","29730"
"In post","2023","White","Grants Management","Heterosexual / straight","1555","1430","26690","22150"
"In post","2023","White","Grants Management","LGBO","140","140","26840","22150"
"In post","2023","White","Grants Management","Undeclared","110","100","26040","22150"
"In post","2023","White","Grants Management","Unknown","15","10","[c]","[c]"
"In post","2023","White","Human Resources","Heterosexual / straight","9210","8765","39690","34850"
"In post","2023","White","Human Resources","LGBO","610","595","41010","35650"
"In post","2023","White","Human Resources","Undeclared","545","520","37380","34300"
"In post","2023","White","Human Resources","Unknown","440","405","38540","34700"
"In post","2023","White","Internal Audit","Heterosexual / straight","435","410","48540","46110"
"In post","2023","White","Internal Audit","LGBO","30","25","[c]","[c]"
"In post","2023","White","Internal Audit","Undeclared","40","40","48450","44240"
"In post","2023","White","Internal Audit","Unknown","20","20","[c]","[c]"
"In post","2023","White","Legal","Heterosexual / straight","6965","6510","48460","52020"
"In post","2023","White","Legal","LGBO","550","535","46810","49050"
"In post","2023","White","Legal","Undeclared","375","355","51210","52360"
"In post","2023","White","Legal","Unknown","1030","915","49690","54800"
"In post","2023","White","No function","Heterosexual / straight","182105","168820","33820","28880"
"In post","2023","White","No function","LGBO","13385","12980","34300","30240"
"In post","2023","White","No function","Undeclared","15545","14045","32750","28120"
"In post","2023","White","No function","Unknown","15650","13575","31210","28120"
"In post","2023","White","Project Delivery","Heterosexual / straight","13585","13025","46690","42210"
"In post","2023","White","Project Delivery","LGBO","825","810","45640","41800"
"In post","2023","White","Project Delivery","Undeclared","855","820","47220","42140"
"In post","2023","White","Project Delivery","Unknown","1095","1035","44030","39890"
"In post","2023","White","Property","Heterosexual / straight","5295","5080","38670","34640"
"In post","2023","White","Property","LGBO","235","230","36480","33830"
"In post","2023","White","Property","Undeclared","355","335","38880","35020"
"In post","2023","White","Property","Unknown","300","290","34040","30390"
"In post","2023","White","Security","Heterosexual / straight","6210","6045","34370","30650"
"In post","2023","White","Security","LGBO","280","275","35140","31860"
"In post","2023","White","Security","Undeclared","440","425","35980","34640"
"In post","2023","White","Security","Unknown","330","320","38740","39330"
"In post","2023","White","Unknown","Heterosexual / straight","16745","16000","44060","39690"
"In post","2023","White","Unknown","LGBO","1455","1420","40580","36330"
"In post","2023","White","Unknown","Undeclared","1015","965","43420","39690"
"In post","2023","White","Unknown","Unknown","2170","2045","40270","33260"
"Leaver CS","2023","Asian","Analysis","Heterosexual / straight","65","[c]","35640","31800"
"Leaver CS","2023","Asian","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","Heterosexual / straight","150","[c]","46000","43100"
"Leaver CS","2023","Asian","Digital, Data & Technology","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","Heterosexual / straight","60","[c]","38800","36330"
"Leaver CS","2023","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","Heterosexual / straight","45","[c]","37500","34260"
"Leaver CS","2023","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","Heterosexual / straight","65","[c]","38600","32300"
"Leaver CS","2023","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","No function","Heterosexual / straight","1370","[c]","30780","28120"
"Leaver CS","2023","Asian","No function","LGBO","45","[c]","31430","28120"
"Leaver CS","2023","Asian","No function","Undeclared","90","[c]","30950","28120"
"Leaver CS","2023","Asian","No function","Unknown","280","[c]","29880","25610"
"Leaver CS","2023","Asian","Project Delivery","Heterosexual / straight","70","[c]","41500","38790"
"Leaver CS","2023","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Heterosexual / straight","90","[c]","35580","28220"
"Leaver CS","2023","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Heterosexual / straight","90","[c]","40420","37230"
"Leaver CS","2023","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Heterosexual / straight","45","[c]","35200","31060"
"Leaver CS","2023","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Heterosexual / straight","40","[c]","39630","29370"
"Leaver CS","2023","Black","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Heterosexual / straight","1095","[c]","32100","30770"
"Leaver CS","2023","Black","No function","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Undeclared","55","[c]","29960","29890"
"Leaver CS","2023","Black","No function","Unknown","135","[c]","28320","27840"
"Leaver CS","2023","Black","Project Delivery","Heterosexual / straight","40","[c]","40670","37340"
"Leaver CS","2023","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Heterosexual / straight","65","[c]","32740","30000"
"Leaver CS","2023","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Heterosexual / straight","35","[c]","49150","48510"
"Leaver CS","2023","Mixed","Digital, Data & Technology","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Heterosexual / straight","510","[c]","32220","28430"
"Leaver CS","2023","Mixed","No function","LGBO","65","[c]","30700","28840"
"Leaver CS","2023","Mixed","No function","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","Heterosexual / straight","130","[c]","33480","28620"
"Leaver CS","2023","Other ethnicity","No function","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
