"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","AA","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","AO","Heterosexual / straight","405","[c]","22620","21780"
"Leaver CS","2023","Asian","Operational Delivery","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","AO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","AO","Unknown","195","[c]","22440","21780"
"Leaver CS","2023","Asian","Operational Delivery","EO","Heterosexual / straight","465","[c]","29220","29290"
"Leaver CS","2023","Asian","Operational Delivery","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","EO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","HEO","Heterosexual / straight","65","[c]","34420","34020"
"Leaver CS","2023","Asian","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","SEO","Heterosexual / straight","40","[c]","44290","41770"
"Leaver CS","2023","Asian","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","Unknown","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","AO","Heterosexual / straight","35","[c]","23200","21690"
"Leaver CS","2023","Asian","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","HEO","Heterosexual / straight","35","[c]","34470","33610"
"Leaver CS","2023","Asian","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","AO","LGBO","[c]","[c]","[c]","[c]"
