"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","South East (England)","Southampton","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","West Surrey","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Bristol, City of","Outside London","35","[c]","36520","29790"
"Leaver CS","2023","Unknown","South West (England)","Devon CC","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Dorset","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Gloucestershire CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Wiltshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","75","[c]","51260","30630"
"Leaver CS","2023","Unknown","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wales","Cardiff and Vale of Glamorgan","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wales","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wales","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wales","Monmouthshire and Newport","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wales","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wales","Swansea","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Birmingham","Outside London","55","[c]","43510","39240"
"Leaver CS","2023","Unknown","West Midlands (England)","Coventry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Shropshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Staffordshire CC","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Worcestershire CC","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Leeds","Outside London","110","[c]","53830","50780"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Sheffield","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Wakefield","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","York","Outside London","55","[c]","32090","29200"
"Leaver CS","2023","Veterinarian","East Midlands (England)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East Midlands (England)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East of England","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East of England","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","London","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","London","Westminster","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","North West (England)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","North West (England)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","South East (England)","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","South East (England)","West Surrey","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","South West (England)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","South West (England)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","South West (England)","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Wales","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Wales","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","West Midlands (England)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Yorkshire and The Humber","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Midlands (England)","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Midlands (England)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","Cambridgeshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Croydon","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Lambeth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Tower Hamlets","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Westminster","London","40","[c]","37310","33110"
"Leaver Dept.","2023","Commercial","North East (England)","Darlington","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North East (England)","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North East (England)","Tyneside","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Greater Manchester South West","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Liverpool","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Manchester","Outside London","20","[c]","38610","39090"
"Leaver Dept.","2023","Commercial","North West (England)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scotland","Glasgow City","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South East (England)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South East (England)","Central Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South East (England)","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South East (England)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South East (England)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","20","[c]","38070","37750"
"Leaver Dept.","2023","Commercial","South West (England)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South West (England)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South West (England)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South West (England)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","South West (England)","Wiltshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Wales","Monmouthshire and Newport","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Wales","Swansea","Outside London","15","[c]","34500","31660"
"Leaver Dept.","2023","Commercial","West Midlands (England)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","West Midlands (England)","Coventry","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","West Midlands (England)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","West Midlands (England)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","West Midlands (England)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Yorkshire and The Humber","Leeds","Outside London","15","[c]","37520","36870"
"Leaver Dept.","2023","Commercial","Yorkshire and The Humber","Sheffield","Outside London","15","[c]","37660","39710"
"Leaver Dept.","2023","Commercial","Yorkshire and The Humber","York","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","East Midlands (England)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","East of England","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","East of England","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Barnet","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Croydon","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Lambeth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Tower Hamlets","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Westminster","London","160","[c]","41700","38160"
"Leaver Dept.","2023","Communications","North East (England)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","North West (England)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","North West (England)","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","North West (England)","Manchester","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","North West (England)","Warrington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South East (England)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South East (England)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South West (England)","Bristol, City of","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South West (England)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South West (England)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Wales","Cardiff and Vale of Glamorgan","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Wales","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Wales","Swansea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","West Midlands (England)","Birmingham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","West Midlands (England)","Coventry","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","West Midlands (England)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","West Midlands (England)","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","West Midlands (England)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Yorkshire and The Humber","Leeds","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Yorkshire and The Humber","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Yorkshire and The Humber","York","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","Westminster","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","South West (England)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","East Midlands (England)","Lincolnshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","East Midlands (England)","Nottingham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","East Midlands (England)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","East of England","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","East of England","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","East of England","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Barnet","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Brent","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Croydon","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Hackney and Newham","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Lambeth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Redbridge and Waltham Forest","London","10","[c]","29260","25610"
"Leaver Dept.","2023","Counter Fraud","London","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Westminster","London","15","[c]","45450","39980"
"Leaver Dept.","2023","Counter Fraud","North East (England)","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North East (England)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North East (England)","Tyneside","Outside London","15","[c]","29770","28120"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","Glasgow City","Outside London","10","[c]","24380","22400"
"Leaver Dept.","2023","Counter Fraud","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South East (England)","East Kent","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South East (England)","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South East (England)","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South East (England)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South East (England)","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South East (England)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South East (England)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South West (England)","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South West (England)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South West (England)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South West (England)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","South West (England)","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Wales","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Wales","Swansea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","West Midlands (England)","Birmingham","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","West Midlands (England)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","West Midlands (England)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","West Midlands (England)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","West Midlands (England)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Yorkshire and The Humber","Leeds","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Yorkshire and The Humber","Sheffield","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Yorkshire and The Humber","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Yorkshire and The Humber","York","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","East Midlands (England)","Leicestershire CC and Rutland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","East Midlands (England)","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","East Midlands (England)","Nottingham","Outside London","10","[c]","42340","33150"
"Leaver Dept.","2023","Digital, Data and Technology","East Midlands (England)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","East of England","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","East of England","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","East of England","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","East of England","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","East of England","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","Barnet","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","Croydon","London","30","[c]","54850","47700"
"Leaver Dept.","2023","Digital, Data and Technology","London","Hackney and Newham","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","Hounslow and Richmond upon Thames","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","Lambeth","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","Tower Hamlets","London","15","[c]","38630","32960"
"Leaver Dept.","2023","Digital, Data and Technology","London","Westminster","London","125","[c]","48330","43050"
"Leaver Dept.","2023","Digital, Data and Technology","North East (England)","Darlington","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","North East (England)","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","North East (England)","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","North East (England)","Tyneside","Outside London","60","[c]","37790","34170"
