"Status","Year","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Security","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Heterosexual / straight","35","[c]","28660","25780"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Unknown","285","[c]","31730","32000"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","70","[c]","41410","37380"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","35","[c]","44900","39150"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","165","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Undeclared","175","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Heterosexual / straight","55","[c]","42050","38160"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Active Travel England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Active Travel England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Active Travel England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","Unknown","35","[c]","28810","28840"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Companies House","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Companies House","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Heterosexual / straight","95","[c]","32950","30650"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Unknown","60","[c]","26200","24850"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","45","[c]","32110","33880"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Heterosexual / straight","35","[c]","35310","34000"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","40","[c]","35130","34170"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Government Actuary's Department","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","50","[c]","35620","34550"
"New entrant CS","2023","Analysis","HM Revenue and Customs (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury (excl. agencies)","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Health and Safety Executive","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","Unknown","55","[c]","30890","29890"
"New entrant CS","2023","Analysis","Intellectual Property Office","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence (excl. agencies)","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence (excl. agencies)","Unknown","30","[c]","30890","27520"
"New entrant CS","2023","Analysis","Ministry of Justice (excl. agencies)","Heterosexual / straight","80","[c]","37150","35410"
"New entrant CS","2023","Analysis","Ministry of Justice (excl. agencies)","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Justice (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","45","[c]","37670","35410"
"New entrant CS","2023","Analysis","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","30","[c]","[c]","[c]"
