"Status","Year","Ethnicity","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Glasgow City","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Glasgow City","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gloucestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester North East","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester North West","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester South East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester South West","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester South West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Greater Manchester South West","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gwynedd","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hackney and Newham","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hackney and Newham","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Haringey and Islington","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Harrow and Hillingdon","Heterosexual / straight","50","[c]","30120","30870"
"Leaver CS","2023","Asian","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Harrow and Hillingdon","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Heart of Essex","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Herefordshire, County of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hertfordshire CC","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hertfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hertfordshire CC","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hounslow and Richmond upon Thames","Heterosexual / straight","45","[c]","31810","30020"
"Leaver CS","2023","Asian","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Isle of Anglesey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Isle of Anglesey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kent Thames Gateway","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kingston upon Hull, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lambeth","Heterosexual / straight","35","[c]","34980","32420"
"Leaver CS","2023","Asian","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lambeth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leeds","Heterosexual / straight","55","[c]","32170","27570"
"Leaver CS","2023","Asian","Leeds","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leeds","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leeds","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leicester","Heterosexual / straight","40","[c]","26740","27130"
"Leaver CS","2023","Asian","Leicester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leicester","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leicestershire CC and Rutland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lewisham and Southwark","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lincolnshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lincolnshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lisburn and Castlereagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Liverpool","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Liverpool","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Luton","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Luton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Luton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Luton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Manchester","Heterosexual / straight","50","[c]","31510","27840"
"Leaver CS","2023","Asian","Manchester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medway","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Merton, Kingston upon Thames and Sutton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Mid Lancashire","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Mid Lancashire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Milton Keynes","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Milton Keynes","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Monmouthshire and Newport","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Monmouthshire and Newport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Na h-Eileanan Siar","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Na h-Eileanan Siar","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Newry, Mourne and Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Newry, Mourne and Down","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Hampshire","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Lanarkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Yorkshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North and North East Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North and West Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northumberland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Norwich and East Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Nottingham","Heterosexual / straight","35","[c]","30090","27840"
"Leaver CS","2023","Asian","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Nottingham","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Orkney Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Orkney Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Oxfordshire CC","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Oxfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Perth and Kinross, and Stirling","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Perth and Kinross, and Stirling","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Peterborough","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Peterborough","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Plymouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Portsmouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Portsmouth","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Powys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Powys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Powys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Redbridge and Waltham Forest","Heterosexual / straight","45","[c]","29330","31060"
"Leaver CS","2023","Asian","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Redbridge and Waltham Forest","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sandwell","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sandwell","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sandwell","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Borders","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Borders","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sefton","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sefton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sefton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sheffield","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shetland Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shetland Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shetland Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shropshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shropshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Solihull","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Solihull","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Solihull","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Solihull","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Ayrshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Ayrshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Hampshire","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
