"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Undeclared","Ministry of Justice (excl. agencies)","40","40","37680","35410"
"In post","2023","20-29","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Office for Budget Responsibility","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Office of Rail and Road","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Office of the Public Guardian","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Rural Payments Agency","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Scottish Government (excl. agencies)","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Social Security Scotland","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Submarine Delivery Agency","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Export Finance","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Health Security Agency","130","130","37140","33330"
"In post","2023","20-29","Undeclared","UK Hydrographic Office","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","UK Statistics Authority","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Valuation Office Agency","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Vehicle Certification Agency","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Welsh Government (excl. agencies)","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Accountant in Bankruptcy","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Active Travel England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Advisory, Conciliation and Arbitration Service","25","20","[c]","[c]"
"In post","2023","20-29","Unknown","Animal and Plant Health Agency","65","65","25710","22150"
"In post","2023","20-29","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Building Digital UK","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Cabinet Office (excl. agencies)","290","285","38600","35650"
"In post","2023","20-29","Unknown","Central Civil Service Fast Stream","1110","1105","30680","30130"
"In post","2023","20-29","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Charity Commission","40","40","26550","25300"
"In post","2023","20-29","Unknown","Companies House","35","35","27620","21380"
"In post","2023","20-29","Unknown","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Criminal Injuries Compensation Authority","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Crown Commercial Service","65","65","32450","32110"
"In post","2023","20-29","Unknown","Crown Office and Procurator Fiscal Service","30","30","[c]","[c]"
"In post","2023","20-29","Unknown","Crown Prosecution Service","435","430","29780","26900"
"In post","2023","20-29","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Defence Equipment and Support","425","425","27350","26000"
"In post","2023","20-29","Unknown","Defence Science and Technology Laboratory","570","570","29250","28360"
"In post","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","525","520","41360","41060"
"In post","2023","20-29","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","70","70","39280","36580"
"In post","2023","20-29","Unknown","Department for Education (excl. agencies)","705","700","36230","33950"
"In post","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","205","205","36830","33830"
"In post","2023","20-29","Unknown","Department for International Trade","525","525","41250","41550"
"In post","2023","20-29","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","150","150","39220","34310"
"In post","2023","20-29","Unknown","Department for Transport (excl. agencies)","275","275","40760","36070"
"In post","2023","20-29","Unknown","Department for Work and Pensions (excl. agencies)","725","715","29440","28120"
"In post","2023","20-29","Unknown","Department of Health and Social Care (excl. agencies)","810","805","39860","36380"
"In post","2023","20-29","Unknown","Disclosure Scotland","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Driver and Vehicle Licensing Agency","185","175","22850","22500"
"In post","2023","20-29","Unknown","Driver and Vehicle Standards Agency","135","135","26580","26780"
"In post","2023","20-29","Unknown","Education Scotland","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Education and Skills Funding Agency","40","35","32790","30330"
"In post","2023","20-29","Unknown","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","FCDO Services","40","40","28220","28540"
"In post","2023","20-29","Unknown","Food Standards Agency","55","55","34380","31400"
"In post","2023","20-29","Unknown","Food Standards Scotland","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","790","790","38600","37010"
"In post","2023","20-29","Unknown","Forestry and Land Scotland","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Government Actuary's Department","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Government Commercial Organisation","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Government Legal Department","45","45","36680","32710"
"In post","2023","20-29","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","HM Courts and Tribunals Service","555","535","26050","21780"
"In post","2023","20-29","Unknown","HM Land Registry","555","540","27320","28080"
"In post","2023","20-29","Unknown","HM Prison and Probation Service","3230","3165","28080","28880"
"In post","2023","20-29","Unknown","HM Revenue and Customs (excl. agencies)","3960","3875","28820","27890"
"In post","2023","20-29","Unknown","HM Treasury (excl. agencies)","80","80","39340","33620"
"In post","2023","20-29","Unknown","Health and Safety Executive","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Home Office","5370","5310","28420","25880"
"In post","2023","20-29","Unknown","Institute for Apprenticeships and Technical Education","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Intellectual Property Office","115","110","31260","27920"
"In post","2023","20-29","Unknown","Legal Aid Agency","45","40","23870","21780"
"In post","2023","20-29","Unknown","Maritime and Coastguard Agency","80","80","25950","22500"
"In post","2023","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","155","155","34460","33500"
"In post","2023","20-29","Unknown","Ministry of Defence (excl. agencies)","1705","1690","30770","27470"
"In post","2023","20-29","Unknown","Ministry of Justice (excl. agencies)","530","525","36870","35410"
"In post","2023","20-29","Unknown","National Crime Agency","675","670","36140","36040"
"In post","2023","20-29","Unknown","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","National Records of Scotland","40","40","28830","29100"
"In post","2023","20-29","Unknown","Northern Ireland Office","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Office of the Public Guardian","170","160","22760","21780"
"In post","2023","20-29","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Office of the Secretary of State for Wales","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Planning Inspectorate","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Registers of Scotland","60","60","29190","26410"
"In post","2023","20-29","Unknown","Revenue Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Royal Fleet Auxiliary","375","375","32320","33320"
"In post","2023","20-29","Unknown","Rural Payments Agency","100","100","23510","22150"
"In post","2023","20-29","Unknown","Scottish Courts and Tribunals Service","100","100","28230","25060"
"In post","2023","20-29","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Scottish Government (excl. agencies)","640","635","33830","33520"
"In post","2023","20-29","Unknown","Scottish Prison Service","640","630","28470","26930"
"In post","2023","20-29","Unknown","Scottish Public Pensions Agency","40","40","27300","26600"
"In post","2023","20-29","Unknown","Serious Fraud Office","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Social Security Scotland","450","440","26590","23340"
"In post","2023","20-29","Unknown","Standards and Testing Agency","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Student Awards Agency for Scotland","55","55","25450","24890"
"In post","2023","20-29","Unknown","Submarine Delivery Agency","100","100","26630","26000"
"In post","2023","20-29","Unknown","Teaching Regulation Agency","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","The Insolvency Service","105","100","26780","24280"
"In post","2023","20-29","Unknown","The National Archives","30","30","26080","24990"
"In post","2023","20-29","Unknown","Transport Scotland","35","35","33600","33520"
"In post","2023","20-29","Unknown","UK Debt Management Office","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","UK Health Security Agency","335","325","31570","29160"
"In post","2023","20-29","Unknown","UK Hydrographic Office","65","65","27770","27610"
"In post","2023","20-29","Unknown","UK Space Agency","30","30","41510","41060"
"In post","2023","20-29","Unknown","UK Statistics Authority","630","615","32680","31560"
"In post","2023","20-29","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Valuation Office Agency","300","290","29520","26890"
"In post","2023","20-29","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Welsh Government (excl. agencies)","100","95","28500","25620"
"In post","2023","20-29","Unknown","Welsh Revenue Authority","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Active Travel England","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","45","45","31670","32110"
"In post","2023","30-39","Declared disabled","Animal and Plant Health Agency","70","70","28620","25920"
"In post","2023","30-39","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Cabinet Office (excl. agencies)","210","205","44700","41870"
"In post","2023","30-39","Declared disabled","Central Civil Service Fast Stream","40","40","31360","30130"
"In post","2023","30-39","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Charity Commission","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Companies House","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Competition and Markets Authority","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Criminal Injuries Compensation Authority","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Crown Commercial Service","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Crown Office and Procurator Fiscal Service","40","40","39720","36330"
"In post","2023","30-39","Declared disabled","Crown Prosecution Service","110","105","39100","38760"
"In post","2023","30-39","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Defence Equipment and Support","205","195","36640","33990"
"In post","2023","30-39","Declared disabled","Defence Science and Technology Laboratory","200","195","41620","39890"
"In post","2023","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","155","150","50220","54710"
"In post","2023","30-39","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","55","55","48940","52760"
"In post","2023","30-39","Declared disabled","Department for Education (excl. agencies)","180","175","44310","41440"
"In post","2023","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","200","195","44430","40370"
"In post","2023","30-39","Declared disabled","Department for International Trade","70","70","49250","52140"
"In post","2023","30-39","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","115","115","45600","40800"
"In post","2023","30-39","Declared disabled","Department for Transport (excl. agencies)","60","55","51550","55190"
"In post","2023","30-39","Declared disabled","Department for Work and Pensions (excl. agencies)","2045","1890","29110","28120"
"In post","2023","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","55","50","45540","41950"
"In post","2023","30-39","Declared disabled","Disclosure Scotland","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Driver and Vehicle Licensing Agency","105","95","24460","22500"
"In post","2023","30-39","Declared disabled","Driver and Vehicle Standards Agency","30","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Education and Skills Funding Agency","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","FCDO Services","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Food Standards Agency","35","35","42310","38380"
"In post","2023","30-39","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","120","120","47900","45230"
"In post","2023","30-39","Declared disabled","Forestry and Land Scotland","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Government Actuary's Department","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Government Commercial Organisation","30","30","66580","65500"
"In post","2023","30-39","Declared disabled","Government Internal Audit Agency","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Government Legal Department","50","50","52750","52020"
"In post","2023","30-39","Declared disabled","Government Property Agency","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","HM Courts and Tribunals Service","370","345","27070","24240"
"In post","2023","30-39","Declared disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","HM Land Registry","95","90","28650","28080"
"In post","2023","30-39","Declared disabled","HM Prison and Probation Service","1655","1580","31240","30810"
"In post","2023","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","1085","1035","36360","34700"
"In post","2023","30-39","Declared disabled","HM Treasury (excl. agencies)","65","65","50380","54090"
"In post","2023","30-39","Declared disabled","Health and Safety Executive","55","55","38790","38980"
"In post","2023","30-39","Declared disabled","Home Office","565","540","33900","29750"
"In post","2023","30-39","Declared disabled","Institute for Apprenticeships and Technical Education","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Intellectual Property Office","30","30","[c]","[c]"
"In post","2023","30-39","Declared disabled","Legal Aid Agency","40","40","26540","25830"
"In post","2023","30-39","Declared disabled","Maritime and Coastguard Agency","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Medicines and Healthcare Products Regulatory Agency","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Met Office","70","65","34240","33430"
"In post","2023","30-39","Declared disabled","Ministry of Defence (excl. agencies)","485","475","37200","34300"
"In post","2023","30-39","Declared disabled","Ministry of Justice (excl. agencies)","195","190","43010","39460"
"In post","2023","30-39","Declared disabled","National Crime Agency","55","50","37850","38310"
"In post","2023","30-39","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","National Records of Scotland","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office for Standards in Education, Children's Services and Skills","30","30","41600","40650"
"In post","2023","30-39","Declared disabled","Office of Gas and Electricity Markets","40","40","40570","34470"
"In post","2023","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Public Guardian","45","40","25970","25830"
"In post","2023","30-39","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Planning Inspectorate","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Registers of Scotland","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Rural Payments Agency","75","70","26550","22150"
"In post","2023","30-39","Declared disabled","Scottish Courts and Tribunals Service","30","30","30320","31970"
"In post","2023","30-39","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Scottish Government (excl. agencies)","225","215","42820","38330"
"In post","2023","30-39","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Scottish Prison Service","65","65","34970","37060"
"In post","2023","30-39","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Serious Fraud Office","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Social Security Scotland","115","110","30320","29100"
"In post","2023","30-39","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Submarine Delivery Agency","60","60","39310","39200"
"In post","2023","30-39","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","The Insolvency Service","25","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","The National Archives","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Transport Scotland","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Export Finance","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Health Security Agency","70","65","41850","37670"
"In post","2023","30-39","Declared disabled","UK Hydrographic Office","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Space Agency","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Statistics Authority","145","130","35400","33660"
"In post","2023","30-39","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Valuation Office Agency","35","35","28770","27380"
"In post","2023","30-39","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Welsh Government (excl. agencies)","60","55","38490","35560"
"In post","2023","30-39","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Accountant in Bankruptcy","20","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Active Travel England","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Advisory, Conciliation and Arbitration Service","90","85","34010","32110"
"In post","2023","30-39","Declared non-disabled","Animal and Plant Health Agency","495","475","30310","29080"
"In post","2023","30-39","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Building Digital UK","60","55","45420","50080"
"In post","2023","30-39","Declared non-disabled","Cabinet Office (excl. agencies)","1190","1165","49560","52820"
"In post","2023","30-39","Declared non-disabled","Central Civil Service Fast Stream","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","130","125","33760","30820"
"In post","2023","30-39","Declared non-disabled","Charity Commission","65","65","33870","30170"
"In post","2023","30-39","Declared non-disabled","Companies House","180","175","33290","30630"
"In post","2023","30-39","Declared non-disabled","Competition and Markets Authority","280","270","61640","60400"
"In post","2023","30-39","Declared non-disabled","Criminal Injuries Compensation Authority","45","40","28400","25830"
"In post","2023","30-39","Declared non-disabled","Crown Commercial Service","90","85","39510","40390"
"In post","2023","30-39","Declared non-disabled","Crown Office and Procurator Fiscal Service","580","560","41820","36440"
"In post","2023","30-39","Declared non-disabled","Crown Prosecution Service","835","785","41200","38940"
"In post","2023","30-39","Declared non-disabled","Defence Electronics and Components Agency","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Defence Equipment and Support","1680","1610","38730","38790"
"In post","2023","30-39","Declared non-disabled","Defence Science and Technology Laboratory","605","585","43510","42540"
"In post","2023","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","1355","1320","53300","55120"
"In post","2023","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","500","490","53170","53030"
"In post","2023","30-39","Declared non-disabled","Department for Education (excl. agencies)","1140","1095","47250","51360"
"In post","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","1115","1075","44330","40260"
"In post","2023","30-39","Declared non-disabled","Department for International Trade","465","455","52020","55370"
"In post","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","680","665","50810","54630"
"In post","2023","30-39","Declared non-disabled","Department for Transport (excl. agencies)","670","655","53250","55740"
"In post","2023","30-39","Declared non-disabled","Department for Work and Pensions (excl. agencies)","10050","9260","29680","28120"
"In post","2023","30-39","Declared non-disabled","Department of Health and Social Care (excl. agencies)","260","245","54510","54690"
"In post","2023","30-39","Declared non-disabled","Disclosure Scotland","55","50","28910","24890"
"In post","2023","30-39","Declared non-disabled","Driver and Vehicle Licensing Agency","1160","1055","27130","22500"
"In post","2023","30-39","Declared non-disabled","Driver and Vehicle Standards Agency","365","355","30400","28590"
"In post","2023","30-39","Declared non-disabled","Education Scotland","20","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Education and Skills Funding Agency","125","115","41810","37590"
"In post","2023","30-39","Declared non-disabled","Estyn","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","FCDO Services","165","160","39960","37170"
"In post","2023","30-39","Declared non-disabled","Food Standards Agency","175","170","39680","38100"
"In post","2023","30-39","Declared non-disabled","Food Standards Scotland","35","35","35530","34730"
"In post","2023","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","885","875","48450","49960"
"In post","2023","30-39","Declared non-disabled","Forestry and Land Scotland","205","200","33860","31180"
"In post","2023","30-39","Declared non-disabled","Government Actuary's Department","55","55","73920","70000"
"In post","2023","30-39","Declared non-disabled","Government Commercial Organisation","225","220","67270","66270"
"In post","2023","30-39","Declared non-disabled","Government Internal Audit Agency","45","45","46340","45880"
"In post","2023","30-39","Declared non-disabled","Government Legal Department","630","600","52860","52660"
"In post","2023","30-39","Declared non-disabled","Government Property Agency","60","60","48580","51020"
"In post","2023","30-39","Declared non-disabled","HM Courts and Tribunals Service","1895","1710","28360","25480"
"In post","2023","30-39","Declared non-disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","HM Land Registry","525","495","32180","28080"
"In post","2023","30-39","Declared non-disabled","HM Prison and Probation Service","11120","10670","32440","32000"
"In post","2023","30-39","Declared non-disabled","HM Revenue and Customs (excl. agencies)","10100","9715","36570","34700"
"In post","2023","30-39","Declared non-disabled","HM Treasury (excl. agencies)","465","455","55370","54440"
"In post","2023","30-39","Declared non-disabled","Health and Safety Executive","350","340","39230","40790"
"In post","2023","30-39","Declared non-disabled","Home Office","6015","5685","34400","30200"
"In post","2023","30-39","Declared non-disabled","Institute for Apprenticeships and Technical Education","85","80","46800","51460"
"In post","2023","30-39","Declared non-disabled","Intellectual Property Office","285","270","39270","41130"
"In post","2023","30-39","Declared non-disabled","Legal Aid Agency","205","185","28020","25830"
"In post","2023","30-39","Declared non-disabled","Maritime and Coastguard Agency","195","190","35630","32480"
"In post","2023","30-39","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","100","100","50540","54090"
"In post","2023","30-39","Declared non-disabled","Met Office","535","515","38350","38200"
"In post","2023","30-39","Declared non-disabled","Ministry of Defence (excl. agencies)","3685","3570","37530","34300"
"In post","2023","30-39","Declared non-disabled","Ministry of Justice (excl. agencies)","1155","1120","44840","43650"
"In post","2023","30-39","Declared non-disabled","National Crime Agency","290","285","43190","41910"
"In post","2023","30-39","Declared non-disabled","National Infrastructure Commission","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","National Records of Scotland","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","National Savings and Investments","45","45","43540","44010"
"In post","2023","30-39","Declared non-disabled","Northern Ireland Office","30","30","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office for Budget Responsibility","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","370","360","46650","41050"
"In post","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","500","495","46940","45610"
"In post","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","75","70","43090","39140"
"In post","2023","30-39","Declared non-disabled","Office of Rail and Road","30","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Public Guardian","350","325","24610","21780"
"In post","2023","30-39","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of the Secretary of State for Wales","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Planning Inspectorate","115","110","42670","41840"
"In post","2023","30-39","Declared non-disabled","Queen Elizabeth II Centre","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Registers of Scotland","140","135","34790","32510"
"In post","2023","30-39","Declared non-disabled","Revenue Scotland","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Rural Payments Agency","280","260","26070","22150"
